"Sample_ID","Spike_Index","Time_s"
"S0002",92,45.8676994238499
"S0002",93,46.0772797657903
"S0002",94,46.2643203625575
"S0002",95,46.8530543435166
"S0002",96,47.0712921464614
"S0002",97,47.3453538927823
"S0002",98,47.4088885432752
"S0002",99,47.4664216780351
"S0002",100,47.5053540251212
"S0002",101,47.562671355928
"S0002",102,47.6004765086468
"S0002",103,47.6334010344793
"S0002",104,47.6834422650605
"S0002",105,47.8275738540893
"S0002",106,48.2694567327938
"S0002",107,48.3291052868
"S0002",108,48.5226363258605
"S0002",109,48.6646189709946
"S0002",110,49.127784168886
"S0002",111,49.4767542501977
"S0002",112,49.8775152857668
"S0002",113,50.0409569598359
"S0002",114,50.2573617462361
"S0002",115,50.6024441801892
"S0002",116,50.7095221888207
"S0002",117,51.2018497518354
"S0002",118,51.4016166201964
"S0002",119,51.7052636554698
"S0002",120,51.9021193556725
"S0002",121,52.053359308958
"S0002",122,52.261969903242
"S0002",123,52.5703985320665
"S0002",124,56.1656253186315
"S0002",125,56.601410753558
"S0002",126,56.7267148195631
"S0002",127,56.9141672694421
"S0002",128,56.9499628194787
"S0002",129,57.1545158155463
"S0002",130,57.2287885035975
"S0002",131,57.3330273495746
"S0002",132,57.5204382996782
"S0002",133,57.8734314880973
"S0002",134,57.9236936133051
"S0002",135,57.9796434989253
"S0002",136,58.002127298051
"S0002",137,58.0291022438952
"S0002",138,58.0548723203912
"S0002",139,58.1154066281899
"S0002",140,58.1656263453185
"S0002",141,58.2066994843765
"S0002",142,58.5048535314203
"S0002",143,58.9546300041072
"S0002",144,59.3608596381343
"S0002",145,59.5905643341442
"S0002",146,59.9294142597347
"S0002",147,60.0193311266211
"S0002",148,60.2210295479379
"S0002",149,60.432863865401
"S0002",150,60.6547444370304
"S0002",151,60.9006357951686
"S0002",152,61.1215208728695
"S0002",153,61.235243948142
"S0002",154,61.5716108543629
"S0002",155,61.7481880615366
"S0002",156,62.2180748456934
"S0002",157,62.5336348162244
"S0003",1,0
"S0003",2,0.0921864287617962
"S0003",3,0.224512044449964
"S0003",4,0.321515189554458
"S0003",5,0.386926250276075
"S0003",6,0.488545999391796
"S0003",7,0.537344407600089
"S0003",8,1.08212154580533
"S0003",9,1.14604610366433
"S0003",10,1.20242417966024
"S0003",11,1.23810968405361
"S0003",12,1.31366623578741
"S0003",13,1.354859335994
"S0003",14,1.40699025979167
"S0003",15,1.49613475405707
"S0003",16,2.15637684394708
"S0003",17,2.83496893749227
"S0003",18,3.60545177655508
"S0003",19,4.42939490778457
"S0003",20,5.01849741824548
"S0003",21,5.5868177302378
"S0003",22,5.69710701208837
"S0003",23,6.11819777404314
"S0003",24,8.22553156306392
"S0003",25,10.3313712227101
"S0003",26,12.8084039497132
"S0003",27,12.9793005368423
"S0003",28,13.2641151546169
"S0003",29,13.5029325909304
"S0003",30,13.8209118824013
"S0003",31,14.0605898237374
"S0003",32,14.199803009427
"S0003",33,14.5707988959322
"S0003",34,14.8847509597501
"S0003",35,17.958657498665
"S0003",36,18.1085400635963
"S0003",37,18.2233905958844
"S0003",38,18.7303323012521
"S0003",39,19.0551053893765
"S0003",40,19.2039603036682
"S0003",41,19.4766636761279
"S0003",42,19.7346587373251
"S0003",43,19.9791738662638
"S0003",44,20.0908658371884
"S0003",45,20.1842915621703
"S0003",46,20.3159686867344
"S0003",47,20.684999045325
"S0003",48,21.2019717832834
"S0003",49,21.6448419787902
"S0003",50,21.8073394320492
"S0003",51,21.8908325770887
"S0003",52,21.987003697426
"S0003",53,22.2107073162432
"S0003",54,22.2729707712064
"S0003",55,22.541074334847
"S0003",56,22.7563351577603
"S0003",57,22.9247852990621
"S0003",58,23.0364002872842
"S0003",59,23.1645371493613
"S0003",60,23.2960045333621
"S0003",61,23.4935190557834
"S0003",62,23.5563673300721
"S0003",63,23.6279668683717
"S0003",64,24.0393142710177
"S0003",65,24.1621309634604
"S0003",66,24.5390466565026
"S0003",67,24.6083847941443
"S0003",68,24.7852165036185
"S0003",69,25.0396561488203
"S0003",70,25.6986554507718
"S0003",71,25.8611254556991
"S0003",72,26.0645309910373
"S0003",73,26.1412637773618
"S0003",74,26.1974867440725
"S0003",75,26.2504619807559
"S0003",76,26.2910480279061
"S0003",77,26.3612345365322
"S0003",78,26.440350612759
"S0003",79,26.5435293968744
"S0003",80,26.8380287014223
"S0003",81,27.271990083408
"S0003",82,27.6812494756452
"S0003",83,28.0534356984238
"S0003",84,28.2277362149005
"S0003",85,28.2622606414055
"S0003",86,28.4079015455666
"S0003",87,28.6447090092729
"S0003",88,28.7744646258366
"S0003",89,28.9613747867556
"S0003",90,29.1664064801993
"S0003",91,29.3568330279521
"S0003",92,29.4122525884744
"S0003",93,29.5579857812991
"S0003",94,30.0823520068045
"S0003",95,30.3060010488114
"S0003",96,34.5400422063625
"S0003",97,34.7651179363194
"S0003",98,34.9477093518426
"S0003",99,35.2456113583492
"S0003",100,35.4781832424642
"S0003",101,35.7108287560155
"S0003",102,35.923717992578
"S0003",103,36.1460195123329
"S0003",104,36.4946159968295
"S0003",105,36.5915772256287
"S0003",106,36.8256509143402
"S0003",107,37.1875233614012
"S0003",108,37.2985042916926
"S0003",109,37.347487016588
"S0003",110,37.3886469470442
"S0003",111,37.4391396985703
"S0003",112,37.4894786725319
"S0003",113,37.5352010214186
"S0003",114,37.61596964383
"S0003",115,37.7937787600149
"S0003",116,38.0176023957349
"S0003",117,38.1838115014156
"S0003",118,38.486496702178
"S0003",119,38.7143402406897
"S0003",120,38.910441821748
"S0003",121,39.3107685241601
"S0003",122,39.7174716087965
"S0003",123,40.0112307700957
"S0003",124,40.1991168598503
"S0003",125,40.4204263956155
"S0004",1,0
"S0004",2,0.658933029878602
"S0004",3,1.40736207808834
"S0004",4,2.07269389271874
"S0004",5,2.56058535002288
"S0004",6,3.46019741472755
"S0004",7,4.47353013795009
"S0004",8,5.27606869372842
"S0004",9,6.12949509941345
"S0004",10,7.15184160133859
"S0004",11,8.21170715384078
"S0004",12,9.22852313928622
"S0004",13,10.1609027138614
"S0004",14,11.920191884663
"S0004",15,14.7105238663667
"S0004",16,15.3976000681745
"S0004",17,15.6227163373727
"S0004",18,16.5182538495004
"S0004",19,16.6644138885893
"S0004",20,16.8010607082607
"S0004",21,17.082073081073
"S0004",22,17.2322266623267
"S0004",23,17.4898048191485
"S0004",24,17.7330579159371
"S0004",25,17.8180804597178
"S0004",26,17.9247008513731
"S0004",27,18.0486927755604
"S0004",28,18.1205640316457
"S0004",29,18.2467789767467
"S0004",30,18.7336286072195
"S0004",31,18.7646820081079
"S0004",32,18.9288183792405
"S0004",33,19.3500618314957
"S0004",34,19.3992547770484
"S0004",35,19.4717264203844
"S0004",36,19.5178313298784
"S0004",37,19.5999352380309
"S0004",38,19.65964933091
"S0004",39,19.7780519917856
"S0004",40,19.9572427762093
"S0004",41,20.3416320431914
"S0004",42,20.3821256436852
"S0004",43,20.4800607515786
"S0004",44,20.5308190662156
"S0004",45,20.6194868773034
"S0004",46,20.6552530054328
"S0004",47,21.0196419806536
"S0004",48,21.0600321116451
"S0004",49,21.2314646971912
"S0004",50,21.5739005037509
"S0004",51,21.873858888237
"S0004",52,22.0617875073584
"S0004",53,26.490966838227
"S0004",54,26.7493152778789
"S0004",55,27.1702326936931
"S0004",56,27.3876643203652
"S0004",57,27.7563244607566
"S0004",58,28.1218122411414
"S0004",59,28.3431816037349
"S0004",60,28.6084894361895
"S0004",61,29.059689101922
"S0004",62,29.5055819414697
"S0004",63,29.8976366056202
"S0004",64,30.4545161266308
"S0004",65,30.7146035950361
"S0004",66,30.8930069058333
"S0004",67,31.0482317028796
"S0004",68,31.1242897698249
"S0004",69,31.2162016443228
"S0004",70,31.267368648395
"S0004",71,31.3357366240544
"S0004",72,31.3954474301652
"S0004",73,31.4553392519102
"S0004",74,31.5823524395073
"S0004",75,31.9254151062457
"S0004",76,32.1301072870095
"S0004",77,32.3142730886698
"S0004",78,32.5057113849645
"S0004",79,32.7072964908396
"S0004",80,33.0686799954409
"S0004",81,33.4800176935595
"S0004",82,33.6505540737724
"S0004",83,33.8228478592628
"S0004",84,34.116650088599
"S0004",85,34.5503481296747
"S0004",86,34.9436660863991
"S0004",87,35.1196330799596
"S0004",88,36.1043225170845
"S0004",89,36.3187609305089
"S0004",90,36.8583017283882
"S0004",91,37.1013449969893
"S0004",92,37.1956534193357
"S0004",93,37.4133167460225
"S0004",94,37.7368490306939
"S0004",95,37.9966698750482
"S0004",96,38.2545786867999
"S0004",97,38.5122455966896
"S0004",98,38.7592975834108
"S0004",99,38.9814155754019
"S0004",100,39.2475993932066
"S0004",101,39.5854262352568
"S0004",102,39.914099659384
"S0004",103,40.1358756021035
"S0004",104,40.4676019853115
"S0004",105,40.7803572591144
"S0004",106,41.1142185487435
"S0004",107,41.4746130536131
"S0004",108,41.5985469686017
"S0004",109,41.9005922483749
"S0004",110,42.3348634625845
"S0004",111,42.6971602242253
"S0004",112,43.041200096471
"S0004",113,43.3768724407175
"S0004",114,43.5945004466613
"S0004",115,44.0429240389932
"S0004",116,44.1764888682778
"S0004",117,44.2850632930887
"S0004",118,44.4655716114288
"S0004",119,44.5606399383037
"S0004",120,44.7361382344434
"S0004",121,44.8188662881057
"S0004",122,44.9584566437084
"S0004",123,45.0645825845404
"S0004",124,45.1136821630188
"S0004",125,45.1881031233595
"S0004",126,45.238530521269
"S0004",127,45.3271213991742
"S0004",128,45.4090477490908
"S0004",129,45.9175264329294
"S0004",130,46.0032258200182
"S0004",131,46.1401865097019
"S0004",132,46.2672888698759
"S0004",133,46.3472762805087
"S0004",134,46.5134881332734
"S0004",135,46.5772018573523
"S0004",136,46.7042392636379
"S0004",137,47.2161011292484
"S0004",138,47.7475998465974
"S0004",139,48.3177819998993
"S0004",140,48.8436436573959
"S0004",141,49.2874626457621
"S0004",142,49.9300873960095
"S0004",143,50.4391970060038
"S0004",144,51.172646342003
"S0004",145,51.7035319347767
"S0004",146,52.2979182842799
"S0004",147,52.7639212755619
"S0004",148,57.7310688490181
"S0005",1,0
"S0005",2,0.0282607566692914
"S0005",3,0.0625743364350289
"S0005",4,0.105066934147327
"S0005",5,0.137339671865154
"S0005",6,0.160349728504501
"S0005",7,0.189309310951789
"S0005",8,0.223375680620836
"S0005",9,0.260040453604072
"S0005",10,0.266544541703651
"S0005",11,0.275183923494207
"S0005",12,0.286045709930793
"S0005",13,0.296466009123786
"S0005",14,0.30980343713589
"S0005",15,0.318645797766023
"S0005",16,0.324248255212604
"S0005",17,0.334885074072604
"S0005",18,0.393144609783863
"S0005",19,0.399709709704311
"S0005",20,0.405013927227308
"S0005",21,0.410249369051369
"S0005",22,0.418280939148969
"S0005",23,0.722320380156158
"S0005",24,0.803549670126326
"S0005",25,0.833840027644149
"S0005",26,0.845077138582598
"S0005",27,0.85222142664726
"S0005",28,0.894615562029732
"S0005",29,0.909075185116226
"S0005",30,0.927593622469314
"S0005",31,0.945828162233435
"S0005",32,0.956199423236141
"S0005",33,0.964547278469971
"S0005",34,0.981930455309368
"S0005",35,0.984636677503862
"S0005",36,0.999186892552378
"S0005",37,1.01101594723901
"S0005",38,1.01577290382447
"S0005",39,1.0397100688149
"S0005",40,1.0445509650084
"S0005",41,1.0763801405241
"S0005",42,1.10252659008555
"S0005",43,1.11219511378355
"S0005",44,1.11686612422655
"S0005",45,1.12056268128634
"S0005",46,1.12321790643325
"S0005",47,1.12602893601703
"S0005",48,1.14344217292899
"S0005",49,1.16468578298981
"S0005",50,1.20072284838417
"S0005",51,1.21205553510604
"S0005",52,1.22343599510241
"S0005",53,1.23811903881417
"S0005",54,1.25645758693486
"S0005",55,1.27411878389451
"S0005",56,1.28621651104519
"S0005",57,1.335635248339
"S0005",58,1.34921836019417
"S0005",59,1.37400260793332
"S0005",60,1.43272669335155
"S0005",61,1.48025687801805
"S0005",62,1.53368138864426
"S0005",63,1.58079165113424
"S0005",64,1.67432212736547
"S0005",65,1.72524853207172
"S0005",66,1.80216473890829
"S0005",67,1.85179254117047
"S0005",68,1.91955499519278
"S0005",69,2.00870642461833
"S0005",70,2.0910695781534
"S0005",71,2.14325067341621
"S0005",72,2.21518413561237
"S0005",73,2.55414331090943
"S0005",74,2.61476325418417
"S0005",75,2.62088560783557
"S0005",76,2.62916644303817
"S0005",77,2.6548311378299
"S0005",78,2.68444925084598
"S0005",79,2.71414857844617
"S0005",80,2.73337890065792
"S0005",81,2.74783620124765
"S0005",82,2.75962314079833
"S0005",83,2.77344250449399
"S0005",84,2.7847025829603
"S0005",85,2.79022532843604
"S0005",86,2.7952419198736
"S0005",87,2.80016591333031
"S0005",88,2.80455965900597
"S0005",89,2.80823669086885
"S0005",90,2.82084212490908
"S0005",91,2.83985410905857
"S0005",92,2.87994403420741
"S0005",93,2.91190264283272
"S0005",94,2.9426935112636
"S0005",95,2.95295310870127
"S0005",96,2.96471658747313
"S0005",97,2.99232333238867
"S0005",98,3.01923785968807
"S0005",99,3.03921817035134
"S0005",100,3.06141020996349
"S0005",101,3.08436063305468
"S0005",102,3.11121527571493
"S0005",103,3.12739579674522
"S0005",104,3.14433852933381
"S0005",105,3.15687374425669
"S0005",106,3.16581789393824
"S0005",107,3.1777194402836
"S0005",108,3.19313200881192
"S0005",109,3.19904039653753
"S0005",110,3.20651676808309
"S0005",111,3.22068558479158
"S0005",112,3.24531007156516
"S0005",113,3.28406616326452
"S0005",114,3.31985966411877
"S0005",115,3.34177774822743
"S0005",116,3.3752817743835
"S0005",117,3.39514652432296
"S0005",118,3.43853569396809
"S0005",119,3.46769354704334
"S0005",120,3.49017570339744
"S0005",121,3.51770012364233
"S0005",122,3.53044407896028
"S0005",123,3.57006329088372
"S0005",124,3.59039612967379
"S0005",125,3.61334043772555
"S0005",126,3.64182019041613
"S0005",127,3.6630734754902
"S0005",128,3.70573957503944
"S0005",129,3.75465195160552
"S0005",130,3.78233309767759
"S0005",131,3.81046900702175
"S0005",132,3.8296743640994
"S0005",133,3.88445189004995
"S0006",1,0
"S0006",2,0.0732670392455339
"S0006",3,0.162675613246868
"S0006",4,0.20266154710137
"S0006",5,0.293613848961262
"S0006",6,0.33980132045462
"S0006",7,0.443546893324837
"S0006",8,0.520302444988404
"S0006",9,0.598053629796046
"S0006",10,0.695183993691646
"S0006",11,0.760084263634324
"S0006",12,0.844257534222684
"S0006",13,0.901334265984982
"S0006",14,0.994121685981964
"S0006",15,1.07724924795005
"S0006",16,1.14519275033091
"S0006",17,1.22959582974613
"S0006",18,1.31446524956721
"S0006",19,1.38427182076122
"S0006",20,1.43541425562101
"S0006",21,1.53141560025486
"S0006",22,1.57758588483866
"S0006",23,1.65329927636602
"S0006",24,1.75003639370165
"S0006",25,1.81076510011026
"S0006",26,1.8943154794615
"S0006",27,1.97476509644621
"S0006",28,2.05263447220202
"S0006",29,2.11778297033172
"S0006",30,2.16029862129998
"S0006",31,2.21410772841294
"S0006",32,2.25477453671665
"S0006",33,2.33719683407122
"S0006",34,2.35984371926344
"S0006",35,2.3862061835589
"S0006",36,2.60842714848356
"S0006",37,2.71566994564147
"S0006",38,2.80874921903399
"S0006",39,2.9320424818068
"S0006",40,3.02883866930296
"S0006",41,3.25161669683942
"S0006",42,3.29213040345756
"S0006",43,3.40755454688131
"S0006",44,3.46277765467413
"S0006",45,3.52412935516934
"S0006",46,3.59650572973396
"S0006",47,3.67001819802787
"S0006",48,3.80244109876312
"S0006",49,3.84133364382579
"S0006",50,3.87921908337448
"S0006",51,3.95628798734193
"S0006",52,4.00840654435456
"S0006",53,4.24939903426248
"S0006",54,4.29640869463036
"S0006",55,4.31659496602937
"S0006",56,4.33133917371067
"S0006",57,4.34157490337153
"S0006",58,4.36228583081534
"S0006",59,4.37836425850687
"S0006",60,4.46033955446109
"S0006",61,4.61465277156725
"S0006",62,4.75542394109826
"S0006",63,4.84472921187776
"S0006",64,4.90824255184268
"S0006",65,5.00637181742279
"S0006",66,5.30199345356724
"S0006",67,5.37031800947631
"S0006",68,5.52572919920065
"S0006",69,5.62827062560993
"S0006",70,5.85818873320047
"S0006",71,5.91587898455486
"S0006",72,6.03069865450702
"S0006",73,6.10669571800459
"S0006",74,6.18973346147393
"S0006",75,6.2870431913945
"S0006",76,6.40803821514524
"S0006",77,6.50169977465406
"S0006",78,6.56142236289128
"S0006",79,6.67505638337014
"S0006",80,6.74106565303238
"S0006",81,6.81910450126517
"S0006",82,6.90574583823878
"S0006",83,6.93930043127228
"S0006",84,7.02470933481925
"S0006",85,7.10030801903544
"S0006",86,7.1445822549971
"S0006",87,7.27007754518096
"S0006",88,7.36202970333497
"S0006",89,7.38731628553718
"S0006",90,7.40224630968138
"S0006",91,7.42466545419534
"S0006",92,7.45952542650301
"S0006",93,7.52806366202491
"S0006",94,7.65077467713328
"S0006",95,7.68378976816313
"S0006",96,7.74186575992141
"S0006",97,7.86721044408457
"S0006",98,7.97125357507831
"S0006",99,8.11510252815227
"S0006",100,8.21515792429857
"S0006",101,8.37519459072671
"S0006",102,8.52838343292764
"S0006",103,8.68129287430822
"S0006",104,8.83602253406907
"S0006",105,9.01647349849911
"S0006",106,9.19711801788217
"S0006",107,9.37226305852626
"S0006",108,9.55661818309341
"S0006",109,9.71819433261614
"S0006",110,9.87831314377247
"S0006",111,10.0604704090931
"S0006",112,10.2197197451214
"S0006",113,11.5816157645131
"S0006",114,11.6993314368367
"S0006",115,11.777816509238
"S0006",116,11.921881052184
"S0006",117,13.2517998814611
"S0006",118,13.2831034485422
"S0006",119,13.3345116562421
"S0006",120,13.3915182944216
"S0006",121,13.4465223100092
"S0006",122,13.4947125027646
"S0006",123,13.5369715526857
"S0006",124,13.5773169448031
"S0006",125,13.8272518775417
"S0006",126,13.8552319333796
"S0006",127,13.8970613103103
"S0006",128,13.9209609521165
"S0006",129,13.9781706091112
"S0006",130,14.0092943004987
"S0006",131,14.0463720110594
"S0006",132,14.0880747364121
"S0006",133,14.1103510454873
"S0006",134,14.6369281753077
"S0006",135,14.7529324709863
"S0006",136,15.0748477641116
"S0006",137,15.4839801718827
"S0006",138,15.8517947692856
"S0006",139,16.1549182018785
"S0006",140,16.5652999938884
"S0006",141,16.7956780523671
"S0006",142,17.1208737614838
"S0006",143,17.5036331872776
"S0006",144,17.9097341410397
"S0006",145,18.198968566636
"S0006",146,18.5685071873527
"S0006",147,18.9427470424626
"S0006",148,19.3244106765089
"S0006",149,19.6215332092915
"S0006",150,20.0501242508308
"S0006",151,20.5754607784842
"S0006",152,20.8576760107123
"S0007",1,0
"S0007",2,0.722928854188515
"S0007",3,1.98747922474694
"S0007",4,2.86501848904416
"S0007",5,3.56797025795381
"S0007",6,4.27518467965727
"S0007",7,5.07889027445998
"S0007",8,5.95175177806155
"S0007",9,6.68008357329678
"S0007",10,7.71041905562823
"S0007",11,8.44918773914357
"S0007",12,9.32441140242468
"S0007",13,10.3442651044447
"S0007",14,11.1483833035856
"S0007",15,11.8933117726839
"S0007",16,16.731096522745
"S0007",17,17.6424763036408
"S0007",18,17.7703543200609
"S0007",19,17.9019417702149
"S0007",20,18.0571513647342
"S0007",21,18.619507071622
"S0007",22,18.7300427769337
"S0007",23,18.8428493255047
"S0007",24,19.0203866331779
"S0007",25,19.0748320227762
"S0007",26,19.4785180469881
"S0007",27,19.9118767949621
"S0007",28,20.4105120769639
"S0007",29,20.857465931581
"S0007",30,21.2152999712456
"S0007",31,21.6888483600681
"S0007",32,22.151717748758
"S0007",33,22.5819374390583
"S0007",34,22.9922285386186
"S0007",35,23.4210482059377
"S0007",36,23.7863523749512
"S0007",37,24.2634013296064
"S0007",38,24.6728901191559
"S0007",39,25.1254006477949
"S0007",40,25.532211046165
"S0007",41,25.9081149121717
"S0007",42,27.9453666480228
"S0007",43,30.0419633893266
"S0007",44,32.3424937257514
"S0007",45,32.4537297945028
"S0007",46,32.5183523065904
"S0007",47,32.6878105064026
"S0007",48,32.7401510488334
"S0007",49,32.8102865536165
"S0007",50,32.9612154226677
"S0007",51,33.0233027987776
"S0007",52,33.154809459019
"S0007",53,33.3186192541869
"S0007",54,33.3414008677876
"S0007",55,33.6902069402882
"S0007",56,33.7629327051922
"S0007",57,33.9424738196444
"S0007",58,34.1027240330586
"S0007",59,34.6031654860469
"S0007",60,34.7767328646557
"S0007",61,34.8261147442423
"S0007",62,35.1769462641524
"S0007",63,35.316327845644
"S0007",64,35.3977795720754
"S0007",65,35.8455607517655
"S0007",66,36.128398568561
"S0007",67,36.1977294305607
"S0007",68,36.326464381974
"S0007",69,36.3550198490797
"S0007",70,36.5334388016049
"S0007",71,36.8676155171522
