"Template_ID","Event_ID","Run_ID","State_Envelope_ID","Event_Label","Pause_Subtype","Event_Context","Latent_Pulse_ID","Latent_Start_u","Latent_End_u","Latent_Duration_u","Realized_Start_u","Realized_End_u","Realized_Duration_u","Realized_Left_Spike_Index","Realized_Right_Spike_Index","N_Realized_Spikes","N_Realized_ISIs","Rate_Multiplier","Target_Mean_ISI_Contrast","Pulse_Refractory_Limited","Latent_Window_Truncated","Pulse_Strength_Stratum","Frozen_Target_Spikes","Burst_Quota_ID","Is_Four_Spike_Boundary","Observed_Left_Context_ISIs","Observed_Right_Context_ISIs","Composite_HFS_Regime_ID","Boundary_Definition","Phenotype_Evidence_ID","Phenotype_Label","Phenotype_Evidence_Score","Phenotype_Evaluation_Eligibility"
"TPL_003","TPL_003_EVENT_006","TPL_003_RUN_009","none","Pause","canonical","canonical","none",,,,36.5507865861703,39.4159699994318,2.86518341326155,100,101,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_003","TPL_003_EVENT_007","TPL_003_RUN_011","none","Burst","none","standalone_burst","TPL_003_PULSE_005",42.7605286575223,43.6605286575223,0.900000000000006,42.8293436692223,43.6097409219434,0.780397252721045,107,114,8,7,3.75447423890182,3.43109659431502,FALSE,FALSE,"moderate",8,"BQ_008",FALSE,4,5,"none","first_to_last_pulse_exposed_spike","PHENO_0015","clear_burst_like",5.57267466278839,"eligible"
"TPL_003","TPL_003_EVENT_008","TPL_003_RUN_015","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,61.8381688220783,67.2476680411383,5.40949921905994,160,162,3,2,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_004","TPL_004_EVENT_001","TPL_004_RUN_002","none","Burst","none","standalone_burst","TPL_004_PULSE_001",10.1518990883636,10.8215976396355,0.669698551271964,10.3329083234382,10.8175352791057,0.484626955667505,26,29,4,3,5.57134790606227,4.97276946471538,FALSE,FALSE,"strong",4,"BQ_012",TRUE,4,3,"none","first_to_last_pulse_exposed_spike","PHENO_0016","clear_burst_like",3.26059761771992,"eligible"
"TPL_004","TPL_004_EVENT_002","TPL_004_RUN_003","TPL_004_STATE_002","Burst","none","burst_in_hfs","TPL_004_PULSE_002",16.9315743052858,17.8315743052858,0.899999999999999,16.9438154196507,17.7996727637816,0.855857344130914,42,49,8,7,2.50961394577032,2.31544879171997,FALSE,FALSE,"weak",8,"BQ_068",FALSE,10,13,"none","first_to_last_pulse_exposed_spike","PHENO_0017","clear_burst_like",3.38289460249632,"eligible"
"TPL_004","TPL_004_EVENT_003","TPL_004_RUN_006","TPL_004_STATE_003","Burst","none","burst_in_hfs","TPL_004_PULSE_003",25.7821345593912,26.5152041201054,0.733069560714188,25.8124549480423,26.4468102965579,0.634355348515616,74,82,9,8,3.75886705582876,3.03451021015644,FALSE,FALSE,"moderate",9,"BQ_067",FALSE,9,16,"none","first_to_last_pulse_exposed_spike","PHENO_0018","clear_burst_like",2.79274883044976,"eligible"
"TPL_004","TPL_004_EVENT_004","TPL_004_RUN_007","none","Burst","none","standalone_burst","TPL_004_PULSE_004",33.2887690927231,34.1567887628129,0.868019670089751,33.3657694147567,34.1567887628129,0.791019348056153,103,109,7,6,2.850151843477,2.66218503937125,FALSE,TRUE,"weak",7,"BQ_010",FALSE,5,0,"none","first_to_last_pulse_exposed_spike","PHENO_0019","clear_burst_like",3.33709558499918,"eligible"
"TPL_004","TPL_004_EVENT_005","TPL_004_RUN_009","none","Burst","none","standalone_burst","TPL_004_PULSE_005",34.6843432653093,35.5652810709354,0.880937805626104,34.6843432653093,35.5041674814939,0.819824216184536,110,118,9,8,4.45973937694367,3.92454853467643,FALSE,TRUE,"moderate",9,"BQ_011",FALSE,0,7,"none","first_to_last_pulse_exposed_spike","PHENO_0020","clear_burst_like",4.52353063719555,"eligible"
"TPL_004","TPL_004_EVENT_006","TPL_004_RUN_012","none","Pause","canonical","canonical","none",,,,46.6489883476452,50.7408192590859,4.09183091144077,140,141,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_004","TPL_004_EVENT_007","TPL_004_RUN_015","none","Pause","canonical","canonical","none",,,,62.0180498014404,66.0965873439531,4.07853754251264,154,155,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_005","TPL_005_EVENT_001","TPL_005_RUN_002","TPL_005_STATE_001","Burst","none","burst_in_hfs","TPL_005_PULSE_001",5.50557033452194,5.99584535904374,0.490275024521802,5.57410156265868,5.99483747802317,0.420735915364497,15,19,5,4,4.72359312970359,3.94662274373695,FALSE,FALSE,"moderate",5,"BQ_070",FALSE,13,14,"none","first_to_last_pulse_exposed_spike","PHENO_0021","clear_burst_like",2.84636636914539,"eligible"
"TPL_005","TPL_005_EVENT_002","TPL_005_RUN_004","none","Pause","canonical","canonical","none",,,,12.7846630904686,16.5909856902764,3.80632259980776,35,36,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_005","TPL_005_EVENT_003","TPL_005_RUN_008","TPL_005_STATE_003","Burst","none","burst_in_hfs","TPL_005_PULSE_002",29.7195530607113,30.112518402361,0.392965341649735,29.7588044585466,29.9977675671335,0.23896310858688,65,68,4,3,6.07161752820964,4.86865448602475,FALSE,FALSE,"strong",4,"BQ_069",TRUE,9,17,"none","first_to_last_pulse_exposed_spike","PHENO_0022","clear_burst_like",3.30448638012202,"eligible"
"TPL_005","TPL_005_EVENT_004","TPL_005_RUN_011","none","Pause","canonical","canonical","none",,,,45.975114445808,48.8278969198937,2.85278247408569,103,104,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_005","TPL_005_EVENT_005","TPL_005_RUN_012","none","Burst","none","standalone_burst","TPL_005_PULSE_003",51.2519317016477,52.1519317016477,0.899999999999999,51.5807184288191,52.0506061578819,0.469887729062826,109,116,8,7,3.02165967781522,2.83811633959413,FALSE,FALSE,"weak",8,"BQ_013",FALSE,5,5,"none","first_to_last_pulse_exposed_spike","PHENO_0023","clear_burst_like",4.75991306828209,"eligible"
"TPL_005","TPL_005_EVENT_006","TPL_005_RUN_014","none","Burst","none","standalone_burst","TPL_005_PULSE_004",60.7115369847806,61.483233324128,0.771696339347365,60.9074744425964,61.483233324128,0.57575888153157,147,151,5,4,4.18472767672285,3.80455390829593,FALSE,TRUE,"moderate",5,"BQ_014",FALSE,7,0,"none","first_to_last_pulse_exposed_spike","PHENO_0024","clear_burst_like",2.84705690134024,"eligible"
"TPL_005","TPL_005_EVENT_007","TPL_005_RUN_016","none","Burst","none","standalone_burst","TPL_005_PULSE_005",62.0178884262343,62.6889391920488,0.671050765814442,62.0178884262343,62.6038763268003,0.585987900565932,152,156,5,4,6.07110252091072,5.39731012401171,FALSE,TRUE,"strong",5,"BQ_015",FALSE,0,3,"none","first_to_last_pulse_exposed_spike","PHENO_0025","clear_burst_like",2.86177435254079,"eligible"
"TPL_006","TPL_006_EVENT_001","TPL_006_RUN_002","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,5.5580321586223,10.8665090276392,5.30847686901689,13,16,4,3,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_006","TPL_006_EVENT_002","TPL_006_RUN_005","none","Pause","canonical","canonical","none",,,,23.2825333217824,28.1958532098415,4.91331988805905,35,36,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_006","TPL_006_EVENT_003","TPL_006_RUN_009","none","Burst","none","standalone_burst","TPL_006_PULSE_001",40.0566935315736,40.8391986534188,0.782505121845176,40.3176854797519,40.728263203376,0.410577723624144,74,77,4,3,3.94173840517584,3.62770071066916,FALSE,FALSE,"moderate",4,"BQ_017",TRUE,4,7,"none","first_to_last_pulse_exposed_spike","PHENO_0026","clear_burst_like",3.06000216077464,"eligible"
"TPL_006","TPL_006_EVENT_004","TPL_006_RUN_010","none","Burst","none","standalone_burst","TPL_006_PULSE_002",47.0586346584439,47.7751620021166,0.716527343672702,47.1373803481184,47.7751620021166,0.637781653998275,90,95,6,5,5.75879072490171,5.02150268270634,FALSE,TRUE,"strong",6,"BQ_018",FALSE,6,0,"none","first_to_last_pulse_exposed_spike","PHENO_0027","clear_burst_like",3.36049918889478,"eligible"
"TPL_006","TPL_006_EVENT_005","TPL_006_RUN_012","none","Burst","none","standalone_burst","TPL_006_PULSE_003",48.2836406859553,49.1807970753547,0.897156389399449,48.2836406859553,49.0945391372763,0.810898451321094,96,104,9,8,2.78198156804863,2.60012543592602,FALSE,TRUE,"weak",9,"BQ_016",FALSE,0,5,"none","first_to_last_pulse_exposed_spike","PHENO_0028","clear_burst_like",5.60867459629407,"eligible"
"TPL_006","TPL_006_EVENT_006","TPL_006_RUN_013","TPL_006_STATE_004","Burst","none","burst_in_hfs","TPL_006_PULSE_004",53.8475819399144,54.6037103230418,0.756128383127432,53.8839268701596,54.5948576776636,0.710930807504049,118,126,9,8,3.53099963486102,2.95774052087218,FALSE,FALSE,"weak",9,"BQ_071",FALSE,9,15,"none","first_to_last_pulse_exposed_spike","PHENO_0029","clear_burst_like",3.69294601835927,"eligible"
"TPL_006","TPL_006_EVENT_007","TPL_006_RUN_014","none","Pause","canonical","canonical","none",,,,58.0647093863361,61.0622565723624,2.99754718602635,141,142,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"TPL_006_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_006","TPL_006_EVENT_008","TPL_006_RUN_015","TPL_006_STATE_005","Burst","none","burst_in_hfs","TPL_006_PULSE_005",66.7287294965354,67.3406578349767,0.611928338441331,66.7372628779402,67.3206071714209,0.583344293480664,156,161,6,5,5.07731191672932,4.23515867057722,FALSE,FALSE,"strong",6,"BQ_072",FALSE,14,13,"none","first_to_last_pulse_exposed_spike","PHENO_0030","clear_burst_like",3.27764964232117,"eligible"
"TPL_007","TPL_007_EVENT_001","TPL_007_RUN_002","TPL_007_STATE_002","Burst","none","burst_in_hfs","TPL_007_PULSE_001",7.59544444261028,8.46023769071348,0.864793248103203,7.66968980117927,8.45922576015319,0.789535958973918,18,22,5,4,2.41490116388716,2.2388546474278,FALSE,FALSE,"weak",5,"BQ_073",FALSE,6,11,"none","first_to_last_pulse_exposed_spike","PHENO_0031","ambiguous_burst_like",1.79726783519069,"exclude_primary_include_sensitivity"
"TPL_007","TPL_007_EVENT_002","TPL_007_RUN_004","none","Burst","none","standalone_burst","TPL_007_PULSE_002",18.1103283209646,18.8763869420548,0.766058621090206,18.1224293106373,18.8504535566849,0.728024246047625,40,46,7,6,6.20593478313017,5.34931773145217,FALSE,FALSE,"strong",7,"BQ_021",FALSE,5,5,"none","first_to_last_pulse_exposed_spike","PHENO_0032","clear_burst_like",4.45370281695187,"eligible"
"TPL_007","TPL_007_EVENT_003","TPL_007_RUN_007","none","Pause","canonical","canonical","none",,,,37.4832283609329,41.0329856156619,3.54975725472904,88,89,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_007","TPL_007_EVENT_004","TPL_007_RUN_009","none","Pause","canonical","canonical","none",,,,42.2697699920487,45.1958035959144,2.92603360386565,91,92,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_007","TPL_007_EVENT_005","TPL_007_RUN_013","none","Burst","none","standalone_burst","TPL_007_PULSE_003",50.0527472977298,50.8328477990042,0.780100501274426,50.0885869353105,50.8328477990042,0.744260863693704,101,105,5,4,2.8449486259813,2.69299954846501,FALSE,TRUE,"weak",5,"BQ_019",FALSE,6,0,"none","first_to_last_pulse_exposed_spike","PHENO_0033","clear_burst_like",1.92654264586659,"eligible"
"TPL_007","TPL_007_EVENT_006","TPL_007_RUN_015","none","Burst","none","standalone_burst","TPL_007_PULSE_004",51.4776319926439,52.2107562006144,0.733124207970477,51.4776319926439,52.1103044196911,0.632672427047119,106,111,6,5,4.11059203002712,3.67473973636515,FALSE,TRUE,"moderate",6,"BQ_020",FALSE,0,6,"none","first_to_last_pulse_exposed_spike","PHENO_0034","ambiguous_burst_like",1.95203491894008,"exclude_primary_include_sensitivity"
"TPL_007","TPL_007_EVENT_007","TPL_007_RUN_017","TPL_007_STATE_005","Burst","none","burst_in_hfs","TPL_007_PULSE_005",60.2444154737803,60.7450437302782,0.50062825649799,60.2545691456225,60.7239889355755,0.469419789953037,134,139,6,5,4.04190111067091,3.42329043452628,FALSE,FALSE,"moderate",6,"BQ_074",FALSE,15,14,"none","first_to_last_pulse_exposed_spike","PHENO_0035","clear_burst_like",2.95965035822859,"eligible"
"TPL_008","TPL_008_EVENT_001","TPL_008_RUN_002","none","Pause","canonical","canonical","none",,,,5.86464570698215,10.7043284435093,4.83968273652717,14,15,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_008","TPL_008_EVENT_002","TPL_008_RUN_005","none","Burst","none","standalone_burst","TPL_008_PULSE_001",16.4843773801952,17.3660092686881,0.881631888492947,16.5247640845265,17.3660092686881,0.841245184161622,27,33,7,6,3.5834849985869,3.25807621562853,FALSE,TRUE,"moderate",7,"BQ_023",FALSE,8,0,"none","first_to_last_pulse_exposed_spike","PHENO_0036","clear_burst_like",2.47139324474184,"eligible"
"TPL_008","TPL_008_EVENT_003","TPL_008_RUN_007","none","Burst","none","standalone_burst","TPL_008_PULSE_002",17.8520449058265,18.7149790229027,0.862934117076129,17.8520449058265,18.6193381859118,0.767293280085319,34,41,8,7,4.81586369207393,4.28254042402841,FALSE,TRUE,"strong",8,"BQ_024",FALSE,0,3,"none","first_to_last_pulse_exposed_spike","PHENO_0037","clear_burst_like",3.42998254016973,"eligible"
"TPL_008","TPL_008_EVENT_004","TPL_008_RUN_009","TPL_008_STATE_002","Burst","none","burst_in_hfs","TPL_008_PULSE_003",25.4730537993128,26.0594703685966,0.586416569283823,25.5058922389027,25.9820936891826,0.47620145027993,57,63,7,6,5.88827155722567,4.69734985125251,FALSE,FALSE,"strong",7,"BQ_075",FALSE,12,16,"none","first_to_last_pulse_exposed_spike","PHENO_0038","clear_burst_like",3.24105358459494,"eligible"
"TPL_008","TPL_008_EVENT_005","TPL_008_RUN_010","none","Pause","canonical","canonical","none",,,,31.8905655876459,36.6662322449223,4.77566665727645,79,80,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"TPL_008_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_008","TPL_008_EVENT_006","TPL_008_RUN_011","TPL_008_STATE_003","Burst","none","burst_in_hfs","TPL_008_PULSE_004",40.0025803919303,40.1808212866272,0.178240894696856,40.0137137473504,40.1150593146007,0.10134556725032,94,97,4,3,5.88829286307615,3.94795938907191,FALSE,FALSE,"moderate",4,"BQ_076",TRUE,14,15,"none","first_to_last_pulse_exposed_spike","PHENO_0039","clear_burst_like",2.64339125144597,"eligible"
"TPL_008","TPL_008_EVENT_007","TPL_008_RUN_013","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,50.109121192116,55.0620748309974,4.95295363888145,127,129,3,2,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_008","TPL_008_EVENT_008","TPL_008_RUN_015","none","Burst","none","standalone_burst","TPL_008_PULSE_005",67.0240700802535,67.9240700802535,0.899999999999991,67.1785336446966,67.8836285121172,0.705094867420584,163,168,6,5,3.11010307190148,2.90757835544646,FALSE,FALSE,"weak",6,"BQ_022",FALSE,5,3,"none","first_to_last_pulse_exposed_spike","PHENO_0040","clear_burst_like",3.68570460063652,"eligible"
"TPL_009","TPL_009_EVENT_001","TPL_009_RUN_003","TPL_009_STATE_001","Burst","none","burst_in_hfs","TPL_009_PULSE_001",7.85773267670197,8.37925268558509,0.521520008883122,7.90291505978776,8.31900333784503,0.416088278057262,21,28,8,7,5.18522176834812,4.00158266327344,FALSE,FALSE,"strong",8,"BQ_078",FALSE,16,9,"none","first_to_last_pulse_exposed_spike","PHENO_0041","clear_burst_like",4.51906092062389,"eligible"
"TPL_009","TPL_009_EVENT_002","TPL_009_RUN_006","none","Pause","canonical","canonical","none",,,,17.4915102689417,22.4398259443587,4.94831567541696,53,54,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_009","TPL_009_EVENT_003","TPL_009_RUN_007","none","Burst","none","standalone_burst","TPL_009_PULSE_002",25.7488177161321,26.6488177161321,0.900000000000002,25.8369288535356,26.6099282048484,0.772999351312798,59,66,8,7,4.04760196670467,3.61188172944821,FALSE,FALSE,"moderate",8,"BQ_026",FALSE,5,5,"none","first_to_last_pulse_exposed_spike","PHENO_0042","clear_burst_like",2.94235035041934,"eligible"
"TPL_009","TPL_009_EVENT_004","TPL_009_RUN_010","none","Burst","none","standalone_burst","TPL_009_PULSE_003",41.3353097555568,42.2308427947061,0.895533039149399,41.3576017728445,42.2308427947061,0.873241021861695,107,115,9,8,4.59869702954696,4.0253843262326,FALSE,TRUE,"strong",9,"BQ_027",FALSE,6,0,"none","first_to_last_pulse_exposed_spike","PHENO_0043","clear_burst_like",3.11336445675765,"eligible"
"TPL_009","TPL_009_EVENT_005","TPL_009_RUN_012","none","Burst","none","standalone_burst","TPL_009_PULSE_004",42.7112881857856,43.5361381924655,0.824850006679917,42.7112881857856,43.4120028229409,0.700714637155322,116,122,7,6,3.1867350493982,2.93058489244431,FALSE,TRUE,"weak",7,"BQ_025",FALSE,0,6,"none","first_to_last_pulse_exposed_spike","PHENO_0044","clear_burst_like",4.35032844273027,"eligible"
"TPL_009","TPL_009_EVENT_006","TPL_009_RUN_013","none","Pause","canonical","canonical","none",,,,45.8147767918343,48.7105768690976,2.89580007726327,128,129,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
