"Template_ID","Run_ID","Run_Ordinal","Start_u","End_u","Source_Type","Primary_Descriptor","State_Label","Event_Label","Pause_Subtype","Contextual_Separator_Label","Borderline_Gap_Label","Secondary_Event_Label","Secondary_Event_Subtype","Secondary_Scoring_Role","Product_Level_Mapping","Renewal_Family","Regularity_Regime","Tonic_Subtype","Tonic_Rate_Overlap_Stratum","HFS_Rate_Overlap_Stratum","HFS_Support_Contract_Version","Burst_Strength_Stratum","Burst_Quota_ID","Burst_Contrast_Target","Component_Type","Component_Slot","RNG_Seed","RNG_Stream_Registry","Local_ISI_SHA256","Mean_ISI_Parameter_u","Gamma_Shape","Refractory_u","N_ISIs","Duration_u","Observed_Mean_ISI_u","CV","CV2","LV","Generation_Attempts"
"TPL_001","TPL_001_RUN_011",11,49.6976331014678,50.6430515835706,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_direct_burst_hfs_macro",373373576,"point_process=373373576","99cf47170a9412e5a0438de96f5000389473155604fd9f88879655fe9e4d1e8b",0.778843645425513,4.35970987996552,0.02,1,0.945418482102832,0.945418482102832,0,0,0,1
"TPL_001","TPL_001_RUN_012",12,50.6430515835706,51.8847260243601,"borderline_gap_mechanism","Borderline_Gap","none","none","none","none","Borderline_Gap","Borderline_Gap","tonic_tail_overlap_gap","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","borderline_gap","none","not_applicable","not_applicable","not_applicable","none","none",,"borderline_gap","borderline_gap_1",1346211654,"point_process=1346211654","82e2f8a2a577c3f6942892b14b38c3529163fd67b4106c3df693bc7fb1d2e53f",1.2416744407895,,,1,1.2416744407895,1.2416744407895,0,0,0,1
"TPL_001","TPL_001_RUN_013",13,51.8847260243601,59.0914650309211,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","regular","none","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","weak","BQ_061",2.45703908726573,"hfs_with_nested_burst","BQ_061",1970350167,"hfs=1897142262;nested_burst=652414163;hfs_total=1722008556;point_process=1970350167","b71c82360ae963d402e8c9d0e888ba4a1cc1286ac27cf31dd89f1fa3f42e193d",0.279366957703605,9.38826837670058,0.02,29,7.20673900656092,0.248508241605549,0.457514159143588,0.427803995885316,0.236085210281045,2
"TPL_001","TPL_001_RUN_014",14,59.0914650309211,62.628301259953,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","none","none","none","none","none","explicit_gap","canonical","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","canonical_composite_hfs_connector",1616116517,"point_process=1616116517","f0dc6fbdd51932daee490578ba857eb6b54458f2d55f0259057640e4c214492b",3.53683622903191,,,1,3.53683622903191,3.53683622903191,0,0,0,1
"TPL_001","TPL_001_RUN_015",15,62.628301259953,73.7933070268073,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","intermediate","none","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","moderate","BQ_062",3.2499472538475,"hfs_with_nested_burst","BQ_062",742056740,"hfs=1925907122;nested_burst=1530127862;hfs_total=1342711254;point_process=742056740","3c6bb7b5dbe1b642c014fabc85ca0cb2eaa1f50b89bc4e3792d3304df1cd3c72",0.35658081093803,3.5223484987393,0.02,34,11.1650057668544,0.32838252255454,0.561734907789286,0.528017581975603,0.314754863521814,3
"TPL_002","TPL_002_RUN_001",1,0,10.4036592234531,"broad_hfs_shifted_gamma","Broad_HFS","Broad_HFS","none","none","none","none","none","none","none","none","shifted_gamma","regular","none","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","none",,"hfs","plain_hfs_regular",725514644,"point_process=725514644","0d767687812ab6c7088db4a9cc5aeef9ad15cee58acb2bc2c011129d59b06241",0.320242547718808,7.33812886616215,0.02,31,10.4036592234531,0.335601910433972,0.304726947156944,0.296748061343357,0.102399343024436,1
"TPL_002","TPL_002_RUN_002",2,10.4036592234531,17.2561805277762,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","weak","BQ_004",2.92428292613477,"burst","BQ_004",1977022486,"hfs=1050072087;nested_burst=1265971529;point_process=1977022486","0c33c0a2c2cbd01da205b0a706fbfa496c5d87d8980ad1f7cc2632ed2c8dbcb4",0.615004750248045,4.39656540751457,0.02,17,6.85252130432306,0.403089488489592,0.625525474078724,0.55021531153046,0.331061034541605,8
"TPL_002","TPL_002_RUN_003",3,17.2561805277762,17.9738281537255,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_direct_burst_hfs_macro",1820948311,"point_process=1820948311","5c2c6f67b9720555d7f539b8c5a2d4755b49b4d83e9a73f6df57f5a5e00d5027",0.558537700516172,2.75206427183002,0.02,1,0.7176476259493,0.7176476259493,0,0,0,1
"TPL_002","TPL_002_RUN_004",4,17.9738281537255,25.1195003960053,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","irregular","none","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","strong","BQ_064",4.18995228921995,"hfs_with_nested_burst","BQ_064",714272307,"hfs=1826243712;nested_burst=309052133;hfs_total=1391965712;point_process=714272307","bb96aa5321356344912445d601df49192b5290d7400ab310059855c89de6fe20",0.235331687601283,1.59456288234796,0.02,33,7.14567224227975,0.216535522493326,0.601891085605093,0.455684283476491,0.211535273280537,72
"TPL_002","TPL_002_RUN_005",5,25.1195003960053,26.9749938740381,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_hfs_overlay_hfs_2",120412952,"point_process=120412952","dae258e8ed5fc942ada033e4991ab375b2f233dda93811215d362babb87d13d4",0.673084430000745,3.49815656105056,0.02,2,1.85549347803283,0.927746739016417,0.422137539440106,0.596992633463005,0.26730015330682,1
"TPL_002","TPL_002_RUN_006",6,26.9749938740381,40.3944281286502,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","intermediate","none","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","weak","BQ_063",2.48357351273298,"hfs_with_nested_burst","BQ_063",621256141,"hfs=1905090391;nested_burst=1457088572;hfs_total=1445736790;point_process=621256141","adff6e9460062398d11b25573b5a18955a3b4c397fe94de97eaf66050c23e113",0.399561310894787,3.86346379253082,0.02,33,13.4194342546121,0.406649522867033,0.445899530526386,0.532120563186904,0.324617153999546,8
"TPL_002","TPL_002_RUN_007",7,40.3944281286502,41.4266013678866,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_hfs_overlay_hfs_1",141757505,"point_process=141757505","0a4e6f3c23d58d6ed08249794270b6160191306192a0751b8be899e6387d25c4",0.713080905564129,5.09272191522177,0.02,1,1.03217323923645,1.03217323923645,0,0,0,1
"TPL_002","TPL_002_RUN_008",8,41.4266013678866,47.3130818012021,"tonic_shifted_gamma_generic_stress","Tonic:generic_stress","Tonic","none","none","none","none","none","none","none","none","shifted_gamma","generic_stress","generic_stress","boundary","not_applicable","not_applicable","none","none",,"tonic","tonic_generic_stress",859861166,"point_process=859861166","b123041b177ada186a44a556dc385c967539b1d3d667d49ed50838ce152dae9b",0.471658308180049,27.2313225218095,0.02,13,5.8864804333155,0.452806187178116,0.242620255735374,0.234711939915545,0.0582353331739269,1
"TPL_002","TPL_002_RUN_009",9,47.3130818012021,48.6290048413365,"borderline_gap_mechanism","Borderline_Gap","none","none","none","none","Borderline_Gap","Borderline_Gap","tonic_tail_overlap_gap","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","borderline_gap","none","not_applicable","not_applicable","not_applicable","none","none",,"borderline_gap","borderline_gap_1",1271330277,"point_process=1271330277","15f7a5ff8d62840b954c3674146dcdf37091d3e06522a3c14be05e472e14c1da",1.31592304013437,,,1,1.31592304013437,1.31592304013437,0,0,0,1
"TPL_002","TPL_002_RUN_010",10,48.6290048413365,51.9804948037409,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","moderate","BQ_005",3.98704726994038,"burst","BQ_005",1428072886,"hfs=1370790560;nested_burst=664068535;point_process=1428072886","8af12f9e7b7d86845adc8d0a3e46fd005e96b07072512d7fe66fb58fc6885501",0.614101021119859,4.59240206032991,0.02,12,3.35148996240437,0.279290830200365,0.898909096851627,0.584642636168083,0.376191731602277,1
"TPL_002","TPL_002_RUN_011",11,51.9804948037409,52.6053321355872,"contextual_gap_mechanism","Contextual_Separator","none","none","none","Contextual_Separator","none","Contextual_Separator","contextual_interburst_gap_separator","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","contextual_separator","none","not_applicable","not_applicable","not_applicable","none","none",,"contextual_separator","separator_1",920149652,"point_process=920149652","26c83f95270de6cc0f5173efe0a88ad1f17c2181cb94d70d4ce780f50a361f8d",0.624837331846356,,,1,0.624837331846356,0.624837331846356,0,0,0,1
"TPL_002","TPL_002_RUN_012",12,52.6053321355872,55.7205017430127,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","strong","BQ_006",4.71560554555617,"burst","BQ_006",2091255289,"hfs=609665860;nested_burst=1992768886;point_process=2091255289","32ab981b4518a1f215d6b70d8deecfedcc8c3ada4ef2684565928fce197ceb15",0.523014283692464,3.22144125178456,0.02,11,3.11516960742548,0.28319723703868,1.00520816404033,0.622295137644661,0.403926997087219,9
"TPL_002","TPL_002_RUN_013",13,55.7205017430127,56.0505425838668,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_contextual_macro",962115692,"point_process=962115692","9e01678e4369284a7e74f937932d65d1c7a3a40045bf94f245625a58963e43f5",0.773042009747587,4.70960755401757,0.02,1,0.330040840854087,0.330040840854087,0,0,0,1
"TPL_002","TPL_002_RUN_014",14,56.0505425838668,60.2724390516903,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","none","none","none","none","none","explicit_gap","canonical","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","canonical_standalone",407850919,"point_process=407850919","9a6228354b8c3822ffe3960c6c962d57687cad68a056b61b20c549091b81cd2d",4.22189646782354,,,1,4.22189646782354,4.22189646782354,0,0,0,1
"TPL_002","TPL_002_RUN_015",15,60.2724390516903,61.7157838292883,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_canonical_pause_only",640406263,"point_process=640406263","0127c4840838df1d41a49695759dfc638157eec72dde388ba79d5edbe2f98de3",0.680383849551436,3.71422203490511,0.02,2,1.44334477759793,0.721672388798965,0.0918576078823795,0.129906274874411,0.0126567301888095,1
"TPL_002","TPL_002_RUN_016",16,61.7157838292883,66.9755699529193,"tonic_shifted_gamma_stn_like_empirical","Tonic:stn_like_empirical","Tonic","none","none","none","none","none","none","none","none","shifted_gamma","stn_like_empirical","stn_like_empirical","deep","not_applicable","not_applicable","none","none",,"tonic","tonic_stn_like_empirical",113501397,"point_process=113501397","e4dca2cd9bbcc131af78b85e3bd9ac57b0e0573b753e4c32c446ca86f9049bb1",0.43932096671313,67.1116274548694,0.02,12,5.259786123631,0.438315510302583,0.0634524807700866,0.0965818322017883,0.00804075434608118,1
"TPL_002","TPL_002_RUN_017",17,66.9755699529193,70.1331185742627,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","none","none","none","none","none","explicit_gap","canonical","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","canonical_after_tonic",1314691074,"point_process=1314691074","62a9fed150766096c055191c53423f0d9823526c1634cfbb468d6ef17744a237",3.15754862134345,,,1,3.15754862134345,3.15754862134345,0,0,0,1
"TPL_003","TPL_003_RUN_001",1,0,6.94657580329266,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","irregular","none","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","moderate","BQ_065",3.93286679382436,"hfs_with_nested_burst","BQ_065",1536902375,"hfs=801422931;nested_burst=1595552752;hfs_total=1410748138;point_process=1536902375","a03daf12e02153ee5067a394a0bb8eb1dbf29440cc75d06fbe548b4627c15a1a",0.275124340225011,1.26357237040065,0.02,29,6.94657580329266,0.239537096665264,0.754517475965236,0.830026835083592,0.626468881033943,7
"TPL_003","TPL_003_RUN_002",2,6.94657580329266,11.1081357124557,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","none","none","none","none","none","explicit_gap","canonical","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","canonical_composite_hfs_connector",552212353,"point_process=552212353","19c9705bff05a174bab3a572f366b619bba13a0b25cc0ca1210794211a6df7c3",4.16155990916304,,,1,4.16155990916304,4.16155990916304,0,0,0,1
"TPL_003","TPL_003_RUN_003",3,11.1081357124557,22.0892248882414,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","regular","none","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","strong","BQ_066",4.37931964697782,"hfs_with_nested_burst","BQ_066",787752475,"hfs=1033193807;nested_burst=1383983802;hfs_total=974587343;point_process=787752475","2c7ac6eb1c331c0b2ff3c148437cfc6cfc4d1685ad3e5a3b89d4f6b9df0f469e",0.437399316867813,11.245795651339,0.02,28,10.9810891757856,0.392181756278059,0.456274210585051,0.380192453955345,0.163720205714525,1
"TPL_003","TPL_003_RUN_004",4,22.0892248882414,23.3598443031121,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_composite_hfs_pause_hfs_macro",169426260,"point_process=169426260","ca543bbbcff791ae2aca4540e334929f4aafe842786a97c560b4c0d96574d41c",0.680580982542597,2.74838532984722,0.02,2,1.27061941487073,0.635309707435363,0.454204774323808,0.64234255194334,0.309452965527812,1
"TPL_003","TPL_003_RUN_005",5,23.3598443031121,26.740273832582,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","strong","BQ_009",5.05530832556542,"burst","BQ_009",412821064,"hfs=443537057;nested_burst=56954369;point_process=412821064","3d4415e24d3253fc24e946de28d45413846fe64db057f11bcf76eaca0c588088",0.524117858475074,4.38674603551626,0.02,14,3.38042952946993,0.241459252104995,0.926761502545325,0.349627376475722,0.155545260125873,2
"TPL_003","TPL_003_RUN_006",6,26.740273832582,27.3552488342377,"contextual_gap_mechanism","Contextual_Separator","none","none","none","Contextual_Separator","none","Contextual_Separator","contextual_interburst_gap_separator","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","contextual_separator","none","not_applicable","not_applicable","not_applicable","none","none",,"contextual_separator","separator_1",259151870,"point_process=259151870","e658401b56ed0a6694df9d9c86be2d7c9ab6e3cbdf79c04154851de7a006165b",0.614975001655649,,,1,0.614975001655649,0.614975001655649,0,0,0,1
"TPL_003","TPL_003_RUN_007",7,27.3552488342377,31.0069631999951,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","weak","BQ_007",2.49414611514658,"burst","BQ_007",288073460,"hfs=1261178474;nested_burst=1870626324;point_process=288073460","27b73a73e647c62644367bd062133503cb41b8be836280be2324ad76067487d2",0.602887300320435,1.90099224373698,0.02,11,3.65171436575748,0.33197403325068,0.770810610844654,0.904647073830122,0.762348334720531,18
"TPL_003","TPL_003_RUN_008",8,31.0069631999951,36.5507865861703,"tonic_shifted_gamma_generic_stress","Tonic:generic_stress","Tonic","none","none","none","none","none","none","none","none","shifted_gamma","generic_stress","generic_stress","deep","not_applicable","not_applicable","none","none",,"tonic","tonic_generic_stress",979411608,"point_process=979411608","0601a5fcdaa922abb36cde22bacf51491d486e3450d67d0c23e367ca106c48a4",0.428497224799357,14.0334607986733,0.02,13,5.54382338617514,0.426447952782703,0.210370804312222,0.243527311885684,0.0745120039835185,1
"TPL_003","TPL_003_RUN_009",9,36.5507865861703,39.4159699994318,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","none","none","none","none","none","explicit_gap","canonical","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","canonical_after_tonic",1752437814,"point_process=1752437814","9a3529e17b2fe40c7e1062518922bdfa324c7ee8dfe2247b9e5ea2c3b4595e39",2.86518341326155,,,1,2.86518341326155,2.86518341326155,0,0,0,1
"TPL_003","TPL_003_RUN_010",10,39.4159699994318,40.3707100906012,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_tonic_canonical_pause_macro",334518915,"point_process=334518915","cf57e4dea4c049025a3b8adf3784d6040c6f77df956cbe3375a68fa63b6dd542",0.581081968860235,3.07663219107781,0.02,2,0.95474009116932,0.47737004558466,0.572158349881297,0.809154098227141,0.491047766008333,1
"TPL_003","TPL_003_RUN_011",11,40.3707100906012,46.4110043524382,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","moderate","BQ_008",3.43109659431502,"burst","BQ_008",1556464536,"hfs=950402072;nested_burst=1574814947;point_process=1556464536","83a256fd0be2c78cac3cceb39f3c0715da58246ebb2a4f3636b6f43dd73c68a3",0.584509618300945,3.45078587755561,0.02,16,6.04029426183706,0.377518391364816,0.816562181607134,0.690548769633011,0.567296271104433,21
"TPL_003","TPL_003_RUN_012",12,46.4110043524382,51.718651298982,"broad_hfs_shifted_gamma","Broad_HFS","Broad_HFS","none","none","none","none","none","none","none","none","shifted_gamma","intermediate","none","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","none",,"hfs","plain_hfs_intermediate",476034482,"point_process=476034482","f3ae770a60630393d6f514000539bc0119725379dea50da7382179cfc344ff94",0.207748133763671,3.94790999777615,0.02,25,5.30764694654383,0.212305877861753,0.460565291666003,0.527103731551622,0.30289864599843,2
"TPL_003","TPL_003_RUN_013",13,51.718651298982,53.4151454309161,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_direct_burst_hfs_macro",886619078,"point_process=886619078","d4ffd7e6bdcdf50310ae32a2ea55e974ebdc024d49df4fb40405bb62f1765375",0.584583727887366,2.91534049389884,0.02,3,1.6964941319341,0.565498043978035,0.44132855405419,0.662008549835683,0.344718344299705,1
"TPL_003","TPL_003_RUN_014",14,53.4151454309161,61.8381688220783,"tonic_shifted_gamma_stn_like_empirical","Tonic:stn_like_empirical","Tonic","none","none","none","none","none","none","none","none","shifted_gamma","stn_like_empirical","stn_like_empirical","core","not_applicable","not_applicable","none","none",,"tonic","tonic_stn_like_empirical",850890452,"point_process=850890452","69193ef49eb0b30b2ff54c185b9dc0e1ff61a9e6d962743b772f6b45afa95186",0.638537079719827,48.7706405669451,0.02,13,8.42302339116217,0.647924876243244,0.103348918161962,0.137294660697815,0.0206619338912644,1
"TPL_003","TPL_003_RUN_015",15,61.8381688220783,67.2476680411383,"complex_multi_gap_mechanism","Pause:complex_multi_gap","none","Pause","complex_multi_gap","none","none","none","none","none","none","explicit_gap","complex_multi_gap","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","complex_multi_gap_after_tonic",698388062,"point_process=698388062","54f4e0749e6342013268b438ff24ddbad50c2a8ea70e1e6d2a4a5ac2ced04975",2.70474960952997,,,2,5.40949921905994,2.70474960952997,0.10689913374891,0.151178204753644,0.0171411371944011,1
"TPL_003","TPL_003_RUN_016",16,67.2476680411383,67.9460023974566,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_tonic_complex_pause_macro",139124714,"point_process=139124714","e9ad7dbca77a95519d915d602948ad8c8187943dd0cf602ce4f38cd0e1a4798c",0.784240085002966,4.70161796209868,0.02,1,0.698334356318352,0.698334356318352,0,0,0,1
"TPL_003","TPL_003_RUN_017",17,67.9460023974566,69.057993639592,"borderline_gap_mechanism","Borderline_Gap","none","none","none","none","Borderline_Gap","Borderline_Gap","tonic_tail_overlap_gap","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","borderline_gap","none","not_applicable","not_applicable","not_applicable","none","none",,"borderline_gap","borderline_gap_1",1639384339,"point_process=1639384339","e7fc22522763e97011005d11cb7ef3722f09b3672118d11b73659cddccac7dbc",1.11199124213541,,,1,1.11199124213541,1.11199124213541,0,0,0,1
"TPL_004","TPL_004_RUN_001",1,0,7.12657689368673,"broad_hfs_shifted_gamma","Broad_HFS","Broad_HFS","none","none","none","none","none","none","none","none","shifted_gamma","intermediate","none","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","none",,"hfs","plain_hfs_intermediate",1818961335,"point_process=1818961335","8337afa7454c0764c14e1e9c0243ce0f131b0c370836ca714c06066fa5944e53",0.335419856961817,4.72724301926792,0.02,21,7.12657689368673,0.339360804461273,0.328275656042772,0.391073424350984,0.15781206836203,1
