"Template_ID","State_Envelope_ID","Run_ID","State_Label","Tonic_Subtype","Start_u","End_u","Duration_u","N_Boundary_Spikes","N_ISIs","Renewal_Family","Regularity_Regime","Mean_ISI_Parameter_u","Gamma_Shape","Refractory_u","Observed_Mean_ISI_u","CV","CV2","LV","Contains_Injected_Burst","Burst_Strength_Stratum","Tonic_Intended_Stratum","Tonic_Rate_Overlap_Stratum","HFS_Rate_Overlap_Stratum","HFS_Support_Contract_Version","Composite_HFS_Regime_ID","Boundary_Observability","Start_Boundary_Observability","End_Boundary_Observability","Start_Boundary_Contrast","End_Boundary_Contrast","Start_Hard_Cut_Reason","End_Hard_Cut_Reason","Tonic_Phenotype_Evidence_Score","Tonic_Phenotype","Eligibility_Reason"
"TPL_003","TPL_003_STATE_001","TPL_003_RUN_001","Broad_HFS","none",0,6.94657580329266,6.94657580329266,30,29,"shifted_gamma","irregular",0.275124340225011,1.26357237040065,0.02,0.239537096665264,0.754517475965236,0.830026835083592,0.626468881033943,TRUE,"moderate","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","TPL_003_REGIME_01","ambiguous_or_edge","recording_edge_unobservable","hard_cut_canonical_pause",,2.92642216839263,"none","canonical_pause",,"not_applicable","not_applicable"
"TPL_003","TPL_003_STATE_002","TPL_003_RUN_003","Broad_HFS","none",11.1081357124557,22.0892248882414,10.9810891757856,29,28,"shifted_gamma","regular",0.437399316867813,11.245795651339,0.02,0.392181756278059,0.456274210585051,0.380192453955345,0.163720205714525,TRUE,"strong","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","TPL_003_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","ambiguous",1.79480456873251,1.49651738250109,"canonical_pause","none",,"not_applicable","not_applicable"
"TPL_003","TPL_003_STATE_003","TPL_003_RUN_008","Tonic","generic_stress",31.0069631999951,36.5507865861703,5.54382338617514,14,13,"shifted_gamma","generic_stress",0.428497224799357,14.0334607986733,0.02,0.426447952782703,0.210370804312222,0.243527311885684,0.0745120039835185,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.606536759202621,"ambiguous","weak_local_boundary_contrast"
"TPL_003","TPL_003_STATE_004","TPL_003_RUN_012","Broad_HFS","none",46.4110043524382,51.718651298982,5.30764694654383,26,25,"shifted_gamma","intermediate",0.207748133763671,3.94790999777615,0.02,0.212305877861753,0.460565291666003,0.527103731551622,0.30289864599843,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",1.71818537054895,2.12725889026559,"none","none",,"not_applicable","not_applicable"
"TPL_003","TPL_003_STATE_005","TPL_003_RUN_014","Tonic","stn_like_empirical",53.4151454309161,61.8381688220783,8.42302339116217,14,13,"shifted_gamma","stn_like_empirical",0.638537079719827,48.7706405669451,0.02,0.647924876243244,0.103348918161962,0.137294660697815,0.0206619338912644,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.780371676592422,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_004","TPL_004_STATE_001","TPL_004_RUN_001","Broad_HFS","none",0,7.12657689368673,7.12657689368673,22,21,"shifted_gamma","intermediate",0.335419856961817,4.72724301926792,0.02,0.339360804461273,0.328275656042772,0.391073424350984,0.15781206836203,FALSE,"none","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","recording_edge_unobservable","clear",,2.68753264584797,"none","none",,"not_applicable","not_applicable"
"TPL_004","TPL_004_STATE_002","TPL_004_RUN_003","Broad_HFS","none",13.3575816384346,21.7122370693582,8.35465543092362,31,30,"shifted_gamma","irregular",0.360047486769035,1.66165095618926,0.02,0.278488514364121,0.765790806631016,0.713890937888224,0.57733140170135,TRUE,"weak","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",4.53877035041677,4.20162859887926,"none","none",,"not_applicable","not_applicable"
"TPL_004","TPL_004_STATE_003","TPL_004_RUN_006","Broad_HFS","none",23.9546660520074,30.2366679777953,6.28200192578792,34,33,"shifted_gamma","regular",0.231151546351612,11.2591788684949,0.02,0.190363694720846,0.471062075613828,0.285154802491687,0.0935909867993448,TRUE,"moderate","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",3.01052836414854,4.21919420934073,"none","none",,"not_applicable","not_applicable"
"TPL_004","TPL_004_STATE_004","TPL_004_RUN_011","Tonic","stn_like_empirical",40.7204859619876,46.6489883476452,5.92850238565754,13,12,"shifted_gamma","stn_like_empirical",0.462566818422638,20.0553582934663,0.02,0.494041865471461,0.21454201549924,0.227666119241962,0.063037207472283,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.724134306209743,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_004","TPL_004_STATE_005","TPL_004_RUN_013","Tonic","generic_stress",50.7408192590859,60.534236553152,9.793417294066,12,11,"shifted_gamma","generic_stress",0.942873912975192,23.2528727757744,0.02,0.89031066309691,0.195238098913508,0.206233673070524,0.0368118360080713,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.647833965669094,"ambiguous","borderline_continuous_evidence_score"
"TPL_005","TPL_005_STATE_001","TPL_005_RUN_002","Broad_HFS","none",0.969133212284651,11.826606018276,10.8574728059913,32,31,"shifted_gamma","regular",0.378279985943809,8.75723863486201,0.02,0.350241058257785,0.442660597274426,0.401815111693808,0.203882261855588,TRUE,"moderate","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","no_evidence_at_one_or_more_boundaries","clear","no_evidence",3.27808692360326,1.14224015527558,"none","none",,"not_applicable","not_applicable"
"TPL_005","TPL_005_STATE_002","TPL_005_RUN_006","Tonic","stn_like_empirical",17.8888622958664,25.2973659313743,7.40850363550786,17,16,"shifted_gamma","stn_like_empirical",0.460162132456899,62.556302160956,0.02,0.463031477219241,0.124725038375592,0.108975260435465,0.0156663340575923,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.738100263399631,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_005","TPL_005_STATE_003","TPL_005_RUN_008","Broad_HFS","none",25.8669115371878,36.3113496608783,10.4444381236905,30,29,"shifted_gamma","intermediate",0.410518903145567,4.91759365950711,0.02,0.360153038747948,0.528823457168006,0.435056463676676,0.283615098883837,TRUE,"strong","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","no_evidence_at_one_or_more_boundaries","no_evidence","ambiguous",0.967668415850699,1.4797358364913,"none","none",,"not_applicable","not_applicable"
"TPL_005","TPL_005_STATE_004","TPL_005_RUN_010","Tonic","generic_stress",37.6757028514729,45.975114445808,8.29941159433513,16,15,"shifted_gamma","generic_stress",0.601819782168604,16.243082057219,0.02,0.553294106289009,0.245661257847103,0.298330432906327,0.105079446691917,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.659633568428883,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_005","TPL_005_STATE_005","TPL_005_RUN_013","Broad_HFS","none",53.7825062070877,57.5162362902023,3.73373008311457,20,19,"shifted_gamma","irregular",0.183144297106192,1.14032488439698,0.02,0.196512109637609,0.671152660537487,0.828464546482495,0.673593669375427,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","ambiguous",2.8866679737077,1.47393968557633,"none","none",,"not_applicable","not_applicable"
"TPL_006","TPL_006_STATE_001","TPL_006_RUN_001","Tonic","generic_stress",0,5.5580321586223,5.5580321586223,13,12,"shifted_gamma","generic_stress",0.472204856532626,15.703656162601,0.02,0.463169346551858,0.200725245194808,0.230701763031041,0.0646966780657381,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.788860807063731,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_006","TPL_006_STATE_002","TPL_006_RUN_004","Tonic","stn_like_empirical",14.52925267474,23.2825333217824,8.7532806470424,17,16,"shifted_gamma","stn_like_empirical",0.548216742239892,66.3078092550859,0.02,0.54708004044015,0.127001047161768,0.18521449987701,0.0361149338884611,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.814249189701389,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_006","TPL_006_STATE_003","TPL_006_RUN_008","Broad_HFS","none",29.491258670929,37.7981029111434,8.30684424021444,33,32,"shifted_gamma","intermediate",0.251008310168982,4.03691189596429,0.02,0.259588882506701,0.48994463192927,0.491189758071782,0.280387638679029,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",5.36178607647922,5.02795576149881,"none","none",,"not_applicable","not_applicable"
"TPL_006","TPL_006_STATE_004","TPL_006_RUN_013","Broad_HFS","none",51.2942374260685,58.0647093863361,6.77047196026759,33,32,"shifted_gamma","irregular",0.261174746137112,1.15119806248695,0.02,0.211577248758362,1.00257938450094,0.936553272626696,0.862580021153594,TRUE,"weak","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","TPL_006_REGIME_01","clear_or_hard_cut","clear","hard_cut_canonical_pause",3.5087684319786,2.41805800696065,"none","canonical_pause",,"not_applicable","not_applicable"
"TPL_006","TPL_006_STATE_005","TPL_006_RUN_015","Broad_HFS","none",61.0622565723624,71.885149173853,10.8228926014905,33,32,"shifted_gamma","regular",0.410093127246946,6.38706322945654,0.02,0.338215393796579,0.460117448650957,0.488041025582975,0.269541848543089,TRUE,"strong","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","TPL_006_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","recording_edge_unobservable",1.2479712055874,,"canonical_pause","none",,"not_applicable","not_applicable"
"TPL_007","TPL_007_STATE_001","TPL_007_RUN_001","Tonic","stn_like_empirical",0,5.40619264756919,5.40619264756919,12,11,"shifted_gamma","stn_like_empirical",0.540506728016771,48.5858643474057,0.02,0.491472058869926,0.1164957154219,0.168670140652188,0.0279578917240534,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.723542356118717,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_007","TPL_007_STATE_002","TPL_007_RUN_002","Broad_HFS","none",5.40619264756919,13.5556965904297,8.14950394286054,22,21,"shifted_gamma","intermediate",0.359877390377223,4.91885793381371,0.02,0.388071616326692,0.507576517973306,0.502735939296204,0.265132395113546,TRUE,"weak","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",1.70148732672041,1.911710347063,"none","none",,"not_applicable","not_applicable"
"TPL_007","TPL_007_STATE_003","TPL_007_RUN_005","Broad_HFS","none",21.0287496974147,25.9580523885842,4.92930269116955,22,21,"shifted_gamma","regular",0.21738961908035,9.20059766666964,0.02,0.234728699579502,0.370311837297031,0.424032006536124,0.18418032136969,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",1.88399039924604,3.49413273864234,"none","none",,"not_applicable","not_applicable"
"TPL_007","TPL_007_STATE_004","TPL_007_RUN_006","Tonic","generic_stress",25.9580523885842,37.4832283609329,11.5251759723486,17,16,"shifted_gamma","generic_stress",0.738278695493937,23.7661685943604,0.02,0.72032349827179,0.181216178246577,0.191038121020048,0.0422813046044531,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.839328961147941,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_007","TPL_007_STATE_005","TPL_007_RUN_017","Broad_HFS","none",56.164823298035,64.2233646952107,8.05854139717572,35,34,"shifted_gamma","irregular",0.336667677313089,1.25621304432862,0.02,0.237015923446345,0.617183393153649,0.538712208726695,0.353331320118623,TRUE,"moderate","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","recording_edge_unobservable",2.05288785834237,,"none","none",,"not_applicable","not_applicable"
"TPL_008","TPL_008_STATE_001","TPL_008_RUN_001","Tonic","stn_like_empirical",0,5.86464570698215,5.86464570698215,14,13,"shifted_gamma","stn_like_empirical",0.463158172927797,51.516428636387,0.02,0.451126592844781,0.080285693555587,0.106540870572402,0.0128623958703376,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.697662736123028,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_008","TPL_008_STATE_002","TPL_008_RUN_009","Broad_HFS","none",20.9928238329083,31.8905655876459,10.8977417547375,35,34,"shifted_gamma","intermediate",0.385615973863751,4.00158258541487,0.02,0.32052181631581,0.66380387656899,0.597926015861415,0.362713775354505,TRUE,"strong","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","TPL_008_REGIME_01","ambiguous_or_edge","ambiguous","hard_cut_canonical_pause",1.17607434939438,1.8637988850125,"none","canonical_pause",,"not_applicable","not_applicable"
"TPL_008","TPL_008_STATE_003","TPL_008_RUN_011","Broad_HFS","none",36.6662322449223,42.2299033255372,5.56367108061483,33,32,"shifted_gamma","irregular",0.198922318909317,1.18366587697528,0.02,0.173864721269213,0.933479222735528,0.87735706567233,0.784668690879551,TRUE,"moderate","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","TPL_008_REGIME_01","clear_or_hard_cut","hard_cut_canonical_pause","clear",2.47440955413018,11.2367947589256,"canonical_pause","none",,"not_applicable","not_applicable"
"TPL_008","TPL_008_STATE_004","TPL_008_RUN_012","Tonic","generic_stress",42.2299033255372,50.109121192116,7.87921786657883,16,15,"shifted_gamma","generic_stress",0.537143110777251,19.4097309610806,0.02,0.525281191105256,0.23540641791203,0.226870246512506,0.064624519796312,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.821716134299313,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_008","TPL_008_STATE_005","TPL_008_RUN_014","Broad_HFS","none",55.0620748309974,64.7728878324388,9.71081300144137,30,29,"shifted_gamma","regular",0.345568977603689,7.52614120719954,0.02,0.334855620739357,0.288214245714148,0.303895969828895,0.0988603296373183,FALSE,"none","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","ambiguous",6.12555635643343,1.16335862313822,"none","none",,"not_applicable","not_applicable"
"TPL_009","TPL_009_STATE_001","TPL_009_RUN_003","Broad_HFS","none",3.02660225900276,11.2320099421497,8.20540768314696,33,32,"shifted_gamma","irregular",0.282983399219811,1.73295645019971,0.02,0.256418990098342,0.873722005040091,0.737308610945658,0.635286919958748,TRUE,"strong","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","ambiguous","clear",1.23896126430193,4.00575394519644,"none","none",,"not_applicable","not_applicable"
"TPL_009","TPL_009_STATE_002","TPL_009_RUN_005","Tonic","generic_stress",12.6567710196277,17.4915102689417,4.83473924931401,14,13,"shifted_gamma","generic_stress",0.362023934135213,14.2513243281282,0.02,0.371903019178001,0.289711568540848,0.270617053914859,0.0774466813248433,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.653711200965512,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_009","TPL_009_STATE_003","TPL_009_RUN_008","Broad_HFS","none",28.8639300111601,34.8653934767584,6.00146346559835,28,27,"shifted_gamma","intermediate",0.217146503319964,4.8403916306328,0.02,0.222276424651791,0.356241005865678,0.403548456214625,0.161086519952709,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","ambiguous","clear",1.23119183145969,4.58331470424335,"none","none",,"not_applicable","not_applicable"
"TPL_009","TPL_009_STATE_004","TPL_009_RUN_014","Tonic","stn_like_empirical",48.7105768690976,54.4094438049785,5.69886693588093,12,11,"shifted_gamma","stn_like_empirical",0.55820706255734,75.3892141953111,0.02,0.518078812352812,0.0873063149895096,0.106387780164606,0.0118247161381242,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.701503970394367,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_009","TPL_009_STATE_005","TPL_009_RUN_015","Broad_HFS","none",54.4094438049785,63.9867592784231,9.57731547344461,33,32,"shifted_gamma","regular",0.355931409662589,8.79140550876036,0.02,0.299291108545144,0.336439038479548,0.310027562840325,0.126182933747173,TRUE,"weak","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","recording_edge_unobservable",1.7419746711614,,"none","none",,"not_applicable","not_applicable"
"TPL_010","TPL_010_STATE_001","TPL_010_RUN_001","Tonic","stn_like_empirical",0,7.39741868813936,7.39741868813936,14,13,"shifted_gamma","stn_like_empirical",0.556330185281113,41.7528884205967,0.02,0.569032206779951,0.177603465604394,0.202725654654801,0.0425546484282638,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.742389503684161,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_010","TPL_010_STATE_002","TPL_010_RUN_007","Tonic","generic_stress",19.3949659097538,30.821456093794,11.4264901840402,13,12,"shifted_gamma","generic_stress",0.882075916733593,14.043847003486,0.02,0.952207515336683,0.211476431130253,0.286330542043801,0.076233709011436,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.723236638653144,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_010","TPL_010_STATE_003","TPL_010_RUN_009","Broad_HFS","none",38.3288854093163,46.4610020988699,8.13211668955358,31,30,"shifted_gamma","regular",0.288162809489295,6.89510671840981,0.02,0.271070556318453,0.334734986096346,0.389822230951889,0.161712441150346,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","ambiguous",8.18301466401648,1.1694678001574,"none","none",,"not_applicable","not_applicable"
"TPL_010","TPL_010_STATE_004","TPL_010_RUN_014","Broad_HFS","none",54.1666101861306,62.5549963076104,8.38838612147981,29,28,"shifted_gamma","intermediate",0.339912723610178,2.87620019530877,0.02,0.299585218624279,0.732869922403953,0.602438950716406,0.438540505641697,TRUE,"moderate","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","TPL_010_REGIME_01","ambiguous_or_edge","ambiguous","hard_cut_canonical_pause",1.5214035372494,1.85191394024601,"none","canonical_pause",,"not_applicable","not_applicable"
"TPL_010","TPL_010_STATE_005","TPL_010_RUN_016","Broad_HFS","none",66.7811515734968,75.8046840275083,9.02353245401157,35,34,"shifted_gamma","irregular",0.320928790504113,1.38070119512267,0.02,0.265398013353282,0.715413165500498,0.770353403958102,0.57155416365898,TRUE,"weak","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","TPL_010_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","recording_edge_unobservable",2.83441272141392,,"canonical_pause","none",,"not_applicable","not_applicable"
"TPL_011","TPL_011_STATE_001","TPL_011_RUN_003","Broad_HFS","none",4.36192658549157,12.9207335066663,8.55880692117472,34,33,"shifted_gamma","intermediate",0.321637973021716,2.5656802049838,0.02,0.259357785490143,0.706016355999618,0.564971385216651,0.359039958278326,TRUE,"moderate","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","clear","ambiguous",4.89405022105477,1.19596234253376,"none","none",,"not_applicable","not_applicable"
"TPL_011","TPL_011_STATE_002","TPL_011_RUN_005","Broad_HFS","none",13.5722013329618,21.8027871437239,8.23058581076216,35,34,"shifted_gamma","regular",0.286374970935285,7.62900504888967,0.02,0.24207605325771,0.474062597399106,0.390786334083328,0.175848060730928,TRUE,"weak","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","no_evidence_at_one_or_more_boundaries","ambiguous","no_evidence",1.26353097822346,1.13304183215549,"none","none",,"not_applicable","not_applicable"
"TPL_011","TPL_011_STATE_003","TPL_011_RUN_006","Tonic","stn_like_empirical",21.8027871437239,25.9496040641254,4.14681692040148,12,11,"shifted_gamma","stn_like_empirical",0.38460046004504,62.7504598535597,0.02,0.376983356400134,0.167716435355759,0.206875773710329,0.0396307595656128,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.67330620738144,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_011","TPL_011_STATE_004","TPL_011_RUN_010","Broad_HFS","none",35.7984263640265,39.5377374899204,3.73931112589385,20,19,"shifted_gamma","irregular",0.225615138402209,1.77931693601422,0.02,0.196805848731255,0.672881737433915,0.739316494478658,0.608315606300337,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",2.09838788525532,3.29929211754491,"none","none",,"not_applicable","not_applicable"
"TPL_011","TPL_011_STATE_005","TPL_011_RUN_012","Tonic","generic_stress",41.8692008228514,49.547740065319,7.67853924246761,15,14,"shifted_gamma","generic_stress",0.58763341112528,28.5901927705854,0.02,0.548467088747687,0.187810929571191,0.210371537743388,0.0514815658902324,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.774295412535156,"eligible","pre_frozen_timestamp_evidence_contract_met"
