"Template_ID","State_Envelope_ID","Regularity_Regime","Contains_Injected_Burst","Start_Boundary_Observability","End_Boundary_Observability","Start_Boundary_Contrast","End_Boundary_Contrast","Start_Hard_Cut_Reason","End_Hard_Cut_Reason","Composite_HFS_Regime_ID"
"TPL_009","TPL_009_STATE_001","irregular",TRUE,"recording_edge_unobservable","clear",,3.26348676167412,"none","none","none"
"TPL_009","TPL_009_STATE_003","intermediate",FALSE,"no_evidence","no_evidence",0.406288690900898,0.547583777054562,"none","none","none"
"TPL_009","TPL_009_STATE_005","regular",TRUE,"clear","recording_edge_unobservable",1.97667896391098,,"none","none","none"
"TPL_010","TPL_010_STATE_003","regular",FALSE,"clear","no_evidence",9.67113527075958,0.298471109385793,"none","none","none"
"TPL_010","TPL_010_STATE_004","intermediate",TRUE,"no_evidence","hard_cut_canonical_pause",0.607481134535757,2.08898995001762,"none","canonical_pause","TPL_010_REGIME_01"
"TPL_010","TPL_010_STATE_005","irregular",TRUE,"hard_cut_canonical_pause","recording_edge_unobservable",1.64536995394588,,"canonical_pause","none","TPL_010_REGIME_01"
"TPL_011","TPL_011_STATE_001","intermediate",TRUE,"clear","clear",47.2012550547959,4.52350927958229,"none","none","none"
"TPL_011","TPL_011_STATE_002","regular",TRUE,"clear","clear",3.02713151092452,4.57712077158654,"none","none","none"
"TPL_011","TPL_011_STATE_004","irregular",FALSE,"no_evidence","clear",0.396986233399696,3.35596518848423,"none","none","none"
"TPL_012","TPL_012_STATE_003","regular",FALSE,"clear","no_evidence",1.79905150691052,0.566948911538726,"none","none","none"
"TPL_012","TPL_012_STATE_004","intermediate",TRUE,"clear","hard_cut_canonical_pause",1.83000664889723,0.531206573813195,"none","canonical_pause","TPL_012_REGIME_01"
"TPL_012","TPL_012_STATE_005","irregular",TRUE,"hard_cut_canonical_pause","clear",1.88250682370445,4.60591603711218,"canonical_pause","none","TPL_012_REGIME_01"
"TPL_013","TPL_013_STATE_002","irregular",TRUE,"clear","clear",3.46120646613066,2.23991930988531,"none","none","none"
"TPL_013","TPL_013_STATE_003","intermediate",FALSE,"no_evidence","no_evidence",0.325136782219599,1.13155829849087,"none","none","none"
"TPL_013","TPL_013_STATE_005","regular",TRUE,"clear","recording_edge_unobservable",2.43047625632202,,"none","none","none"
"TPL_014","TPL_014_STATE_001","regular",TRUE,"recording_edge_unobservable","hard_cut_canonical_pause",,1.25260281550909,"none","canonical_pause","TPL_014_REGIME_01"
"TPL_014","TPL_014_STATE_002","intermediate",TRUE,"hard_cut_canonical_pause","clear",2.033069247715,2.15459014689586,"canonical_pause","none","TPL_014_REGIME_01"
"TPL_014","TPL_014_STATE_005","irregular",FALSE,"clear","no_evidence",4.23226195853799,0.329194458505373,"none","none","none"
"TPL_015","TPL_015_STATE_001","irregular",TRUE,"recording_edge_unobservable","clear",,1.96358393797418,"none","none","none"
"TPL_015","TPL_015_STATE_002","intermediate",FALSE,"no_evidence","clear",0.462460667486227,4.13705248488731,"none","none","none"
"TPL_015","TPL_015_STATE_003","regular",TRUE,"clear","clear",3.9692591365672,2.2899879082316,"none","none","none"
"TPL_016","TPL_016_STATE_001","irregular",FALSE,"ambiguous","no_evidence",1.17669739881874,0.515471617584303,"none","none","none"
"TPL_016","TPL_016_STATE_003","regular",TRUE,"clear","hard_cut_canonical_pause",3.16736710619677,0.907419295626924,"none","canonical_pause","TPL_016_REGIME_01"
"TPL_016","TPL_016_STATE_004","intermediate",TRUE,"hard_cut_canonical_pause","clear",1.15676105584295,2.13366057920789,"canonical_pause","none","TPL_016_REGIME_01"
"TPL_017","TPL_017_STATE_002","irregular",TRUE,"clear","clear",7.22866316930527,3.49921175451502,"none","none","none"
"TPL_017","TPL_017_STATE_004","intermediate",TRUE,"clear","no_evidence",8.68673997684832,0.702457309240402,"none","none","none"
"TPL_017","TPL_017_STATE_005","regular",FALSE,"no_evidence","recording_edge_unobservable",0.208875113278267,,"none","none","none"
"TPL_018","TPL_018_STATE_001","irregular",FALSE,"recording_edge_unobservable","no_evidence",,0.781699646292551,"none","none","none"
"TPL_018","TPL_018_STATE_003","regular",TRUE,"no_evidence","hard_cut_canonical_pause",0.134596109165251,1.20272482917656,"none","canonical_pause","TPL_018_REGIME_01"
"TPL_018","TPL_018_STATE_004","intermediate",TRUE,"hard_cut_canonical_pause","no_evidence",1.36599653745003,0.983011389124979,"canonical_pause","none","TPL_018_REGIME_01"
"TPL_019","TPL_019_STATE_001","irregular",FALSE,"no_evidence","clear",0.29847593861626,5.68507652379593,"none","none","none"
"TPL_019","TPL_019_STATE_002","intermediate",TRUE,"clear","clear",4.31669956010799,1.8003383166939,"none","none","none"
"TPL_019","TPL_019_STATE_005","regular",TRUE,"clear","recording_edge_unobservable",2.57188558143909,,"none","none","none"
"TPL_020","TPL_020_STATE_003","intermediate",FALSE,"clear","no_evidence",2.47524377952351,0.59526327337637,"none","none","none"
"TPL_020","TPL_020_STATE_004","irregular",TRUE,"clear","hard_cut_canonical_pause",1.83614848814717,1.00637913731808,"none","canonical_pause","TPL_020_REGIME_01"
"TPL_020","TPL_020_STATE_005","regular",TRUE,"hard_cut_canonical_pause","recording_edge_unobservable",2.32973242208687,,"canonical_pause","none","TPL_020_REGIME_01"
