"Calibration_Row","Calibration_Mode","Episode_ID","Sample_ID","Template_ID","Scale_Factor","B_s","Start_s","End_s","Duration_s"
20,"Pause","TPL_004_EVENT_007","S0011","TPL_004",1,0.1,4.44831906735202,4.82227308084958,0.373954013497568
21,"Tonic","TPL_001_STATE_001","S0015","TPL_001",1,0.1,0,1.18933117726839,1.18933117726839
22,"Tonic","TPL_001_STATE_002","S0015","TPL_001",1,0.1,1.90748320227762,2.59081149121717,0.683328288939545
23,"Tonic","TPL_002_STATE_004","S0030","TPL_002",1,0.1,2.09379864768168,2.55492993628034,0.461131288598659
24,"Tonic","TPL_002_STATE_005","S0030","TPL_002",1,0.1,3.68823311774658,5.21441900267807,1.52618588493149
25,"Tonic","TPL_003_STATE_003","S0058","TPL_003",1,0.1,1.96772632868459,3.08286323828563,1.11513690960104
26,"Tonic","TPL_003_STATE_005","S0058","TPL_003",1,0.1,4.00709380328801,4.4359583575867,0.428864554298689
27,"Tonic","TPL_004_STATE_004","S0011","TPL_004",1,0.1,2.69786898147968,3.78543939744818,1.08757041596849
28,"Tonic","TPL_004_STATE_005","S0011","TPL_004",1,0.1,3.81331452203039,4.44831906735202,0.635004545321631
29,"Tonic","TPL_005_STATE_002","S0028","TPL_005",1,0.1,1.3012704919031,2.01192166680439,0.71065117490129
30,"Tonic","TPL_005_STATE_004","S0028","TPL_005",1,0.1,2.62236820108426,3.96014610352917,1.33777790244491
31,"Broad_HFS","TPL_001_STATE_004","S0015","TPL_001",1,0.1,3.95385751659494,4.56157773277303,0.607720216178088
32,"Broad_HFS","TPL_001_STATE_005","S0015","TPL_001",1,0.1,4.90092463815165,5.54215189590178,0.641227257750131
33,"Broad_HFS","TPL_002_STATE_002","S0030","TPL_002",1,0.1,0.65210678712089,1.40706765640248,0.754960869281593
34,"Broad_HFS","TPL_002_STATE_003","S0030","TPL_002",1,0.1,1.47896974613872,2.09379864768168,0.614828901542962
35,"Broad_HFS","TPL_003_STATE_001","S0058","TPL_003",1,0.1,0,0.613691478637606,0.613691478637606
36,"Broad_HFS","TPL_003_STATE_002","S0058","TPL_003",1,0.1,1.09380444190986,1.96772632868459,0.873921886774726
37,"Broad_HFS","TPL_004_STATE_002","S0011","TPL_004",1,0.1,0.698518688720264,1.21743442402968,0.518915735309416
38,"Broad_HFS","TPL_004_STATE_003","S0011","TPL_004",1,0.1,1.5283865708653,2.3338562647794,0.805469693914097
39,"Broad_HFS","TPL_005_STATE_001","S0028","TPL_005",1,0.1,0,0.827039491984443,0.827039491984443
40,"Broad_HFS","TPL_005_STATE_003","S0028","TPL_005",1,0.1,2.15312702062118,2.62236820108426,0.469241180463079
41,"Burst","TPL_001_EVENT_002","S0056","TPL_001",4,0.4,7.05699052145633,7.22286054589366,0.165870024437331
42,"Burst","TPL_001_EVENT_003","S0056","TPL_001",4,0.4,7.44780282864879,7.62993280911049,0.182129980461696
43,"Burst","TPL_001_EVENT_008","S0056","TPL_001",4,0.4,20.2949095298031,20.3791630044837,0.084253474680574
44,"Burst","TPL_002_EVENT_001","S0006","TPL_002",4,0.4,2.11778297033172,2.3862061835589,0.268423213227181
45,"Burst","TPL_002_EVENT_002","S0006","TPL_002",4,0.4,4.29640869463036,4.37836425850687,0.0819555638765067
46,"Burst","TPL_002_EVENT_003","S0006","TPL_002",4,0.4,7.36202970333497,7.42466545419534,0.0626357508603775
47,"Burst","TPL_002_EVENT_006","S0006","TPL_002",4,0.4,13.2517998814611,13.5773169448031,0.325517063342028
48,"Burst","TPL_003_EVENT_001","S0049","TPL_003",4,0.4,1.42459742613982,1.49101797970235,0.0664205535625337
49,"Burst","TPL_004_EVENT_001","S0014","TPL_004",4,0.4,2.64877051768014,2.79407475488105,0.14530423720091
50,"Burst","TPL_005_EVENT_003","S0052","TPL_005",4,0.4,9.06720441792317,9.11816281295973,0.0509583950365581
51,"Pause","TPL_001_EVENT_001","S0056","TPL_001",4,0.4,4.75732470907355,6.69243860909799,1.93511390002444
52,"Pause","TPL_001_EVENT_004","S0056","TPL_001",4,0.4,10.3632459648687,12.9369974903005,2.57375152543187
53,"Pause","TPL_001_EVENT_007","S0056","TPL_001",4,0.4,18.2463109310921,19.6036985526066,1.3573876215145
54,"Pause","TPL_002_EVENT_004","S0006","TPL_002",4,0.4,10.2197197451214,11.5816157645131,1.36189601939172
55,"Pause","TPL_002_EVENT_005","S0006","TPL_002",4,0.4,11.921881052184,13.2517998814611,1.32991882927716
56,"Pause","TPL_003_EVENT_002","S0049","TPL_003",4,0.4,2.45476591455042,4.37521776763946,1.92045185308903
57,"Pause","TPL_003_EVENT_004","S0049","TPL_003",4,0.4,12.3314529531425,13.5438425913802,1.21238963823766
58,"Pause","TPL_003_EVENT_008","S0049","TPL_003",4,0.4,17.7438334303468,19.7416058879464,1.99777245759964
59,"Pause","TPL_004_EVENT_003","S0014","TPL_004",4,0.4,4.86973769611872,6.11354628346122,1.2438085873425
60,"Pause","TPL_004_EVENT_007","S0014","TPL_004",4,0.4,17.7932762694081,19.2890923233983,1.49581605399027
61,"Tonic","TPL_001_STATE_001","S0056","TPL_001",4,0.4,0,4.75732470907355,4.75732470907355
62,"Tonic","TPL_001_STATE_002","S0056","TPL_001",4,0.4,7.62993280911049,10.3632459648687,2.73331315575818
63,"Tonic","TPL_002_STATE_004","S0006","TPL_002",4,0.4,8.37519459072671,10.2197197451214,1.84452515439464
64,"Tonic","TPL_002_STATE_005","S0006","TPL_002",4,0.4,14.7529324709863,20.8576760107123,6.10474353972596
65,"Tonic","TPL_003_STATE_003","S0049","TPL_003",4,0.4,7.87090531473836,12.3314529531425,4.46054763840418
66,"Tonic","TPL_003_STATE_005","S0049","TPL_003",4,0.4,16.028375213152,17.7438334303468,1.71545821719476
67,"Tonic","TPL_004_STATE_004","S0014","TPL_004",4,0.4,10.7914759259187,15.1417575897927,4.35028166387398
68,"Tonic","TPL_004_STATE_005","S0014","TPL_004",4,0.4,15.2532580881215,17.7932762694081,2.54001818128652
69,"Tonic","TPL_005_STATE_002","S0052","TPL_005",4,0.4,5.20508196761239,8.04768666721755,2.84260469960516
70,"Tonic","TPL_005_STATE_004","S0052","TPL_005",4,0.4,10.489472804337,15.8405844141167,5.35111160977964
71,"Broad_HFS","TPL_001_STATE_004","S0056","TPL_001",4,0.4,15.8154300663798,18.2463109310921,2.43088086471235
72,"Broad_HFS","TPL_001_STATE_005","S0056","TPL_001",4,0.4,19.6036985526066,22.1686075836071,2.56490903100052
73,"Broad_HFS","TPL_002_STATE_002","S0006","TPL_002",4,0.4,2.60842714848356,5.62827062560993,3.01984347712637
74,"Broad_HFS","TPL_002_STATE_003","S0006","TPL_002",4,0.4,5.91587898455486,8.37519459072671,2.45931560617185
75,"Broad_HFS","TPL_003_STATE_001","S0049","TPL_003",4,0.4,0,2.45476591455042,2.45476591455042
76,"Broad_HFS","TPL_003_STATE_002","S0049","TPL_003",4,0.4,4.37521776763946,7.87090531473836,3.4956875470989
77,"Broad_HFS","TPL_004_STATE_002","S0014","TPL_004",4,0.4,2.79407475488105,4.86973769611872,2.07566294123767
78,"Broad_HFS","TPL_004_STATE_003","S0014","TPL_004",4,0.4,6.11354628346122,9.33542505911761,3.22187877565639
79,"Broad_HFS","TPL_005_STATE_001","S0052","TPL_005",4,0.4,0,3.30815796793777,3.30815796793777
80,"Broad_HFS","TPL_005_STATE_003","S0052","TPL_005",4,0.4,8.61250808248473,10.489472804337,1.87696472185232
81,"Burst","TPL_001_EVENT_002","S0007","TPL_001",10,1,17.6424763036408,18.0571513647342,0.414675061093327
82,"Burst","TPL_001_EVENT_003","S0007","TPL_001",10,1,18.619507071622,19.0748320227762,0.455324951154239
83,"Burst","TPL_001_EVENT_008","S0007","TPL_001",10,1,50.7372738245077,50.9479075112092,0.210633686701435
84,"Burst","TPL_002_EVENT_001","S0044","TPL_002",10,1,5.29445742582929,5.96551545889724,0.671058033067951
85,"Burst","TPL_002_EVENT_002","S0044","TPL_002",10,1,10.7410217365759,10.9459106462672,0.204888909691267
86,"Burst","TPL_002_EVENT_003","S0044","TPL_002",10,1,18.4050742583374,18.5616636354884,0.156589377150944
87,"Burst","TPL_002_EVENT_006","S0044","TPL_002",10,1,33.1294997036528,33.9432923620078,0.813792658355069
88,"Burst","TPL_003_EVENT_001","S0040","TPL_003",10,1,3.56149356534955,3.72754494925588,0.166051383906334
89,"Burst","TPL_004_EVENT_001","S0055","TPL_004",10,1,6.62192629420036,6.98518688720264,0.363260593002274
90,"Burst","TPL_005_EVENT_003","S0009","TPL_005",10,1,22.6680110448079,22.7954070323993,0.127395987591395
91,"Pause","TPL_001_EVENT_001","S0007","TPL_001",10,1,11.8933117726839,16.731096522745,4.83778475006111
92,"Pause","TPL_001_EVENT_004","S0007","TPL_001",10,1,25.9081149121717,32.3424937257514,6.43437881357968
93,"Pause","TPL_001_EVENT_007","S0007","TPL_001",10,1,45.6157773277303,49.0092463815165,3.39346905378625
94,"Pause","TPL_002_EVENT_004","S0044","TPL_002",10,1,25.5492993628034,28.9540394112827,3.40474004847929
95,"Pause","TPL_002_EVENT_005","S0044","TPL_002",10,1,29.8047026304599,33.1294997036528,3.3247970731929
96,"Pause","TPL_003_EVENT_002","S0040","TPL_003",10,1,6.13691478637606,10.9380444190986,4.80112963272259
97,"Pause","TPL_003_EVENT_004","S0040","TPL_003",10,1,30.8286323828563,33.8596064784505,3.03097409559414
98,"Pause","TPL_003_EVENT_008","S0040","TPL_003",10,1,44.359583575867,49.3540147198661,4.9944311439991
99,"Pause","TPL_004_EVENT_003","S0055","TPL_004",10,1,12.1743442402968,15.283865708653,3.10952146835625
100,"Pause","TPL_004_EVENT_007","S0055","TPL_004",10,1,44.4831906735202,48.2227308084958,3.73954013497568
101,"Tonic","TPL_001_STATE_001","S0007","TPL_001",10,1,0,11.8933117726839,11.8933117726839
102,"Tonic","TPL_001_STATE_002","S0007","TPL_001",10,1,19.0748320227762,25.9081149121717,6.83328288939545
103,"Tonic","TPL_002_STATE_004","S0044","TPL_002",10,1,20.9379864768168,25.5492993628034,4.61131288598659
104,"Tonic","TPL_002_STATE_005","S0044","TPL_002",10,1,36.8823311774658,52.1441900267807,15.2618588493149
105,"Tonic","TPL_003_STATE_003","S0040","TPL_003",10,1,19.6772632868459,30.8286323828563,11.1513690960104
106,"Tonic","TPL_003_STATE_005","S0040","TPL_003",10,1,40.0709380328801,44.359583575867,4.28864554298689
107,"Tonic","TPL_004_STATE_004","S0055","TPL_004",10,1,26.9786898147968,37.8543939744818,10.8757041596849
108,"Tonic","TPL_004_STATE_005","S0055","TPL_004",10,1,38.1331452203039,44.4831906735202,6.35004545321631
109,"Tonic","TPL_005_STATE_002","S0009","TPL_005",10,1,13.012704919031,20.1192166680439,7.1065117490129
110,"Tonic","TPL_005_STATE_004","S0009","TPL_005",10,1,26.2236820108426,39.6014610352917,13.3777790244491
111,"Broad_HFS","TPL_001_STATE_004","S0007","TPL_001",10,1,39.5385751659494,45.6157773277303,6.07720216178088
112,"Broad_HFS","TPL_001_STATE_005","S0007","TPL_001",10,1,49.0092463815165,55.4215189590178,6.4122725775013
113,"Broad_HFS","TPL_002_STATE_002","S0044","TPL_002",10,1,6.5210678712089,14.0706765640248,7.54960869281593
114,"Broad_HFS","TPL_002_STATE_003","S0044","TPL_002",10,1,14.7896974613872,20.9379864768168,6.14828901542962
115,"Broad_HFS","TPL_003_STATE_001","S0040","TPL_003",10,1,0,6.13691478637606,6.13691478637606
116,"Broad_HFS","TPL_003_STATE_002","S0040","TPL_003",10,1,10.9380444190986,19.6772632868459,8.73921886774726
117,"Broad_HFS","TPL_004_STATE_002","S0055","TPL_004",10,1,6.98518688720264,12.1743442402968,5.18915735309416
118,"Broad_HFS","TPL_004_STATE_003","S0055","TPL_004",10,1,15.283865708653,23.338562647794,8.05469693914097
119,"Broad_HFS","TPL_005_STATE_001","S0009","TPL_005",10,1,0,8.27039491984443,8.27039491984443
120,"Broad_HFS","TPL_005_STATE_003","S0009","TPL_005",10,1,21.5312702062118,26.2236820108426,4.69241180463079
