"path","bytes","sha256"
"R/23_native_wrappers.R",7984,"60ae51b58473d38ac45f935ac74fd83fba4bc6ac4a5c629e0840c3f47a978e50"
"R/24_clean_api.R",1995,"450a5675d18a9b0cece9b772be1ce1007c5465909def185f60b465b3da20537c"
"R/25_canonical_api.R",6779,"c77d46cf43b7b6e003fb1efb4061e8c371b9ff75c8396b4feecb1bd9dc85622c"
"R/26_parameter_registry.R",31113,"571725b7a361c1926871446e5ca03028e754f8b9061c3265305103721f7f63f8"
"R/27_engine.R",33834,"64ac65c433763da5184de7aeb2c6e3337fd22e351c86cde707c7c2004fd99b4e"
"R/28_validation.R",26337,"7f3ade53603c92e16b18e66a2f4d3b65b85b030540c544234b2d946c13e76a7b"
"R/29_shiny_modules.R",2527,"691013b24cda7c4364384fbcb6994550022f6ab2e6b9912147825a61cda661bc"
"R/30_native_prefilters.R",2113,"4c4097ed5e8c6b5c9a09de4b132721ca27b4e5b6d92a470449f677f1772b2c8f"
"R/31_scientific_validation.R",77163,"06311eb27e30330d0f878992e5ee5c4b963ac367fe6e56578bf2ec537e62a649"
"R/32_eventness_audit.R",23578,"c60d7440e3fd70877be047bbff20eaf3c0d72725f990ffedcc3fb5e7b3348b38"
"R/33_support_misi.R",16243,"3f1212a52b179cd8ee64f1977f4c1bbabf396f6297b51a56463c2049602605aa"
"R/34_support_logisi.R",28444,"adb38c828e656dcc05e47e9879c7090451c8ee829ab2eb3892a460f55f09811b"
"R/35_physiology_gated_arbitration.R",26339,"fbeb83ed056b26fd9b0588741d42cd0f84ac7c4560b81315355197e3007991be"
"R/36_seed_bridge_classicity.R",38121,"fa9fa71027ed37ad33ab5de884bf5e3d731e819fbad2999372a848bcbb682540"
"R/37_dataset_isi_band_burst_kernel.R",23112,"b6664ec28b673d9f427664998b730609096b74a0c42b2aa39316e87f16618ac6"
"R/38_event_grammar_core.R",128746,"6926aeb1917d49bca5a368ed52659080fa621d28f1416f66d409ed2bb49d796c"
"R/39_threshold_resolved_event_grammar.R",69416,"8c1c98a0a1938a8730bd311763e63ab0e4b9bb1e7034caa99c78179d38751536"
"R/40_burst_consistency_optimization.R",68755,"fabeab193c0469e2cdf61a965dfd561bfec398b8948de808f08f478638c84989"
"R/41_hf_spiking_state_fix.R",16179,"9202dbda0599bb0b911d5e62f67dad6a3ca63055b5a8465058af82e1f7bbeae4"
"R/42_hfspiking_protection_and_manual_coexistence.R",109198,"ccc0b86b74301c39e426c6fdb7530e85960a84af115dd4328cdf76ca6d7d1833"
"R/42a_nested_hfs_burst.R",22649,"75bfad8a387967b99e963f48ab6c421fa619daaea7e8603f4bdbb65e30bb180b"
"R/42b_tonic_review_candidates.R",15913,"dda00081d55ae0d018cbb858a9d027b5a14747d6465a0a7ad38ef22142aea3b2"
"R/44_public_api_audit_integrity_fixes.R",10493,"aeea250e48d6c7f656b0c721d7ea0d13a10371e56627b0aea9dc77eb492f3f31"
"R/45_public_schema_hardening.R",12825,"81b7f0a3c959e9cf33a0da6888bca9261971f0d490b836a3dfb4bda549e45e7a"
"R/46_derived_csv_guardrails.R",10235,"f51c5e0beb7eab0037703d3fd584fce3705d72a1fc969e02ef341323808269be"
"R/47_public_candidate_filtering.R",12454,"e0f263aed3334168f9512a44344365cd50b38b67ad89a8da026eafc42e972c01"
"R/48_release_hardening.R",9940,"a38e7318f3b2ac054c1462deaa3ed8891bb77be06be1fb9145de73eaf586cd3f"
"R/49_spiketrainpattern_product_schema.R",59460,"00479bba6f599102bae5a6d39aa282832f618bdd2140df4a0aa624d3308fa43e"
"R/50_internal_api.R",11946,"7117f64d8680bbacfacc3fe96804b82c76ee84373330e01a070307976d10ca06"
"R/51_server_modules.R",434965,"1d66c5cb785299014adcb1e42f7e5820f147741d0ec22872eca301e723e2e675"
"R/52_parameter_yaml_io.R",12021,"3c1eb1ea998154d6652ceae6f5eac5142523e1fba3a385b5fadec85b34eb9a5e"
"R/53_parameter_delta_preview.R",50023,"519b0d8b4cd94b9aae520434d5f627412809b86acc6bd644a51544f8b354fb6e"
"R/54_parameter_sensitivity_validation.R",98330,"e0afcecd6d1f09254d97aff24e1ac7c4164054211345e5c53c59503cc273ac0b"
"R/55_state_space_pca.R",22423,"5656a31a595c8168442328509c41ea580dd0f85e539ba12c6c68e814238e5e16"
"R/56_i18n.R",255462,"7ec9c2cdce47c1fdcd7f81ed316e80c95fd3810a2da0dbc5327716a45c48d9d9"
"R/57_state_dynamics.R",59968,"b8bfb010129858af863ff4b27549c1f0ef042debac38eb3cf2c2ebf5281fd04a"
"R/58_possible_burst_promotion.R",32497,"b4406e2bae49976e383ed613478e5482bff9edce8339fa84e65688e971653893"
"R/60_state_trajectory.R",62547,"49bd6b6b39aff559b62939e19fa39abbafc8950df8d490daef56722ac0d1ed37"
"R/61_neural_manifold.R",79704,"a30ce71155feb2346d9caf2bf050a89406731f4142aaaf13b0bdaee454a0ae0b"
"R/62_slicetca.R",26093,"06abf92f0d0b974bfb5207f82d816d8fdae163ac341aa658bd70218d7ebc89a6"
"R/63_distributional_evidence.R",26488,"bd2f466fe89bc87981ef00a51d88124f2d4dbaf7dbb23b5024d52aec51f10b91"
"R/64_event_aligned_activity.R",31971,"3a8db365ea6fbd1e7bd3095c13556f518339d315419a9269e80d6e3ae47e47e6"
"R/64_multitrack_shadow.R",16960,"e51117d43b0b54c742362a9305126a28e155623b0bfaf467980813f47eb7f467"
"R/65_multitrack_compatibility_shadow.R",52833,"9526511bc4875ceebb747b898fffbf97768f63adef65d67a383783bd06990c98"
"R/66_multitrack_public_preview.R",95140,"9ca40a026f4216b36cc8418bcbf09f28fe590d18c79b9eae2675e666de117a1b"
"R/66a_multitrack_auto_product.R",133078,"fce132a200d5a5ae35a6053af264bbc7e555f8c205afef40abbb18bb96fe9a52"
"R/67_multitrack_review_transition.R",90108,"d99b677455c463e27fc05ef4ff8ce7a8aee61b8c62e17f3f3dfd56181eca417e"
"R/67a_multitrack_final_product.R",34687,"abc7650f223ad684d36492f40407af12a3db7f14cbf4887a2a635ce778a8c25a"
"R/67b_multitrack_gate_b.R",19664,"3da61dc2ef94ed05feae6144dc535654e7dd8cdfccc509743a68d73e10d665e6"
"R/68_multitrack_review_export.R",49112,"c2bcc42f93a32e01dba6837bcab82629e61519ea75b3cb985f37a9f4773ca1f1"
"R/69_multitrack_validation.R",42810,"64dce903247853350c71681e6f3c1e16d8e55789f02a647fc67c463ed9ed9b29"
"R/70_ui_run_state.R",45303,"19093dd4219aafe3efda5bdad9001afaed4a3fc92a7842ff556cce467d566de9"
"R/71_ui_transaction_safety.R",28152,"ca24e738ea0083974c265b9efcc1f019131e18dc67643f28238f179396de5e10"
"R/72_ui_orientation.R",18987,"82dcd2657dadb2a8899745f90a0fff8e373331e5ce11f8e021855ce4eeeaee0f"
"R/73_ui_export_integrity.R",36205,"91dcab4bcdc65a81442a1bc49221bbacf27e3b61a27731e478df1515ab119757"
"R/74_gate_b_v3_phase1_contract.R",349216,"c72a2e561f3738e98f7729ad00fe1efc79b2c4dd9a798a6eff9c5bf05ea74603"
"R/75_gate_b_v3_phase1_scientific_closure.R",73100,"2ee7b6a30b04e0ca306bddd657b83b7dc2c4c7b7a374063ba837e512bc928362"
"R/76_pause_error_reviewer.R",21655,"ca7c995ea83df9be319819b7fdf1c1a84a3260a2a8f6ec366a7dde03e1f238d7"
"R/77_gate_b_v3_2_semantic_overlay.R",6592,"7bf40b1cfa2f81757a5115fa00b84c0da0e93491f0137feddced283fd26f8347"
"R/78_calibration_frozen_bounded_borrowing.R",10421,"75dbe86a1e2a2a93cc03e8e7032b4d7b6423b7091c20b44e004b8a2a1b5f0520"
"R/79_class1_error_reviewer.R",24039,"337a923bb49d54eb8474431feb28f17deae2ca03f158a95bd0cc2eb4a320538a"
"R/80_clean_benchmark_burst_reviewer.R",34112,"56793af9412d96e7e4b23219cb88c368abc65d8cac9001e20673e4cd0a610c0c"
"R/81_event_regime_product.R",52289,"70aa5555b07be1b3ef839bc677c605c1e53c41d5c111a896ec2990bac7b8ee33"
"R/82_provider_contract.R",81827,"34073b3bb9cc0fdef5d2712bcfb34dec74c78caed71deed3c4b1209eb0e11708"
"R/83_provider_normalization.R",58801,"fc3901462cbd5b418ef9baae5e6a19603f7e944456f91af9563777ed856be8d8"
"R/84_provider_adapters.R",75700,"4e64ecacd8f9ec78e3446f5faa0c5c7faa5903f53ab435d93b093418228c7858"
"R/85_provider_adjudication.R",39443,"7be6958083e3a13607e5a0e40f7a03b559699976bec64f7864a8d8fc9d534252"
"R/86_provider_scientific_composer.R",43990,"e6826569e88fffdaa7ca3c9ca38cb7fc51ea0c6d704d52ab37a7b5ac41d2f37b"
"R/87_provider_workbench_phase_e.R",19829,"fc8629072eec070c4b07a18c2f862c3166f093a8c60cddd2a40fe1def8a9145a"
"R/88_provider_scoring_export_phase_e.R",26585,"844a6ac6c8de4f3776a88e886eb0c16c6c486e73f7dfd110983e8d68a324255b"
"R/89_threshold_first_contracts.R",89611,"e51b7010da1c1540a86aedf30a9d0138d67e5ba241f6d1c60f6b9fbd7205c423"
"R/90_candidate_lineage_funnel.R",129778,"235c4343eaf6779c833ea86aa062800acac801598a7760a5c5c6d46507652eb9"
"R/91_candidate_lineage_collector.R",154838,"fc05eef545f0c044fa6feae235d40dd346d2408ac1a97d057bf273ec4c6fa969"
"R/91b_candidate_lineage_burst_stage4.R",70186,"01c0bd4faa2ce7efdff9efdf74b7e5a2d335579d6067f4cae65382cbab08d7d8"
"R/91c_candidate_lineage_burst_refractory.R",25738,"20e80810df5df21e88791418a5adbc20c17d0f5699d1b0c83a8aa2bd4c4ebda1"
"R/91d_candidate_lineage_burst_pause_boundary.R",22397,"1e9f1bf95a337b729328b03136a136dec75a45ba3804e7e5be00ef71f9034674"
"R/91e_candidate_lineage_burst_pause_ownership.R",42984,"0342afb994e571a6b3cfdb45ebe13a7bfae1dcbc27c6df5e73b3d7251c544ca2"
"R/91f_candidate_lineage_burst_hard_threshold_root.R",37035,"bf56db232c4cbb296a3227ec0b43281d04630caa670a17f701b77fa6f7b9a30c"
"R/91g_candidate_lineage_pause_raw_canonical.R",30116,"f9898f8a178777f2e53b0f80eb9d010a8d498b7baa3b29dc73442c9e9ebbf43f"
"R/91h_candidate_lineage_pause_contextual.R",36918,"288e389923b46fb159fe4393da1de61d87cf37ced23ff5c4265ff60ce3386f9d"
"R/91i_candidate_lineage_gap_final.R",19564,"95ee53809f16da157ed3d13a0917ed17140444ad8ab292fac58cc2eadbeaf8d1"
"R/91j_candidate_lineage_broad_hfs_state.R",15250,"2ea2e80e1d42f748f16ba9da980b4f28190e787be1f0e70a2776a2b709ce32c3"
"R/91k_candidate_lineage_tonic_state.R",16711,"1d5cf0634fed07c1946fdd96f0513a8ff6e44c6c0b99fe083b89f53334270569"
"R/91l_candidate_lineage_nested_hfs_review.R",12788,"5e02fd4c3e8b40c5e57975bfc778079fd54686d661bf43b81d703cf7ddacaef6"
"R/91m_candidate_lineage_complete_universe_release.R",28031,"23e7092863a650264c4679927fbd488ce40f099d0acbcb0f2e0e9c70f2e4962f"
"R/92_candidate_lineage_live_guard.R",21457,"fb33f4a3da3fe8ec679879cf02a9e9a4712f88eac5007ec7d362fa18bde6a52c"
"R/93_publication_readiness_framework.R",23630,"cfddb7f19b85c909c00e57ecbef97e01d906369b315e770322f80b3654965c0e"
"R/99_launch.R",993,"1059d9709d04ab8fb09a2c791f4e844b9af83446a7707638241928be17e135d0"
"README.md",7065,"d36425a55eda53c3157c22f3399e06a807f2df4797861c3f47babe34355d35f6"
"README.zh.md",5810,"cc8623e50ed388e0308e9d006d71062e9d9b000245dfd14ff0fd50d8d9f440d3"
"RELEASE_NOTES.md",9032,"a16e01ac6f3f90b5c49d3dae6efb4d4eff36278b4b40e08899eb6582a4051ed1"
"UPLOAD_QA_REPORT.md",3779,"7f50e33366506d0531243d680f6bde96a0d65b59617f1029419e0427e9f1ddb9"
"UPLOAD_README.md",3684,"ae138f39ae3c2ccebf6f74c929a8fb93d923bfb41f77e80a352798ce796a8d7f"
"analysis/figures/README.md",1380,"7d69cb8e3e6210cec9bf7e67fee0aaa6f094355d37277ebe5dc3ae17079a603c"
"analysis/figures/generated/real_validation_event_f1.pdf",7066,"6ed26066e370b77255c7188c6469bf78ffaf58ddecd7beeb42244c275902c228"
"analysis/figures/generated/real_validation_event_f1.png",69779,"c14c28e5c147445c7bc7bd6a7420a1083e88957d21a02d73050ef9e44a562d16"
"analysis/figures/generated/real_validation_interval_f1.pdf",7055,"36e24a425a40ef2cf8fd29eb0a1236196179d352c974f5f653be63a932e2c0e8"
"analysis/figures/generated/real_validation_interval_f1.png",69929,"8f973ac4fc64845864ae116a0a91205ea1f3b16f88ae794a73c42202344e9434"
"analysis/figures/generated/runtime_one_train_profiles.pdf",4885,"4c59b681a19b814b99fcef55a7e9a179bac5bfa9f37cfb66988368ccca4fdf86"
"analysis/figures/generated/runtime_one_train_profiles.png",22600,"97516a5151e25c52217ef36308fce17e68d233fb2ff09fb90659c414d8911447"
"analysis/figures/generated/runtime_three_region_automatic.pdf",4449,"78f046b5202d43f27b8d5346c6868659ef46d43e53f2019376d4ab6be6c2668c"
"analysis/figures/generated/runtime_three_region_automatic.png",21116,"e911f5cb9d2cfe425d7830068ff45ae3459fe01b9d76902656ebb65c4e0b781e"
"analysis/figures/generated/synthetic_v2_3_f1.pdf",6566,"2096de1286602d990ebf4276f5d023ebb638e242797db6647ab72d070f68c584"
"analysis/figures/generated/synthetic_v2_3_f1.png",73819,"953cbc619994e5e15ed4a327ea4f055cf3042bf4a1a4e35bf1a86ae7a676ce31"
"analysis/figures/plot_performance_runtime.R",3610,"0582bde774d2054aa6f31af61798fd98cab9fea7834d14e16d49230c3c5d8e35"
"analysis/figures/plot_validation_summaries.R",6301,"ec52afe1dee195503fd1f18b07c8b94e9310e39d2cff17ade102ed2d17b2e9fd"
"analysis/manuscript_figures/README.md",1716,"59c0ceb609eee75fdcc55e2707c8feee9471719d0e1030ce3f83075444998d90"
"analysis/manuscript_figures/build_manuscript_figures.R",17354,"b411f76e8d80f20c5f28d74b846a065040d88d0372bddaccecb57d2efda21655"
"analysis/manuscript_figures/generated/Figure_1_pattern_schematic.pdf",14270,"2262e2e04091ed7118f24543b5f9139d2dbb1162e4fadbe90fc3d4185d112512"
"analysis/manuscript_figures/generated/Figure_1_pattern_schematic.png",161220,"820138796fc077dc936cea3b862035b7a9e0d65f64fe9238a32d5a08781af38e"
"analysis/manuscript_figures/generated/Figure_1_pattern_schematic_regimes.csv",885,"b0ee9f2590c78830208552e4399223e2a398c1ce0a61ffe46994e4865e7e0eb6"
"analysis/manuscript_figures/generated/Figure_1_pattern_schematic_spikes.csv",8609,"6865b3d10a3983ec179552df580bf099aaa37657c22bdb0afa16d2b5fbaac23a"
"analysis/manuscript_figures/generated/Figure_2_auditable_workflow.pdf",10630,"8bff785ecb7960dc82f58a286decb2942562f881fc70c209c8f415f3ffa3e977"
"analysis/manuscript_figures/generated/Figure_2_auditable_workflow.png",571262,"fff68841327ac319c340d3e26100aa125628a92094f3373557f1a36503d364f1"
"analysis/manuscript_figures/generated/Figure_3_event_primary_evidence.pdf",7819,"39bfae66c684c087fdb53118a1db4de447cc9e8eed30e7ab43503110535eb407"
"analysis/manuscript_figures/generated/Figure_3_event_primary_evidence.png",248702,"7c52ec7a09dba8dfd2958fd1e413e261dde98df89773c1fa629c9f6eb1c18d90"
"analysis/manuscript_figures/generated/Figure_4_three_method_real_burst.pdf",7231,"fce385577686361c943312df284625414986096bb503d66b32c68fa64dc704aa"
"analysis/manuscript_figures/generated/Figure_4_three_method_real_burst.png",89636,"c687ee4eaf6b96791fcb530672bc36f508a15eabf26e7be96323d80830c08e6d"
"analysis/manuscript_figures/generated/Figure_5_three_method_structure.pdf",19975,"117f3c394cba404d1575005b5a0b3d9b6597f3814127edb5fed1688269c298fe"
"analysis/manuscript_figures/generated/Figure_5_three_method_structure.png",294630,"e9b017a3ea5fbcf07d8a234b031ba62493f241ca82c37cf84d5fad1d4a4c2424"
"analysis/manuscript_figures/generated/Figure_5_three_method_structure.tiff",284576,"53d09e125f0bf182ce871559301e590b3080fbbf2c8fe7c4e3926d7ce5663a2e"
"analysis/manuscript_figures/generated/Figure_5_three_method_structure_source.csv",1730,"59bf351a9cee2b757293fa5dfe0e0f9ed41b081ed0fe0a03cd2d6edc59b1efb2"
"analysis/manuscript_figures/generated/Figure_6_event_error_decomposition.pdf",12531,"d432acc56748886bb5859597b25943194819c8d3bb8c50268392a2aa6220c8bb"
"analysis/manuscript_figures/generated/Figure_6_event_error_decomposition.png",180470,"90b997d775fd057776f96a69c4d12497ca0fe0452338b98abb466716dfea89de"
"analysis/manuscript_figures/plot_pattern_schematic.R",6002,"b1511b6a1741ee6c6d44d5a797225366521a68f0945df64ac3a769b9369fd47c"
"analysis/manuscript_figures/plot_three_method_structure.R",5477,"e8f93b116f646fd8f82fa5787589eef43c18d93c452d7fb56afb62a6e836eae1"
"data/README.md",1710,"c3cf1b33b5096c750e39b82e2426f7d284b67313c16c616de49871d428917811"
"data/derived/runtime/PD_STN_public_runtime_timestamps.csv",175666,"c88afd748ecd43151a79a69c8532743bec55c26d310c196235557b5d13bc318e"
"data/derived/runtime/PD_STN_public_runtime_timestamps_metadata.csv",5549,"1ee3e18b602819a2e98ea32f800c6bebd48b54411210f3c74ebaeafec6ed452a"
"data/derived/runtime/README.md",626,"8252ce2ffe4715f417920f8bd6749ed65198a674ba13c8a9d807025b368a6949"
"data/real/ANNOTATION_FREEZE.md",1812,"bcb48d002e8af250aa9a9924c6fb82c8a2449d57140827b89fa9d8eee51b1ba5"
"data/real/DATA_USE_TERMS.md",946,"edbb376a0b8a55850168c39dca1988e825c78bc0858026efcf3c40bae728a7d4"
"data/real/GPe/PD_GPe_manual_isi_labels.xlsx",2143360,"9ee5c50f04b15c265c7840c4a5235f4cee406252ff788d289f6de073218251a7"
"data/real/GPi/PD_GPi_manual_isi_labels.xlsx",1486955,"eac8ec1be5dc17d7e92163461fc6af19821e4b73613ca69afdad2fe50695e26d"
"data/real/SOURCE_AND_LICENSE.md",2710,"4138142b0c41fb5c0d1e9b1940007c9cb965b0a75528fc22fe3b9175f1ef41f8"
"data/real/STN/PD_STN_manual_isi_labels.xlsx",1289212,"42d246192b9051b82fc979e696619d804051503a21ca65183fd59abaa781d30e"
"data/real/annotation_freeze.csv",480,"3abf3cb9ec8c4c081fb99218bb8bf2c7fa6db3b48f6755e09ac4c20d5313cd24"
"data/synthetic/v2.2.0/AUDIT_RESPONSE_AND_REMEDIATION.md",1026,"ee626fac346e864c0124dd52cbba79b682d36ca3330ab56f027ed2db3e8aa99b"
"data/synthetic/v2.2.0/CHANGELOG.md",530,"79688cecfaabbed660d7472df685a506f23b97a29bdbe6096b9075acb969cb5d"
"data/synthetic/v2.2.0/DATA_DICTIONARY.md",1565,"e10b5e4f75deebad68c0158cc9f332f6771936810f497c4b8137ae002a9a9b52"
"data/synthetic/v2.2.0/DESIGN_SPECIFICATION.md",2236,"4895bbbbefbab1130712e103e19cccceb1ad087287931bbcf798aca89b0bc69b"
"data/synthetic/v2.2.0/METHODS_FOR_MANUSCRIPT.md",1704,"7c1b8900c1f6b056136b15e64b934d8fbf37fdc3bfa613026f5a23d517dae64b"
"data/synthetic/v2.2.0/R/00_parameters.R",6685,"f9ba18c4138c064f235ad3b4f39b3888f3ae6468926461c8e3a00e3d8aeb8294"
"data/synthetic/v2.2.0/R/10_point_process.R",11007,"c7a800763c6ded7fdfcc827866b5f01b97da66e3e6ed81fdf369c8018e4f3ded"
"data/synthetic/v2.2.0/R/20_template_generation.R",34420,"94e411ed4ff38202eab746de54298a353b5a80e974e682b70dace76861e63e53"
"data/synthetic/v2.2.0/R/30_phenotype_audit.R",14843,"6985046a687957fe2b3f5bb2286617c62cf764365fe56ac8c9d89758a5b6df02"
"data/synthetic/v2.2.0/R/40_exports_and_figures.R",16412,"7e5a252756932adcfa47c43cd6325cd6af6d61ad73fec11e065ccc10ba5839d7"
"data/synthetic/v2.2.0/README.md",1567,"ef98c3970d7714bca8287f9b4cd30f03fc743a77824eee2ebab63d494f3b5dc6"
"data/synthetic/v2.2.0/SCORING_PROTOCOL.md",1228,"653ea0803bca53a6b74a3c10c210526b04ccf33d12d2efd2e2da9325af06eb39"
"data/synthetic/v2.2.0/V2_2_RELEASE_SUMMARY.md",1740,"3669db766ee4c6a7f64078c1f5de1551b4d125f3a317cc263506bc7c4a74bf71"
"data/synthetic/v2.2.0/calibration/calibration_same_episode_ids_all_scales.csv",12850,"ba93e9f0b7862d8514bdfb311b6e039dcdceb4b53bc2176b7e26abfeef347f4f"
"data/synthetic/v2.2.0/calibration/contextual_separator_secondary_only.csv",3350,"623ade64ee918e233332d7d95ef2cae762f87c26bd4443cff53b364e2eaeb8ee"
"data/synthetic/v2.2.0/detector_inputs/spike_timestamps_blinded.csv",239569,"e2fd675e11892adf33c4c8f85339ec66a8d969e1dca05b2476cb517a9738a4bc"
"data/synthetic/v2.2.0/detector_inputs/spike_timestamps_blinded.xlsx",225545,"9af71f20a909bef4408aaa5507f91cc4da8c245117c4eee5ab24c8ae97ca889f"
"data/synthetic/v2.2.0/generate_benchmark_spike_trains.R",20349,"ca210e22d2e6bd09303caba2c8b5d55812cecbc41cc7309c3b1b47d4c4bee6ee"
"data/synthetic/v2.2.0/metadata/canonical_output_checksums_sha256.csv",1944,"7ada630f345b563f3db05977f39f136f7b4d034f9637a168274f020902b16ba2"
"data/synthetic/v2.2.0/metadata/component_rng_registry.csv",64774,"879af7ece2e8796ef837534212b09be8a0485d49c1041fe8d2f25d5784261236"
"data/synthetic/v2.2.0/metadata/frozen_burst_quota.csv",8568,"0ddfc7f97650638fac24a5b3884345e2fce4c3378b30d39c16338a7d8ab19662"
"data/synthetic/v2.2.0/metadata/generator_parameters.csv",8341,"d9af58bb6e70c0a192771126048cad376c89980e17d31f1a8ebad2aad6e2164f"
"data/synthetic/v2.2.0/metadata/generator_parameters.json",7878,"225425db4162dda74a9155fae8359a7f3561e39236dc1b98b53a627468edb245"
"data/synthetic/v2.2.0/metadata/generator_parameters.yaml",6530,"b83f6fff827fe29ca9de54c62e1347a8f1d4807552fbd42f101279e22ac32e04"
"data/synthetic/v2.2.0/metadata/phenotype_thresholds.csv",296,"67a511e851cd3c7993f6d35e355ac5b8c9c11878036efddc8ab2b0ab4cfc0375"
"data/synthetic/v2.2.0/metadata/reproduction_manifest.json",1943,"e6fdbaf64ea56612454b607f0d9f015aaf26b7390469a88cd62c7826d7e0c9b9"
"data/synthetic/v2.2.0/metadata/stn_like_tonic_empirical_summary.csv",227,"e83e432d2a1084bd77817af80cfebe4d5d8f2eb9e24213efb4eed3ab23cdd7ca"
"data/synthetic/v2.2.0/metadata/template_manifest.csv",4340,"56c393d4988a529abb0a5219540752a34f425744a5ab3129d3e895a7564aee31"
"data/synthetic/v2.2.0/qc/burst_strength_context_balance.csv",429,"0cc1f5fb74b29e41036b230500f72f94f713e9cb0e561f0e3c8c42506c1dc063"
"data/synthetic/v2.2.0/qc/distribution_summary.csv",1344,"c97fae3556b77758347e30a350a0ce4fe75726d94a8bf366a124597234dedcd9"
"data/synthetic/v2.2.0/qc/figures/all_dimensionless_templates_multitrack.pdf",77848,"261f7246d4e311752bb6644986baaa87194cb5f86b3860f00d03e560ddb3b2a6"
"data/synthetic/v2.2.0/qc/figures/all_dimensionless_templates_multitrack.png",462931,"51f5699d7550ace43792da3649bc7a5c02d29503200e63074408c7e6457670e2"
"data/synthetic/v2.2.0/qc/figures/hfs_burst_quota_balance.png",74066,"7127a19d4e97d365ef4f99ecb2f6623ddcd0d27a054f02c61d0fa468c1842ec1"
"data/synthetic/v2.2.0/qc/figures/paired_scale_multitrack_overview.png",434505,"e39a7b2efaf4afd70178ff307f5fe15690db27cf3a24209618962e7a8f526124"
