"Phenotype_Evidence_ID","Template_ID","Candidate_Origin","Mechanism_Event_ID","State_Envelope_ID","Start_Interval_Index","End_Interval_Index","Start_u","End_u","N_ISIs","N_Spikes","Duration_u","Internal_Median_ISI_u","Flank_Median_ISI_u","Median_Contrast","Mean_Rate_Ratio","Internal_CV","Compactness","Evidence_Score","Left_Flank_N_Used","Right_Flank_N_Used","Flank_Pattern","Flank_Source_Contract","Phenotype_Label","Phenotype_Threshold_Set_ID","Phenotype_Threshold_Purpose","Phenotype_Null_Context","Phenotype_Null_Flank_Pattern","Phenotype_Null_Window_N_ISIs","Ambiguity_Reason","Mechanism_Estimand_Role","Phenotype_Estimand_Eligibility","Sample_ID","Scale_Factor","B_s","Split","Start_s","End_s","Duration_s","Internal_Median_ISI_s","Flank_Median_ISI_s","Scoring_Role","Primary_Observable_Burst_Positive"
"PHENO_0005","TPL_001","injected_rate_pulse","TPL_001_EVENT_008","TPL_001_STATE_005",129,135,67.160719408907,67.8917296950478,7,8,0.731010286140774,0.0843604655344103,0.361927404965659,4.29024902450343,3.53174587578673,0.456807705568293,0.368143846474626,4.12289342041,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N07","injected_support","burst_in_hfs","both_sides",7,"none","injected_burst","eligible","S0056",4,0.4,"development",26.8642877635628,27.1566918780191,0.29240411445631,0.0337441862137641,0.144770961986264,"observable_primary_positive",TRUE
"PHENO_0101","TPL_001","null_model_burst_like_excursion","none","TPL_001_STATE_003",83,85,49.0484452762753,49.6976331014678,3,4,0.649187825192547,0.143051064181572,0.411671621161796,2.87779488756037,1.69554899048041,0.922787972687365,0.711046559485188,1.87054270311308,4,0,"left_only","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",3,"none","mechanism_negative_null_excursion_audit","eligible","S0056",4,0.4,"development",19.6193781105101,19.8790532405871,0.259675130077019,0.0572204256726286,0.164668648464719,"null_model_no_excursion",FALSE
"PHENO_0001","TPL_001","injected_rate_pulse","TPL_001_EVENT_003","none",37,39,31.4356865764681,32.0471790575168,3,4,0.611492481048682,0.16922292985782,0.623574710739995,3.68493035349238,3.0187929229001,0.298965084760069,0.355543709265234,2.50534783694703,4,0,"left_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_LEFT_ONLY_N03","injected_support","standalone_burst","left_only",3,"none","injected_burst","eligible","S0007",10,1,"development",31.4356865764681,32.0471790575168,0.611492481048682,0.16922292985782,0.623574710739995,"observable_primary_positive",TRUE
"PHENO_0002","TPL_001","injected_rate_pulse","TPL_001_EVENT_004","none",41,45,32.6704756078963,33.3696291170062,5,6,0.699153509109917,0.128755807675501,0.466979891360666,3.6268646812234,3.39449027252121,0.26674471966491,0.314342042194784,3.15974359012862,0,4,"right_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_RIGHT_ONLY_N05","injected_support","standalone_burst","right_only",5,"none","injected_burst","eligible","S0007",10,1,"development",32.6704756078963,33.3696291170062,0.699153509109917,0.128755807675501,0.466979891360666,"observable_primary_positive",TRUE
"PHENO_0003","TPL_001","injected_rate_pulse","TPL_001_EVENT_005","none",55,60,38.8540630535119,39.6641866719618,6,7,0.810123618449907,0.119539587665882,0.721632285463273,6.03676405075331,5.75957919408928,0.504288254134354,0.190821199952124,4.79114678549348,3,3,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_BOTH_SIDES_N06","injected_support","standalone_burst","both_sides",6,"none","injected_burst","eligible","S0007",10,1,"development",38.8540630535119,39.6641866719618,0.810123618449907,0.119539587665882,0.721632285463273,"observable_primary_positive",TRUE
"PHENO_0004","TPL_001","injected_rate_pulse","TPL_001_EVENT_006","TPL_001_STATE_004",96,101,54.4900157145063,55.1080732309628,6,7,0.618057516456519,0.100512726131489,0.340378080235807,3.38641775361391,3.1511920916189,0.348565561619922,0.360020154824022,3.23990925123614,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N06","injected_support","burst_in_hfs","both_sides",6,"none","injected_burst","eligible","S0007",10,1,"development",54.4900157145063,55.1080732309628,0.618057516456519,0.100512726131489,0.340378080235807,"observable_primary_positive",TRUE
"PHENO_0005","TPL_001","injected_rate_pulse","TPL_001_EVENT_008","TPL_001_STATE_005",129,135,67.160719408907,67.8917296950478,7,8,0.731010286140774,0.0843604655344103,0.361927404965659,4.29024902450343,3.53174587578673,0.456807705568293,0.368143846474626,4.12289342041,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N07","injected_support","burst_in_hfs","both_sides",7,"none","injected_burst","eligible","S0007",10,1,"development",67.160719408907,67.8917296950478,0.731010286140774,0.0843604655344103,0.361927404965659,"observable_primary_positive",TRUE
"PHENO_0101","TPL_001","null_model_burst_like_excursion","none","TPL_001_STATE_003",83,85,49.0484452762753,49.6976331014678,3,4,0.649187825192547,0.143051064181572,0.411671621161796,2.87779488756037,1.69554899048041,0.922787972687365,0.711046559485188,1.87054270311308,4,0,"left_only","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",3,"none","mechanism_negative_null_excursion_audit","eligible","S0007",10,1,"development",49.0484452762753,49.6976331014678,0.649187825192547,0.143051064181572,0.411671621161796,"null_model_no_excursion",FALSE
"PHENO_0006","TPL_002","injected_rate_pulse","TPL_002_EVENT_001","none",40,43,13.4857451056625,14.1767972691845,4,5,0.691052163522003,0.131810348099547,0.414570450291875,3.14520412296294,2.61890164261416,0.625524698841654,0.472458784223428,2.46989386650869,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_BOTH_SIDES_N04","injected_support","standalone_burst","both_sides",4,"none","injected_burst","eligible","S0030",1,0.1,"development",1.34857451056625,1.41767972691845,0.0691052163522003,0.0131810348099547,0.0414570450291875,"observable_primary_positive",TRUE
"PHENO_0007","TPL_002","injected_rate_pulse","TPL_002_EVENT_002","TPL_002_STATE_002",59,66,19.8597725891105,20.3048842182746,8,9,0.445111629164099,0.052994941637561,0.213295894652519,4.0248349759733,4.30434104783495,0.593402404926363,0.308984390354402,4.24410503695754,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N08","injected_support","burst_in_hfs","both_sides",8,"none","injected_burst","eligible","S0030",1,0.1,"development",1.98597725891105,2.03048842182746,0.0445111629164099,0.0052994941637561,0.0213295894652519,"observable_primary_positive",TRUE
"PHENO_0008","TPL_002","injected_rate_pulse","TPL_002_EVENT_003","TPL_002_STATE_003",92,94,29.8793359893199,30.2298814668297,3,4,0.350545477509796,0.0988483119600656,0.4560975111351,4.61411532570593,3.76892669263149,0.396056349618743,0.294093910744488,2.94060572894772,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N03","injected_support","burst_in_hfs","both_sides",3,"none","injected_burst","eligible","S0030",1,0.1,"development",2.98793359893199,3.02298814668297,0.0350545477509796,0.00988483119600656,0.04560975111351,"observable_primary_positive",TRUE
"PHENO_0009","TPL_002","injected_rate_pulse","TPL_002_EVENT_004","none",139,144,51.2165886370228,51.9804948037409,6,7,0.763906166718037,0.108729221205519,0.337360904170565,3.10276207656164,3.22669005209368,0.375881928938232,0.480435884821945,3.02881539433559,4,0,"left_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_LEFT_ONLY_N06","injected_support","standalone_burst","left_only",6,"none","injected_burst","eligible","S0030",1,0.1,"development",5.12165886370228,5.19804948037409,0.0763906166718037,0.0108729221205519,0.0337360904170565,"observable_primary_positive",TRUE
"PHENO_0010","TPL_002","injected_rate_pulse","TPL_002_EVENT_005","none",146,152,52.6053321355872,53.4214972455881,7,8,0.816165110000889,0.108659408262278,0.568179136706888,5.22899163352188,4.92946564511763,0.390522523402186,0.232811504889053,4.73640604270683,0,4,"right_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_RIGHT_ONLY_N07","injected_support","standalone_burst","right_only",7,"none","injected_burst","eligible","S0030",1,0.1,"development",5.26053321355872,5.34214972455881,0.0816165110000889,0.0108659408262278,0.0568179136706888,"observable_primary_positive",TRUE
"PHENO_0102","TPL_002","null_model_burst_like_excursion","none","TPL_002_STATE_001",18,24,5.90899792930922,7.64511324303056,7,8,1.73611531372135,0.224984617183035,0.416073951397836,1.84934399785805,1.64897783999049,0.259693587594576,0.681247736913792,1.72575941511801,4,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",7,"none","mechanism_negative_null_excursion_audit","eligible","S0030",1,0.1,"development",0.590899792930922,0.764511324303056,0.173611531372135,0.0224984617183035,0.0416073951397836,"null_model_no_excursion",FALSE
"PHENO_0006","TPL_002","injected_rate_pulse","TPL_002_EVENT_001","none",40,43,13.4857451056625,14.1767972691845,4,5,0.691052163522003,0.131810348099547,0.414570450291875,3.14520412296294,2.61890164261416,0.625524698841654,0.472458784223428,2.46989386650869,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_BOTH_SIDES_N04","injected_support","standalone_burst","both_sides",4,"none","injected_burst","eligible","S0006",4,0.4,"development",5.39429804226499,5.67071890767379,0.276420865408801,0.0527241392398187,0.16582818011675,"observable_primary_positive",TRUE
"PHENO_0007","TPL_002","injected_rate_pulse","TPL_002_EVENT_002","TPL_002_STATE_002",59,66,19.8597725891105,20.3048842182746,8,9,0.445111629164099,0.052994941637561,0.213295894652519,4.0248349759733,4.30434104783495,0.593402404926363,0.308984390354402,4.24410503695754,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N08","injected_support","burst_in_hfs","both_sides",8,"none","injected_burst","eligible","S0006",4,0.4,"development",7.9439090356442,8.12195368730984,0.17804465166564,0.0211979766550244,0.0853183578610078,"observable_primary_positive",TRUE
"PHENO_0008","TPL_002","injected_rate_pulse","TPL_002_EVENT_003","TPL_002_STATE_003",92,94,29.8793359893199,30.2298814668297,3,4,0.350545477509796,0.0988483119600656,0.4560975111351,4.61411532570593,3.76892669263149,0.396056349618743,0.294093910744488,2.94060572894772,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N03","injected_support","burst_in_hfs","both_sides",3,"none","injected_burst","eligible","S0006",4,0.4,"development",11.951734395728,12.0919525867319,0.140218191003918,0.0395393247840262,0.18243900445404,"observable_primary_positive",TRUE
"PHENO_0009","TPL_002","injected_rate_pulse","TPL_002_EVENT_004","none",139,144,51.2165886370228,51.9804948037409,6,7,0.763906166718037,0.108729221205519,0.337360904170565,3.10276207656164,3.22669005209368,0.375881928938232,0.480435884821945,3.02881539433559,4,0,"left_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_LEFT_ONLY_N06","injected_support","standalone_burst","left_only",6,"none","injected_burst","eligible","S0006",4,0.4,"development",20.4866354548091,20.7921979214963,0.305562466687215,0.0434916884822075,0.134944361668226,"observable_primary_positive",TRUE
"PHENO_0010","TPL_002","injected_rate_pulse","TPL_002_EVENT_005","none",146,152,52.6053321355872,53.4214972455881,7,8,0.816165110000889,0.108659408262278,0.568179136706888,5.22899163352188,4.92946564511763,0.390522523402186,0.232811504889053,4.73640604270683,0,4,"right_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_RIGHT_ONLY_N07","injected_support","standalone_burst","right_only",7,"none","injected_burst","eligible","S0006",4,0.4,"development",21.0421328542349,21.3685988982352,0.326466044000356,0.043463763304911,0.227271654682755,"observable_primary_positive",TRUE
"PHENO_0102","TPL_002","null_model_burst_like_excursion","none","TPL_002_STATE_001",18,24,5.90899792930922,7.64511324303056,7,8,1.73611531372135,0.224984617183035,0.416073951397836,1.84934399785805,1.64897783999049,0.259693587594576,0.681247736913792,1.72575941511801,4,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",7,"none","mechanism_negative_null_excursion_audit","eligible","S0006",4,0.4,"development",2.36359917172369,3.05804529721222,0.694446125488538,0.0899938468732138,0.166429580559134,"null_model_no_excursion",FALSE
"PHENO_0006","TPL_002","injected_rate_pulse","TPL_002_EVENT_001","none",40,43,13.4857451056625,14.1767972691845,4,5,0.691052163522003,0.131810348099547,0.414570450291875,3.14520412296294,2.61890164261416,0.625524698841654,0.472458784223428,2.46989386650869,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_BOTH_SIDES_N04","injected_support","standalone_burst","both_sides",4,"none","injected_burst","eligible","S0044",10,1,"development",13.4857451056625,14.1767972691845,0.691052163522003,0.131810348099547,0.414570450291875,"observable_primary_positive",TRUE
"PHENO_0007","TPL_002","injected_rate_pulse","TPL_002_EVENT_002","TPL_002_STATE_002",59,66,19.8597725891105,20.3048842182746,8,9,0.445111629164099,0.052994941637561,0.213295894652519,4.0248349759733,4.30434104783495,0.593402404926363,0.308984390354402,4.24410503695754,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N08","injected_support","burst_in_hfs","both_sides",8,"none","injected_burst","eligible","S0044",10,1,"development",19.8597725891105,20.3048842182746,0.445111629164099,0.052994941637561,0.213295894652519,"observable_primary_positive",TRUE
"PHENO_0008","TPL_002","injected_rate_pulse","TPL_002_EVENT_003","TPL_002_STATE_003",92,94,29.8793359893199,30.2298814668297,3,4,0.350545477509796,0.0988483119600656,0.4560975111351,4.61411532570593,3.76892669263149,0.396056349618743,0.294093910744488,2.94060572894772,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N03","injected_support","burst_in_hfs","both_sides",3,"none","injected_burst","eligible","S0044",10,1,"development",29.8793359893199,30.2298814668297,0.350545477509796,0.0988483119600656,0.4560975111351,"observable_primary_positive",TRUE
"PHENO_0009","TPL_002","injected_rate_pulse","TPL_002_EVENT_004","none",139,144,51.2165886370228,51.9804948037409,6,7,0.763906166718037,0.108729221205519,0.337360904170565,3.10276207656164,3.22669005209368,0.375881928938232,0.480435884821945,3.02881539433559,4,0,"left_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_LEFT_ONLY_N06","injected_support","standalone_burst","left_only",6,"none","injected_burst","eligible","S0044",10,1,"development",51.2165886370228,51.9804948037409,0.763906166718037,0.108729221205519,0.337360904170565,"observable_primary_positive",TRUE
"PHENO_0010","TPL_002","injected_rate_pulse","TPL_002_EVENT_005","none",146,152,52.6053321355872,53.4214972455881,7,8,0.816165110000889,0.108659408262278,0.568179136706888,5.22899163352188,4.92946564511763,0.390522523402186,0.232811504889053,4.73640604270683,0,4,"right_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_RIGHT_ONLY_N07","injected_support","standalone_burst","right_only",7,"none","injected_burst","eligible","S0044",10,1,"development",52.6053321355872,53.4214972455881,0.816165110000889,0.108659408262278,0.568179136706888,"observable_primary_positive",TRUE
"PHENO_0102","TPL_002","null_model_burst_like_excursion","none","TPL_002_STATE_001",18,24,5.90899792930922,7.64511324303056,7,8,1.73611531372135,0.224984617183035,0.416073951397836,1.84934399785805,1.64897783999049,0.259693587594576,0.681247736913792,1.72575941511801,4,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",7,"none","mechanism_negative_null_excursion_audit","eligible","S0044",10,1,"development",5.90899792930922,7.64511324303056,1.73611531372135,0.224984617183035,0.416073951397836,"null_model_no_excursion",FALSE
"PHENO_0011","TPL_003","injected_rate_pulse","TPL_003_EVENT_001","TPL_003_STATE_001",16,18,3.32782595521548,3.48641015853187,3,4,0.158584203316394,0.0634148209948537,0.202229587137118,3.18899563169199,4.2227768668059,0.431216892700061,0.326069422838393,2.32567129037235,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N03","injected_support","burst_in_hfs","both_sides",3,"none","injected_burst","eligible","S0058",1,0.1,"development",0.332782595521548,0.348641015853187,0.0158584203316394,0.00634148209948537,0.0202229587137118,"observable_primary_positive",TRUE
"PHENO_0012","TPL_003","injected_rate_pulse","TPL_003_EVENT_003","TPL_003_STATE_002",40,43,14.8469659551213,15.2199422399339,4,5,0.372976284812512,0.089341800158989,0.402931982811682,4.51000519459694,4.27304488310463,0.338605802057388,0.266327740413621,3.34181769553594,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N04","injected_support","burst_in_hfs","both_sides",4,"none","injected_burst","eligible","S0058",1,0.1,"development",1.48469659551213,1.52199422399339,0.0372976284812512,0.0089341800158989,0.0402931982811682,"observable_primary_positive",TRUE
"PHENO_0013","TPL_003","injected_rate_pulse","TPL_003_EVENT_004","none",67,74,25.8891126778028,26.740273832582,8,9,0.851161154779238,0.107311928700897,0.355750838948493,3.31510991606585,3.22537696408497,0.156327534383927,0.329691417507909,3.66697353611861,4,0,"left_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_LEFT_ONLY_N08","injected_support","standalone_burst","left_only",8,"none","injected_burst","eligible","S0058",1,0.1,"development",2.58891126778028,2.6740273832582,0.0851161154779238,0.0107311928700897,0.0355750838948493,"observable_primary_positive",TRUE
"PHENO_0014","TPL_003","injected_rate_pulse","TPL_003_EVENT_005","none",76,80,27.3552488342377,28.1481677894287,5,6,0.792918955190996,0.151019729134883,0.553598192361801,3.66573424236085,3.79783622834164,0.615450137169151,0.399041450972694,3.17677923465347,0,4,"right_only","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_RIGHT_ONLY_N05","injected_support","standalone_burst","right_only",5,"none","injected_burst","eligible","S0058",1,0.1,"development",2.73552488342377,2.81481677894287,0.0792918955190996,0.0151019729134883,0.0553598192361801,"observable_primary_positive",TRUE
"PHENO_0015","TPL_003","injected_rate_pulse","TPL_003_EVENT_007","none",107,113,42.8293436692223,43.6097409219434,7,8,0.780397252721046,0.0921967113096516,0.65694960016827,7.12552097397315,5.34683663336839,0.418680682673168,0.221327934487584,5.57267466278839,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_STANDALONE_BURST_BOTH_SIDES_N07","injected_support","standalone_burst","both_sides",7,"none","injected_burst","eligible","S0058",1,0.1,"development",4.28293436692223,4.36097409219434,0.0780397252721046,0.00921967113096516,0.065694960016827,"observable_primary_positive",TRUE
"PHENO_0103","TPL_003","null_model_burst_like_excursion","none","TPL_003_STATE_004",129,136,48.7488920412386,49.9283235716675,8,9,1.17943153042882,0.163331714564406,0.269890732139481,1.6524086143298,1.76546437147953,0.399843808318728,0.70529847289862,1.52265129768863,4,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible","S0058",1,0.1,"development",4.87488920412386,4.99283235716675,0.117943153042882,0.0163331714564406,0.0269890732139481,"null_model_no_excursion",FALSE
"PHENO_0011","TPL_003","injected_rate_pulse","TPL_003_EVENT_001","TPL_003_STATE_001",16,18,3.32782595521548,3.48641015853187,3,4,0.158584203316394,0.0634148209948537,0.202229587137118,3.18899563169199,4.2227768668059,0.431216892700061,0.326069422838393,2.32567129037235,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N03","injected_support","burst_in_hfs","both_sides",3,"none","injected_burst","eligible","S0049",4,0.4,"development",1.33113038208619,1.39456406341275,0.0634336813265575,0.0253659283979415,0.0808918348548473,"observable_primary_positive",TRUE
"PHENO_0012","TPL_003","injected_rate_pulse","TPL_003_EVENT_003","TPL_003_STATE_002",40,43,14.8469659551213,15.2199422399339,4,5,0.372976284812512,0.089341800158989,0.402931982811682,4.51000519459694,4.27304488310463,0.338605802057388,0.266327740413621,3.34181769553594,4,4,"both_sides","same_generator_run_non_event_intervals_only","clear_burst_like","INJECTED_BURST_IN_HFS_BOTH_SIDES_N04","injected_support","burst_in_hfs","both_sides",4,"none","injected_burst","eligible","S0049",4,0.4,"development",5.93878638204854,6.08797689597354,0.149190513925005,0.0357367200635956,0.161172793124673,"observable_primary_positive",TRUE
