"Template_ID","Transition_ID","Boundary_u","Left_Run_ID","Right_Run_ID","Left_Descriptor","Right_Descriptor","Direct_Target_Boundary","Transition_Type","Sample_ID","Scale_Factor","B_s","Split","Boundary_s"
"TPL_001","TPL_001_TRANS_005",28.6735463044755,"TPL_001_RUN_005","TPL_001_RUN_006","Pause:complex_multi_gap","Burst",TRUE,"Pause:complex_multi_gap -> Burst","S0056",4,0.4,"development",11.4694185217902
"TPL_001","TPL_001_TRANS_006",32.0471790575168,"TPL_001_RUN_006","TPL_001_RUN_007","Burst","Contextual_Separator",TRUE,"Burst -> Contextual_Separator","S0056",4,0.4,"development",12.8188716230067
"TPL_001","TPL_001_TRANS_007",32.6704756078963,"TPL_001_RUN_007","TPL_001_RUN_008","Contextual_Separator","Burst",TRUE,"Contextual_Separator -> Burst","S0056",4,0.4,"development",13.0681902431585
"TPL_001","TPL_001_TRANS_008",36.6001193505121,"TPL_001_RUN_008","TPL_001_RUN_009","Burst","Burst",TRUE,"Burst -> Burst","S0056",4,0.4,"development",14.6400477402049
"TPL_001","TPL_001_TRANS_009",42.0762141064265,"TPL_001_RUN_009","TPL_001_RUN_010","Burst","Broad_HFS",TRUE,"Burst -> Broad_HFS","S0056",4,0.4,"development",16.8304856425706
"TPL_001","TPL_001_TRANS_010",49.6976331014678,"TPL_001_RUN_010","TPL_001_RUN_011","Broad_HFS","Background",FALSE,"Broad_HFS -> Background","S0056",4,0.4,"development",19.8790532405871
"TPL_001","TPL_001_TRANS_011",50.6430515835706,"TPL_001_RUN_011","TPL_001_RUN_012","Background","Borderline_Gap",FALSE,"Background -> Borderline_Gap","S0056",4,0.4,"development",20.2572206334283
"TPL_001","TPL_001_TRANS_012",51.8847260243601,"TPL_001_RUN_012","TPL_001_RUN_013","Borderline_Gap","Burst",TRUE,"Borderline_Gap -> Burst","S0056",4,0.4,"development",20.7538904097441
"TPL_001","TPL_001_TRANS_013",59.0914650309211,"TPL_001_RUN_013","TPL_001_RUN_014","Burst","Pause:canonical",TRUE,"Burst -> Pause:canonical","S0056",4,0.4,"development",23.6365860123684
"TPL_001","TPL_001_TRANS_014",62.628301259953,"TPL_001_RUN_014","TPL_001_RUN_015","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0056",4,0.4,"development",25.0513205039812
"TPL_001","TPL_001_TRANS_001",12.8257610398382,"TPL_001_RUN_001","TPL_001_RUN_002","Tonic:generic_stress","Pause:canonical",TRUE,"Tonic:generic_stress -> Pause:canonical","S0007",10,1,"development",12.8257610398382
"TPL_001","TPL_001_TRANS_002",15.9670527160205,"TPL_001_RUN_002","TPL_001_RUN_003","Pause:canonical","Background",FALSE,"Pause:canonical -> Background","S0007",10,1,"development",15.9670527160205
"TPL_001","TPL_001_TRANS_003",16.5218306627834,"TPL_001_RUN_003","TPL_001_RUN_004","Background","Tonic:stn_like_empirical",FALSE,"Background -> Tonic:stn_like_empirical","S0007",10,1,"development",16.5218306627834
"TPL_001","TPL_001_TRANS_004",23.418889242705,"TPL_001_RUN_004","TPL_001_RUN_005","Tonic:stn_like_empirical","Pause:complex_multi_gap",TRUE,"Tonic:stn_like_empirical -> Pause:complex_multi_gap","S0007",10,1,"development",23.418889242705
"TPL_001","TPL_001_TRANS_005",28.6735463044755,"TPL_001_RUN_005","TPL_001_RUN_006","Pause:complex_multi_gap","Burst",TRUE,"Pause:complex_multi_gap -> Burst","S0007",10,1,"development",28.6735463044755
"TPL_001","TPL_001_TRANS_006",32.0471790575168,"TPL_001_RUN_006","TPL_001_RUN_007","Burst","Contextual_Separator",TRUE,"Burst -> Contextual_Separator","S0007",10,1,"development",32.0471790575168
"TPL_001","TPL_001_TRANS_007",32.6704756078963,"TPL_001_RUN_007","TPL_001_RUN_008","Contextual_Separator","Burst",TRUE,"Contextual_Separator -> Burst","S0007",10,1,"development",32.6704756078963
"TPL_001","TPL_001_TRANS_008",36.6001193505121,"TPL_001_RUN_008","TPL_001_RUN_009","Burst","Burst",TRUE,"Burst -> Burst","S0007",10,1,"development",36.6001193505121
"TPL_001","TPL_001_TRANS_009",42.0762141064265,"TPL_001_RUN_009","TPL_001_RUN_010","Burst","Broad_HFS",TRUE,"Burst -> Broad_HFS","S0007",10,1,"development",42.0762141064265
"TPL_001","TPL_001_TRANS_010",49.6976331014678,"TPL_001_RUN_010","TPL_001_RUN_011","Broad_HFS","Background",FALSE,"Broad_HFS -> Background","S0007",10,1,"development",49.6976331014678
"TPL_001","TPL_001_TRANS_011",50.6430515835706,"TPL_001_RUN_011","TPL_001_RUN_012","Background","Borderline_Gap",FALSE,"Background -> Borderline_Gap","S0007",10,1,"development",50.6430515835706
"TPL_001","TPL_001_TRANS_012",51.8847260243601,"TPL_001_RUN_012","TPL_001_RUN_013","Borderline_Gap","Burst",TRUE,"Borderline_Gap -> Burst","S0007",10,1,"development",51.8847260243601
"TPL_001","TPL_001_TRANS_013",59.0914650309211,"TPL_001_RUN_013","TPL_001_RUN_014","Burst","Pause:canonical",TRUE,"Burst -> Pause:canonical","S0007",10,1,"development",59.0914650309211
"TPL_001","TPL_001_TRANS_014",62.628301259953,"TPL_001_RUN_014","TPL_001_RUN_015","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0007",10,1,"development",62.628301259953
"TPL_002","TPL_002_TRANS_001",10.4036592234531,"TPL_002_RUN_001","TPL_002_RUN_002","Broad_HFS","Burst",TRUE,"Broad_HFS -> Burst","S0030",1,0.1,"development",1.04036592234531
"TPL_002","TPL_002_TRANS_002",17.2561805277762,"TPL_002_RUN_002","TPL_002_RUN_003","Burst","Background",FALSE,"Burst -> Background","S0030",1,0.1,"development",1.72561805277762
"TPL_002","TPL_002_TRANS_003",17.9738281537255,"TPL_002_RUN_003","TPL_002_RUN_004","Background","Burst",FALSE,"Background -> Burst","S0030",1,0.1,"development",1.79738281537255
"TPL_002","TPL_002_TRANS_004",25.1195003960053,"TPL_002_RUN_004","TPL_002_RUN_005","Burst","Background",FALSE,"Burst -> Background","S0030",1,0.1,"development",2.51195003960053
"TPL_002","TPL_002_TRANS_005",26.9749938740381,"TPL_002_RUN_005","TPL_002_RUN_006","Background","Burst",FALSE,"Background -> Burst","S0030",1,0.1,"development",2.69749938740381
"TPL_002","TPL_002_TRANS_006",40.3944281286502,"TPL_002_RUN_006","TPL_002_RUN_007","Burst","Background",FALSE,"Burst -> Background","S0030",1,0.1,"development",4.03944281286502
"TPL_002","TPL_002_TRANS_007",41.4266013678866,"TPL_002_RUN_007","TPL_002_RUN_008","Background","Tonic:generic_stress",FALSE,"Background -> Tonic:generic_stress","S0030",1,0.1,"development",4.14266013678866
"TPL_002","TPL_002_TRANS_008",47.3130818012021,"TPL_002_RUN_008","TPL_002_RUN_009","Tonic:generic_stress","Borderline_Gap",TRUE,"Tonic:generic_stress -> Borderline_Gap","S0030",1,0.1,"development",4.73130818012021
"TPL_002","TPL_002_TRANS_009",48.6290048413365,"TPL_002_RUN_009","TPL_002_RUN_010","Borderline_Gap","Burst",TRUE,"Borderline_Gap -> Burst","S0030",1,0.1,"development",4.86290048413365
"TPL_002","TPL_002_TRANS_010",51.9804948037409,"TPL_002_RUN_010","TPL_002_RUN_011","Burst","Contextual_Separator",TRUE,"Burst -> Contextual_Separator","S0030",1,0.1,"development",5.19804948037409
"TPL_002","TPL_002_TRANS_011",52.6053321355872,"TPL_002_RUN_011","TPL_002_RUN_012","Contextual_Separator","Burst",TRUE,"Contextual_Separator -> Burst","S0030",1,0.1,"development",5.26053321355872
"TPL_002","TPL_002_TRANS_012",55.7205017430127,"TPL_002_RUN_012","TPL_002_RUN_013","Burst","Background",FALSE,"Burst -> Background","S0030",1,0.1,"development",5.57205017430127
"TPL_002","TPL_002_TRANS_013",56.0505425838668,"TPL_002_RUN_013","TPL_002_RUN_014","Background","Pause:canonical",FALSE,"Background -> Pause:canonical","S0030",1,0.1,"development",5.60505425838668
"TPL_002","TPL_002_TRANS_014",60.2724390516903,"TPL_002_RUN_014","TPL_002_RUN_015","Pause:canonical","Background",FALSE,"Pause:canonical -> Background","S0030",1,0.1,"development",6.02724390516903
"TPL_002","TPL_002_TRANS_015",61.7157838292883,"TPL_002_RUN_015","TPL_002_RUN_016","Background","Tonic:stn_like_empirical",FALSE,"Background -> Tonic:stn_like_empirical","S0030",1,0.1,"development",6.17157838292883
"TPL_002","TPL_002_TRANS_016",66.9755699529193,"TPL_002_RUN_016","TPL_002_RUN_017","Tonic:stn_like_empirical","Pause:canonical",TRUE,"Tonic:stn_like_empirical -> Pause:canonical","S0030",1,0.1,"development",6.69755699529193
"TPL_002","TPL_002_TRANS_001",10.4036592234531,"TPL_002_RUN_001","TPL_002_RUN_002","Broad_HFS","Burst",TRUE,"Broad_HFS -> Burst","S0006",4,0.4,"development",4.16146368938126
"TPL_002","TPL_002_TRANS_002",17.2561805277762,"TPL_002_RUN_002","TPL_002_RUN_003","Burst","Background",FALSE,"Burst -> Background","S0006",4,0.4,"development",6.90247221111048
"TPL_002","TPL_002_TRANS_003",17.9738281537255,"TPL_002_RUN_003","TPL_002_RUN_004","Background","Burst",FALSE,"Background -> Burst","S0006",4,0.4,"development",7.1895312614902
"TPL_002","TPL_002_TRANS_004",25.1195003960053,"TPL_002_RUN_004","TPL_002_RUN_005","Burst","Background",FALSE,"Burst -> Background","S0006",4,0.4,"development",10.0478001584021
"TPL_002","TPL_002_TRANS_005",26.9749938740381,"TPL_002_RUN_005","TPL_002_RUN_006","Background","Burst",FALSE,"Background -> Burst","S0006",4,0.4,"development",10.7899975496152
"TPL_002","TPL_002_TRANS_006",40.3944281286502,"TPL_002_RUN_006","TPL_002_RUN_007","Burst","Background",FALSE,"Burst -> Background","S0006",4,0.4,"development",16.1577712514601
"TPL_002","TPL_002_TRANS_007",41.4266013678866,"TPL_002_RUN_007","TPL_002_RUN_008","Background","Tonic:generic_stress",FALSE,"Background -> Tonic:generic_stress","S0006",4,0.4,"development",16.5706405471546
"TPL_002","TPL_002_TRANS_008",47.3130818012021,"TPL_002_RUN_008","TPL_002_RUN_009","Tonic:generic_stress","Borderline_Gap",TRUE,"Tonic:generic_stress -> Borderline_Gap","S0006",4,0.4,"development",18.9252327204809
"TPL_002","TPL_002_TRANS_009",48.6290048413365,"TPL_002_RUN_009","TPL_002_RUN_010","Borderline_Gap","Burst",TRUE,"Borderline_Gap -> Burst","S0006",4,0.4,"development",19.4516019365346
"TPL_002","TPL_002_TRANS_010",51.9804948037409,"TPL_002_RUN_010","TPL_002_RUN_011","Burst","Contextual_Separator",TRUE,"Burst -> Contextual_Separator","S0006",4,0.4,"development",20.7921979214963
"TPL_002","TPL_002_TRANS_011",52.6053321355872,"TPL_002_RUN_011","TPL_002_RUN_012","Contextual_Separator","Burst",TRUE,"Contextual_Separator -> Burst","S0006",4,0.4,"development",21.0421328542349
"TPL_002","TPL_002_TRANS_012",55.7205017430127,"TPL_002_RUN_012","TPL_002_RUN_013","Burst","Background",FALSE,"Burst -> Background","S0006",4,0.4,"development",22.2882006972051
"TPL_002","TPL_002_TRANS_013",56.0505425838668,"TPL_002_RUN_013","TPL_002_RUN_014","Background","Pause:canonical",FALSE,"Background -> Pause:canonical","S0006",4,0.4,"development",22.4202170335467
"TPL_002","TPL_002_TRANS_014",60.2724390516903,"TPL_002_RUN_014","TPL_002_RUN_015","Pause:canonical","Background",FALSE,"Pause:canonical -> Background","S0006",4,0.4,"development",24.1089756206761
"TPL_002","TPL_002_TRANS_015",61.7157838292883,"TPL_002_RUN_015","TPL_002_RUN_016","Background","Tonic:stn_like_empirical",FALSE,"Background -> Tonic:stn_like_empirical","S0006",4,0.4,"development",24.6863135317153
"TPL_002","TPL_002_TRANS_016",66.9755699529193,"TPL_002_RUN_016","TPL_002_RUN_017","Tonic:stn_like_empirical","Pause:canonical",TRUE,"Tonic:stn_like_empirical -> Pause:canonical","S0006",4,0.4,"development",26.7902279811677
"TPL_002","TPL_002_TRANS_001",10.4036592234531,"TPL_002_RUN_001","TPL_002_RUN_002","Broad_HFS","Burst",TRUE,"Broad_HFS -> Burst","S0044",10,1,"development",10.4036592234531
"TPL_002","TPL_002_TRANS_002",17.2561805277762,"TPL_002_RUN_002","TPL_002_RUN_003","Burst","Background",FALSE,"Burst -> Background","S0044",10,1,"development",17.2561805277762
"TPL_002","TPL_002_TRANS_003",17.9738281537255,"TPL_002_RUN_003","TPL_002_RUN_004","Background","Burst",FALSE,"Background -> Burst","S0044",10,1,"development",17.9738281537255
"TPL_002","TPL_002_TRANS_004",25.1195003960053,"TPL_002_RUN_004","TPL_002_RUN_005","Burst","Background",FALSE,"Burst -> Background","S0044",10,1,"development",25.1195003960053
"TPL_002","TPL_002_TRANS_005",26.9749938740381,"TPL_002_RUN_005","TPL_002_RUN_006","Background","Burst",FALSE,"Background -> Burst","S0044",10,1,"development",26.9749938740381
"TPL_002","TPL_002_TRANS_006",40.3944281286502,"TPL_002_RUN_006","TPL_002_RUN_007","Burst","Background",FALSE,"Burst -> Background","S0044",10,1,"development",40.3944281286502
"TPL_002","TPL_002_TRANS_007",41.4266013678866,"TPL_002_RUN_007","TPL_002_RUN_008","Background","Tonic:generic_stress",FALSE,"Background -> Tonic:generic_stress","S0044",10,1,"development",41.4266013678866
"TPL_002","TPL_002_TRANS_008",47.3130818012021,"TPL_002_RUN_008","TPL_002_RUN_009","Tonic:generic_stress","Borderline_Gap",TRUE,"Tonic:generic_stress -> Borderline_Gap","S0044",10,1,"development",47.3130818012021
"TPL_002","TPL_002_TRANS_009",48.6290048413365,"TPL_002_RUN_009","TPL_002_RUN_010","Borderline_Gap","Burst",TRUE,"Borderline_Gap -> Burst","S0044",10,1,"development",48.6290048413365
"TPL_002","TPL_002_TRANS_010",51.9804948037409,"TPL_002_RUN_010","TPL_002_RUN_011","Burst","Contextual_Separator",TRUE,"Burst -> Contextual_Separator","S0044",10,1,"development",51.9804948037409
"TPL_002","TPL_002_TRANS_011",52.6053321355872,"TPL_002_RUN_011","TPL_002_RUN_012","Contextual_Separator","Burst",TRUE,"Contextual_Separator -> Burst","S0044",10,1,"development",52.6053321355872
"TPL_002","TPL_002_TRANS_012",55.7205017430127,"TPL_002_RUN_012","TPL_002_RUN_013","Burst","Background",FALSE,"Burst -> Background","S0044",10,1,"development",55.7205017430127
"TPL_002","TPL_002_TRANS_013",56.0505425838668,"TPL_002_RUN_013","TPL_002_RUN_014","Background","Pause:canonical",FALSE,"Background -> Pause:canonical","S0044",10,1,"development",56.0505425838668
"TPL_002","TPL_002_TRANS_014",60.2724390516903,"TPL_002_RUN_014","TPL_002_RUN_015","Pause:canonical","Background",FALSE,"Pause:canonical -> Background","S0044",10,1,"development",60.2724390516903
"TPL_002","TPL_002_TRANS_015",61.7157838292883,"TPL_002_RUN_015","TPL_002_RUN_016","Background","Tonic:stn_like_empirical",FALSE,"Background -> Tonic:stn_like_empirical","S0044",10,1,"development",61.7157838292883
"TPL_002","TPL_002_TRANS_016",66.9755699529193,"TPL_002_RUN_016","TPL_002_RUN_017","Tonic:stn_like_empirical","Pause:canonical",TRUE,"Tonic:stn_like_empirical -> Pause:canonical","S0044",10,1,"development",66.9755699529193
"TPL_003","TPL_003_TRANS_001",6.94657580329266,"TPL_003_RUN_001","TPL_003_RUN_002","Burst","Pause:canonical",TRUE,"Burst -> Pause:canonical","S0058",1,0.1,"development",0.694657580329266
"TPL_003","TPL_003_TRANS_002",11.1081357124557,"TPL_003_RUN_002","TPL_003_RUN_003","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0058",1,0.1,"development",1.11081357124557
"TPL_003","TPL_003_TRANS_003",22.0892248882414,"TPL_003_RUN_003","TPL_003_RUN_004","Burst","Background",FALSE,"Burst -> Background","S0058",1,0.1,"development",2.20892248882414
"TPL_003","TPL_003_TRANS_004",23.3598443031121,"TPL_003_RUN_004","TPL_003_RUN_005","Background","Burst",FALSE,"Background -> Burst","S0058",1,0.1,"development",2.33598443031121
"TPL_003","TPL_003_TRANS_005",26.740273832582,"TPL_003_RUN_005","TPL_003_RUN_006","Burst","Contextual_Separator",TRUE,"Burst -> Contextual_Separator","S0058",1,0.1,"development",2.6740273832582
"TPL_003","TPL_003_TRANS_006",27.3552488342377,"TPL_003_RUN_006","TPL_003_RUN_007","Contextual_Separator","Burst",TRUE,"Contextual_Separator -> Burst","S0058",1,0.1,"development",2.73552488342377
"TPL_003","TPL_003_TRANS_007",31.0069631999951,"TPL_003_RUN_007","TPL_003_RUN_008","Burst","Tonic:generic_stress",TRUE,"Burst -> Tonic:generic_stress","S0058",1,0.1,"development",3.10069631999951
"TPL_003","TPL_003_TRANS_008",36.5507865861703,"TPL_003_RUN_008","TPL_003_RUN_009","Tonic:generic_stress","Pause:canonical",TRUE,"Tonic:generic_stress -> Pause:canonical","S0058",1,0.1,"development",3.65507865861703
"TPL_003","TPL_003_TRANS_009",39.4159699994318,"TPL_003_RUN_009","TPL_003_RUN_010","Pause:canonical","Background",FALSE,"Pause:canonical -> Background","S0058",1,0.1,"development",3.94159699994318
"TPL_003","TPL_003_TRANS_010",40.3707100906012,"TPL_003_RUN_010","TPL_003_RUN_011","Background","Burst",FALSE,"Background -> Burst","S0058",1,0.1,"development",4.03707100906012
"TPL_003","TPL_003_TRANS_011",46.4110043524382,"TPL_003_RUN_011","TPL_003_RUN_012","Burst","Broad_HFS",TRUE,"Burst -> Broad_HFS","S0058",1,0.1,"development",4.64110043524382
"TPL_003","TPL_003_TRANS_012",51.718651298982,"TPL_003_RUN_012","TPL_003_RUN_013","Broad_HFS","Background",FALSE,"Broad_HFS -> Background","S0058",1,0.1,"development",5.1718651298982
"TPL_003","TPL_003_TRANS_013",53.4151454309161,"TPL_003_RUN_013","TPL_003_RUN_014","Background","Tonic:stn_like_empirical",FALSE,"Background -> Tonic:stn_like_empirical","S0058",1,0.1,"development",5.34151454309162
"TPL_003","TPL_003_TRANS_014",61.8381688220783,"TPL_003_RUN_014","TPL_003_RUN_015","Tonic:stn_like_empirical","Pause:complex_multi_gap",TRUE,"Tonic:stn_like_empirical -> Pause:complex_multi_gap","S0058",1,0.1,"development",6.18381688220783
"TPL_003","TPL_003_TRANS_015",67.2476680411383,"TPL_003_RUN_015","TPL_003_RUN_016","Pause:complex_multi_gap","Background",FALSE,"Pause:complex_multi_gap -> Background","S0058",1,0.1,"development",6.72476680411383
"TPL_003","TPL_003_TRANS_016",67.9460023974566,"TPL_003_RUN_016","TPL_003_RUN_017","Background","Borderline_Gap",FALSE,"Background -> Borderline_Gap","S0058",1,0.1,"development",6.79460023974566
"TPL_003","TPL_003_TRANS_001",6.94657580329266,"TPL_003_RUN_001","TPL_003_RUN_002","Burst","Pause:canonical",TRUE,"Burst -> Pause:canonical","S0049",4,0.4,"development",2.77863032131707
"TPL_003","TPL_003_TRANS_002",11.1081357124557,"TPL_003_RUN_002","TPL_003_RUN_003","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0049",4,0.4,"development",4.44325428498228
"TPL_003","TPL_003_TRANS_003",22.0892248882414,"TPL_003_RUN_003","TPL_003_RUN_004","Burst","Background",FALSE,"Burst -> Background","S0049",4,0.4,"development",8.83568995529654
"TPL_003","TPL_003_TRANS_004",23.3598443031121,"TPL_003_RUN_004","TPL_003_RUN_005","Background","Burst",FALSE,"Background -> Burst","S0049",4,0.4,"development",9.34393772124483
"TPL_003","TPL_003_TRANS_005",26.740273832582,"TPL_003_RUN_005","TPL_003_RUN_006","Burst","Contextual_Separator",TRUE,"Burst -> Contextual_Separator","S0049",4,0.4,"development",10.6961095330328
"TPL_003","TPL_003_TRANS_006",27.3552488342377,"TPL_003_RUN_006","TPL_003_RUN_007","Contextual_Separator","Burst",TRUE,"Contextual_Separator -> Burst","S0049",4,0.4,"development",10.9420995336951
"TPL_003","TPL_003_TRANS_007",31.0069631999951,"TPL_003_RUN_007","TPL_003_RUN_008","Burst","Tonic:generic_stress",TRUE,"Burst -> Tonic:generic_stress","S0049",4,0.4,"development",12.4027852799981
"TPL_003","TPL_003_TRANS_008",36.5507865861703,"TPL_003_RUN_008","TPL_003_RUN_009","Tonic:generic_stress","Pause:canonical",TRUE,"Tonic:generic_stress -> Pause:canonical","S0049",4,0.4,"development",14.6203146344681
"TPL_003","TPL_003_TRANS_009",39.4159699994318,"TPL_003_RUN_009","TPL_003_RUN_010","Pause:canonical","Background",FALSE,"Pause:canonical -> Background","S0049",4,0.4,"development",15.7663879997727
"TPL_003","TPL_003_TRANS_010",40.3707100906012,"TPL_003_RUN_010","TPL_003_RUN_011","Background","Burst",FALSE,"Background -> Burst","S0049",4,0.4,"development",16.1482840362405
"TPL_003","TPL_003_TRANS_011",46.4110043524382,"TPL_003_RUN_011","TPL_003_RUN_012","Burst","Broad_HFS",TRUE,"Burst -> Broad_HFS","S0049",4,0.4,"development",18.5644017409753
"TPL_003","TPL_003_TRANS_012",51.718651298982,"TPL_003_RUN_012","TPL_003_RUN_013","Broad_HFS","Background",FALSE,"Broad_HFS -> Background","S0049",4,0.4,"development",20.6874605195928
"TPL_003","TPL_003_TRANS_013",53.4151454309161,"TPL_003_RUN_013","TPL_003_RUN_014","Background","Tonic:stn_like_empirical",FALSE,"Background -> Tonic:stn_like_empirical","S0049",4,0.4,"development",21.3660581723665
"TPL_003","TPL_003_TRANS_014",61.8381688220783,"TPL_003_RUN_014","TPL_003_RUN_015","Tonic:stn_like_empirical","Pause:complex_multi_gap",TRUE,"Tonic:stn_like_empirical -> Pause:complex_multi_gap","S0049",4,0.4,"development",24.7352675288313
"TPL_003","TPL_003_TRANS_015",67.2476680411383,"TPL_003_RUN_015","TPL_003_RUN_016","Pause:complex_multi_gap","Background",FALSE,"Pause:complex_multi_gap -> Background","S0049",4,0.4,"development",26.8990672164553
"TPL_003","TPL_003_TRANS_016",67.9460023974566,"TPL_003_RUN_016","TPL_003_RUN_017","Background","Borderline_Gap",FALSE,"Background -> Borderline_Gap","S0049",4,0.4,"development",27.1784009589826
"TPL_003","TPL_003_TRANS_001",6.94657580329266,"TPL_003_RUN_001","TPL_003_RUN_002","Burst","Pause:canonical",TRUE,"Burst -> Pause:canonical","S0040",10,1,"development",6.94657580329266
"TPL_003","TPL_003_TRANS_002",11.1081357124557,"TPL_003_RUN_002","TPL_003_RUN_003","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0040",10,1,"development",11.1081357124557
"TPL_003","TPL_003_TRANS_003",22.0892248882414,"TPL_003_RUN_003","TPL_003_RUN_004","Burst","Background",FALSE,"Burst -> Background","S0040",10,1,"development",22.0892248882414
"TPL_003","TPL_003_TRANS_004",23.3598443031121,"TPL_003_RUN_004","TPL_003_RUN_005","Background","Burst",FALSE,"Background -> Burst","S0040",10,1,"development",23.3598443031121
"TPL_003","TPL_003_TRANS_005",26.740273832582,"TPL_003_RUN_005","TPL_003_RUN_006","Burst","Contextual_Separator",TRUE,"Burst -> Contextual_Separator","S0040",10,1,"development",26.740273832582
"TPL_003","TPL_003_TRANS_006",27.3552488342377,"TPL_003_RUN_006","TPL_003_RUN_007","Contextual_Separator","Burst",TRUE,"Contextual_Separator -> Burst","S0040",10,1,"development",27.3552488342377
"TPL_003","TPL_003_TRANS_007",31.0069631999951,"TPL_003_RUN_007","TPL_003_RUN_008","Burst","Tonic:generic_stress",TRUE,"Burst -> Tonic:generic_stress","S0040",10,1,"development",31.0069631999951
