"Template_ID","State_Envelope_ID","Run_ID","State_Label","Tonic_Subtype","Start_u","End_u","Duration_u","N_Boundary_Spikes","N_ISIs","Renewal_Family","Regularity_Regime","Mean_ISI_Parameter_u","Gamma_Shape","Refractory_u","Observed_Mean_ISI_u","CV","CV2","LV","Contains_Injected_Burst","Burst_Strength_Stratum","Tonic_Intended_Stratum","Tonic_Rate_Overlap_Stratum","HFS_Rate_Overlap_Stratum","HFS_Support_Contract_Version","Composite_HFS_Regime_ID","Boundary_Observability","Start_Boundary_Observability","End_Boundary_Observability","Start_Boundary_Contrast","End_Boundary_Contrast","Start_Hard_Cut_Reason","End_Hard_Cut_Reason","Tonic_Phenotype_Evidence_Score","Tonic_Phenotype","Eligibility_Reason","Sample_ID","Scale_Factor","B_s","Split","Start_s","End_s","Duration_s","Mean_ISI_Parameter_s","Refractory_s","Observed_Mean_ISI_s"
"TPL_001","TPL_001_STATE_001","TPL_001_RUN_001","Tonic","generic_stress",0,12.8257610398382,12.8257610398382,13,12,"shifted_gamma","generic_stress",0.963091246765107,15.3015535734594,0.02,1.06881341998652,0.234500723674635,0.30509725072384,0.0937908613231705,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.652548383680127,"eligible","pre_frozen_timestamp_evidence_contract_met","S0007",10,1,"development",0,12.8257610398382,12.8257610398382,0.963091246765107,0.02,1.06881341998652
"TPL_001","TPL_001_STATE_002","TPL_001_RUN_004","Tonic","stn_like_empirical",16.5218306627834,23.418889242705,6.89705857992156,16,15,"shifted_gamma","stn_like_empirical",0.471605431428179,49.0355913806707,0.02,0.459803905328104,0.162327408125263,0.154382292523751,0.0285546806196312,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.875791398554017,"eligible","pre_frozen_timestamp_evidence_contract_met","S0007",10,1,"development",16.5218306627834,23.418889242705,6.89705857992156,0.471605431428179,0.02,0.459803905328104
"TPL_001","TPL_001_STATE_003","TPL_001_RUN_010","Broad_HFS","none",42.0762141064265,49.6976331014678,7.62141899504136,23,22,"shifted_gamma","irregular",0.400550139686093,1.58736596780363,0.02,0.346428136138243,0.522841389835867,0.585480848421635,0.375656312143157,FALSE,"none","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",1.87388900193586,6.60895804943355,"none","none",,"not_applicable","not_applicable","S0007",10,1,"development",42.0762141064265,49.6976331014678,7.62141899504136,0.400550139686093,0.02,0.346428136138243
"TPL_001","TPL_001_STATE_004","TPL_001_RUN_013","Broad_HFS","none",51.8847260243601,59.0914650309211,7.20673900656092,30,29,"shifted_gamma","regular",0.279366957703605,9.38826837670058,0.02,0.248508241605549,0.457514159143588,0.427803995885316,0.236085210281045,TRUE,"weak","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","TPL_001_REGIME_01","clear_or_hard_cut","clear","hard_cut_canonical_pause",3.15883331124797,2.25608034469271,"none","canonical_pause",,"not_applicable","not_applicable","S0007",10,1,"development",51.8847260243601,59.0914650309211,7.20673900656092,0.279366957703605,0.02,0.248508241605549
"TPL_001","TPL_001_STATE_005","TPL_001_RUN_015","Broad_HFS","none",62.628301259953,73.7933070268073,11.1650057668544,35,34,"shifted_gamma","intermediate",0.35658081093803,3.5223484987393,0.02,0.32838252255454,0.561734907789286,0.528017581975603,0.314754863521814,TRUE,"moderate","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","TPL_001_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","recording_edge_unobservable",0.443246625658717,,"canonical_pause","none",,"not_applicable","not_applicable","S0007",10,1,"development",62.628301259953,73.7933070268073,11.1650057668544,0.35658081093803,0.02,0.32838252255454
"TPL_002","TPL_002_STATE_001","TPL_002_RUN_001","Broad_HFS","none",0,10.4036592234531,10.4036592234531,32,31,"shifted_gamma","regular",0.320242547718808,7.33812886616215,0.02,0.335601910433972,0.304726947156944,0.296748061343357,0.102399343024436,FALSE,"none","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","recording_edge_unobservable","ambiguous",,1.27012245694448,"none","none",,"not_applicable","not_applicable","S0030",1,0.1,"development",0,1.04036592234531,1.04036592234531,0.0320242547718808,0.002,0.0335601910433972
"TPL_002","TPL_002_STATE_002","TPL_002_RUN_004","Broad_HFS","none",17.9738281537255,25.1195003960053,7.14567224227975,34,33,"shifted_gamma","irregular",0.235331687601283,1.59456288234796,0.02,0.216535522493326,0.601891085605093,0.455684283476491,0.211535273280537,TRUE,"strong","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",3.38949038302501,1.80559859776041,"none","none",,"not_applicable","not_applicable","S0030",1,0.1,"development",1.79738281537255,2.51195003960053,0.714567224227975,0.0235331687601283,0.002,0.0216535522493326
"TPL_002","TPL_002_STATE_003","TPL_002_RUN_006","Broad_HFS","none",26.9749938740381,40.3944281286502,13.4194342546121,34,33,"shifted_gamma","intermediate",0.399561310894787,3.86346379253082,0.02,0.406649522867033,0.445899530526386,0.532120563186904,0.324617153999546,TRUE,"weak","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","no_evidence_at_one_or_more_boundaries","no_evidence","ambiguous",1.1195227109906,1.30329698976227,"none","none",,"not_applicable","not_applicable","S0030",1,0.1,"development",2.69749938740381,4.03944281286502,1.34194342546121,0.0399561310894787,0.002,0.0406649522867033
"TPL_002","TPL_002_STATE_004","TPL_002_RUN_008","Tonic","generic_stress",41.4266013678866,47.3130818012021,5.8864804333155,14,13,"shifted_gamma","generic_stress",0.471658308180049,27.2313225218095,0.02,0.452806187178116,0.242620255735374,0.234711939915545,0.0582353331739269,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.56901465437654,"ambiguous","borderline_continuous_evidence_score","S0030",1,0.1,"development",4.14266013678866,4.73130818012021,0.58864804333155,0.0471658308180049,0.002,0.0452806187178116
"TPL_002","TPL_002_STATE_005","TPL_002_RUN_016","Tonic","stn_like_empirical",61.7157838292883,66.9755699529193,5.259786123631,13,12,"shifted_gamma","stn_like_empirical",0.43932096671313,67.1116274548694,0.02,0.438315510302583,0.0634524807700866,0.0965818322017883,0.00804075434608118,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.803973378981963,"eligible","pre_frozen_timestamp_evidence_contract_met","S0030",1,0.1,"development",6.17157838292883,6.69755699529193,0.5259786123631,0.043932096671313,0.002,0.0438315510302583
"TPL_002","TPL_002_STATE_001","TPL_002_RUN_001","Broad_HFS","none",0,10.4036592234531,10.4036592234531,32,31,"shifted_gamma","regular",0.320242547718808,7.33812886616215,0.02,0.335601910433972,0.304726947156944,0.296748061343357,0.102399343024436,FALSE,"none","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","recording_edge_unobservable","ambiguous",,1.27012245694448,"none","none",,"not_applicable","not_applicable","S0006",4,0.4,"development",0,4.16146368938126,4.16146368938126,0.128097019087523,0.008,0.134240764173589
"TPL_002","TPL_002_STATE_002","TPL_002_RUN_004","Broad_HFS","none",17.9738281537255,25.1195003960053,7.14567224227975,34,33,"shifted_gamma","irregular",0.235331687601283,1.59456288234796,0.02,0.216535522493326,0.601891085605093,0.455684283476491,0.211535273280537,TRUE,"strong","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",3.38949038302501,1.80559859776041,"none","none",,"not_applicable","not_applicable","S0006",4,0.4,"development",7.1895312614902,10.0478001584021,2.8582688969119,0.0941326750405133,0.008,0.0866142089973304
"TPL_002","TPL_002_STATE_003","TPL_002_RUN_006","Broad_HFS","none",26.9749938740381,40.3944281286502,13.4194342546121,34,33,"shifted_gamma","intermediate",0.399561310894787,3.86346379253082,0.02,0.406649522867033,0.445899530526386,0.532120563186904,0.324617153999546,TRUE,"weak","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","no_evidence_at_one_or_more_boundaries","no_evidence","ambiguous",1.1195227109906,1.30329698976227,"none","none",,"not_applicable","not_applicable","S0006",4,0.4,"development",10.7899975496152,16.1577712514601,5.36777370184484,0.159824524357915,0.008,0.162659809146813
"TPL_002","TPL_002_STATE_004","TPL_002_RUN_008","Tonic","generic_stress",41.4266013678866,47.3130818012021,5.8864804333155,14,13,"shifted_gamma","generic_stress",0.471658308180049,27.2313225218095,0.02,0.452806187178116,0.242620255735374,0.234711939915545,0.0582353331739269,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.56901465437654,"ambiguous","borderline_continuous_evidence_score","S0006",4,0.4,"development",16.5706405471546,18.9252327204809,2.3545921733262,0.18866332327202,0.008,0.181122474871246
"TPL_002","TPL_002_STATE_005","TPL_002_RUN_016","Tonic","stn_like_empirical",61.7157838292883,66.9755699529193,5.259786123631,13,12,"shifted_gamma","stn_like_empirical",0.43932096671313,67.1116274548694,0.02,0.438315510302583,0.0634524807700866,0.0965818322017883,0.00804075434608118,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.803973378981963,"eligible","pre_frozen_timestamp_evidence_contract_met","S0006",4,0.4,"development",24.6863135317153,26.7902279811677,2.1039144494524,0.175728386685252,0.008,0.175326204121033
"TPL_002","TPL_002_STATE_001","TPL_002_RUN_001","Broad_HFS","none",0,10.4036592234531,10.4036592234531,32,31,"shifted_gamma","regular",0.320242547718808,7.33812886616215,0.02,0.335601910433972,0.304726947156944,0.296748061343357,0.102399343024436,FALSE,"none","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","none","ambiguous_or_edge","recording_edge_unobservable","ambiguous",,1.27012245694448,"none","none",,"not_applicable","not_applicable","S0044",10,1,"development",0,10.4036592234531,10.4036592234531,0.320242547718808,0.02,0.335601910433972
"TPL_002","TPL_002_STATE_002","TPL_002_RUN_004","Broad_HFS","none",17.9738281537255,25.1195003960053,7.14567224227975,34,33,"shifted_gamma","irregular",0.235331687601283,1.59456288234796,0.02,0.216535522493326,0.601891085605093,0.455684283476491,0.211535273280537,TRUE,"strong","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",3.38949038302501,1.80559859776041,"none","none",,"not_applicable","not_applicable","S0044",10,1,"development",17.9738281537255,25.1195003960053,7.14567224227975,0.235331687601283,0.02,0.216535522493326
"TPL_002","TPL_002_STATE_003","TPL_002_RUN_006","Broad_HFS","none",26.9749938740381,40.3944281286502,13.4194342546121,34,33,"shifted_gamma","intermediate",0.399561310894787,3.86346379253082,0.02,0.406649522867033,0.445899530526386,0.532120563186904,0.324617153999546,TRUE,"weak","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","no_evidence_at_one_or_more_boundaries","no_evidence","ambiguous",1.1195227109906,1.30329698976227,"none","none",,"not_applicable","not_applicable","S0044",10,1,"development",26.9749938740381,40.3944281286502,13.4194342546121,0.399561310894787,0.02,0.406649522867033
"TPL_002","TPL_002_STATE_004","TPL_002_RUN_008","Tonic","generic_stress",41.4266013678866,47.3130818012021,5.8864804333155,14,13,"shifted_gamma","generic_stress",0.471658308180049,27.2313225218095,0.02,0.452806187178116,0.242620255735374,0.234711939915545,0.0582353331739269,FALSE,"none","eligible","boundary","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.56901465437654,"ambiguous","borderline_continuous_evidence_score","S0044",10,1,"development",41.4266013678866,47.3130818012021,5.8864804333155,0.471658308180049,0.02,0.452806187178116
"TPL_002","TPL_002_STATE_005","TPL_002_RUN_016","Tonic","stn_like_empirical",61.7157838292883,66.9755699529193,5.259786123631,13,12,"shifted_gamma","stn_like_empirical",0.43932096671313,67.1116274548694,0.02,0.438315510302583,0.0634524807700866,0.0965818322017883,0.00804075434608118,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.803973378981963,"eligible","pre_frozen_timestamp_evidence_contract_met","S0044",10,1,"development",61.7157838292883,66.9755699529193,5.259786123631,0.43932096671313,0.02,0.438315510302583
"TPL_003","TPL_003_STATE_001","TPL_003_RUN_001","Broad_HFS","none",0,6.94657580329266,6.94657580329266,30,29,"shifted_gamma","irregular",0.275124340225011,1.26357237040065,0.02,0.239537096665264,0.754517475965236,0.830026835083592,0.626468881033943,TRUE,"moderate","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","TPL_003_REGIME_01","ambiguous_or_edge","recording_edge_unobservable","hard_cut_canonical_pause",,2.92642216839263,"none","canonical_pause",,"not_applicable","not_applicable","S0058",1,0.1,"development",0,0.694657580329266,0.694657580329266,0.0275124340225011,0.002,0.0239537096665264
"TPL_003","TPL_003_STATE_002","TPL_003_RUN_003","Broad_HFS","none",11.1081357124557,22.0892248882414,10.9810891757856,29,28,"shifted_gamma","regular",0.437399316867813,11.245795651339,0.02,0.392181756278059,0.456274210585051,0.380192453955345,0.163720205714525,TRUE,"strong","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","TPL_003_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","ambiguous",1.79480456873251,1.49651738250109,"canonical_pause","none",,"not_applicable","not_applicable","S0058",1,0.1,"development",1.11081357124557,2.20892248882414,1.09810891757856,0.0437399316867813,0.002,0.0392181756278059
"TPL_003","TPL_003_STATE_003","TPL_003_RUN_008","Tonic","generic_stress",31.0069631999951,36.5507865861703,5.54382338617514,14,13,"shifted_gamma","generic_stress",0.428497224799357,14.0334607986733,0.02,0.426447952782703,0.210370804312222,0.243527311885684,0.0745120039835185,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.606536759202621,"ambiguous","weak_local_boundary_contrast","S0058",1,0.1,"development",3.10069631999951,3.65507865861703,0.554382338617514,0.0428497224799357,0.002,0.0426447952782703
"TPL_003","TPL_003_STATE_004","TPL_003_RUN_012","Broad_HFS","none",46.4110043524382,51.718651298982,5.30764694654383,26,25,"shifted_gamma","intermediate",0.207748133763671,3.94790999777615,0.02,0.212305877861753,0.460565291666003,0.527103731551622,0.30289864599843,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",1.71818537054895,2.12725889026559,"none","none",,"not_applicable","not_applicable","S0058",1,0.1,"development",4.64110043524382,5.1718651298982,0.530764694654383,0.0207748133763671,0.002,0.0212305877861753
"TPL_003","TPL_003_STATE_005","TPL_003_RUN_014","Tonic","stn_like_empirical",53.4151454309161,61.8381688220783,8.42302339116217,14,13,"shifted_gamma","stn_like_empirical",0.638537079719827,48.7706405669451,0.02,0.647924876243244,0.103348918161962,0.137294660697815,0.0206619338912644,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.780371676592422,"eligible","pre_frozen_timestamp_evidence_contract_met","S0058",1,0.1,"development",5.34151454309162,6.18381688220783,0.842302339116217,0.0638537079719827,0.002,0.0647924876243244
"TPL_003","TPL_003_STATE_001","TPL_003_RUN_001","Broad_HFS","none",0,6.94657580329266,6.94657580329266,30,29,"shifted_gamma","irregular",0.275124340225011,1.26357237040065,0.02,0.239537096665264,0.754517475965236,0.830026835083592,0.626468881033943,TRUE,"moderate","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","TPL_003_REGIME_01","ambiguous_or_edge","recording_edge_unobservable","hard_cut_canonical_pause",,2.92642216839263,"none","canonical_pause",,"not_applicable","not_applicable","S0049",4,0.4,"development",0,2.77863032131707,2.77863032131707,0.110049736090004,0.008,0.0958148386661057
"TPL_003","TPL_003_STATE_002","TPL_003_RUN_003","Broad_HFS","none",11.1081357124557,22.0892248882414,10.9810891757856,29,28,"shifted_gamma","regular",0.437399316867813,11.245795651339,0.02,0.392181756278059,0.456274210585051,0.380192453955345,0.163720205714525,TRUE,"strong","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","TPL_003_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","ambiguous",1.79480456873251,1.49651738250109,"canonical_pause","none",,"not_applicable","not_applicable","S0049",4,0.4,"development",4.44325428498228,8.83568995529654,4.39243567031426,0.174959726747125,0.008,0.156872702511224
"TPL_003","TPL_003_STATE_003","TPL_003_RUN_008","Tonic","generic_stress",31.0069631999951,36.5507865861703,5.54382338617514,14,13,"shifted_gamma","generic_stress",0.428497224799357,14.0334607986733,0.02,0.426447952782703,0.210370804312222,0.243527311885684,0.0745120039835185,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.606536759202621,"ambiguous","weak_local_boundary_contrast","S0049",4,0.4,"development",12.4027852799981,14.6203146344681,2.21752935447006,0.171398889919743,0.008,0.170579181113081
"TPL_003","TPL_003_STATE_004","TPL_003_RUN_012","Broad_HFS","none",46.4110043524382,51.718651298982,5.30764694654383,26,25,"shifted_gamma","intermediate",0.207748133763671,3.94790999777615,0.02,0.212305877861753,0.460565291666003,0.527103731551622,0.30289864599843,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",1.71818537054895,2.12725889026559,"none","none",,"not_applicable","not_applicable","S0049",4,0.4,"development",18.5644017409753,20.6874605195928,2.12305877861753,0.0830992535054684,0.008,0.0849223511447014
"TPL_003","TPL_003_STATE_005","TPL_003_RUN_014","Tonic","stn_like_empirical",53.4151454309161,61.8381688220783,8.42302339116217,14,13,"shifted_gamma","stn_like_empirical",0.638537079719827,48.7706405669451,0.02,0.647924876243244,0.103348918161962,0.137294660697815,0.0206619338912644,FALSE,"none","eligible","core","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.780371676592422,"eligible","pre_frozen_timestamp_evidence_contract_met","S0049",4,0.4,"development",21.3660581723665,24.7352675288313,3.36920935646487,0.255414831887931,0.008,0.259169950497298
"TPL_003","TPL_003_STATE_001","TPL_003_RUN_001","Broad_HFS","none",0,6.94657580329266,6.94657580329266,30,29,"shifted_gamma","irregular",0.275124340225011,1.26357237040065,0.02,0.239537096665264,0.754517475965236,0.830026835083592,0.626468881033943,TRUE,"moderate","not_applicable","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","TPL_003_REGIME_01","ambiguous_or_edge","recording_edge_unobservable","hard_cut_canonical_pause",,2.92642216839263,"none","canonical_pause",,"not_applicable","not_applicable","S0040",10,1,"development",0,6.94657580329266,6.94657580329266,0.275124340225011,0.02,0.239537096665264
"TPL_003","TPL_003_STATE_002","TPL_003_RUN_003","Broad_HFS","none",11.1081357124557,22.0892248882414,10.9810891757856,29,28,"shifted_gamma","regular",0.437399316867813,11.245795651339,0.02,0.392181756278059,0.456274210585051,0.380192453955345,0.163720205714525,TRUE,"strong","not_applicable","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","TPL_003_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","ambiguous",1.79480456873251,1.49651738250109,"canonical_pause","none",,"not_applicable","not_applicable","S0040",10,1,"development",11.1081357124557,22.0892248882414,10.9810891757856,0.437399316867813,0.02,0.392181756278059
"TPL_003","TPL_003_STATE_003","TPL_003_RUN_008","Tonic","generic_stress",31.0069631999951,36.5507865861703,5.54382338617514,14,13,"shifted_gamma","generic_stress",0.428497224799357,14.0334607986733,0.02,0.426447952782703,0.210370804312222,0.243527311885684,0.0745120039835185,FALSE,"none","eligible","deep","not_applicable","not_applicable","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.606536759202621,"ambiguous","weak_local_boundary_contrast","S0040",10,1,"development",31.0069631999951,36.5507865861703,5.54382338617514,0.428497224799357,0.02,0.426447952782703
"TPL_003","TPL_003_STATE_004","TPL_003_RUN_012","Broad_HFS","none",46.4110043524382,51.718651298982,5.30764694654383,26,25,"shifted_gamma","intermediate",0.207748133763671,3.94790999777615,0.02,0.212305877861753,0.460565291666003,0.527103731551622,0.30289864599843,FALSE,"none","not_applicable","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","none","clear_or_hard_cut","clear","clear",1.71818537054895,2.12725889026559,"none","none",,"not_applicable","not_applicable","S0040",10,1,"development",46.4110043524382,51.718651298982,5.30764694654383,0.207748133763671,0.02,0.212305877861753
