"Template_ID","State_Envelope_ID","Tonic_Subtype","Tonic_Intended_Stratum","Tonic_Rate_Overlap_Stratum","Tonic_Phenotype_Evidence_Score","Tonic_Phenotype","Eligibility_Reason","N_ISIs","Duration_u","Median_ISI_u","Local_Left_Median_ISI_u","Local_Right_Median_ISI_u","Left_Log_Rate_Contrast","Right_Log_Rate_Contrast","CV","CV2","LV","Stability_Subscore","Duration_Subscore","Local_Separation_Subscore","Subtype_Band_Subscore","Detector_Output_Used","Sample_ID","Scale_Factor","B_s","Split","Duration_s","Median_ISI_s","Local_Left_Median_ISI_s","Local_Right_Median_ISI_s"
"TPL_003","TPL_003_STATE_005","stn_like_empirical","eligible","core",0.780371676592422,"eligible","pre_frozen_timestamp_evidence_contract_met",13,8.42302339116217,0.654010674414238,0.42714274070466,1.80614562826348,0.426005428326712,1.01582669347253,0.103348918161962,0.137294660697815,0.0206619338912644,0.85165163750073,0.7,0.73246193239092,0.766093175569732,FALSE,"S0040",10,1,"development",8.42302339116217,0.654010674414238,0.42714274070466,1.80614562826348
"TPL_004","TPL_004_STATE_004","stn_like_empirical","eligible","boundary",0.724134306209743,"eligible","pre_frozen_timestamp_evidence_contract_met",12,5.92850238565754,0.481372570213841,0.80387451984204,0.945662187951312,0.512801642623498,0.675243865562227,0.21454201549924,0.227666119241962,0.063037207472283,0.706528452282301,0.6,0.648290693585719,0.959323932898392,FALSE,"S0011",1,0.1,"development",0.592850238565754,0.0481372570213841,0.080387451984204,0.0945662187951312
"TPL_004","TPL_004_STATE_005","generic_stress","eligible","core",0.647833965669094,"ambiguous","borderline_continuous_evidence_score",11,9.793417294066,0.863216684209911,0.566978297773604,0.774907473995385,0.420344714618207,0.107922108248937,0.195238098913508,0.206233673070524,0.0368118360080713,0.74864499478883,0.5,0.288263759793052,0.953616078974757,FALSE,"S0011",1,0.1,"development",0.9793417294066,0.0863216684209911,0.0566978297773604,0.0774907473995385
"TPL_004","TPL_004_STATE_004","stn_like_empirical","eligible","boundary",0.724134306209743,"eligible","pre_frozen_timestamp_evidence_contract_met",12,5.92850238565754,0.481372570213841,0.80387451984204,0.945662187951312,0.512801642623498,0.675243865562227,0.21454201549924,0.227666119241962,0.063037207472283,0.706528452282301,0.6,0.648290693585719,0.959323932898392,FALSE,"S0014",4,0.4,"development",2.37140095426302,0.192549028085536,0.321549807936816,0.378264875180525
"TPL_004","TPL_004_STATE_005","generic_stress","eligible","core",0.647833965669094,"ambiguous","borderline_continuous_evidence_score",11,9.793417294066,0.863216684209911,0.566978297773604,0.774907473995385,0.420344714618207,0.107922108248937,0.195238098913508,0.206233673070524,0.0368118360080713,0.74864499478883,0.5,0.288263759793052,0.953616078974757,FALSE,"S0014",4,0.4,"development",3.9173669176264,0.345286673683964,0.226791319109442,0.309962989598154
"TPL_004","TPL_004_STATE_004","stn_like_empirical","eligible","boundary",0.724134306209743,"eligible","pre_frozen_timestamp_evidence_contract_met",12,5.92850238565754,0.481372570213841,0.80387451984204,0.945662187951312,0.512801642623498,0.675243865562227,0.21454201549924,0.227666119241962,0.063037207472283,0.706528452282301,0.6,0.648290693585719,0.959323932898392,FALSE,"S0055",10,1,"development",5.92850238565754,0.481372570213841,0.80387451984204,0.945662187951312
"TPL_004","TPL_004_STATE_005","generic_stress","eligible","core",0.647833965669094,"ambiguous","borderline_continuous_evidence_score",11,9.793417294066,0.863216684209911,0.566978297773604,0.774907473995385,0.420344714618207,0.107922108248937,0.195238098913508,0.206233673070524,0.0368118360080713,0.74864499478883,0.5,0.288263759793052,0.953616078974757,FALSE,"S0055",10,1,"development",9.793417294066,0.863216684209911,0.566978297773604,0.774907473995385
"TPL_005","TPL_005_STATE_002","stn_like_empirical","eligible","deep",0.738100263399631,"eligible","pre_frozen_timestamp_evidence_contract_met",16,7.40850363550786,0.447403709227871,0.469621506146361,0.579060389689732,0.0484657245477242,0.257945432464714,0.124725038375592,0.108975260435465,0.0156663340575923,0.856919626815379,1,0.167201929667952,0.809460133699443,FALSE,"S0028",1,0.1,"development",0.740850363550786,0.0447403709227871,0.0469621506146361,0.0579060389689732
"TPL_005","TPL_005_STATE_004","generic_stress","eligible","boundary",0.659633568428883,"eligible","pre_frozen_timestamp_evidence_contract_met",15,8.29941159433513,0.550879983453582,0.482282185786843,0.71601872163015,0.132987579120371,0.262189344593071,0.245661257847103,0.298330432906327,0.105079446691917,0.620287796411388,0.9,0.215639485354806,0.941952763966835,FALSE,"S0028",1,0.1,"development",0.829941159433513,0.0550879983453582,0.0482282185786843,0.071601872163015
"TPL_005","TPL_005_STATE_002","stn_like_empirical","eligible","deep",0.738100263399631,"eligible","pre_frozen_timestamp_evidence_contract_met",16,7.40850363550786,0.447403709227871,0.469621506146361,0.579060389689732,0.0484657245477242,0.257945432464714,0.124725038375592,0.108975260435465,0.0156663340575923,0.856919626815379,1,0.167201929667952,0.809460133699443,FALSE,"S0052",4,0.4,"development",2.96340145420314,0.178961483691148,0.187848602458544,0.231624155875893
"TPL_005","TPL_005_STATE_004","generic_stress","eligible","boundary",0.659633568428883,"eligible","pre_frozen_timestamp_evidence_contract_met",15,8.29941159433513,0.550879983453582,0.482282185786843,0.71601872163015,0.132987579120371,0.262189344593071,0.245661257847103,0.298330432906327,0.105079446691917,0.620287796411388,0.9,0.215639485354806,0.941952763966835,FALSE,"S0052",4,0.4,"development",3.31976463773405,0.220351993381433,0.192912874314737,0.28640748865206
"TPL_005","TPL_005_STATE_002","stn_like_empirical","eligible","deep",0.738100263399631,"eligible","pre_frozen_timestamp_evidence_contract_met",16,7.40850363550786,0.447403709227871,0.469621506146361,0.579060389689732,0.0484657245477242,0.257945432464714,0.124725038375592,0.108975260435465,0.0156663340575923,0.856919626815379,1,0.167201929667952,0.809460133699443,FALSE,"S0009",10,1,"development",7.40850363550786,0.447403709227871,0.469621506146361,0.579060389689732
"TPL_005","TPL_005_STATE_004","generic_stress","eligible","boundary",0.659633568428883,"eligible","pre_frozen_timestamp_evidence_contract_met",15,8.29941159433513,0.550879983453582,0.482282185786843,0.71601872163015,0.132987579120371,0.262189344593071,0.245661257847103,0.298330432906327,0.105079446691917,0.620287796411388,0.9,0.215639485354806,0.941952763966835,FALSE,"S0009",10,1,"development",8.29941159433513,0.550879983453582,0.482282185786843,0.71601872163015
"TPL_006","TPL_006_STATE_001","generic_stress","eligible","deep",0.788860807063731,"eligible","pre_frozen_timestamp_evidence_contract_met",12,5.5580321586223,0.450683862334918,,1.83562896586955,,1.40437633917602,0.200725245194808,0.230701763031041,0.0646966780657381,0.712116274585516,0.6,1,0.920071486147623,FALSE,"S0045",1,0.1,"holdout",0.55580321586223,0.0450683862334918,,0.183562896586955
"TPL_006","TPL_006_STATE_002","stn_like_empirical","eligible","core",0.814249189701389,"eligible","pre_frozen_timestamp_evidence_contract_met",16,8.7532806470424,0.544782863988585,1.15964803084883,0.695634974205147,0.755484515801517,0.244437759831832,0.127001047161768,0.18521449987701,0.0361149338884611,0.801296070697743,1,0.545635921465743,0.923017885645715,FALSE,"S0045",1,0.1,"holdout",0.87532806470424,0.0544782863988585,0.115964803084883,0.0695634974205147
"TPL_006","TPL_006_STATE_001","generic_stress","eligible","deep",0.788860807063731,"eligible","pre_frozen_timestamp_evidence_contract_met",12,5.5580321586223,0.450683862334918,,1.83562896586955,,1.40437633917602,0.200725245194808,0.230701763031041,0.0646966780657381,0.712116274585516,0.6,1,0.920071486147623,FALSE,"S0035",4,0.4,"holdout",2.22321286344892,0.180273544933967,,0.734251586347818
"TPL_006","TPL_006_STATE_002","stn_like_empirical","eligible","core",0.814249189701389,"eligible","pre_frozen_timestamp_evidence_contract_met",16,8.7532806470424,0.544782863988585,1.15964803084883,0.695634974205147,0.755484515801517,0.244437759831832,0.127001047161768,0.18521449987701,0.0361149338884611,0.801296070697743,1,0.545635921465743,0.923017885645715,FALSE,"S0035",4,0.4,"holdout",3.50131225881696,0.217913145595434,0.463859212339532,0.278253989682059
"TPL_006","TPL_006_STATE_001","generic_stress","eligible","deep",0.788860807063731,"eligible","pre_frozen_timestamp_evidence_contract_met",12,5.5580321586223,0.450683862334918,,1.83562896586955,,1.40437633917602,0.200725245194808,0.230701763031041,0.0646966780657381,0.712116274585516,0.6,1,0.920071486147623,FALSE,"S0004",10,1,"holdout",5.5580321586223,0.450683862334918,,1.83562896586955
"TPL_006","TPL_006_STATE_002","stn_like_empirical","eligible","core",0.814249189701389,"eligible","pre_frozen_timestamp_evidence_contract_met",16,8.7532806470424,0.544782863988585,1.15964803084883,0.695634974205147,0.755484515801517,0.244437759831832,0.127001047161768,0.18521449987701,0.0361149338884611,0.801296070697743,1,0.545635921465743,0.923017885645715,FALSE,"S0004",10,1,"holdout",8.7532806470424,0.544782863988585,1.15964803084883,0.695634974205147
"TPL_007","TPL_007_STATE_001","stn_like_empirical","eligible","boundary",0.723542356118717,"eligible","pre_frozen_timestamp_evidence_contract_met",11,5.40619264756919,0.496536562707592,,0.29539867318295,,0.519331243182788,0.1164957154219,0.168670140652188,0.0279578917240534,0.822189478655951,0.5,0.566775615115698,0.906557208165985,FALSE,"S0059",1,0.1,"holdout",0.540619264756919,0.0496536562707592,,0.029539867318295
"TPL_007","TPL_007_STATE_004","generic_stress","eligible","core",0.839328961147941,"eligible","pre_frozen_timestamp_evidence_contract_met",16,11.5251759723486,0.69387963360585,0.159199418950693,1.81858978127853,1.47214088325989,0.963518127415283,0.181216178246577,0.191038121020048,0.0422813046044531,0.760884261101937,1,1,0.674876283535834,FALSE,"S0059",1,0.1,"holdout",1.15251759723486,0.069387963360585,0.0159199418950693,0.181858978127853
"TPL_007","TPL_007_STATE_001","stn_like_empirical","eligible","boundary",0.723542356118717,"eligible","pre_frozen_timestamp_evidence_contract_met",11,5.40619264756919,0.496536562707592,,0.29539867318295,,0.519331243182788,0.1164957154219,0.168670140652188,0.0279578917240534,0.822189478655951,0.5,0.566775615115698,0.906557208165985,FALSE,"S0041",4,0.4,"holdout",2.16247705902767,0.198614625083037,,0.11815946927318
"TPL_007","TPL_007_STATE_004","generic_stress","eligible","core",0.839328961147941,"eligible","pre_frozen_timestamp_evidence_contract_met",16,11.5251759723486,0.69387963360585,0.159199418950693,1.81858978127853,1.47214088325989,0.963518127415283,0.181216178246577,0.191038121020048,0.0422813046044531,0.760884261101937,1,1,0.674876283535834,FALSE,"S0041",4,0.4,"holdout",4.61007038893946,0.27755185344234,0.0636797675802772,0.727435912511411
"TPL_007","TPL_007_STATE_001","stn_like_empirical","eligible","boundary",0.723542356118717,"eligible","pre_frozen_timestamp_evidence_contract_met",11,5.40619264756919,0.496536562707592,,0.29539867318295,,0.519331243182788,0.1164957154219,0.168670140652188,0.0279578917240534,0.822189478655951,0.5,0.566775615115698,0.906557208165985,FALSE,"S0043",10,1,"holdout",5.40619264756919,0.496536562707592,,0.29539867318295
"TPL_007","TPL_007_STATE_004","generic_stress","eligible","core",0.839328961147941,"eligible","pre_frozen_timestamp_evidence_contract_met",16,11.5251759723486,0.69387963360585,0.159199418950693,1.81858978127853,1.47214088325989,0.963518127415283,0.181216178246577,0.191038121020048,0.0422813046044531,0.760884261101937,1,1,0.674876283535834,FALSE,"S0043",10,1,"holdout",11.5251759723486,0.69387963360585,0.159199418950693,1.81858978127853
"TPL_008","TPL_008_STATE_001","stn_like_empirical","eligible","deep",0.697662736123028,"eligible","pre_frozen_timestamp_evidence_contract_met",13,5.86464570698215,0.450523065455947,,0.549286177855358,,0.198210301416041,0.080285693555587,0.106540870572402,0.0128623958703376,0.887177959377727,0.7,0.216318134104256,0.797639627755428,FALSE,"S0026",1,0.1,"holdout",0.586464570698215,0.0450523065455947,,0.0549286177855358
"TPL_008","TPL_008_STATE_004","generic_stress","eligible","boundary",0.821716134299313,"eligible","pre_frozen_timestamp_evidence_contract_met",15,7.87921786657883,0.526919135471019,0.0714047261334976,1.21536693729188,1.99868303413794,0.835754222542796,0.23540641791203,0.226870246512506,0.064624519796312,0.693115712865485,0.9,0.956052971764414,0.866296274001184,FALSE,"S0026",1,0.1,"holdout",0.787921786657883,0.0526919135471019,0.00714047261334976,0.121536693729188
"TPL_008","TPL_008_STATE_001","stn_like_empirical","eligible","deep",0.697662736123028,"eligible","pre_frozen_timestamp_evidence_contract_met",13,5.86464570698215,0.450523065455947,,0.549286177855358,,0.198210301416041,0.080285693555587,0.106540870572402,0.0128623958703376,0.887177959377727,0.7,0.216318134104256,0.797639627755428,FALSE,"S0001",4,0.4,"holdout",2.34585828279286,0.180209226182379,,0.219714471142143
"TPL_008","TPL_008_STATE_004","generic_stress","eligible","boundary",0.821716134299313,"eligible","pre_frozen_timestamp_evidence_contract_met",15,7.87921786657883,0.526919135471019,0.0714047261334976,1.21536693729188,1.99868303413794,0.835754222542796,0.23540641791203,0.226870246512506,0.064624519796312,0.693115712865485,0.9,0.956052971764414,0.866296274001184,FALSE,"S0001",4,0.4,"holdout",3.15168714663153,0.210767654188408,0.028561890453399,0.486146774916751
"TPL_008","TPL_008_STATE_001","stn_like_empirical","eligible","deep",0.697662736123028,"eligible","pre_frozen_timestamp_evidence_contract_met",13,5.86464570698215,0.450523065455947,,0.549286177855358,,0.198210301416041,0.080285693555587,0.106540870572402,0.0128623958703376,0.887177959377727,0.7,0.216318134104256,0.797639627755428,FALSE,"S0054",10,1,"holdout",5.86464570698215,0.450523065455947,,0.549286177855358
"TPL_008","TPL_008_STATE_004","generic_stress","eligible","boundary",0.821716134299313,"eligible","pre_frozen_timestamp_evidence_contract_met",15,7.87921786657883,0.526919135471019,0.0714047261334976,1.21536693729188,1.99868303413794,0.835754222542796,0.23540641791203,0.226870246512506,0.064624519796312,0.693115712865485,0.9,0.956052971764414,0.866296274001184,FALSE,"S0054",10,1,"holdout",7.87921786657883,0.526919135471019,0.0714047261334976,1.21536693729188
"TPL_009","TPL_009_STATE_002","generic_stress","eligible","deep",0.653711200965512,"eligible","pre_frozen_timestamp_evidence_contract_met",13,4.83473924931401,0.382922083930591,0.405230702371125,0.920128023176037,0.0566250081379555,0.876681283715829,0.289711568540848,0.270617053914859,0.0774466813248433,0.628271342728294,0.7,0.509285022421228,0.802728296949745,FALSE,"S0048",1,0.1,"holdout",0.483473924931401,0.0382922083930591,0.0405230702371125,0.0920128023176037
"TPL_009","TPL_009_STATE_004","stn_like_empirical","eligible","core",0.701503970394367,"eligible","pre_frozen_timestamp_evidence_contract_met",11,5.69886693588093,0.510684335904259,0.395064284312097,0.301894646740998,0.256703164615069,0.525673556707654,0.0873063149895096,0.106387780164606,0.0118247161381242,0.883770196851487,0.5,0.426926025827235,0.813053432441626,FALSE,"S0048",1,0.1,"holdout",0.569886693588093,0.0510684335904259,0.0395064284312097,0.0301894646740998
"TPL_009","TPL_009_STATE_002","generic_stress","eligible","deep",0.653711200965512,"eligible","pre_frozen_timestamp_evidence_contract_met",13,4.83473924931401,0.382922083930591,0.405230702371125,0.920128023176037,0.0566250081379555,0.876681283715829,0.289711568540848,0.270617053914859,0.0774466813248433,0.628271342728294,0.7,0.509285022421228,0.802728296949745,FALSE,"S0039",4,0.4,"holdout",1.9338956997256,0.153168833572237,0.16209228094845,0.368051209270415
"TPL_009","TPL_009_STATE_004","stn_like_empirical","eligible","core",0.701503970394367,"eligible","pre_frozen_timestamp_evidence_contract_met",11,5.69886693588093,0.510684335904259,0.395064284312097,0.301894646740998,0.256703164615069,0.525673556707654,0.0873063149895096,0.106387780164606,0.0118247161381242,0.883770196851487,0.5,0.426926025827235,0.813053432441626,FALSE,"S0039",4,0.4,"holdout",2.27954677435237,0.204273734361704,0.158025713724839,0.120757858696399
"TPL_009","TPL_009_STATE_002","generic_stress","eligible","deep",0.653711200965512,"eligible","pre_frozen_timestamp_evidence_contract_met",13,4.83473924931401,0.382922083930591,0.405230702371125,0.920128023176037,0.0566250081379555,0.876681283715829,0.289711568540848,0.270617053914859,0.0774466813248433,0.628271342728294,0.7,0.509285022421228,0.802728296949745,FALSE,"S0008",10,1,"holdout",4.83473924931401,0.382922083930591,0.405230702371125,0.920128023176037
"TPL_009","TPL_009_STATE_004","stn_like_empirical","eligible","core",0.701503970394367,"eligible","pre_frozen_timestamp_evidence_contract_met",11,5.69886693588093,0.510684335904259,0.395064284312097,0.301894646740998,0.256703164615069,0.525673556707654,0.0873063149895096,0.106387780164606,0.0118247161381242,0.883770196851487,0.5,0.426926025827235,0.813053432441626,FALSE,"S0008",10,1,"holdout",5.69886693588093,0.510684335904259,0.395064284312097,0.301894646740998
"TPL_010","TPL_010_STATE_001","stn_like_empirical","eligible","boundary",0.742389503684161,"eligible","pre_frozen_timestamp_evidence_contract_met",13,7.39741868813936,0.577150116414182,,1.25480893222171,,0.77663619496759,0.177603465604394,0.202725654654801,0.0425546484282638,0.756877700016674,0.7,0.847587089939325,0.650605028448134,FALSE,"S0036",1,0.1,"holdout",0.739741868813936,0.0577150116414182,,0.125480893222171
"TPL_010","TPL_010_STATE_002","generic_stress","eligible","core",0.723236638653144,"eligible","pre_frozen_timestamp_evidence_contract_met",12,11.4264901840402,0.884523224621417,0.542265958751869,2.21363314073533,0.489292190709312,0.917341629180797,0.211476431130253,0.286330542043801,0.076233709011436,0.668526876492042,0.6,0.766996147450127,0.912133292831512,FALSE,"S0036",1,0.1,"holdout",1.14264901840402,0.0884523224621417,0.0542265958751869,0.221363314073533
"TPL_010","TPL_010_STATE_001","stn_like_empirical","eligible","boundary",0.742389503684161,"eligible","pre_frozen_timestamp_evidence_contract_met",13,7.39741868813936,0.577150116414182,,1.25480893222171,,0.77663619496759,0.177603465604394,0.202725654654801,0.0425546484282638,0.756877700016674,0.7,0.847587089939325,0.650605028448134,FALSE,"S0027",4,0.4,"holdout",2.95896747525574,0.230860046565673,,0.501923572888684
"TPL_010","TPL_010_STATE_002","generic_stress","eligible","core",0.723236638653144,"eligible","pre_frozen_timestamp_evidence_contract_met",12,11.4264901840402,0.884523224621417,0.542265958751869,2.21363314073533,0.489292190709312,0.917341629180797,0.211476431130253,0.286330542043801,0.076233709011436,0.668526876492042,0.6,0.766996147450127,0.912133292831512,FALSE,"S0027",4,0.4,"holdout",4.57059607361608,0.353809289848567,0.216906383500747,0.885453256294131
"TPL_010","TPL_010_STATE_001","stn_like_empirical","eligible","boundary",0.742389503684161,"eligible","pre_frozen_timestamp_evidence_contract_met",13,7.39741868813936,0.577150116414182,,1.25480893222171,,0.77663619496759,0.177603465604394,0.202725654654801,0.0425546484282638,0.756877700016674,0.7,0.847587089939325,0.650605028448134,FALSE,"S0002",10,1,"holdout",7.39741868813936,0.577150116414182,,1.25480893222171
"TPL_010","TPL_010_STATE_002","generic_stress","eligible","core",0.723236638653144,"eligible","pre_frozen_timestamp_evidence_contract_met",12,11.4264901840402,0.884523224621417,0.542265958751869,2.21363314073533,0.489292190709312,0.917341629180797,0.211476431130253,0.286330542043801,0.076233709011436,0.668526876492042,0.6,0.766996147450127,0.912133292831512,FALSE,"S0002",10,1,"holdout",11.4264901840402,0.884523224621417,0.542265958751869,2.21363314073533
"TPL_011","TPL_011_STATE_003","stn_like_empirical","eligible","deep",0.67330620738144,"eligible","pre_frozen_timestamp_evidence_contract_met",11,4.14681692040148,0.371483443552514,0.336297781871214,0.790746944649666,0.0995072736445438,0.755473701630199,0.167716435355759,0.206875773710329,0.0396307595656128,0.762907416980943,0.5,0.46654459416281,0.874171608782505,FALSE,"S0050",1,0.1,"holdout",0.414681692040148,0.0371483443552514,0.0336297781871214,0.0790746944649666
