"Template_ID","Run_ID","Run_Ordinal","Start_u","End_u","Source_Type","Primary_Descriptor","State_Label","Event_Label","Pause_Subtype","Contextual_Separator_Label","Borderline_Gap_Label","Secondary_Event_Label","Secondary_Event_Subtype","Secondary_Scoring_Role","Product_Level_Mapping","Renewal_Family","Regularity_Regime","Tonic_Subtype","Tonic_Rate_Overlap_Stratum","HFS_Rate_Overlap_Stratum","HFS_Support_Contract_Version","Burst_Strength_Stratum","Burst_Quota_ID","Burst_Contrast_Target","Component_Type","Component_Slot","RNG_Seed","RNG_Stream_Registry","Local_ISI_SHA256","Mean_ISI_Parameter_u","Gamma_Shape","Refractory_u","N_ISIs","Duration_u","Observed_Mean_ISI_u","CV","CV2","LV","Generation_Attempts","Sample_ID","Scale_Factor","B_s","Split","Start_s","End_s","Duration_s","Mean_ISI_Parameter_s","Refractory_s","Observed_Mean_ISI_s"
"TPL_001","TPL_001_RUN_011",11,49.6976331014678,50.6430515835706,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_direct_burst_hfs_macro",373373576,"point_process=373373576","99cf47170a9412e5a0438de96f5000389473155604fd9f88879655fe9e4d1e8b",0.778843645425513,4.35970987996552,0.02,1,0.945418482102832,0.945418482102832,0,0,0,1,"S0015",1,0.1,"development",4.96976331014678,5.06430515835707,0.0945418482102832,0.0778843645425513,0.002,0.0945418482102832
"TPL_001","TPL_001_RUN_012",12,50.6430515835706,51.8847260243601,"borderline_gap_mechanism","Borderline_Gap","none","none","none","none","Borderline_Gap","Borderline_Gap","tonic_tail_overlap_gap","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","borderline_gap","none","not_applicable","not_applicable","not_applicable","none","none",,"borderline_gap","borderline_gap_1",1346211654,"point_process=1346211654","82e2f8a2a577c3f6942892b14b38c3529163fd67b4106c3df693bc7fb1d2e53f",1.2416744407895,,,1,1.2416744407895,1.2416744407895,0,0,0,1,"S0015",1,0.1,"development",5.06430515835707,5.18847260243601,0.12416744407895,0.12416744407895,,0.12416744407895
"TPL_001","TPL_001_RUN_013",13,51.8847260243601,59.0914650309211,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","regular","none","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","weak","BQ_061",2.45703908726573,"hfs_with_nested_burst","BQ_061",1970350167,"hfs=1897142262;nested_burst=652414163;hfs_total=1722008556;point_process=1970350167","b71c82360ae963d402e8c9d0e888ba4a1cc1286ac27cf31dd89f1fa3f42e193d",0.279366957703605,9.38826837670058,0.02,29,7.20673900656092,0.248508241605549,0.457514159143588,0.427803995885316,0.236085210281045,2,"S0015",1,0.1,"development",5.18847260243601,5.90914650309211,0.720673900656092,0.0279366957703605,0.002,0.0248508241605549
"TPL_001","TPL_001_RUN_014",14,59.0914650309211,62.628301259953,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","none","none","none","none","none","explicit_gap","canonical","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","canonical_composite_hfs_connector",1616116517,"point_process=1616116517","f0dc6fbdd51932daee490578ba857eb6b54458f2d55f0259057640e4c214492b",3.53683622903191,,,1,3.53683622903191,3.53683622903191,0,0,0,1,"S0015",1,0.1,"development",5.90914650309211,6.2628301259953,0.353683622903191,0.353683622903191,,0.353683622903191
"TPL_001","TPL_001_RUN_015",15,62.628301259953,73.7933070268073,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","intermediate","none","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","moderate","BQ_062",3.2499472538475,"hfs_with_nested_burst","BQ_062",742056740,"hfs=1925907122;nested_burst=1530127862;hfs_total=1342711254;point_process=742056740","3c6bb7b5dbe1b642c014fabc85ca0cb2eaa1f50b89bc4e3792d3304df1cd3c72",0.35658081093803,3.5223484987393,0.02,34,11.1650057668544,0.32838252255454,0.561734907789286,0.528017581975603,0.314754863521814,3,"S0015",1,0.1,"development",6.2628301259953,7.37933070268073,1.11650057668544,0.035658081093803,0.002,0.032838252255454
"TPL_001","TPL_001_RUN_001",1,0,12.8257610398382,"tonic_shifted_gamma_generic_stress","Tonic:generic_stress","Tonic","none","none","none","none","none","none","none","none","shifted_gamma","generic_stress","generic_stress","core","not_applicable","not_applicable","none","none",,"tonic","tonic_generic_stress",971834811,"point_process=971834811","52b3c11710559c53460bab2531bcb6e6008d21d8cd90b6fead2bf4d9260dc34e",0.963091246765107,15.3015535734594,0.02,12,12.8257610398382,1.06881341998652,0.234500723674635,0.30509725072384,0.0937908613231705,1,"S0056",4,0.4,"development",0,5.13030441593528,5.13030441593528,0.385236498706043,0.008,0.427525367994607
"TPL_001","TPL_001_RUN_002",2,12.8257610398382,15.9670527160205,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","none","none","none","none","none","explicit_gap","canonical","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","canonical_after_tonic",1841288327,"point_process=1841288327","647f8d81690a65d6e0532412b8629cdd178a3c79d4767412e8d82295586ceca6",3.1412916761823,,,1,3.1412916761823,3.1412916761823,0,0,0,1,"S0056",4,0.4,"development",5.13030441593528,6.3868210864082,1.25651667047292,1.25651667047292,,1.25651667047292
"TPL_001","TPL_001_RUN_003",3,15.9670527160205,16.5218306627834,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_tonic_canonical_pause_macro",297472611,"point_process=297472611","855caa39e508fcb3f1484f893d2ea4dc831e1712cf4ed8d15f87a4164be8dbc9",0.653656646970194,2.41282059170771,0.02,1,0.554777946762909,0.554777946762909,0,0,0,1,"S0056",4,0.4,"development",6.3868210864082,6.60873226511336,0.221911178705164,0.261462658788078,0.008,0.221911178705164
"TPL_001","TPL_001_RUN_004",4,16.5218306627834,23.418889242705,"tonic_shifted_gamma_stn_like_empirical","Tonic:stn_like_empirical","Tonic","none","none","none","none","none","none","none","none","shifted_gamma","stn_like_empirical","stn_like_empirical","boundary","not_applicable","not_applicable","none","none",,"tonic","tonic_stn_like_empirical",773128855,"point_process=773128855","78f58d1c40002b35ef19155551d5afa07615c8d83614799079b9c1480ab93a38",0.471605431428179,49.0355913806707,0.02,15,6.89705857992156,0.459803905328104,0.162327408125263,0.154382292523751,0.0285546806196312,1,"S0056",4,0.4,"development",6.60873226511336,9.36755569708199,2.75882343196863,0.188642172571272,0.008,0.183921562131242
"TPL_001","TPL_001_RUN_005",5,23.418889242705,28.6735463044755,"complex_multi_gap_mechanism","Pause:complex_multi_gap","none","Pause","complex_multi_gap","none","none","none","none","none","none","explicit_gap","complex_multi_gap","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","complex_multi_gap_after_tonic",1851058062,"point_process=1851058062","fb9c22442f00f06d9b1e7f63722eff0786352231788377c9570fdb6bc8378ad7",2.62732853088528,,,2,5.25465706177056,2.62732853088528,0.129533504192011,0.183188038410054,0.0251683930623926,1,"S0056",4,0.4,"development",9.36755569708199,11.4694185217902,2.10186282470822,1.05093141235411,,1.05093141235411
"TPL_001","TPL_001_RUN_006",6,28.6735463044755,32.0471790575168,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","weak","BQ_001",2.88903102949262,"burst","BQ_001",1540251816,"hfs=1419388088;nested_burst=1655082649;point_process=1540251816","9692fb230909f52ade869c9df69982627562d62902a88e4eb6498817ab20d1da",0.724028901464772,3.82232811078429,0.02,8,3.37363275304122,0.421704094130153,0.596796058628778,0.364808945930332,0.139224185404902,3,"S0056",4,0.4,"development",11.4694185217902,12.8188716230067,1.34945310121649,0.289611560585909,0.008,0.168681637652061
"TPL_001","TPL_001_RUN_007",7,32.0471790575168,32.6704756078963,"contextual_gap_mechanism","Contextual_Separator","none","none","none","Contextual_Separator","none","Contextual_Separator","contextual_interburst_gap_separator","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","contextual_separator","none","not_applicable","not_applicable","not_applicable","none","none",,"contextual_separator","separator_1",460194801,"point_process=460194801","ae41db7cae06e5f917bfed747329ca46ec17a5ee4c806ec30a8502d72eae8fbc",0.623296550379503,,,1,0.623296550379503,0.623296550379503,0,0,0,1,"S0056",4,0.4,"development",12.8188716230067,13.0681902431585,0.249318620151801,0.249318620151801,,0.249318620151801
"TPL_001","TPL_001_RUN_008",8,32.6704756078963,36.6001193505121,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","moderate","BQ_002",3.74765297677368,"burst","BQ_002",478922285,"hfs=1497785234;nested_burst=104640256;point_process=478922285","64bff8345210f331438dddfba1f08566b340a2292ed29570087c59e836b0a8a7",0.501780904177576,4.49280708432198,0.02,11,3.92964374261589,0.357240340237808,0.820010683773303,0.535008779316049,0.287580830804208,2,"S0056",4,0.4,"development",13.0681902431585,14.6400477402049,1.57185749704636,0.20071236167103,0.008,0.142896136095123
"TPL_001","TPL_001_RUN_009",9,36.6001193505121,42.0762141064265,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","strong","BQ_003",5.00231299572624,"burst","BQ_003",1001180669,"hfs=706866497;nested_burst=633658229;point_process=1001180669","1dfbae76787f9776cea547b35088868c13c497d7a81ee44274576199598034d4",0.788979655271396,2.67938217222691,0.02,12,5.47609475591431,0.456341229659526,0.792866395400959,0.593141696251275,0.433407514356583,2,"S0056",4,0.4,"development",14.6400477402049,16.8304856425706,2.19043790236573,0.315591862108558,0.008,0.18253649186381
"TPL_001","TPL_001_RUN_010",10,42.0762141064265,49.6976331014678,"broad_hfs_shifted_gamma","Broad_HFS","Broad_HFS","none","none","none","none","none","none","none","none","shifted_gamma","irregular","none","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","none",,"hfs","plain_hfs_irregular",144721407,"point_process=144721407","3dda55f02e7c088d4310ef6b10bbfb83291b7b17869fec57ee772e90efe9aca8",0.400550139686093,1.58736596780363,0.02,22,7.62141899504136,0.346428136138243,0.522841389835867,0.585480848421635,0.375656312143157,58,"S0056",4,0.4,"development",16.8304856425706,19.8790532405871,3.04856759801654,0.160220055874437,0.008,0.138571254455297
"TPL_001","TPL_001_RUN_011",11,49.6976331014678,50.6430515835706,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_direct_burst_hfs_macro",373373576,"point_process=373373576","99cf47170a9412e5a0438de96f5000389473155604fd9f88879655fe9e4d1e8b",0.778843645425513,4.35970987996552,0.02,1,0.945418482102832,0.945418482102832,0,0,0,1,"S0056",4,0.4,"development",19.8790532405871,20.2572206334283,0.378167392841133,0.311537458170205,0.008,0.378167392841133
"TPL_001","TPL_001_RUN_012",12,50.6430515835706,51.8847260243601,"borderline_gap_mechanism","Borderline_Gap","none","none","none","none","Borderline_Gap","Borderline_Gap","tonic_tail_overlap_gap","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","borderline_gap","none","not_applicable","not_applicable","not_applicable","none","none",,"borderline_gap","borderline_gap_1",1346211654,"point_process=1346211654","82e2f8a2a577c3f6942892b14b38c3529163fd67b4106c3df693bc7fb1d2e53f",1.2416744407895,,,1,1.2416744407895,1.2416744407895,0,0,0,1,"S0056",4,0.4,"development",20.2572206334283,20.7538904097441,0.496669776315801,0.496669776315801,,0.496669776315801
"TPL_001","TPL_001_RUN_013",13,51.8847260243601,59.0914650309211,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","regular","none","not_applicable","core","v2.3_slow_overlap_direct_support_0.65B","weak","BQ_061",2.45703908726573,"hfs_with_nested_burst","BQ_061",1970350167,"hfs=1897142262;nested_burst=652414163;hfs_total=1722008556;point_process=1970350167","b71c82360ae963d402e8c9d0e888ba4a1cc1286ac27cf31dd89f1fa3f42e193d",0.279366957703605,9.38826837670058,0.02,29,7.20673900656092,0.248508241605549,0.457514159143588,0.427803995885316,0.236085210281045,2,"S0056",4,0.4,"development",20.7538904097441,23.6365860123684,2.88269560262437,0.111746783081442,0.008,0.0994032966422195
"TPL_001","TPL_001_RUN_014",14,59.0914650309211,62.628301259953,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","none","none","none","none","none","explicit_gap","canonical","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","canonical_composite_hfs_connector",1616116517,"point_process=1616116517","f0dc6fbdd51932daee490578ba857eb6b54458f2d55f0259057640e4c214492b",3.53683622903191,,,1,3.53683622903191,3.53683622903191,0,0,0,1,"S0056",4,0.4,"development",23.6365860123684,25.0513205039812,1.41473449161276,1.41473449161276,,1.41473449161276
"TPL_001","TPL_001_RUN_015",15,62.628301259953,73.7933070268073,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","none","none","none","none","none","shifted_gamma","intermediate","none","not_applicable","boundary","v2.3_slow_overlap_direct_support_0.65B","moderate","BQ_062",3.2499472538475,"hfs_with_nested_burst","BQ_062",742056740,"hfs=1925907122;nested_burst=1530127862;hfs_total=1342711254;point_process=742056740","3c6bb7b5dbe1b642c014fabc85ca0cb2eaa1f50b89bc4e3792d3304df1cd3c72",0.35658081093803,3.5223484987393,0.02,34,11.1650057668544,0.32838252255454,0.561734907789286,0.528017581975603,0.314754863521814,3,"S0056",4,0.4,"development",25.0513205039812,29.5173228107229,4.46600230674174,0.142632324375212,0.008,0.131353009021816
"TPL_001","TPL_001_RUN_001",1,0,12.8257610398382,"tonic_shifted_gamma_generic_stress","Tonic:generic_stress","Tonic","none","none","none","none","none","none","none","none","shifted_gamma","generic_stress","generic_stress","core","not_applicable","not_applicable","none","none",,"tonic","tonic_generic_stress",971834811,"point_process=971834811","52b3c11710559c53460bab2531bcb6e6008d21d8cd90b6fead2bf4d9260dc34e",0.963091246765107,15.3015535734594,0.02,12,12.8257610398382,1.06881341998652,0.234500723674635,0.30509725072384,0.0937908613231705,1,"S0007",10,1,"development",0,12.8257610398382,12.8257610398382,0.963091246765107,0.02,1.06881341998652
"TPL_001","TPL_001_RUN_002",2,12.8257610398382,15.9670527160205,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","none","none","none","none","none","explicit_gap","canonical","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","canonical_after_tonic",1841288327,"point_process=1841288327","647f8d81690a65d6e0532412b8629cdd178a3c79d4767412e8d82295586ceca6",3.1412916761823,,,1,3.1412916761823,3.1412916761823,0,0,0,1,"S0007",10,1,"development",12.8257610398382,15.9670527160205,3.1412916761823,3.1412916761823,,3.1412916761823
"TPL_001","TPL_001_RUN_003",3,15.9670527160205,16.5218306627834,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_tonic_canonical_pause_macro",297472611,"point_process=297472611","855caa39e508fcb3f1484f893d2ea4dc831e1712cf4ed8d15f87a4164be8dbc9",0.653656646970194,2.41282059170771,0.02,1,0.554777946762909,0.554777946762909,0,0,0,1,"S0007",10,1,"development",15.9670527160205,16.5218306627834,0.554777946762909,0.653656646970194,0.02,0.554777946762909
"TPL_001","TPL_001_RUN_004",4,16.5218306627834,23.418889242705,"tonic_shifted_gamma_stn_like_empirical","Tonic:stn_like_empirical","Tonic","none","none","none","none","none","none","none","none","shifted_gamma","stn_like_empirical","stn_like_empirical","boundary","not_applicable","not_applicable","none","none",,"tonic","tonic_stn_like_empirical",773128855,"point_process=773128855","78f58d1c40002b35ef19155551d5afa07615c8d83614799079b9c1480ab93a38",0.471605431428179,49.0355913806707,0.02,15,6.89705857992156,0.459803905328104,0.162327408125263,0.154382292523751,0.0285546806196312,1,"S0007",10,1,"development",16.5218306627834,23.418889242705,6.89705857992156,0.471605431428179,0.02,0.459803905328104
"TPL_001","TPL_001_RUN_005",5,23.418889242705,28.6735463044755,"complex_multi_gap_mechanism","Pause:complex_multi_gap","none","Pause","complex_multi_gap","none","none","none","none","none","none","explicit_gap","complex_multi_gap","none","not_applicable","not_applicable","not_applicable","none","none",,"pause","complex_multi_gap_after_tonic",1851058062,"point_process=1851058062","fb9c22442f00f06d9b1e7f63722eff0786352231788377c9570fdb6bc8378ad7",2.62732853088528,,,2,5.25465706177056,2.62732853088528,0.129533504192011,0.183188038410054,0.0251683930623926,1,"S0007",10,1,"development",23.418889242705,28.6735463044755,5.25465706177056,2.62732853088528,,2.62732853088528
"TPL_001","TPL_001_RUN_006",6,28.6735463044755,32.0471790575168,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","weak","BQ_001",2.88903102949262,"burst","BQ_001",1540251816,"hfs=1419388088;nested_burst=1655082649;point_process=1540251816","9692fb230909f52ade869c9df69982627562d62902a88e4eb6498817ab20d1da",0.724028901464772,3.82232811078429,0.02,8,3.37363275304122,0.421704094130153,0.596796058628778,0.364808945930332,0.139224185404902,3,"S0007",10,1,"development",28.6735463044755,32.0471790575168,3.37363275304122,0.724028901464772,0.02,0.421704094130153
"TPL_001","TPL_001_RUN_007",7,32.0471790575168,32.6704756078963,"contextual_gap_mechanism","Contextual_Separator","none","none","none","Contextual_Separator","none","Contextual_Separator","contextual_interburst_gap_separator","secondary_target_excluded_from_primary_pause","Pause","explicit_gap","contextual_separator","none","not_applicable","not_applicable","not_applicable","none","none",,"contextual_separator","separator_1",460194801,"point_process=460194801","ae41db7cae06e5f917bfed747329ca46ec17a5ee4c806ec30a8502d72eae8fbc",0.623296550379503,,,1,0.623296550379503,0.623296550379503,0,0,0,1,"S0007",10,1,"development",32.0471790575168,32.6704756078963,0.623296550379503,0.623296550379503,,0.623296550379503
"TPL_001","TPL_001_RUN_008",8,32.6704756078963,36.6001193505121,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","moderate","BQ_002",3.74765297677368,"burst","BQ_002",478922285,"hfs=1497785234;nested_burst=104640256;point_process=478922285","64bff8345210f331438dddfba1f08566b340a2292ed29570087c59e836b0a8a7",0.501780904177576,4.49280708432198,0.02,11,3.92964374261589,0.357240340237808,0.820010683773303,0.535008779316049,0.287580830804208,2,"S0007",10,1,"development",32.6704756078963,36.6001193505121,3.92964374261589,0.501780904177576,0.02,0.357240340237808
"TPL_001","TPL_001_RUN_009",9,36.6001193505121,42.0762141064265,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","none","none","none","none","none","shifted_gamma","standalone_background","none","not_applicable","not_applicable","not_applicable","strong","BQ_003",5.00231299572624,"burst","BQ_003",1001180669,"hfs=706866497;nested_burst=633658229;point_process=1001180669","1dfbae76787f9776cea547b35088868c13c497d7a81ee44274576199598034d4",0.788979655271396,2.67938217222691,0.02,12,5.47609475591431,0.456341229659526,0.792866395400959,0.593141696251275,0.433407514356583,2,"S0007",10,1,"development",36.6001193505121,42.0762141064265,5.47609475591431,0.788979655271396,0.02,0.456341229659526
"TPL_001","TPL_001_RUN_010",10,42.0762141064265,49.6976331014678,"broad_hfs_shifted_gamma","Broad_HFS","Broad_HFS","none","none","none","none","none","none","none","none","shifted_gamma","irregular","none","not_applicable","deep","v2.3_slow_overlap_direct_support_0.65B","none","none",,"hfs","plain_hfs_irregular",144721407,"point_process=144721407","3dda55f02e7c088d4310ef6b10bbfb83291b7b17869fec57ee772e90efe9aca8",0.400550139686093,1.58736596780363,0.02,22,7.62141899504136,0.346428136138243,0.522841389835867,0.585480848421635,0.375656312143157,58,"S0007",10,1,"development",42.0762141064265,49.6976331014678,7.62141899504136,0.400550139686093,0.02,0.346428136138243
"TPL_001","TPL_001_RUN_011",11,49.6976331014678,50.6430515835706,"background_shifted_gamma","Background","none","none","none","none","none","none","none","none","none","shifted_gamma","background","none","not_applicable","not_applicable","not_applicable","none","none",,"background","after_direct_burst_hfs_macro",373373576,"point_process=373373576","99cf47170a9412e5a0438de96f5000389473155604fd9f88879655fe9e4d1e8b",0.778843645425513,4.35970987996552,0.02,1,0.945418482102832,0.945418482102832,0,0,0,1,"S0007",10,1,"development",49.6976331014678,50.6430515835706,0.945418482102832,0.778843645425513,0.02,0.945418482102832
