"Sample_ID","Template_ID","Scale_Factor","B_s","Interval_Index","Start_s","End_s","ISI_s","Burst_Strict_Mechanism_Positive","Burst_Observable_Clear_Positive","Burst_Ambiguous_Mask","Burst_Ambiguous_As_Positive","Burst_Null_Model_Clear_Excursion","Burst_Null_Model_Ambiguous_Excursion","Tonic_Strict_Mechanism_Positive","Tonic_Observable_Eligible_Positive","Tonic_Ambiguous_Mask","Tonic_Ambiguous_As_Positive","Broad_HFS_Strict_Positive","Broad_HFS_Direct_Support_v2_3","Broad_HFS_Legacy_v2_2_Direct_Support_Audit","Pause_Primary_Strict_Positive","Secondary_Pause_Semantic_Mask"
"S0015","TPL_001",1,0.1,11,1.07474661462746,1.19906216507448,0.12431555044702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,12,1.19906216507448,1.28257610398382,0.0835139389093449,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,13,1.28257610398382,1.59670527160205,0.31412916761823,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"S0015","TPL_001",1,0.1,14,1.59670527160205,1.65218306627834,0.0554777946762909,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,15,1.65218306627834,1.69947914008116,0.0472960738028174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,16,1.69947914008116,1.74032088138732,0.0408417413061649,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,17,1.74032088138732,1.77853224594544,0.0382113645581133,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,18,1.77853224594544,1.82808235951493,0.0495501135694971,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,19,1.82808235951493,1.87175825909002,0.0436758995750886,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,20,1.87175825909002,1.91458863114799,0.0428303720579638,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,21,1.91458863114799,1.98337383535202,0.0687852042040331,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,22,1.98337383535202,2.03399294665071,0.0506191112986945,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,23,2.03399294665071,2.08065139138035,0.0466584447296318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,24,2.08065139138035,2.12576677553223,0.0451153841518794,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,25,2.12576677553223,2.16425893617706,0.0384921606448299,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,26,2.16425893617706,2.20754504608223,0.0432861099051699,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,27,2.20754504608223,2.25229883801653,0.0447537919343033,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,28,2.25229883801653,2.29194464718193,0.0396458091654042,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,29,2.29194464718193,2.3418889242705,0.049944277088565,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,30,2.3418889242705,2.62868653535061,0.28679761108011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"S0015","TPL_001",1,0.1,31,2.62868653535061,2.86735463044755,0.238668095096946,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"S0015","TPL_001",1,0.1,32,2.86735463044755,2.89743943442062,0.0300848039730696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,33,2.89743943442062,2.948301812944,0.0508623785233738,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,34,2.948301812944,3.02215437656862,0.0738525636246252,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,35,3.02215437656862,3.10547532100773,0.0833209444391099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,36,3.10547532100773,3.14356865764681,0.0380933366390757,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,37,3.14356865764681,3.17098797779312,0.0274193201463166,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,38,3.17098797779312,3.18791027077891,0.0169222929857821,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,39,3.18791027077891,3.20471790575168,0.0168076349727695,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,40,3.20471790575168,3.26704756078963,0.0623296550379503,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"S0015","TPL_001",1,0.1,41,3.26704756078963,3.28172670206105,0.014679141271421,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,42,3.28172670206105,3.29429182499987,0.0125651229388213,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,43,3.29429182499987,3.31420226223454,0.019910437234672,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,44,3.31420226223454,3.32408733093307,0.00988506869852723,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,45,3.32408733093307,3.33696291170062,0.0128755807675501,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,46,3.33696291170062,3.35774574652034,0.0207828348197243,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,47,3.35774574652034,3.4334285162823,0.0756827697619568,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,48,3.4334285162823,3.50045538606723,0.0670268697849282,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,49,3.50045538606723,3.52682449455443,0.026369108487205,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,50,3.52682449455443,3.56725294044779,0.0404284458933544,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,51,3.56725294044779,3.66001193505121,0.0927589946034284,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,52,3.66001193505121,3.76295931788297,0.102947382831757,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,53,3.76295931788297,3.82825090660797,0.0652915887249998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,54,3.82825090660797,3.88540630535119,0.0571553987432215,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,55,3.88540630535119,3.89968740308605,0.0142810977348589,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,56,3.89968740308605,3.92613343037434,0.0264460272882831,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,57,3.92613343037434,3.93326481461342,0.00713138423908726,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,58,3.93326481461342,3.94493492989666,0.0116701152832348,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,59,3.94493492989666,3.9571727321466,0.0122378022499417,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,60,3.9571727321466,3.96641866719618,0.009245935049585,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,61,3.96641866719618,4.04545353556384,0.0790348683676547,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,62,4.04545353556384,4.11009452633978,0.064640990775941,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,63,4.11009452633978,4.20762141064265,0.0975268843028662,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,64,4.20762141064265,4.24126928193359,0.0336478712909479,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,65,4.24126928193359,4.29344264076639,0.0521733588327996,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,66,4.29344264076639,4.33561956175051,0.0421769209841171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,67,4.33561956175051,4.37111350976953,0.0354939480190213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,68,4.37111350976953,4.44289131475466,0.0717778049851255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,69,4.44289131475466,4.48750324013256,0.044611925377902,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,70,4.48750324013256,4.5120248531633,0.0245216130307432,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,71,4.5120248531633,4.53133821605099,0.0193133628876831,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,72,4.53133821605099,4.5510381368721,0.0196999208211194,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,73,4.5510381368721,4.58426769857594,0.0332295617038361,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,74,4.58426769857594,4.65704706361119,0.0727793650352503,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,75,4.65704706361119,4.67428105539802,0.0172339917868316,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,76,4.67428105539802,4.70990911934685,0.035628063948828,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,77,4.70990911934685,4.73633712080116,0.026428001454308,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,78,4.73633712080116,4.75808055940921,0.0217434386080487,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,79,4.75808055940921,4.81314595888017,0.0550653994709592,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,80,4.81314595888017,4.82251020339517,0.00936424451500084,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,81,4.82251020339517,4.86838226497263,0.0458720615774644,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,82,4.86838226497263,4.90484452762753,0.0364622626548949,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,83,4.90484452762753,4.94908295918233,0.0442384315547998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,84,4.94908295918233,4.96338806560048,0.0143051064181572,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,85,4.96338806560048,4.96976331014678,0.00637524454629777,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,86,4.96976331014678,5.06430515835707,0.0945418482102832,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,87,5.06430515835707,5.18847260243601,0.12416744407895,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"S0015","TPL_001",1,0.1,88,5.18847260243601,5.22632675040432,0.0378541479683094,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,89,5.22632675040432,5.2478395699658,0.0215128195614758,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,90,5.2478395699658,5.27776892643853,0.0299293564727328,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,91,5.27776892643853,5.29559078031143,0.0178218538728988,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,92,5.29559078031143,5.34074075670914,0.0451499763977082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,93,5.34074075670914,5.37635904514302,0.0356182884338788,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,94,5.37635904514302,5.41323536107515,0.0368763159321325,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,95,5.41323536107515,5.44900157145063,0.0357662103754753,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,96,5.44900157145063,5.4539471915175,0.00494562006687644,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,97,5.4539471915175,5.46932181096314,0.0153746194456419,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,98,5.46932181096314,5.4778714449858,0.00854963402266034,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,99,5.4778714449858,5.48745680120655,0.00958535622074472,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,100,5.48745680120655,5.4979739902121,0.0105171890055531,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,101,5.4979739902121,5.51080732309628,0.0128333328841754,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,102,5.51080732309628,5.53135680484606,0.0205494817497815,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,103,5.53135680484606,5.55806322685059,0.026706422004532,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,104,5.55806322685059,5.59052055446387,0.0324573276132825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,105,5.59052055446387,5.6170789263602,0.0265583718963297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,106,5.6170789263602,5.64907986872629,0.0320009423660867,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,107,5.64907986872629,5.67513355129697,0.026053682570679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,108,5.67513355129697,5.68440469604777,0.00927114475080151,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,109,5.68440469604777,5.70764811532598,0.0232434192782099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,110,5.70764811532598,5.75566777958233,0.0480196642563509,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"S0015","TPL_001",1,0.1,111,5.75566777958233,5.78812471683066,0.0324569372483221,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"S0015","TPL_001",1,0.1,112,5.78812471683066,5.81432127193976,0.0261965551091068,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
