"Template_ID","Borderline_Gap_ID","Run_ID","Secondary_Label","Primary_Event_Label","Start_u","End_u","Duration_u","N_ISIs","N_Boundary_Spikes","Canonical_Pause_Truth","Secondary_Event_Subtype","Product_Level_Mapping","Secondary_Scoring_Role","Sample_ID","Scale_Factor","B_s","Split","Start_s","End_s","Duration_s"
"TPL_013","TPL_013_BORDERLINE_001","TPL_013_RUN_015","Borderline_Gap","none",59.5977124870422,60.4281340314628,0.830421544420533,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0012",1,0.1,"holdout",5.95977124870422,6.04281340314628,0.0830421544420533
"TPL_013","TPL_013_BORDERLINE_001","TPL_013_RUN_015","Borderline_Gap","none",59.5977124870422,60.4281340314628,0.830421544420533,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0022",4,0.4,"holdout",23.8390849948169,24.1712536125851,0.332168617768213
"TPL_013","TPL_013_BORDERLINE_001","TPL_013_RUN_015","Borderline_Gap","none",59.5977124870422,60.4281340314628,0.830421544420533,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0053",10,1,"holdout",59.5977124870422,60.4281340314628,0.830421544420533
"TPL_014","TPL_014_BORDERLINE_001","TPL_014_RUN_005","Borderline_Gap","none",21.7080708501969,22.6978067593758,0.989735909178853,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0033",1,0.1,"holdout",2.17080708501969,2.26978067593758,0.0989735909178853
"TPL_014","TPL_014_BORDERLINE_001","TPL_014_RUN_005","Borderline_Gap","none",21.7080708501969,22.6978067593758,0.989735909178853,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0051",4,0.4,"holdout",8.68322834007876,9.0791227037503,0.395894363671541
"TPL_014","TPL_014_BORDERLINE_001","TPL_014_RUN_005","Borderline_Gap","none",21.7080708501969,22.6978067593758,0.989735909178853,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0019",10,1,"holdout",21.7080708501969,22.6978067593758,0.989735909178853
"TPL_015","TPL_015_BORDERLINE_001","TPL_015_RUN_009","Borderline_Gap","none",37.1635766893758,37.9260860557521,0.762509366376325,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0013",1,0.1,"holdout",3.71635766893758,3.79260860557521,0.0762509366376325
"TPL_015","TPL_015_BORDERLINE_001","TPL_015_RUN_009","Borderline_Gap","none",37.1635766893758,37.9260860557521,0.762509366376325,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0038",4,0.4,"holdout",14.8654306757503,15.1704344223008,0.30500374655053
"TPL_015","TPL_015_BORDERLINE_001","TPL_015_RUN_009","Borderline_Gap","none",37.1635766893758,37.9260860557521,0.762509366376325,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0018",10,1,"holdout",37.1635766893758,37.9260860557521,0.762509366376325
"TPL_016","TPL_016_BORDERLINE_001","TPL_016_RUN_008","Borderline_Gap","none",35.2716550384234,36.7607405076157,1.48908546919236,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0010",1,0.1,"holdout",3.52716550384234,3.67607405076157,0.148908546919236
"TPL_016","TPL_016_BORDERLINE_001","TPL_016_RUN_008","Borderline_Gap","none",35.2716550384234,36.7607405076157,1.48908546919236,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0024",4,0.4,"holdout",14.1086620153693,14.7042962030463,0.595634187676944
"TPL_016","TPL_016_BORDERLINE_001","TPL_016_RUN_008","Borderline_Gap","none",35.2716550384234,36.7607405076157,1.48908546919236,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0060",10,1,"holdout",35.2716550384234,36.7607405076157,1.48908546919236
"TPL_017","TPL_017_BORDERLINE_001","TPL_017_RUN_008","Borderline_Gap","none",17.9447367055298,18.8117391787868,0.867002473257016,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0005",1,0.1,"holdout",1.79447367055298,1.88117391787868,0.0867002473257016
"TPL_017","TPL_017_BORDERLINE_001","TPL_017_RUN_008","Borderline_Gap","none",17.9447367055298,18.8117391787868,0.867002473257016,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0042",4,0.4,"holdout",7.17789468221192,7.52469567151473,0.346800989302807
"TPL_017","TPL_017_BORDERLINE_001","TPL_017_RUN_008","Borderline_Gap","none",17.9447367055298,18.8117391787868,0.867002473257016,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0029",10,1,"holdout",17.9447367055298,18.8117391787868,0.867002473257016
"TPL_018","TPL_018_BORDERLINE_001","TPL_018_RUN_015","Borderline_Gap","none",62.1942315553001,62.9956244897971,0.80139293449698,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0023",1,0.1,"holdout",6.21942315553001,6.29956244897971,0.080139293449698
"TPL_018","TPL_018_BORDERLINE_001","TPL_018_RUN_015","Borderline_Gap","none",62.1942315553001,62.9956244897971,0.80139293449698,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0017",4,0.4,"holdout",24.87769262212,25.1982497959188,0.320557173798792
"TPL_018","TPL_018_BORDERLINE_001","TPL_018_RUN_015","Borderline_Gap","none",62.1942315553001,62.9956244897971,0.80139293449698,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0032",10,1,"holdout",62.1942315553001,62.9956244897971,0.80139293449698
"TPL_019","TPL_019_BORDERLINE_001","TPL_019_RUN_004","Borderline_Gap","none",14.2973448685188,15.6310216041193,1.33367673560046,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0047",1,0.1,"holdout",1.42973448685188,1.56310216041193,0.133367673560046
"TPL_019","TPL_019_BORDERLINE_001","TPL_019_RUN_004","Borderline_Gap","none",14.2973448685188,15.6310216041193,1.33367673560046,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0037",4,0.4,"holdout",5.71893794740752,6.2524086416477,0.533470694240183
"TPL_019","TPL_019_BORDERLINE_001","TPL_019_RUN_004","Borderline_Gap","none",14.2973448685188,15.6310216041193,1.33367673560046,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0025",10,1,"holdout",14.2973448685188,15.6310216041193,1.33367673560046
"TPL_020","TPL_020_BORDERLINE_001","TPL_020_RUN_005","Borderline_Gap","none",8.60748561456471,10.0525115446271,1.4450259300624,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0021",1,0.1,"holdout",0.860748561456471,1.00525115446271,0.14450259300624
"TPL_020","TPL_020_BORDERLINE_001","TPL_020_RUN_005","Borderline_Gap","none",8.60748561456471,10.0525115446271,1.4450259300624,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0020",4,0.4,"holdout",3.44299424582588,4.02100461785084,0.578010372024961
"TPL_020","TPL_020_BORDERLINE_001","TPL_020_RUN_005","Borderline_Gap","none",8.60748561456471,10.0525115446271,1.4450259300624,1,2,FALSE,"tonic_tail_overlap_gap","Pause","secondary_target_excluded_from_primary_pause","S0003",10,1,"holdout",8.60748561456471,10.0525115446271,1.4450259300624
