"Phenotype_Evidence_ID","Template_ID","Candidate_Origin","Mechanism_Event_ID","State_Envelope_ID","Start_Interval_Index","End_Interval_Index","Start_u","End_u","N_ISIs","N_Spikes","Duration_u","Internal_Median_ISI_u","Flank_Median_ISI_u","Median_Contrast","Mean_Rate_Ratio","Internal_CV","Compactness","Evidence_Score","Left_Flank_N_Used","Right_Flank_N_Used","Flank_Pattern","Flank_Source_Contract","Phenotype_Label","Phenotype_Threshold_Set_ID","Phenotype_Threshold_Purpose","Phenotype_Null_Context","Phenotype_Null_Flank_Pattern","Phenotype_Null_Window_N_ISIs","Ambiguity_Reason","Mechanism_Estimand_Role","Phenotype_Estimand_Eligibility","Sample_ID","Scale_Factor","B_s","Split","Start_s","End_s","Duration_s","Internal_Median_ISI_s","Flank_Median_ISI_s","Scoring_Role","Primary_Observable_Burst_Positive"
"PHENO_0104","TPL_004","null_model_burst_like_excursion","none","TPL_004_STATE_001",1,7,0,2.17082380269657,7,8,2.17082380269657,0.254701823443232,0.409588769703699,1.60811086535071,1.3501378150983,0.377668243976748,0.869236621406417,1.29417576448309,0,4,"right_only","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",7,"none","mechanism_negative_null_excursion_audit","eligible","S0014",4,0.4,"development",0,0.868329521078629,0.868329521078629,0.101880729377293,0.16383550788148,"null_model_no_excursion",FALSE
"PHENO_0104","TPL_004","null_model_burst_like_excursion","none","TPL_004_STATE_001",1,7,0,2.17082380269657,7,8,2.17082380269657,0.254701823443232,0.409588769703699,1.60811086535071,1.3501378150983,0.377668243976748,0.869236621406417,1.29417576448309,0,4,"right_only","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",7,"none","mechanism_negative_null_excursion_audit","eligible","S0055",10,1,"development",0,2.17082380269657,2.17082380269657,0.254701823443232,0.409588769703699,"null_model_no_excursion",FALSE
"PHENO_0105","TPL_005","null_model_burst_like_excursion","none","TPL_005_STATE_005",121,128,53.7825062070877,54.6296219212601,8,9,0.847115714172396,0.0931369107628582,0.391638860608116,4.20498014589826,3.32850169219042,0.773854339065746,0.328713065220894,4.28562894672446,0,4,"right_only","within_HFS_state_scan_window","clear_burst_like","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible","S0028",1,0.1,"development",5.37825062070877,5.46296219212601,0.0847115714172396,0.00931369107628582,0.0391638860608116,"null_model_clear_excursion_secondary_audit",FALSE
"PHENO_0105","TPL_005","null_model_burst_like_excursion","none","TPL_005_STATE_005",121,128,53.7825062070877,54.6296219212601,8,9,0.847115714172396,0.0931369107628582,0.391638860608116,4.20498014589826,3.32850169219042,0.773854339065746,0.328713065220894,4.28562894672446,0,4,"right_only","within_HFS_state_scan_window","clear_burst_like","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible","S0052",4,0.4,"development",21.5130024828351,21.851848768504,0.338846285668958,0.0372547643051433,0.156655544243247,"null_model_clear_excursion_secondary_audit",FALSE
"PHENO_0105","TPL_005","null_model_burst_like_excursion","none","TPL_005_STATE_005",121,128,53.7825062070877,54.6296219212601,8,9,0.847115714172396,0.0931369107628582,0.391638860608116,4.20498014589826,3.32850169219042,0.773854339065746,0.328713065220894,4.28562894672446,0,4,"right_only","within_HFS_state_scan_window","clear_burst_like","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible","S0009",10,1,"development",53.7825062070877,54.6296219212601,0.847115714172396,0.0931369107628582,0.391638860608116,"null_model_clear_excursion_secondary_audit",FALSE
"PHENO_0106","TPL_006","null_model_burst_like_excursion","none","TPL_006_STATE_003",60,68,35.9301912634589,37.6953682646372,9,10,1.76517700117828,0.149232609660777,0.25046766967487,1.67837090193767,1.377666080852,0.676220904457818,0.786226665803613,1.56594648013354,4,1,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",9,"none","mechanism_negative_null_excursion_audit","eligible","S0045",1,0.1,"holdout",3.59301912634589,3.76953682646372,0.176517700117828,0.0149232609660777,0.025046766967487,"null_model_no_excursion",FALSE
"PHENO_0106","TPL_006","null_model_burst_like_excursion","none","TPL_006_STATE_003",60,68,35.9301912634589,37.6953682646372,9,10,1.76517700117828,0.149232609660777,0.25046766967487,1.67837090193767,1.377666080852,0.676220904457818,0.786226665803613,1.56594648013354,4,1,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",9,"none","mechanism_negative_null_excursion_audit","eligible","S0035",4,0.4,"holdout",14.3720765053836,15.0781473058549,0.706070800471314,0.0596930438643108,0.100187067869948,"null_model_no_excursion",FALSE
"PHENO_0106","TPL_006","null_model_burst_like_excursion","none","TPL_006_STATE_003",60,68,35.9301912634589,37.6953682646372,9,10,1.76517700117828,0.149232609660777,0.25046766967487,1.67837090193767,1.377666080852,0.676220904457818,0.786226665803613,1.56594648013354,4,1,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",9,"none","mechanism_negative_null_excursion_audit","eligible","S0004",10,1,"holdout",35.9301912634589,37.6953682646372,1.76517700117828,0.149232609660777,0.25046766967487,"null_model_no_excursion",FALSE
"PHENO_0107","TPL_007","null_model_burst_like_excursion","none","TPL_007_STATE_003",54,57,21.9343852723103,22.7936361826261,4,5,0.859250910315803,0.183987023603151,0.297025360589368,1.61438211658902,1.37733426897744,0.47341381605918,0.870670872706275,0.990600690112067,3,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",4,"none","mechanism_negative_null_excursion_audit","eligible","S0059",1,0.1,"holdout",2.19343852723103,2.27936361826261,0.0859250910315804,0.0183987023603151,0.0297025360589368,"null_model_no_excursion",FALSE
"PHENO_0107","TPL_007","null_model_burst_like_excursion","none","TPL_007_STATE_003",54,57,21.9343852723103,22.7936361826261,4,5,0.859250910315803,0.183987023603151,0.297025360589368,1.61438211658902,1.37733426897744,0.47341381605918,0.870670872706275,0.990600690112067,3,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",4,"none","mechanism_negative_null_excursion_audit","eligible","S0041",4,0.4,"holdout",8.77375410892411,9.11745447305043,0.343700364126321,0.0735948094412602,0.118810144235747,"null_model_no_excursion",FALSE
"PHENO_0107","TPL_007","null_model_burst_like_excursion","none","TPL_007_STATE_003",54,57,21.9343852723103,22.7936361826261,4,5,0.859250910315803,0.183987023603151,0.297025360589368,1.61438211658902,1.37733426897744,0.47341381605918,0.870670872706275,0.990600690112067,3,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",4,"none","mechanism_negative_null_excursion_audit","eligible","S0043",10,1,"holdout",21.9343852723103,22.7936361826261,0.859250910315803,0.183987023603151,0.297025360589368,"null_model_no_excursion",FALSE
"PHENO_0108","TPL_008","null_model_burst_like_excursion","none","TPL_008_STATE_005",130,137,55.5019071217755,57.5889896760354,8,9,2.08708255425985,0.23439401205214,0.399550096593851,1.70460880419152,1.495670506742,0.267964212437621,0.778887481614007,1.58234823243755,1,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible","S0026",1,0.1,"holdout",5.55019071217755,5.75889896760354,0.208708255425985,0.023439401205214,0.0399550096593851,"null_model_no_excursion",FALSE
"PHENO_0108","TPL_008","null_model_burst_like_excursion","none","TPL_008_STATE_005",130,137,55.5019071217755,57.5889896760354,8,9,2.08708255425985,0.23439401205214,0.399550096593851,1.70460880419152,1.495670506742,0.267964212437621,0.778887481614007,1.58234823243755,1,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible","S0001",4,0.4,"holdout",22.2007628487102,23.0355958704141,0.834833021703938,0.0937576048208559,0.15982003863754,"null_model_no_excursion",FALSE
"PHENO_0108","TPL_008","null_model_burst_like_excursion","none","TPL_008_STATE_005",130,137,55.5019071217755,57.5889896760354,8,9,2.08708255425985,0.23439401205214,0.399550096593851,1.70460880419152,1.495670506742,0.267964212437621,0.778887481614007,1.58234823243755,1,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible","S0054",10,1,"holdout",55.5019071217755,57.5889896760354,2.08708255425985,0.23439401205214,0.399550096593851,"null_model_no_excursion",FALSE
"PHENO_0109","TPL_009","null_model_burst_like_excursion","none","TPL_009_STATE_003",88,95,33.0585827067441,34.4050793241612,8,9,1.34649661741707,0.165646721897182,0.245744537233303,1.48354603350278,1.41141998855671,0.227666014160854,0.738065838564738,1.17901366106544,4,2,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible","S0048",1,0.1,"holdout",3.30585827067441,3.44050793241612,0.134649661741707,0.0165646721897182,0.0245744537233303,"null_model_no_excursion",FALSE
"PHENO_0109","TPL_009","null_model_burst_like_excursion","none","TPL_009_STATE_003",88,95,33.0585827067441,34.4050793241612,8,9,1.34649661741707,0.165646721897182,0.245744537233303,1.48354603350278,1.41141998855671,0.227666014160854,0.738065838564738,1.17901366106544,4,2,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible","S0039",4,0.4,"holdout",13.2234330826977,13.7620317296645,0.538598646966828,0.0662586887588728,0.0982978148933212,"null_model_no_excursion",FALSE
"PHENO_0109","TPL_009","null_model_burst_like_excursion","none","TPL_009_STATE_003",88,95,33.0585827067441,34.4050793241612,8,9,1.34649661741707,0.165646721897182,0.245744537233303,1.48354603350278,1.41141998855671,0.227666014160854,0.738065838564738,1.17901366106544,4,2,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible","S0008",10,1,"holdout",33.0585827067441,34.4050793241612,1.34649661741707,0.165646721897182,0.245744537233303,"null_model_no_excursion",FALSE
"PHENO_0110","TPL_010","null_model_burst_like_excursion","none","TPL_010_STATE_003",54,60,39.5809592844902,41.0125990064336,7,8,1.43163972194342,0.216670562344836,0.327755324481554,1.51268968398173,1.50597981627967,0.191701074309877,0.684655189663803,1.17823901937606,4,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",7,"none","mechanism_negative_null_excursion_audit","eligible","S0036",1,0.1,"holdout",3.95809592844902,4.10125990064336,0.143163972194342,0.0216670562344836,0.0327755324481554,"null_model_no_excursion",FALSE
"PHENO_0110","TPL_010","null_model_burst_like_excursion","none","TPL_010_STATE_003",54,60,39.5809592844902,41.0125990064336,7,8,1.43163972194342,0.216670562344836,0.327755324481554,1.51268968398173,1.50597981627967,0.191701074309877,0.684655189663803,1.17823901937606,4,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",7,"none","mechanism_negative_null_excursion_audit","eligible","S0027",4,0.4,"holdout",15.8323837137961,16.4050396025735,0.572655888777366,0.0866682249379342,0.131102129792622,"null_model_no_excursion",FALSE
"PHENO_0110","TPL_010","null_model_burst_like_excursion","none","TPL_010_STATE_003",54,60,39.5809592844902,41.0125990064336,7,8,1.43163972194342,0.216670562344836,0.327755324481554,1.51268968398173,1.50597981627967,0.191701074309877,0.684655189663803,1.17823901937606,4,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",7,"none","mechanism_negative_null_excursion_audit","eligible","S0002",10,1,"holdout",39.5809592844902,41.0125990064336,1.43163972194342,0.216670562344836,0.327755324481554,"null_model_no_excursion",FALSE
"PHENO_0111","TPL_011","null_model_burst_like_excursion","none","TPL_011_STATE_004",108,112,36.7449018341827,37.368984100463,5,6,0.624082266280305,0.0956225679450742,0.327400212510755,3.42388015242191,2.32371935703791,0.570858670242499,0.601437445315279,2.90580174861751,3,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",5,"none","mechanism_negative_null_excursion_audit","eligible","S0050",1,0.1,"holdout",3.67449018341827,3.7368984100463,0.0624082266280305,0.00956225679450742,0.0327400212510755,"null_model_no_excursion",FALSE
"PHENO_0111","TPL_011","null_model_burst_like_excursion","none","TPL_011_STATE_004",108,112,36.7449018341827,37.368984100463,5,6,0.624082266280305,0.0956225679450742,0.327400212510755,3.42388015242191,2.32371935703791,0.570858670242499,0.601437445315279,2.90580174861751,3,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",5,"none","mechanism_negative_null_excursion_audit","eligible","S0034",4,0.4,"holdout",14.6979607336731,14.9475936401852,0.249632906512122,0.0382490271780297,0.130960085004302,"null_model_no_excursion",FALSE
"PHENO_0111","TPL_011","null_model_burst_like_excursion","none","TPL_011_STATE_004",108,112,36.7449018341827,37.368984100463,5,6,0.624082266280305,0.0956225679450742,0.327400212510755,3.42388015242191,2.32371935703791,0.570858670242499,0.601437445315279,2.90580174861751,3,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",5,"none","mechanism_negative_null_excursion_audit","eligible","S0046",10,1,"holdout",36.7449018341827,37.368984100463,0.624082266280305,0.0956225679450742,0.327400212510755,"null_model_no_excursion",FALSE
"PHENO_0112","TPL_012","null_model_burst_like_excursion","none","TPL_012_STATE_003",36,42,25.5342958059933,28.3326230876005,7,8,2.79832728160725,0.325346166862337,0.462689188922398,1.4221442760018,1.15910887252311,0.411965515566248,1.07225805592792,0.927459413002311,0,4,"right_only","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",7,"none","mechanism_negative_null_excursion_audit","eligible","S0016",1,0.1,"holdout",2.55342958059933,2.83326230876005,0.279832728160725,0.0325346166862337,0.0462689188922398,"null_model_no_excursion",FALSE
"PHENO_0112","TPL_012","null_model_burst_like_excursion","none","TPL_012_STATE_003",36,42,25.5342958059933,28.3326230876005,7,8,2.79832728160725,0.325346166862337,0.462689188922398,1.4221442760018,1.15910887252311,0.411965515566248,1.07225805592792,0.927459413002311,0,4,"right_only","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",7,"none","mechanism_negative_null_excursion_audit","eligible","S0031",4,0.4,"holdout",10.2137183223973,11.3330492350402,1.1193309126429,0.130138466744935,0.185075675568959,"null_model_no_excursion",FALSE
"PHENO_0112","TPL_012","null_model_burst_like_excursion","none","TPL_012_STATE_003",36,42,25.5342958059933,28.3326230876005,7,8,2.79832728160725,0.325346166862337,0.462689188922398,1.4221442760018,1.15910887252311,0.411965515566248,1.07225805592792,0.927459413002311,0,4,"right_only","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",7,"none","mechanism_negative_null_excursion_audit","eligible","S0057",10,1,"holdout",25.5342958059933,28.3326230876005,2.79832728160725,0.325346166862337,0.462689188922398,"null_model_no_excursion",FALSE
"PHENO_0113","TPL_013","null_model_burst_like_excursion","none","TPL_013_STATE_003",86,93,47.0882824765545,48.7229857384046,8,9,1.63470326185018,0.201929496643623,0.384841383962082,1.9058205480563,1.9155341800262,0.381307418829179,0.669646257140096,1.94845682192715,0,4,"right_only","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible","S0012",1,0.1,"holdout",4.70882824765545,4.87229857384046,0.163470326185018,0.0201929496643623,0.0384841383962082,"null_model_no_excursion",FALSE
"PHENO_0113","TPL_013","null_model_burst_like_excursion","none","TPL_013_STATE_003",86,93,47.0882824765545,48.7229857384046,8,9,1.63470326185018,0.201929496643623,0.384841383962082,1.9058205480563,1.9155341800262,0.381307418829179,0.669646257140096,1.94845682192715,0,4,"right_only","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible","S0022",4,0.4,"holdout",18.8353129906218,19.4891942953619,0.653881304740072,0.0807717986574491,0.153936553584833,"null_model_no_excursion",FALSE
"PHENO_0113","TPL_013","null_model_burst_like_excursion","none","TPL_013_STATE_003",86,93,47.0882824765545,48.7229857384046,8,9,1.63470326185018,0.201929496643623,0.384841383962082,1.9058205480563,1.9155341800262,0.381307418829179,0.669646257140096,1.94845682192715,0,4,"right_only","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",8,"none","mechanism_negative_null_excursion_audit","eligible","S0053",10,1,"holdout",47.0882824765545,48.7229857384046,1.63470326185018,0.201929496643623,0.384841383962082,"null_model_no_excursion",FALSE
"PHENO_0114","TPL_014","null_model_burst_like_excursion","none","TPL_014_STATE_005",113,121,52.7815895872257,53.4935335100631,9,10,0.711943922837385,0.0745953813338307,0.354289051608334,4.7494770490255,4.31261142956889,0.458579390464468,0.28815885496154,4.99363151727559,4,4,"both_sides","within_HFS_state_scan_window","clear_burst_like","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",9,"none","mechanism_negative_null_excursion_audit","eligible","S0033",1,0.1,"holdout",5.27815895872257,5.34935335100631,0.0711943922837385,0.00745953813338307,0.0354289051608334,"null_model_clear_excursion_secondary_audit",FALSE
"PHENO_0114","TPL_014","null_model_burst_like_excursion","none","TPL_014_STATE_005",113,121,52.7815895872257,53.4935335100631,9,10,0.711943922837385,0.0745953813338307,0.354289051608334,4.7494770490255,4.31261142956889,0.458579390464468,0.28815885496154,4.99363151727559,4,4,"both_sides","within_HFS_state_scan_window","clear_burst_like","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",9,"none","mechanism_negative_null_excursion_audit","eligible","S0051",4,0.4,"holdout",21.1126358348903,21.3974134040252,0.284777569134954,0.0298381525335323,0.141715620643333,"null_model_clear_excursion_secondary_audit",FALSE
"PHENO_0114","TPL_014","null_model_burst_like_excursion","none","TPL_014_STATE_005",113,121,52.7815895872257,53.4935335100631,9,10,0.711943922837385,0.0745953813338307,0.354289051608334,4.7494770490255,4.31261142956889,0.458579390464468,0.28815885496154,4.99363151727559,4,4,"both_sides","within_HFS_state_scan_window","clear_burst_like","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",9,"none","mechanism_negative_null_excursion_audit","eligible","S0019",10,1,"holdout",52.7815895872257,53.4935335100631,0.711943922837385,0.0745953813338307,0.354289051608334,"null_model_clear_excursion_secondary_audit",FALSE
"PHENO_0115","TPL_015","null_model_burst_like_excursion","none","TPL_015_STATE_002",60,64,15.6750956861303,16.4834452811169,5,6,0.808349594986601,0.103763600700006,0.228895927497773,2.2059366285827,1.4628497250695,0.809921297969685,0.702797693595899,1.78317455553216,4,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",5,"none","mechanism_negative_null_excursion_audit","eligible","S0013",1,0.1,"holdout",1.56750956861303,1.64834452811169,0.0808349594986601,0.0103763600700006,0.0228895927497773,"null_model_no_excursion",FALSE
"PHENO_0115","TPL_015","null_model_burst_like_excursion","none","TPL_015_STATE_002",60,64,15.6750956861303,16.4834452811169,5,6,0.808349594986601,0.103763600700006,0.228895927497773,2.2059366285827,1.4628497250695,0.809921297969685,0.702797693595899,1.78317455553216,4,4,"both_sides","within_HFS_state_scan_window","no_burst_evidence","NULL_SCAN_BROAD_HFS","null_scan","broad_hfs","scan_both_sides",5,"none","mechanism_negative_null_excursion_audit","eligible","S0038",4,0.4,"holdout",6.27003827445214,6.59337811244678,0.32333983799464,0.0415054402800025,0.0915583709991093,"null_model_no_excursion",FALSE
