"Template_ID","Interval_Index","Left_Spike_Index","Right_Spike_Index","Start_u","End_u","ISI_u","Run_ID","State_Label","Event_Label","State_Envelope_ID","Event_ID","Pause_Subtype","Contextual_Separator_Label","Contextual_Separator_ID","Borderline_Gap_Label","Borderline_Gap_ID","Secondary_Event_Label","Secondary_Event_ID","Secondary_Event_Subtype","Secondary_Scoring_Role","Product_Level_Mapping","Generator_Provenance","Renewal_Family","Regularity_Regime","Tonic_Subtype","Burst_Role","HFS_Role","Direct_HFS_Support","HFS_Interruption_Role","HFS_Support_Contract_Version","Legacy_V2_2_Direct_HFS_Support_Audit","Composite_HFS_Regime_ID","Hard_Cut_Reason","Tonic_Intended_Stratum","Tonic_Rate_Overlap_Stratum","HFS_Rate_Overlap_Stratum","Latent_Pulse_ID","Burst_Strength_Stratum","Frozen_Burst_Target_Spikes","Burst_Quota_ID","Burst_Contrast_Target","Pulse_Refractory_Limited","Latent_Window_Truncated","Phenotype_Evidence_ID","Phenotype_Label","Phenotype_Evidence_Score","Phenotype_Candidate_Origin","Phenotype_Evaluation_Eligibility","Ambiguity_Reason","Tonic_Phenotype","Tonic_Phenotype_Evidence_Score","Tonic_Eligibility_Reason","Sample_ID","Scale_Factor","B_s","Split","Start_s","End_s","ISI_s"
"TPL_001",11,11,12,10.7474661462746,11.9906216507448,1.2431555044702,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","core","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.652548383680127,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",1.07474661462746,1.19906216507448,0.12431555044702
"TPL_001",12,12,13,11.9906216507448,12.8257610398382,0.835139389093449,"TPL_001_RUN_001","Tonic","none","TPL_001_STATE_001","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_generic_stress","shifted_gamma","generic_stress","generic_stress","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","core","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.652548383680127,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",1.19906216507448,1.28257610398382,0.0835139389093449
"TPL_001",13,13,14,12.8257610398382,15.9670527160205,3.1412916761823,"TPL_001_RUN_002","none","Pause","none","TPL_001_EVENT_001","canonical","none","none","none","none","none","none","none","none","none","canonical_mechanism","explicit_gap","canonical","none","none","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",1.28257610398382,1.59670527160205,0.31412916761823
"TPL_001",14,14,15,15.9670527160205,16.5218306627834,0.554777946762909,"TPL_001_RUN_003","none","none","none","none","none","none","none","none","none","none","none","none","none","none","background_shifted_gamma","shifted_gamma","background","none","none","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",1.59670527160205,1.65218306627834,0.0554777946762909
"TPL_001",15,15,16,16.5218306627834,16.9947914008116,0.472960738028174,"TPL_001_RUN_004","Tonic","none","TPL_001_STATE_002","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_stn_like_empirical","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","boundary","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.875791398554017,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",1.65218306627834,1.69947914008116,0.0472960738028174
"TPL_001",16,16,17,16.9947914008116,17.4032088138732,0.408417413061649,"TPL_001_RUN_004","Tonic","none","TPL_001_STATE_002","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_stn_like_empirical","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","boundary","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.875791398554017,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",1.69947914008116,1.74032088138732,0.0408417413061649
"TPL_001",17,17,18,17.4032088138732,17.7853224594544,0.382113645581133,"TPL_001_RUN_004","Tonic","none","TPL_001_STATE_002","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_stn_like_empirical","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","boundary","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.875791398554017,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",1.74032088138732,1.77853224594544,0.0382113645581133
"TPL_001",18,18,19,17.7853224594544,18.2808235951493,0.495501135694971,"TPL_001_RUN_004","Tonic","none","TPL_001_STATE_002","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_stn_like_empirical","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","boundary","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.875791398554017,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",1.77853224594544,1.82808235951493,0.0495501135694971
"TPL_001",19,19,20,18.2808235951493,18.7175825909002,0.436758995750886,"TPL_001_RUN_004","Tonic","none","TPL_001_STATE_002","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_stn_like_empirical","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","boundary","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.875791398554017,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",1.82808235951493,1.87175825909002,0.0436758995750886
"TPL_001",20,20,21,18.7175825909002,19.1458863114799,0.428303720579638,"TPL_001_RUN_004","Tonic","none","TPL_001_STATE_002","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_stn_like_empirical","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","boundary","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.875791398554017,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",1.87175825909002,1.91458863114799,0.0428303720579638
"TPL_001",21,21,22,19.1458863114799,19.8337383535202,0.687852042040331,"TPL_001_RUN_004","Tonic","none","TPL_001_STATE_002","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_stn_like_empirical","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","boundary","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.875791398554017,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",1.91458863114799,1.98337383535202,0.0687852042040331
"TPL_001",22,22,23,19.8337383535202,20.3399294665071,0.506191112986945,"TPL_001_RUN_004","Tonic","none","TPL_001_STATE_002","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_stn_like_empirical","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","boundary","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.875791398554017,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",1.98337383535202,2.03399294665071,0.0506191112986945
"TPL_001",23,23,24,20.3399294665071,20.8065139138035,0.466584447296317,"TPL_001_RUN_004","Tonic","none","TPL_001_STATE_002","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_stn_like_empirical","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","boundary","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.875791398554017,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",2.03399294665071,2.08065139138035,0.0466584447296318
"TPL_001",24,24,25,20.8065139138035,21.2576677553223,0.451153841518794,"TPL_001_RUN_004","Tonic","none","TPL_001_STATE_002","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_stn_like_empirical","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","boundary","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.875791398554017,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",2.08065139138035,2.12576677553223,0.0451153841518794
"TPL_001",25,25,26,21.2576677553223,21.6425893617706,0.384921606448299,"TPL_001_RUN_004","Tonic","none","TPL_001_STATE_002","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_stn_like_empirical","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","boundary","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.875791398554017,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",2.12576677553223,2.16425893617706,0.0384921606448299
"TPL_001",26,26,27,21.6425893617706,22.0754504608222,0.432861099051699,"TPL_001_RUN_004","Tonic","none","TPL_001_STATE_002","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_stn_like_empirical","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","boundary","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.875791398554017,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",2.16425893617706,2.20754504608223,0.0432861099051699
"TPL_001",27,27,28,22.0754504608222,22.5229883801653,0.447537919343033,"TPL_001_RUN_004","Tonic","none","TPL_001_STATE_002","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_stn_like_empirical","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","boundary","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.875791398554017,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",2.20754504608223,2.25229883801653,0.0447537919343033
"TPL_001",28,28,29,22.5229883801653,22.9194464718193,0.396458091654042,"TPL_001_RUN_004","Tonic","none","TPL_001_STATE_002","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_stn_like_empirical","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","boundary","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.875791398554017,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",2.25229883801653,2.29194464718193,0.0396458091654042
"TPL_001",29,29,30,22.9194464718193,23.418889242705,0.49944277088565,"TPL_001_RUN_004","Tonic","none","TPL_001_STATE_002","none","none","none","none","none","none","none","none","none","none","none","tonic_shifted_gamma_stn_like_empirical","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none",FALSE,"none","not_applicable",FALSE,"none","none","eligible","boundary","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","eligible",0.875791398554017,"pre_frozen_timestamp_evidence_contract_met","S0015",1,0.1,"development",2.29194464718193,2.3418889242705,0.049944277088565
"TPL_001",30,30,31,23.418889242705,26.2868653535061,2.8679761108011,"TPL_001_RUN_005","none","Pause","none","TPL_001_EVENT_002","complex_multi_gap","none","none","none","none","none","none","none","none","none","complex_multi_gap_mechanism","explicit_gap","complex_multi_gap","none","none","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",2.3418889242705,2.62868653535061,0.28679761108011
"TPL_001",31,31,32,26.2868653535061,28.6735463044755,2.38668095096946,"TPL_001_RUN_005","none","Pause","none","TPL_001_EVENT_002","complex_multi_gap","none","none","none","none","none","none","none","none","none","complex_multi_gap_mechanism","explicit_gap","complex_multi_gap","none","none","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",2.62868653535061,2.86735463044755,0.238668095096946
"TPL_001",32,32,33,28.6735463044755,28.9743943442062,0.300848039730696,"TPL_001_RUN_006","none","none","none","none","none","none","none","none","none","none","none","none","none","none","standalone_background_shifted_gamma","shifted_gamma","standalone_background","none","none","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",2.86735463044755,2.89743943442062,0.0300848039730696
"TPL_001",33,33,34,28.9743943442062,29.48301812944,0.508623785233738,"TPL_001_RUN_006","none","none","none","none","none","none","none","none","none","none","none","none","none","none","standalone_background_shifted_gamma","shifted_gamma","standalone_background","none","none","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",2.89743943442062,2.948301812944,0.0508623785233738
"TPL_001",34,34,35,29.48301812944,30.2215437656862,0.738525636246252,"TPL_001_RUN_006","none","none","none","none","none","none","none","none","none","none","none","none","none","none","standalone_background_shifted_gamma","shifted_gamma","standalone_background","none","none","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",2.948301812944,3.02215437656862,0.0738525636246252
"TPL_001",35,35,36,30.2215437656862,31.0547532100773,0.833209444391098,"TPL_001_RUN_006","none","none","none","none","none","none","none","none","none","none","none","none","none","none","standalone_background_shifted_gamma","shifted_gamma","standalone_background","none","none","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",3.02215437656862,3.10547532100773,0.0833209444391099
"TPL_001",36,36,37,31.0547532100773,31.4356865764681,0.380933366390757,"TPL_001_RUN_006","none","none","none","none","none","none","none","none","none","none","none","none","none","none","standalone_background_shifted_gamma","shifted_gamma","standalone_background","none","none","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",3.10547532100773,3.14356865764681,0.0380933366390757
"TPL_001",37,37,38,31.4356865764681,31.7098797779312,0.274193201463166,"TPL_001_RUN_006","none","Burst","none","TPL_001_EVENT_003","none","none","none","none","none","none","none","none","none","none","injected_rate_pulse","shifted_gamma","standalone_background","none","pulse_realized_support","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","TPL_001_PULSE_001","weak",4,"BQ_001",2.88903102949262,FALSE,TRUE,"PHENO_0001","clear_burst_like",2.50534783694703,"injected_rate_pulse","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",3.14356865764681,3.17098797779312,0.0274193201463166
"TPL_001",38,38,39,31.7098797779312,31.8791027077891,0.16922292985782,"TPL_001_RUN_006","none","Burst","none","TPL_001_EVENT_003","none","none","none","none","none","none","none","none","none","none","injected_rate_pulse","shifted_gamma","standalone_background","none","pulse_realized_support","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","TPL_001_PULSE_001","weak",4,"BQ_001",2.88903102949262,FALSE,TRUE,"PHENO_0001","clear_burst_like",2.50534783694703,"injected_rate_pulse","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",3.17098797779312,3.18791027077891,0.0169222929857821
"TPL_001",39,39,40,31.8791027077891,32.0471790575168,0.168076349727695,"TPL_001_RUN_006","none","Burst","none","TPL_001_EVENT_003","none","none","none","none","none","none","none","none","none","none","injected_rate_pulse","shifted_gamma","standalone_background","none","pulse_realized_support","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","TPL_001_PULSE_001","weak",4,"BQ_001",2.88903102949262,FALSE,TRUE,"PHENO_0001","clear_burst_like",2.50534783694703,"injected_rate_pulse","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",3.18791027077891,3.20471790575168,0.0168076349727695
"TPL_001",40,40,41,32.0471790575168,32.6704756078963,0.623296550379503,"TPL_001_RUN_007","none","none","none","none","none","Contextual_Separator","TPL_001_SEPARATOR_001","none","none","Contextual_Separator","TPL_001_SEPARATOR_001","contextual_interburst_gap_separator","secondary_target_excluded_from_primary_pause","Pause","contextual_gap_mechanism","explicit_gap","contextual_separator","none","none","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","none","none",,"none",,FALSE,FALSE,"none","no_burst_evidence",,"none","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",3.20471790575168,3.26704756078963,0.0623296550379503
"TPL_001",41,41,42,32.6704756078963,32.8172670206105,0.14679141271421,"TPL_001_RUN_008","none","Burst","none","TPL_001_EVENT_004","none","none","none","none","none","none","none","none","none","none","injected_rate_pulse","shifted_gamma","standalone_background","none","pulse_realized_support","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","TPL_001_PULSE_002","moderate",6,"BQ_002",3.74765297677368,FALSE,TRUE,"PHENO_0002","clear_burst_like",3.15974359012862,"injected_rate_pulse","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",3.26704756078963,3.28172670206105,0.014679141271421
"TPL_001",42,42,43,32.8172670206105,32.9429182499987,0.125651229388213,"TPL_001_RUN_008","none","Burst","none","TPL_001_EVENT_004","none","none","none","none","none","none","none","none","none","none","injected_rate_pulse","shifted_gamma","standalone_background","none","pulse_realized_support","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","TPL_001_PULSE_002","moderate",6,"BQ_002",3.74765297677368,FALSE,TRUE,"PHENO_0002","clear_burst_like",3.15974359012862,"injected_rate_pulse","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",3.28172670206105,3.29429182499987,0.0125651229388213
"TPL_001",43,43,44,32.9429182499987,33.1420226223454,0.19910437234672,"TPL_001_RUN_008","none","Burst","none","TPL_001_EVENT_004","none","none","none","none","none","none","none","none","none","none","injected_rate_pulse","shifted_gamma","standalone_background","none","pulse_realized_support","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","TPL_001_PULSE_002","moderate",6,"BQ_002",3.74765297677368,FALSE,TRUE,"PHENO_0002","clear_burst_like",3.15974359012862,"injected_rate_pulse","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",3.29429182499987,3.31420226223454,0.019910437234672
"TPL_001",44,44,45,33.1420226223454,33.2408733093307,0.0988506869852723,"TPL_001_RUN_008","none","Burst","none","TPL_001_EVENT_004","none","none","none","none","none","none","none","none","none","none","injected_rate_pulse","shifted_gamma","standalone_background","none","pulse_realized_support","none",FALSE,"none","not_applicable",FALSE,"none","none","not_applicable","not_applicable","not_applicable","TPL_001_PULSE_002","moderate",6,"BQ_002",3.74765297677368,FALSE,TRUE,"PHENO_0002","clear_burst_like",3.15974359012862,"injected_rate_pulse","eligible","none","not_applicable",,"not_applicable","S0015",1,0.1,"development",3.31420226223454,3.32408733093307,0.00988506869852723
