"Template_ID","Contextual_Separator_ID","Run_ID","Secondary_Label","Primary_Event_Label","Start_u","End_u","Duration_u","N_ISIs","N_Boundary_Spikes","Secondary_Event_Subtype","Product_Level_Mapping","Secondary_Scoring_Role","Sample_ID","Scale_Factor","B_s","Split","Start_s","End_s","Duration_s"
"TPL_008","TPL_008_SEPARATOR_001","TPL_008_RUN_006","Contextual_Separator","none",17.3660092686881,17.8520449058265,0.486035637138411,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0001",4,0.4,"holdout",6.94640370747525,7.14081796233061,0.194414254855365
"TPL_008","TPL_008_SEPARATOR_001","TPL_008_RUN_006","Contextual_Separator","none",17.3660092686881,17.8520449058265,0.486035637138411,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0054",10,1,"holdout",17.3660092686881,17.8520449058265,0.486035637138411
"TPL_009","TPL_009_SEPARATOR_001","TPL_009_RUN_011","Contextual_Separator","none",42.2308427947061,42.7112881857856,0.480445391079411,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0048",1,0.1,"holdout",4.22308427947061,4.27112881857856,0.0480445391079411
"TPL_009","TPL_009_SEPARATOR_001","TPL_009_RUN_011","Contextual_Separator","none",42.2308427947061,42.7112881857856,0.480445391079411,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0039",4,0.4,"holdout",16.8923371178825,17.0845152743142,0.192178156431764
"TPL_009","TPL_009_SEPARATOR_001","TPL_009_RUN_011","Contextual_Separator","none",42.2308427947061,42.7112881857856,0.480445391079411,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0008",10,1,"holdout",42.2308427947061,42.7112881857856,0.480445391079411
"TPL_010","TPL_010_SEPARATOR_001","TPL_010_RUN_005","Contextual_Separator","none",15.6319926082639,16.1052845931668,0.473291984902948,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0036",1,0.1,"holdout",1.56319926082639,1.61052845931668,0.0473291984902948
"TPL_010","TPL_010_SEPARATOR_001","TPL_010_RUN_005","Contextual_Separator","none",15.6319926082639,16.1052845931668,0.473291984902948,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0027",4,0.4,"holdout",6.25279704330554,6.44211383726672,0.189316793961179
"TPL_010","TPL_010_SEPARATOR_001","TPL_010_RUN_005","Contextual_Separator","none",15.6319926082639,16.1052845931668,0.473291984902948,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0002",10,1,"holdout",15.6319926082639,16.1052845931668,0.473291984902948
"TPL_011","TPL_011_SEPARATOR_001","TPL_011_RUN_016","Contextual_Separator","none",59.5893483037008,60.1566883998812,0.567340096180484,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0050",1,0.1,"holdout",5.95893483037008,6.01566883998813,0.0567340096180484
"TPL_011","TPL_011_SEPARATOR_001","TPL_011_RUN_016","Contextual_Separator","none",59.5893483037008,60.1566883998812,0.567340096180484,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0034",4,0.4,"holdout",23.8357393214803,24.0626753599525,0.226936038472194
"TPL_011","TPL_011_SEPARATOR_001","TPL_011_RUN_016","Contextual_Separator","none",59.5893483037008,60.1566883998812,0.567340096180484,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0046",10,1,"holdout",59.5893483037008,60.1566883998812,0.567340096180484
"TPL_012","TPL_012_SEPARATOR_001","TPL_012_RUN_010","Contextual_Separator","none",45.591152089845,46.0771071534246,0.485955063579604,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0016",1,0.1,"holdout",4.5591152089845,4.60771071534246,0.0485955063579604
"TPL_012","TPL_012_SEPARATOR_001","TPL_012_RUN_010","Contextual_Separator","none",45.591152089845,46.0771071534246,0.485955063579604,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0031",4,0.4,"holdout",18.236460835938,18.4308428613698,0.194382025431842
"TPL_012","TPL_012_SEPARATOR_001","TPL_012_RUN_010","Contextual_Separator","none",45.591152089845,46.0771071534246,0.485955063579604,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0057",10,1,"holdout",45.591152089845,46.0771071534246,0.485955063579604
"TPL_013","TPL_013_SEPARATOR_001","TPL_013_RUN_002","Contextual_Separator","none",3.28263657049905,3.9090146944764,0.626378123977355,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0012",1,0.1,"holdout",0.328263657049905,0.39090146944764,0.0626378123977356
"TPL_013","TPL_013_SEPARATOR_001","TPL_013_RUN_002","Contextual_Separator","none",3.28263657049905,3.9090146944764,0.626378123977355,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0022",4,0.4,"holdout",1.31305462819962,1.56360587779056,0.250551249590942
"TPL_013","TPL_013_SEPARATOR_001","TPL_013_RUN_002","Contextual_Separator","none",3.28263657049905,3.9090146944764,0.626378123977355,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0053",10,1,"holdout",3.28263657049905,3.9090146944764,0.626378123977355
"TPL_014","TPL_014_SEPARATOR_001","TPL_014_RUN_015","Contextual_Separator","none",65.71145264811,66.3311036276904,0.619650979580326,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0033",1,0.1,"holdout",6.571145264811,6.63311036276904,0.0619650979580326
"TPL_014","TPL_014_SEPARATOR_001","TPL_014_RUN_015","Contextual_Separator","none",65.71145264811,66.3311036276904,0.619650979580326,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0051",4,0.4,"holdout",26.284581059244,26.5324414510761,0.24786039183213
"TPL_014","TPL_014_SEPARATOR_001","TPL_014_RUN_015","Contextual_Separator","none",65.71145264811,66.3311036276904,0.619650979580326,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0019",10,1,"holdout",65.71145264811,66.3311036276904,0.619650979580326
"TPL_015","TPL_015_SEPARATOR_001","TPL_015_RUN_016","Contextual_Separator","none",56.5166468324796,57.0934602437265,0.576813411246985,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0013",1,0.1,"holdout",5.65166468324796,5.70934602437266,0.0576813411246985
"TPL_015","TPL_015_SEPARATOR_001","TPL_015_RUN_016","Contextual_Separator","none",56.5166468324796,57.0934602437265,0.576813411246985,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0038",4,0.4,"holdout",22.6066587329918,22.8373840974906,0.230725364498794
"TPL_015","TPL_015_SEPARATOR_001","TPL_015_RUN_016","Contextual_Separator","none",56.5166468324796,57.0934602437265,0.576813411246985,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0018",10,1,"holdout",56.5166468324796,57.0934602437265,0.576813411246985
"TPL_016","TPL_016_SEPARATOR_001","TPL_016_RUN_002","Contextual_Separator","none",4.13776968199169,4.74298337980279,0.605213697811102,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0010",1,0.1,"holdout",0.413776968199169,0.474298337980279,0.0605213697811102
"TPL_016","TPL_016_SEPARATOR_001","TPL_016_RUN_002","Contextual_Separator","none",4.13776968199169,4.74298337980279,0.605213697811102,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0024",4,0.4,"holdout",1.65510787279668,1.89719335192112,0.242085479124441
"TPL_016","TPL_016_SEPARATOR_001","TPL_016_RUN_002","Contextual_Separator","none",4.13776968199169,4.74298337980279,0.605213697811102,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0060",10,1,"holdout",4.13776968199169,4.74298337980279,0.605213697811102
"TPL_017","TPL_017_SEPARATOR_001","TPL_017_RUN_004","Contextual_Separator","none",10.2324762561631,10.8350976322101,0.602621376047045,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0005",1,0.1,"holdout",1.02324762561631,1.08350976322101,0.0602621376047046
"TPL_017","TPL_017_SEPARATOR_001","TPL_017_RUN_004","Contextual_Separator","none",10.2324762561631,10.8350976322101,0.602621376047045,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0042",4,0.4,"holdout",4.09299050246523,4.33403905288405,0.241048550418818
"TPL_017","TPL_017_SEPARATOR_001","TPL_017_RUN_004","Contextual_Separator","none",10.2324762561631,10.8350976322101,0.602621376047045,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0029",10,1,"holdout",10.2324762561631,10.8350976322101,0.602621376047045
"TPL_018","TPL_018_SEPARATOR_001","TPL_018_RUN_007","Contextual_Separator","none",25.8899108611366,26.5282916520117,0.6383807908751,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0023",1,0.1,"holdout",2.58899108611366,2.65282916520117,0.06383807908751
"TPL_018","TPL_018_SEPARATOR_001","TPL_018_RUN_007","Contextual_Separator","none",25.8899108611366,26.5282916520117,0.6383807908751,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0017",4,0.4,"holdout",10.3559643444546,10.6113166608047,0.25535231635004
"TPL_018","TPL_018_SEPARATOR_001","TPL_018_RUN_007","Contextual_Separator","none",25.8899108611366,26.5282916520117,0.6383807908751,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0032",10,1,"holdout",25.8899108611366,26.5282916520117,0.6383807908751
"TPL_019","TPL_019_SEPARATOR_001","TPL_019_RUN_016","Contextual_Separator","none",60.1390975156574,60.6493116103819,0.510214094724506,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0047",1,0.1,"holdout",6.01390975156574,6.06493116103819,0.0510214094724506
"TPL_019","TPL_019_SEPARATOR_001","TPL_019_RUN_016","Contextual_Separator","none",60.1390975156574,60.6493116103819,0.510214094724506,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0037",4,0.4,"holdout",24.0556390062629,24.2597246441527,0.204085637889802
"TPL_019","TPL_019_SEPARATOR_001","TPL_019_RUN_016","Contextual_Separator","none",60.1390975156574,60.6493116103819,0.510214094724506,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0025",10,1,"holdout",60.1390975156574,60.6493116103819,0.510214094724506
"TPL_020","TPL_020_SEPARATOR_001","TPL_020_RUN_002","Contextual_Separator","none",3.21530855648007,3.76008569468532,0.544777138205245,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0021",1,0.1,"holdout",0.321530855648007,0.376008569468532,0.0544777138205245
"TPL_020","TPL_020_SEPARATOR_001","TPL_020_RUN_002","Contextual_Separator","none",3.21530855648007,3.76008569468532,0.544777138205245,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0020",4,0.4,"holdout",1.28612342259203,1.50403427787413,0.217910855282098
"TPL_020","TPL_020_SEPARATOR_001","TPL_020_RUN_002","Contextual_Separator","none",3.21530855648007,3.76008569468532,0.544777138205245,1,2,"contextual_interburst_gap_separator","Pause","secondary_target_excluded_from_primary_pause","S0003",10,1,"holdout",3.21530855648007,3.76008569468532,0.544777138205245
