"Template_ID","Event_ID","Run_ID","State_Envelope_ID","Event_Label","Pause_Subtype","Event_Context","Latent_Pulse_ID","Latent_Start_u","Latent_End_u","Latent_Duration_u","Realized_Start_u","Realized_End_u","Realized_Duration_u","Realized_Left_Spike_Index","Realized_Right_Spike_Index","N_Realized_Spikes","N_Realized_ISIs","Rate_Multiplier","Target_Mean_ISI_Contrast","Pulse_Refractory_Limited","Latent_Window_Truncated","Pulse_Strength_Stratum","Frozen_Target_Spikes","Burst_Quota_ID","Is_Four_Spike_Boundary","Observed_Left_Context_ISIs","Observed_Right_Context_ISIs","Composite_HFS_Regime_ID","Boundary_Definition","Phenotype_Evidence_ID","Phenotype_Label","Phenotype_Evidence_Score","Phenotype_Evaluation_Eligibility","Sample_ID","Scale_Factor","B_s","Split","Latent_Start_s","Latent_End_s","Latent_Duration_s","Realized_Start_s","Realized_End_s","Realized_Duration_s"
"TPL_001","TPL_001_EVENT_003","TPL_001_RUN_006","none","Burst","none","standalone_burst","TPL_001_PULSE_001",31.3033173917476,32.0471790575168,0.743861665769131,31.4356865764681,32.0471790575168,0.611492481048682,37,40,4,3,3.05285792155489,2.88903102949262,FALSE,TRUE,"weak",4,"BQ_001",TRUE,5,0,"none","first_to_last_pulse_exposed_spike","PHENO_0001","clear_burst_like",2.50534783694703,"eligible","S0056",4,0.4,"development",12.5213269566991,12.8188716230067,0.297544666307653,12.5742746305872,12.8188716230067,0.244596992419473
"TPL_001","TPL_001_EVENT_004","TPL_001_RUN_008","none","Burst","none","standalone_burst","TPL_001_PULSE_002",32.6704756078963,33.45350662078,0.783031012883704,32.6704756078963,33.3696291170062,0.69915350910992,41,46,6,5,4.23015429372413,3.74765297677368,FALSE,TRUE,"moderate",6,"BQ_002",FALSE,0,6,"none","first_to_last_pulse_exposed_spike","PHENO_0002","clear_burst_like",3.15974359012862,"eligible","S0056",4,0.4,"development",13.0681902431585,13.381402648312,0.313212405153482,13.0681902431585,13.3478516468025,0.279661403643968
"TPL_001","TPL_001_EVENT_005","TPL_001_RUN_009","none","Burst","none","standalone_burst","TPL_001_PULSE_003",38.8313727362422,39.7313727362422,0.900000000000006,38.8540630535119,39.6641866719618,0.810123618449907,55,61,7,6,5.58352512585138,5.00231299572624,FALSE,FALSE,"strong",7,"BQ_003",FALSE,3,3,"none","first_to_last_pulse_exposed_spike","PHENO_0003","clear_burst_like",4.79114678549348,"eligible","S0056",4,0.4,"development",15.5325490944969,15.8925490944969,0.360000000000002,15.5416252214048,15.8656746687847,0.324049447379963
"TPL_001","TPL_001_EVENT_006","TPL_001_RUN_013","TPL_001_STATE_004","Burst","none","burst_in_hfs","TPL_001_PULSE_004",54.4841408414889,55.1944671912156,0.710326349726692,54.4900157145063,55.1080732309628,0.618057516456517,96,102,7,6,2.76803778011067,2.45703908726573,FALSE,FALSE,"weak",7,"BQ_061",FALSE,8,15,"none","first_to_last_pulse_exposed_spike","PHENO_0004","clear_burst_like",3.23990925123614,"eligible","S0056",4,0.4,"development",21.7936563365956,22.0777868764862,0.284130539890677,21.7960062858025,22.0432292923851,0.247223006582607
"TPL_001","TPL_001_EVENT_007","TPL_001_RUN_014","none","Pause","canonical","canonical","none",,,,59.0914650309211,62.628301259953,3.53683622903191,117,118,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"TPL_001_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0056",4,0.4,"development",,,,23.6365860123684,25.0513205039812,1.41473449161276
"TPL_001","TPL_001_EVENT_008","TPL_001_RUN_015","TPL_001_STATE_005","Burst","none","burst_in_hfs","TPL_001_PULSE_005",67.1097068514965,67.9736432284639,0.863936376967402,67.160719408907,67.8917296950478,0.731010286140773,129,136,8,7,3.75150175740686,3.2499472538475,FALSE,FALSE,"moderate",8,"BQ_062",FALSE,11,16,"none","first_to_last_pulse_exposed_spike","PHENO_0005","clear_burst_like",4.12289342041,"eligible","S0056",4,0.4,"development",26.8438827405986,27.1894572913856,0.345574550786961,26.8642877635628,27.1566918780191,0.292404114456309
"TPL_001","TPL_001_EVENT_001","TPL_001_RUN_002","none","Pause","canonical","canonical","none",,,,12.8257610398382,15.9670527160205,3.1412916761823,13,14,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0007",10,1,"development",,,,12.8257610398382,15.9670527160205,3.1412916761823
"TPL_001","TPL_001_EVENT_002","TPL_001_RUN_005","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,23.418889242705,28.6735463044755,5.25465706177056,30,32,3,2,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0007",10,1,"development",,,,23.418889242705,28.6735463044755,5.25465706177056
"TPL_001","TPL_001_EVENT_003","TPL_001_RUN_006","none","Burst","none","standalone_burst","TPL_001_PULSE_001",31.3033173917476,32.0471790575168,0.743861665769131,31.4356865764681,32.0471790575168,0.611492481048682,37,40,4,3,3.05285792155489,2.88903102949262,FALSE,TRUE,"weak",4,"BQ_001",TRUE,5,0,"none","first_to_last_pulse_exposed_spike","PHENO_0001","clear_burst_like",2.50534783694703,"eligible","S0007",10,1,"development",31.3033173917476,32.0471790575168,0.743861665769131,31.4356865764681,32.0471790575168,0.611492481048682
"TPL_001","TPL_001_EVENT_004","TPL_001_RUN_008","none","Burst","none","standalone_burst","TPL_001_PULSE_002",32.6704756078963,33.45350662078,0.783031012883704,32.6704756078963,33.3696291170062,0.69915350910992,41,46,6,5,4.23015429372413,3.74765297677368,FALSE,TRUE,"moderate",6,"BQ_002",FALSE,0,6,"none","first_to_last_pulse_exposed_spike","PHENO_0002","clear_burst_like",3.15974359012862,"eligible","S0007",10,1,"development",32.6704756078963,33.45350662078,0.783031012883704,32.6704756078963,33.3696291170062,0.69915350910992
"TPL_001","TPL_001_EVENT_005","TPL_001_RUN_009","none","Burst","none","standalone_burst","TPL_001_PULSE_003",38.8313727362422,39.7313727362422,0.900000000000006,38.8540630535119,39.6641866719618,0.810123618449907,55,61,7,6,5.58352512585138,5.00231299572624,FALSE,FALSE,"strong",7,"BQ_003",FALSE,3,3,"none","first_to_last_pulse_exposed_spike","PHENO_0003","clear_burst_like",4.79114678549348,"eligible","S0007",10,1,"development",38.8313727362422,39.7313727362422,0.900000000000006,38.8540630535119,39.6641866719618,0.810123618449907
"TPL_001","TPL_001_EVENT_006","TPL_001_RUN_013","TPL_001_STATE_004","Burst","none","burst_in_hfs","TPL_001_PULSE_004",54.4841408414889,55.1944671912156,0.710326349726692,54.4900157145063,55.1080732309628,0.618057516456517,96,102,7,6,2.76803778011067,2.45703908726573,FALSE,FALSE,"weak",7,"BQ_061",FALSE,8,15,"none","first_to_last_pulse_exposed_spike","PHENO_0004","clear_burst_like",3.23990925123614,"eligible","S0007",10,1,"development",54.4841408414889,55.1944671912156,0.710326349726692,54.4900157145063,55.1080732309628,0.618057516456517
"TPL_001","TPL_001_EVENT_007","TPL_001_RUN_014","none","Pause","canonical","canonical","none",,,,59.0914650309211,62.628301259953,3.53683622903191,117,118,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"TPL_001_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0007",10,1,"development",,,,59.0914650309211,62.628301259953,3.53683622903191
"TPL_001","TPL_001_EVENT_008","TPL_001_RUN_015","TPL_001_STATE_005","Burst","none","burst_in_hfs","TPL_001_PULSE_005",67.1097068514965,67.9736432284639,0.863936376967402,67.160719408907,67.8917296950478,0.731010286140773,129,136,8,7,3.75150175740686,3.2499472538475,FALSE,FALSE,"moderate",8,"BQ_062",FALSE,11,16,"none","first_to_last_pulse_exposed_spike","PHENO_0005","clear_burst_like",4.12289342041,"eligible","S0007",10,1,"development",67.1097068514965,67.9736432284639,0.863936376967402,67.160719408907,67.8917296950478,0.731010286140773
"TPL_002","TPL_002_EVENT_001","TPL_002_RUN_002","none","Burst","none","standalone_burst","TPL_002_PULSE_001",13.3834943372197,14.2834943372197,0.9,13.4857451056625,14.1767972691845,0.691052163522004,40,44,5,4,3.12650950882047,2.92428292613477,FALSE,FALSE,"weak",5,"BQ_004",FALSE,8,5,"none","first_to_last_pulse_exposed_spike","PHENO_0006","clear_burst_like",2.46989386650869,"eligible","S0030",1,0.1,"development",1.33834943372197,1.42834943372197,0.09,1.34857451056625,1.41767972691845,0.0691052163522004
"TPL_002","TPL_002_EVENT_002","TPL_002_RUN_004","TPL_002_STATE_002","Burst","none","burst_in_hfs","TPL_002_PULSE_002",19.834318699412,20.3284938264669,0.494175127054945,19.8597725891105,20.3048842182746,0.445111629164099,59,67,9,8,5.95402737383056,4.18995228921995,FALSE,FALSE,"strong",9,"BQ_064",FALSE,9,16,"none","first_to_last_pulse_exposed_spike","PHENO_0007","clear_burst_like",4.24410503695754,"eligible","S0030",1,0.1,"development",1.9834318699412,2.03284938264669,0.0494175127054945,1.98597725891105,2.03048842182746,0.0445111629164099
"TPL_002","TPL_002_EVENT_003","TPL_002_RUN_006","TPL_002_STATE_003","Burst","none","burst_in_hfs","TPL_002_PULSE_003",29.818592538757,30.356923765341,0.538331226584081,29.8793359893199,30.2298814668297,0.350545477509794,92,95,4,3,2.69418630867327,2.48357351273298,FALSE,FALSE,"weak",4,"BQ_063",TRUE,7,23,"none","first_to_last_pulse_exposed_spike","PHENO_0008","clear_burst_like",2.94060572894772,"eligible","S0030",1,0.1,"development",2.9818592538757,3.0356923765341,0.0538331226584081,2.98793359893199,3.02298814668297,0.0350545477509794
"TPL_002","TPL_002_EVENT_004","TPL_002_RUN_010","none","Burst","none","standalone_burst","TPL_002_PULSE_004",51.0841183834397,51.9804948037409,0.896376420301166,51.2165886370228,51.9804948037409,0.763906166718037,139,145,7,6,4.43279534147167,3.98704726994038,FALSE,TRUE,"moderate",7,"BQ_005",FALSE,6,0,"none","first_to_last_pulse_exposed_spike","PHENO_0009","clear_burst_like",3.02881539433559,"eligible","S0030",1,0.1,"development",5.10841183834397,5.19804948037409,0.0896376420301166,5.12165886370228,5.19804948037409,0.0763906166718037
"TPL_002","TPL_002_EVENT_005","TPL_002_RUN_012","none","Burst","none","standalone_burst","TPL_002_PULSE_005",52.6053321355872,53.4360774321352,0.830745296548002,52.6053321355872,53.4214972455881,0.816165110000888,146,153,8,7,5.53301824967422,4.71560554555617,FALSE,TRUE,"strong",8,"BQ_006",FALSE,0,4,"none","first_to_last_pulse_exposed_spike","PHENO_0010","clear_burst_like",4.73640604270683,"eligible","S0030",1,0.1,"development",5.26053321355872,5.34360774321352,0.0830745296548002,5.26053321355872,5.34214972455881,0.0816165110000888
"TPL_002","TPL_002_EVENT_006","TPL_002_RUN_014","none","Pause","canonical","canonical","none",,,,56.0505425838668,60.2724390516903,4.22189646782353,158,159,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0030",1,0.1,"development",,,,5.60505425838668,6.02724390516903,0.422189646782353
"TPL_002","TPL_002_EVENT_007","TPL_002_RUN_017","none","Pause","canonical","canonical","none",,,,66.9755699529193,70.1331185742627,3.15754862134345,173,174,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0030",1,0.1,"development",,,,6.69755699529193,7.01331185742627,0.315754862134345
"TPL_002","TPL_002_EVENT_001","TPL_002_RUN_002","none","Burst","none","standalone_burst","TPL_002_PULSE_001",13.3834943372197,14.2834943372197,0.9,13.4857451056625,14.1767972691845,0.691052163522004,40,44,5,4,3.12650950882047,2.92428292613477,FALSE,FALSE,"weak",5,"BQ_004",FALSE,8,5,"none","first_to_last_pulse_exposed_spike","PHENO_0006","clear_burst_like",2.46989386650869,"eligible","S0006",4,0.4,"development",5.3533977348879,5.7133977348879,0.36,5.39429804226499,5.67071890767379,0.276420865408802
"TPL_002","TPL_002_EVENT_002","TPL_002_RUN_004","TPL_002_STATE_002","Burst","none","burst_in_hfs","TPL_002_PULSE_002",19.834318699412,20.3284938264669,0.494175127054945,19.8597725891105,20.3048842182746,0.445111629164099,59,67,9,8,5.95402737383056,4.18995228921995,FALSE,FALSE,"strong",9,"BQ_064",FALSE,9,16,"none","first_to_last_pulse_exposed_spike","PHENO_0007","clear_burst_like",4.24410503695754,"eligible","S0006",4,0.4,"development",7.9337274797648,8.13139753058678,0.197670050821978,7.9439090356442,8.12195368730984,0.17804465166564
"TPL_002","TPL_002_EVENT_003","TPL_002_RUN_006","TPL_002_STATE_003","Burst","none","burst_in_hfs","TPL_002_PULSE_003",29.818592538757,30.356923765341,0.538331226584081,29.8793359893199,30.2298814668297,0.350545477509794,92,95,4,3,2.69418630867327,2.48357351273298,FALSE,FALSE,"weak",4,"BQ_063",TRUE,7,23,"none","first_to_last_pulse_exposed_spike","PHENO_0008","clear_burst_like",2.94060572894772,"eligible","S0006",4,0.4,"development",11.9274370155028,12.1427695061364,0.215332490633632,11.951734395728,12.0919525867319,0.140218191003918
"TPL_002","TPL_002_EVENT_004","TPL_002_RUN_010","none","Burst","none","standalone_burst","TPL_002_PULSE_004",51.0841183834397,51.9804948037409,0.896376420301166,51.2165886370228,51.9804948037409,0.763906166718037,139,145,7,6,4.43279534147167,3.98704726994038,FALSE,TRUE,"moderate",7,"BQ_005",FALSE,6,0,"none","first_to_last_pulse_exposed_spike","PHENO_0009","clear_burst_like",3.02881539433559,"eligible","S0006",4,0.4,"development",20.4336473533759,20.7921979214963,0.358550568120467,20.4866354548091,20.7921979214963,0.305562466687215
"TPL_002","TPL_002_EVENT_005","TPL_002_RUN_012","none","Burst","none","standalone_burst","TPL_002_PULSE_005",52.6053321355872,53.4360774321352,0.830745296548002,52.6053321355872,53.4214972455881,0.816165110000888,146,153,8,7,5.53301824967422,4.71560554555617,FALSE,TRUE,"strong",8,"BQ_006",FALSE,0,4,"none","first_to_last_pulse_exposed_spike","PHENO_0010","clear_burst_like",4.73640604270683,"eligible","S0006",4,0.4,"development",21.0421328542349,21.3744309728541,0.332298118619201,21.0421328542349,21.3685988982352,0.326466044000355
"TPL_002","TPL_002_EVENT_006","TPL_002_RUN_014","none","Pause","canonical","canonical","none",,,,56.0505425838668,60.2724390516903,4.22189646782353,158,159,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0006",4,0.4,"development",,,,22.4202170335467,24.1089756206761,1.68875858712941
"TPL_002","TPL_002_EVENT_007","TPL_002_RUN_017","none","Pause","canonical","canonical","none",,,,66.9755699529193,70.1331185742627,3.15754862134345,173,174,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0006",4,0.4,"development",,,,26.7902279811677,28.0532474297051,1.26301944853738
"TPL_002","TPL_002_EVENT_001","TPL_002_RUN_002","none","Burst","none","standalone_burst","TPL_002_PULSE_001",13.3834943372197,14.2834943372197,0.9,13.4857451056625,14.1767972691845,0.691052163522004,40,44,5,4,3.12650950882047,2.92428292613477,FALSE,FALSE,"weak",5,"BQ_004",FALSE,8,5,"none","first_to_last_pulse_exposed_spike","PHENO_0006","clear_burst_like",2.46989386650869,"eligible","S0044",10,1,"development",13.3834943372197,14.2834943372197,0.9,13.4857451056625,14.1767972691845,0.691052163522004
"TPL_002","TPL_002_EVENT_002","TPL_002_RUN_004","TPL_002_STATE_002","Burst","none","burst_in_hfs","TPL_002_PULSE_002",19.834318699412,20.3284938264669,0.494175127054945,19.8597725891105,20.3048842182746,0.445111629164099,59,67,9,8,5.95402737383056,4.18995228921995,FALSE,FALSE,"strong",9,"BQ_064",FALSE,9,16,"none","first_to_last_pulse_exposed_spike","PHENO_0007","clear_burst_like",4.24410503695754,"eligible","S0044",10,1,"development",19.834318699412,20.3284938264669,0.494175127054945,19.8597725891105,20.3048842182746,0.445111629164099
"TPL_002","TPL_002_EVENT_003","TPL_002_RUN_006","TPL_002_STATE_003","Burst","none","burst_in_hfs","TPL_002_PULSE_003",29.818592538757,30.356923765341,0.538331226584081,29.8793359893199,30.2298814668297,0.350545477509794,92,95,4,3,2.69418630867327,2.48357351273298,FALSE,FALSE,"weak",4,"BQ_063",TRUE,7,23,"none","first_to_last_pulse_exposed_spike","PHENO_0008","clear_burst_like",2.94060572894772,"eligible","S0044",10,1,"development",29.818592538757,30.356923765341,0.538331226584081,29.8793359893199,30.2298814668297,0.350545477509794
"TPL_002","TPL_002_EVENT_004","TPL_002_RUN_010","none","Burst","none","standalone_burst","TPL_002_PULSE_004",51.0841183834397,51.9804948037409,0.896376420301166,51.2165886370228,51.9804948037409,0.763906166718037,139,145,7,6,4.43279534147167,3.98704726994038,FALSE,TRUE,"moderate",7,"BQ_005",FALSE,6,0,"none","first_to_last_pulse_exposed_spike","PHENO_0009","clear_burst_like",3.02881539433559,"eligible","S0044",10,1,"development",51.0841183834397,51.9804948037409,0.896376420301166,51.2165886370228,51.9804948037409,0.763906166718037
"TPL_002","TPL_002_EVENT_005","TPL_002_RUN_012","none","Burst","none","standalone_burst","TPL_002_PULSE_005",52.6053321355872,53.4360774321352,0.830745296548002,52.6053321355872,53.4214972455881,0.816165110000888,146,153,8,7,5.53301824967422,4.71560554555617,FALSE,TRUE,"strong",8,"BQ_006",FALSE,0,4,"none","first_to_last_pulse_exposed_spike","PHENO_0010","clear_burst_like",4.73640604270683,"eligible","S0044",10,1,"development",52.6053321355872,53.4360774321352,0.830745296548002,52.6053321355872,53.4214972455881,0.816165110000888
"TPL_002","TPL_002_EVENT_006","TPL_002_RUN_014","none","Pause","canonical","canonical","none",,,,56.0505425838668,60.2724390516903,4.22189646782353,158,159,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0044",10,1,"development",,,,56.0505425838668,60.2724390516903,4.22189646782353
"TPL_002","TPL_002_EVENT_007","TPL_002_RUN_017","none","Pause","canonical","canonical","none",,,,66.9755699529193,70.1331185742627,3.15754862134345,173,174,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0044",10,1,"development",,,,66.9755699529193,70.1331185742627,3.15754862134345
"TPL_003","TPL_003_EVENT_001","TPL_003_RUN_001","TPL_003_STATE_001","Burst","none","burst_in_hfs","TPL_003_PULSE_001",3.28659671688418,3.52792982861967,0.241333111735493,3.32782595521548,3.48641015853187,0.158584203316394,16,19,4,3,5.10706644759219,3.93286679382436,FALSE,FALSE,"moderate",4,"BQ_065",TRUE,15,11,"none","first_to_last_pulse_exposed_spike","PHENO_0011","clear_burst_like",2.32567129037235,"eligible","S0058",1,0.1,"development",0.328659671688418,0.352792982861967,0.0241333111735493,0.332782595521548,0.348641015853187,0.0158584203316394
"TPL_003","TPL_003_EVENT_002","TPL_003_RUN_002","none","Pause","canonical","canonical","none",,,,6.94657580329266,11.1081357124557,4.16155990916304,30,31,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"TPL_003_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0058",1,0.1,"development",,,,0.694657580329266,1.11081357124557,0.416155990916304
"TPL_003","TPL_003_EVENT_003","TPL_003_RUN_003","TPL_003_STATE_002","Burst","none","burst_in_hfs","TPL_003_PULSE_002",14.8327241295011,15.2701621544581,0.437438024957027,14.8469659551213,15.2199422399339,0.372976284812513,40,44,5,4,5.22543595150082,4.37931964697782,FALSE,FALSE,"strong",5,"BQ_066",FALSE,9,15,"none","first_to_last_pulse_exposed_spike","PHENO_0012","clear_burst_like",3.34181769553594,"eligible","S0058",1,0.1,"development",1.48327241295011,1.52701621544581,0.0437438024957027,1.48469659551213,1.52199422399339,0.0372976284812513
"TPL_003","TPL_003_EVENT_004","TPL_003_RUN_005","none","Burst","none","standalone_burst","TPL_003_PULSE_003",25.8423489953667,26.740273832582,0.897924837215342,25.8891126778028,26.740273832582,0.851161154779234,67,75,9,8,6.02458810342658,5.05530832556542,FALSE,TRUE,"strong",9,"BQ_009",FALSE,6,0,"none","first_to_last_pulse_exposed_spike","PHENO_0013","clear_burst_like",3.66697353611861,"eligible","S0058",1,0.1,"development",2.58423489953667,2.6740273832582,0.0897924837215342,2.58891126778028,2.6740273832582,0.0851161154779234
"TPL_003","TPL_003_EVENT_005","TPL_003_RUN_007","none","Burst","none","standalone_burst","TPL_003_PULSE_004",27.3552488342377,28.2367381619262,0.881489327688499,27.3552488342377,28.1481677894287,0.792918955190995,76,81,6,5,2.62892330233319,2.49414611514658,FALSE,TRUE,"weak",6,"BQ_007",FALSE,0,6,"none","first_to_last_pulse_exposed_spike","PHENO_0014","clear_burst_like",3.17677923465347,"eligible","S0058",1,0.1,"development",2.73552488342377,2.82367381619262,0.0881489327688499,2.73552488342377,2.81481677894287,0.0792918955190995
"TPL_003","TPL_003_EVENT_006","TPL_003_RUN_009","none","Pause","canonical","canonical","none",,,,36.5507865861703,39.4159699994318,2.86518341326155,100,101,2,1,,,FALSE,FALSE,"none",,"none",FALSE,0,0,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0058",1,0.1,"development",,,,3.65507865861703,3.94159699994318,0.286518341326155
"TPL_003","TPL_003_EVENT_007","TPL_003_RUN_011","none","Burst","none","standalone_burst","TPL_003_PULSE_005",42.7605286575223,43.6605286575223,0.900000000000006,42.8293436692223,43.6097409219434,0.780397252721045,107,114,8,7,3.75447423890182,3.43109659431502,FALSE,FALSE,"moderate",8,"BQ_008",FALSE,4,5,"none","first_to_last_pulse_exposed_spike","PHENO_0015","clear_burst_like",5.57267466278839,"eligible","S0058",1,0.1,"development",4.27605286575223,4.36605286575223,0.0900000000000006,4.28293436692223,4.36097409219434,0.0780397252721045
