"Template_ID","State_Envelope_ID","Run_ID","State_Label","Tonic_Subtype","Start_u","End_u","Duration_u","N_Boundary_Spikes","N_ISIs","Renewal_Family","Regularity_Regime","Mean_ISI_Parameter_u","Gamma_Shape","Refractory_u","Observed_Mean_ISI_u","CV","CV2","LV","Contains_Injected_Burst","Burst_Strength_Stratum","Tonic_Intended_Stratum","Composite_HFS_Regime_ID","Boundary_Observability","Start_Boundary_Observability","End_Boundary_Observability","Start_Boundary_Contrast","End_Boundary_Contrast","Start_Hard_Cut_Reason","End_Hard_Cut_Reason","Tonic_Phenotype_Evidence_Score","Tonic_Phenotype","Eligibility_Reason","Sample_ID","Scale_Factor","B_s","Split","Start_s","End_s","Duration_s","Mean_ISI_Parameter_s","Refractory_s","Observed_Mean_ISI_s"
"TPL_001","TPL_001_STATE_001","TPL_001_RUN_001","Tonic","generic_stress",0,11.8933117726839,11.8933117726839,15,14,"shifted_gamma","generic_stress",0.838208558922634,17.3829596880823,0.02,0.849522269477419,0.189176629587034,0.217835991177462,0.0503352156711561,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.710593942501275,"eligible","pre_frozen_timestamp_evidence_contract_met","S0007",10,1,"development",0,11.8933117726839,11.8933117726839,0.838208558922634,0.02,0.849522269477419
"TPL_001","TPL_001_STATE_002","TPL_001_RUN_007","Tonic","stn_like_empirical",19.0748320227762,25.9081149121717,6.83328288939545,17,16,"shifted_gamma","stn_like_empirical",0.425872288411483,73.9279026072472,0.02,0.427080180587216,0.0954584296329728,0.12469889569981,0.0159962800855511,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.94615937215323,"eligible","pre_frozen_timestamp_evidence_contract_met","S0007",10,1,"development",19.0748320227762,25.9081149121717,6.83328288939545,0.425872288411483,0.02,0.427080180587216
"TPL_001","TPL_001_STATE_003","TPL_001_RUN_010","Broad_HFS","none",32.8102865536165,37.021832241739,4.21154568812246,24,23,"shifted_gamma","irregular",0.199131448133849,1.39302199515514,0.02,0.183110682092281,0.724425125918456,0.955871014383057,0.824376992739366,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","clear",0.533322834405025,1.7881580626235,"none","none",,"not_applicable","not_applicable","S0007",10,1,"development",32.8102865536165,37.021832241739,4.21154568812246,0.199131448133849,0.02,0.183110682092281
"TPL_001","TPL_001_STATE_004","TPL_001_RUN_012","Broad_HFS","none",39.5385751659494,45.6157773277303,6.07720216178088,35,34,"shifted_gamma","regular",0.21103762134444,7.44428947241977,0.02,0.178741240052379,0.490272008697929,0.313256184345717,0.14421010578455,TRUE,"weak","not_applicable","TPL_001_REGIME_01","clear_or_hard_cut","clear","hard_cut_canonical_pause",1.902509982679,0.975247761102163,"none","canonical_pause",,"not_applicable","not_applicable","S0007",10,1,"development",39.5385751659494,45.6157773277303,6.07720216178088,0.21103762134444,0.02,0.178741240052379
"TPL_001","TPL_001_STATE_005","TPL_001_RUN_014","Broad_HFS","none",49.0092463815165,55.4215189590178,6.4122725775013,29,28,"shifted_gamma","intermediate",0.258682600390166,3.89285871800967,0.02,0.229009734910761,0.549340970749773,0.485265930219755,0.266641183538235,TRUE,"moderate","not_applicable","TPL_001_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","recording_edge_unobservable",1.39236520247156,,"canonical_pause","none",,"not_applicable","not_applicable","S0007",10,1,"development",49.0092463815165,55.4215189590178,6.4122725775013,0.258682600390166,0.02,0.229009734910761
"TPL_002","TPL_002_STATE_001","TPL_002_RUN_001","Broad_HFS","none",0,5.29445742582929,5.29445742582929,29,28,"shifted_gamma","regular",0.186064923629165,11.9944697865285,0.02,0.189087765208189,0.223496007310492,0.3447713198605,0.131005783889844,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","recording_edge_unobservable","no_evidence",,0.545986795907911,"none","none",,"not_applicable","not_applicable","S0030",1,0.1,"development",0,0.529445742582929,0.529445742582929,0.0186064923629165,0.002,0.0189087765208189
"TPL_002","TPL_002_STATE_002","TPL_002_RUN_004","Broad_HFS","none",6.5210678712089,14.0706765640248,7.54960869281593,34,33,"shifted_gamma","irregular",0.209748844350688,1.53397443986032,0.02,0.228776020994422,0.722796108755169,0.602568554066839,0.402611027920056,TRUE,"strong","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","no_evidence",0.245820372035192,1.11973934801589,"none","none",,"not_applicable","not_applicable","S0030",1,0.1,"development",0.65210678712089,1.40706765640248,0.754960869281593,0.0209748844350688,0.002,0.0228776020994422
"TPL_002","TPL_002_STATE_003","TPL_002_RUN_006","Broad_HFS","none",14.7896974613872,20.9379864768168,6.14828901542962,31,30,"shifted_gamma","intermediate",0.240889180484228,4.77644504932687,0.02,0.204942967180987,0.461523648172983,0.487073841754383,0.24187744675948,TRUE,"weak","not_applicable","none","no_evidence_at_one_or_more_boundaries","ambiguous","no_evidence",1.23487732355284,1.06492844700904,"none","none",,"not_applicable","not_applicable","S0030",1,0.1,"development",1.47896974613872,2.09379864768168,0.614828901542962,0.0240889180484228,0.002,0.0204942967180987
"TPL_002","TPL_002_STATE_004","TPL_002_RUN_007","Tonic","stn_like_empirical",20.9379864768168,25.5492993628034,4.61131288598659,12,11,"shifted_gamma","stn_like_empirical",0.437289732834324,63.2727455860004,0.02,0.419210262362418,0.0762765171536837,0.0654090991048621,0.00594742970873216,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.696978098263856,"eligible","pre_frozen_timestamp_evidence_contract_met","S0030",1,0.1,"development",2.09379864768168,2.55492993628034,0.461131288598659,0.0437289732834324,0.002,0.0419210262362418
"TPL_002","TPL_002_STATE_005","TPL_002_RUN_015","Tonic","generic_stress",36.8823311774658,52.1441900267807,15.2618588493149,18,17,"shifted_gamma","generic_stress",0.962867005751468,29.0323241064325,0.02,0.897756402900876,0.194628482509664,0.249501574782949,0.0669345141293446,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.872906875828642,"eligible","pre_frozen_timestamp_evidence_contract_met","S0030",1,0.1,"development",3.68823311774658,5.21441900267807,1.52618588493149,0.0962867005751468,0.002,0.0897756402900876
"TPL_002","TPL_002_STATE_001","TPL_002_RUN_001","Broad_HFS","none",0,5.29445742582929,5.29445742582929,29,28,"shifted_gamma","regular",0.186064923629165,11.9944697865285,0.02,0.189087765208189,0.223496007310492,0.3447713198605,0.131005783889844,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","recording_edge_unobservable","no_evidence",,0.545986795907911,"none","none",,"not_applicable","not_applicable","S0006",4,0.4,"development",0,2.11778297033172,2.11778297033172,0.0744259694516659,0.008,0.0756351060832756
"TPL_002","TPL_002_STATE_002","TPL_002_RUN_004","Broad_HFS","none",6.5210678712089,14.0706765640248,7.54960869281593,34,33,"shifted_gamma","irregular",0.209748844350688,1.53397443986032,0.02,0.228776020994422,0.722796108755169,0.602568554066839,0.402611027920056,TRUE,"strong","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","no_evidence",0.245820372035192,1.11973934801589,"none","none",,"not_applicable","not_applicable","S0006",4,0.4,"development",2.60842714848356,5.62827062560993,3.01984347712637,0.0838995377402753,0.008,0.0915104083977688
"TPL_002","TPL_002_STATE_003","TPL_002_RUN_006","Broad_HFS","none",14.7896974613872,20.9379864768168,6.14828901542962,31,30,"shifted_gamma","intermediate",0.240889180484228,4.77644504932687,0.02,0.204942967180987,0.461523648172983,0.487073841754383,0.24187744675948,TRUE,"weak","not_applicable","none","no_evidence_at_one_or_more_boundaries","ambiguous","no_evidence",1.23487732355284,1.06492844700904,"none","none",,"not_applicable","not_applicable","S0006",4,0.4,"development",5.91587898455486,8.37519459072671,2.45931560617185,0.0963556721936911,0.008,0.081977186872395
"TPL_002","TPL_002_STATE_004","TPL_002_RUN_007","Tonic","stn_like_empirical",20.9379864768168,25.5492993628034,4.61131288598659,12,11,"shifted_gamma","stn_like_empirical",0.437289732834324,63.2727455860004,0.02,0.419210262362418,0.0762765171536837,0.0654090991048621,0.00594742970873216,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.696978098263856,"eligible","pre_frozen_timestamp_evidence_contract_met","S0006",4,0.4,"development",8.37519459072671,10.2197197451214,1.84452515439464,0.17491589313373,0.008,0.167684104944967
"TPL_002","TPL_002_STATE_005","TPL_002_RUN_015","Tonic","generic_stress",36.8823311774658,52.1441900267807,15.2618588493149,18,17,"shifted_gamma","generic_stress",0.962867005751468,29.0323241064325,0.02,0.897756402900876,0.194628482509664,0.249501574782949,0.0669345141293446,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.872906875828642,"eligible","pre_frozen_timestamp_evidence_contract_met","S0006",4,0.4,"development",14.7529324709863,20.8576760107123,6.10474353972596,0.385146802300587,0.008,0.359102561160351
"TPL_002","TPL_002_STATE_001","TPL_002_RUN_001","Broad_HFS","none",0,5.29445742582929,5.29445742582929,29,28,"shifted_gamma","regular",0.186064923629165,11.9944697865285,0.02,0.189087765208189,0.223496007310492,0.3447713198605,0.131005783889844,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","recording_edge_unobservable","no_evidence",,0.545986795907911,"none","none",,"not_applicable","not_applicable","S0044",10,1,"development",0,5.29445742582929,5.29445742582929,0.186064923629165,0.02,0.189087765208189
"TPL_002","TPL_002_STATE_002","TPL_002_RUN_004","Broad_HFS","none",6.5210678712089,14.0706765640248,7.54960869281593,34,33,"shifted_gamma","irregular",0.209748844350688,1.53397443986032,0.02,0.228776020994422,0.722796108755169,0.602568554066839,0.402611027920056,TRUE,"strong","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","no_evidence",0.245820372035192,1.11973934801589,"none","none",,"not_applicable","not_applicable","S0044",10,1,"development",6.5210678712089,14.0706765640248,7.54960869281593,0.209748844350688,0.02,0.228776020994422
"TPL_002","TPL_002_STATE_003","TPL_002_RUN_006","Broad_HFS","none",14.7896974613872,20.9379864768168,6.14828901542962,31,30,"shifted_gamma","intermediate",0.240889180484228,4.77644504932687,0.02,0.204942967180987,0.461523648172983,0.487073841754383,0.24187744675948,TRUE,"weak","not_applicable","none","no_evidence_at_one_or_more_boundaries","ambiguous","no_evidence",1.23487732355284,1.06492844700904,"none","none",,"not_applicable","not_applicable","S0044",10,1,"development",14.7896974613872,20.9379864768168,6.14828901542962,0.240889180484228,0.02,0.204942967180987
"TPL_002","TPL_002_STATE_004","TPL_002_RUN_007","Tonic","stn_like_empirical",20.9379864768168,25.5492993628034,4.61131288598659,12,11,"shifted_gamma","stn_like_empirical",0.437289732834324,63.2727455860004,0.02,0.419210262362418,0.0762765171536837,0.0654090991048621,0.00594742970873216,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.696978098263856,"eligible","pre_frozen_timestamp_evidence_contract_met","S0044",10,1,"development",20.9379864768168,25.5492993628034,4.61131288598659,0.437289732834324,0.02,0.419210262362418
"TPL_002","TPL_002_STATE_005","TPL_002_RUN_015","Tonic","generic_stress",36.8823311774658,52.1441900267807,15.2618588493149,18,17,"shifted_gamma","generic_stress",0.962867005751468,29.0323241064325,0.02,0.897756402900876,0.194628482509664,0.249501574782949,0.0669345141293446,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.872906875828642,"eligible","pre_frozen_timestamp_evidence_contract_met","S0044",10,1,"development",36.8823311774658,52.1441900267807,15.2618588493149,0.962867005751468,0.02,0.897756402900876
"TPL_003","TPL_003_STATE_001","TPL_003_RUN_001","Broad_HFS","none",0,6.13691478637606,6.13691478637606,27,26,"shifted_gamma","irregular",0.240267782802694,1.683004309237,0.02,0.236035184091387,0.613807611651865,0.568348691065084,0.389342768876497,TRUE,"moderate","not_applicable","TPL_003_REGIME_01","ambiguous_or_edge","recording_edge_unobservable","hard_cut_canonical_pause",,1.42627508052704,"none","canonical_pause",,"not_applicable","not_applicable","S0058",1,0.1,"development",0,0.613691478637606,0.613691478637606,0.0240267782802694,0.002,0.0236035184091387
"TPL_003","TPL_003_STATE_002","TPL_003_RUN_003","Broad_HFS","none",10.9380444190986,19.6772632868459,8.73921886774726,35,34,"shifted_gamma","regular",0.287067122259177,8.53394838469103,0.02,0.25703584905139,0.59480634062125,0.37713550952756,0.169562495515678,TRUE,"strong","not_applicable","TPL_003_REGIME_01","clear_or_hard_cut","hard_cut_canonical_pause","clear",0.738638942100919,3.18057931860052,"canonical_pause","none",,"not_applicable","not_applicable","S0058",1,0.1,"development",1.09380444190986,1.96772632868459,0.873921886774726,0.0287067122259177,0.002,0.025703584905139
"TPL_003","TPL_003_STATE_003","TPL_003_RUN_004","Tonic","generic_stress",19.6772632868459,30.8286323828563,11.1513690960104,14,13,"shifted_gamma","generic_stress",0.88803278998239,26.586092567537,0.02,0.857797622770034,0.233131653610148,0.177465773440724,0.0346156861135627,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.807475061431629,"eligible","pre_frozen_timestamp_evidence_contract_met","S0058",1,0.1,"development",1.96772632868459,3.08286323828563,1.11513690960104,0.088803278998239,0.002,0.0857797622770034
"TPL_003","TPL_003_STATE_004","TPL_003_RUN_010","Broad_HFS","none",36.0713132367282,40.0709380328801,3.99962479615195,23,22,"shifted_gamma","intermediate",0.191498660552315,2.43707130867988,0.02,0.181801127097816,0.492172989817612,0.638388925618091,0.479771209115285,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","ambiguous",0.779667048320325,1.27180470983437,"none","none",,"not_applicable","not_applicable","S0058",1,0.1,"development",3.60713132367282,4.00709380328801,0.399962479615195,0.0191498660552315,0.002,0.0181801127097816
"TPL_003","TPL_003_STATE_005","TPL_003_RUN_011","Tonic","stn_like_empirical",40.0709380328801,44.359583575867,4.28864554298689,13,12,"shifted_gamma","stn_like_empirical",0.370676530152559,57.4328200379387,0.02,0.357387128582241,0.125737203859942,0.126853651960354,0.0184626414746475,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.778821901769313,"eligible","pre_frozen_timestamp_evidence_contract_met","S0058",1,0.1,"development",4.00709380328801,4.4359583575867,0.428864554298689,0.0370676530152559,0.002,0.0357387128582241
"TPL_003","TPL_003_STATE_001","TPL_003_RUN_001","Broad_HFS","none",0,6.13691478637606,6.13691478637606,27,26,"shifted_gamma","irregular",0.240267782802694,1.683004309237,0.02,0.236035184091387,0.613807611651865,0.568348691065084,0.389342768876497,TRUE,"moderate","not_applicable","TPL_003_REGIME_01","ambiguous_or_edge","recording_edge_unobservable","hard_cut_canonical_pause",,1.42627508052704,"none","canonical_pause",,"not_applicable","not_applicable","S0049",4,0.4,"development",0,2.45476591455042,2.45476591455042,0.0961071131210774,0.008,0.0944140736365547
"TPL_003","TPL_003_STATE_002","TPL_003_RUN_003","Broad_HFS","none",10.9380444190986,19.6772632868459,8.73921886774726,35,34,"shifted_gamma","regular",0.287067122259177,8.53394838469103,0.02,0.25703584905139,0.59480634062125,0.37713550952756,0.169562495515678,TRUE,"strong","not_applicable","TPL_003_REGIME_01","clear_or_hard_cut","hard_cut_canonical_pause","clear",0.738638942100919,3.18057931860052,"canonical_pause","none",,"not_applicable","not_applicable","S0049",4,0.4,"development",4.37521776763946,7.87090531473836,3.4956875470989,0.114826848903671,0.008,0.102814339620556
"TPL_003","TPL_003_STATE_003","TPL_003_RUN_004","Tonic","generic_stress",19.6772632868459,30.8286323828563,11.1513690960104,14,13,"shifted_gamma","generic_stress",0.88803278998239,26.586092567537,0.02,0.857797622770034,0.233131653610148,0.177465773440724,0.0346156861135627,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.807475061431629,"eligible","pre_frozen_timestamp_evidence_contract_met","S0049",4,0.4,"development",7.87090531473836,12.3314529531425,4.46054763840418,0.355213115992956,0.008,0.343119049108014
"TPL_003","TPL_003_STATE_004","TPL_003_RUN_010","Broad_HFS","none",36.0713132367282,40.0709380328801,3.99962479615195,23,22,"shifted_gamma","intermediate",0.191498660552315,2.43707130867988,0.02,0.181801127097816,0.492172989817612,0.638388925618091,0.479771209115285,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","ambiguous",0.779667048320325,1.27180470983437,"none","none",,"not_applicable","not_applicable","S0049",4,0.4,"development",14.4285252946913,16.028375213152,1.59984991846078,0.0765994642209262,0.008,0.0727204508391263
"TPL_003","TPL_003_STATE_005","TPL_003_RUN_011","Tonic","stn_like_empirical",40.0709380328801,44.359583575867,4.28864554298689,13,12,"shifted_gamma","stn_like_empirical",0.370676530152559,57.4328200379387,0.02,0.357387128582241,0.125737203859942,0.126853651960354,0.0184626414746475,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.778821901769313,"eligible","pre_frozen_timestamp_evidence_contract_met","S0049",4,0.4,"development",16.028375213152,17.7438334303468,1.71545821719476,0.148270612061024,0.008,0.142954851432896
"TPL_003","TPL_003_STATE_001","TPL_003_RUN_001","Broad_HFS","none",0,6.13691478637606,6.13691478637606,27,26,"shifted_gamma","irregular",0.240267782802694,1.683004309237,0.02,0.236035184091387,0.613807611651865,0.568348691065084,0.389342768876497,TRUE,"moderate","not_applicable","TPL_003_REGIME_01","ambiguous_or_edge","recording_edge_unobservable","hard_cut_canonical_pause",,1.42627508052704,"none","canonical_pause",,"not_applicable","not_applicable","S0040",10,1,"development",0,6.13691478637606,6.13691478637606,0.240267782802694,0.02,0.236035184091387
"TPL_003","TPL_003_STATE_002","TPL_003_RUN_003","Broad_HFS","none",10.9380444190986,19.6772632868459,8.73921886774726,35,34,"shifted_gamma","regular",0.287067122259177,8.53394838469103,0.02,0.25703584905139,0.59480634062125,0.37713550952756,0.169562495515678,TRUE,"strong","not_applicable","TPL_003_REGIME_01","clear_or_hard_cut","hard_cut_canonical_pause","clear",0.738638942100919,3.18057931860052,"canonical_pause","none",,"not_applicable","not_applicable","S0040",10,1,"development",10.9380444190986,19.6772632868459,8.73921886774726,0.287067122259177,0.02,0.25703584905139
"TPL_003","TPL_003_STATE_003","TPL_003_RUN_004","Tonic","generic_stress",19.6772632868459,30.8286323828563,11.1513690960104,14,13,"shifted_gamma","generic_stress",0.88803278998239,26.586092567537,0.02,0.857797622770034,0.233131653610148,0.177465773440724,0.0346156861135627,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.807475061431629,"eligible","pre_frozen_timestamp_evidence_contract_met","S0040",10,1,"development",19.6772632868459,30.8286323828563,11.1513690960104,0.88803278998239,0.02,0.857797622770034
"TPL_003","TPL_003_STATE_004","TPL_003_RUN_010","Broad_HFS","none",36.0713132367282,40.0709380328801,3.99962479615195,23,22,"shifted_gamma","intermediate",0.191498660552315,2.43707130867988,0.02,0.181801127097816,0.492172989817612,0.638388925618091,0.479771209115285,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","ambiguous",0.779667048320325,1.27180470983437,"none","none",,"not_applicable","not_applicable","S0040",10,1,"development",36.0713132367282,40.0709380328801,3.99962479615195,0.191498660552315,0.02,0.181801127097816
"TPL_003","TPL_003_STATE_005","TPL_003_RUN_011","Tonic","stn_like_empirical",40.0709380328801,44.359583575867,4.28864554298689,13,12,"shifted_gamma","stn_like_empirical",0.370676530152559,57.4328200379387,0.02,0.357387128582241,0.125737203859942,0.126853651960354,0.0184626414746475,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.778821901769313,"eligible","pre_frozen_timestamp_evidence_contract_met","S0040",10,1,"development",40.0709380328801,44.359583575867,4.28864554298689,0.370676530152559,0.02,0.357387128582241
"TPL_004","TPL_004_STATE_001","TPL_004_RUN_001","Broad_HFS","none",0,6.62192629420036,6.62192629420036,32,31,"shifted_gamma","intermediate",0.231768544204533,4.49061668911017,0.02,0.213610525619366,0.428848913014577,0.422869886378326,0.231670532574018,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","recording_edge_unobservable","no_evidence",,0.7540156892501,"none","none",,"not_applicable","not_applicable","S0011",1,0.1,"development",0,0.662192629420036,0.662192629420036,0.0231768544204533,0.002,0.0213610525619366
"TPL_004","TPL_004_STATE_002","TPL_004_RUN_003","Broad_HFS","none",6.98518688720264,12.1743442402968,5.18915735309416,33,32,"shifted_gamma","irregular",0.186159042320214,1.66548333247192,0.02,0.162161167284193,0.74823584800266,0.584989153476115,0.38879297212749,TRUE,"weak","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","ambiguous",0.985458973444506,1.41449686802625,"none","none",,"not_applicable","not_applicable","S0011",1,0.1,"development",0.698518688720264,1.21743442402968,0.518915735309416,0.0186159042320214,0.002,0.0162161167284193
"TPL_004","TPL_004_STATE_003","TPL_004_RUN_005","Broad_HFS","none",15.283865708653,23.338562647794,8.05469693914097,35,34,"shifted_gamma","regular",0.276248300266452,9.11294553056359,0.02,0.236902851151205,0.523976143604666,0.379132714342725,0.167081247595157,TRUE,"moderate","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","no_evidence",1.05448931235121,0.516983096043703,"none","none",,"not_applicable","not_applicable","S0011",1,0.1,"development",1.5283865708653,2.3338562647794,0.805469693914097,0.0276248300266452,0.002,0.0236902851151205
