"Template_ID","State_Envelope_ID","Tonic_Subtype","Tonic_Intended_Stratum","Tonic_Phenotype_Evidence_Score","Tonic_Phenotype","Eligibility_Reason","N_ISIs","Duration_u","Median_ISI_u","Local_Left_Median_ISI_u","Local_Right_Median_ISI_u","Left_Log_Rate_Contrast","Right_Log_Rate_Contrast","CV","CV2","LV","Stability_Subscore","Duration_Subscore","Local_Separation_Subscore","Subtype_Band_Subscore","Detector_Output_Used","Sample_ID","Scale_Factor","B_s","Split","Duration_s","Median_ISI_s","Local_Left_Median_ISI_s","Local_Right_Median_ISI_s"
"TPL_004","TPL_004_STATE_004","generic_stress","eligible",0.762452488613026,"eligible","pre_frozen_timestamp_evidence_contract_met",12,10.8757041596849,0.933636726338269,0.11559137571317,0.362658079587244,2.08902606970934,0.945626957748453,0.23309366796594,0.305929367589832,0.0870756368655039,0.637343783397175,0.6,1,0.93757487627078,FALSE,"S0011",1,0.1,"development",1.08757041596849,0.0933636726338269,0.011559137571317,0.0362658079587244
"TPL_004","TPL_004_STATE_005","stn_like_empirical","eligible",0.87157669539192,"eligible","pre_frozen_timestamp_evidence_contract_met",16,6.35004545321631,0.382561501379238,0.821623750175429,3.73954013497569,0.764393137159599,2.27982849602473,0.138677652876745,0.147000796861458,0.0280061695701166,0.819822602826262,1,0.917112773582317,0.80112549772476,FALSE,"S0011",1,0.1,"development",0.635004545321631,0.0382561501379238,0.0821623750175429,0.373954013497569
"TPL_004","TPL_004_STATE_004","generic_stress","eligible",0.762452488613026,"eligible","pre_frozen_timestamp_evidence_contract_met",12,10.8757041596849,0.933636726338269,0.11559137571317,0.362658079587244,2.08902606970934,0.945626957748453,0.23309366796594,0.305929367589832,0.0870756368655039,0.637343783397175,0.6,1,0.93757487627078,FALSE,"S0014",4,0.4,"development",4.35028166387398,0.373454690535307,0.0462365502852681,0.145063231834898
"TPL_004","TPL_004_STATE_005","stn_like_empirical","eligible",0.87157669539192,"eligible","pre_frozen_timestamp_evidence_contract_met",16,6.35004545321631,0.382561501379238,0.821623750175429,3.73954013497569,0.764393137159599,2.27982849602473,0.138677652876745,0.147000796861458,0.0280061695701166,0.819822602826262,1,0.917112773582317,0.80112549772476,FALSE,"S0014",4,0.4,"development",2.54001818128652,0.153024600551695,0.328649500070172,1.49581605399027
"TPL_004","TPL_004_STATE_004","generic_stress","eligible",0.762452488613026,"eligible","pre_frozen_timestamp_evidence_contract_met",12,10.8757041596849,0.933636726338269,0.11559137571317,0.362658079587244,2.08902606970934,0.945626957748453,0.23309366796594,0.305929367589832,0.0870756368655039,0.637343783397175,0.6,1,0.93757487627078,FALSE,"S0055",10,1,"development",10.8757041596849,0.933636726338269,0.11559137571317,0.362658079587244
"TPL_004","TPL_004_STATE_005","stn_like_empirical","eligible",0.87157669539192,"eligible","pre_frozen_timestamp_evidence_contract_met",16,6.35004545321631,0.382561501379238,0.821623750175429,3.73954013497569,0.764393137159599,2.27982849602473,0.138677652876745,0.147000796861458,0.0280061695701166,0.819822602826262,1,0.917112773582317,0.80112549772476,FALSE,"S0055",10,1,"development",6.35004545321631,0.382561501379238,0.821623750175429,3.73954013497569
"TPL_005","TPL_005_STATE_002","stn_like_empirical","eligible",0.765860502727578,"eligible","pre_frozen_timestamp_evidence_contract_met",17,7.1065117490129,0.402269498127178,0.276572322948171,0.301034758306814,0.374649904780783,0.289896523172575,0.161587073355723,0.171315777771708,0.0326301415618384,0.790043720148347,1,0.362628587650403,0.88658648569079,FALSE,"S0028",1,0.1,"development",0.71065117490129,0.0402269498127178,0.0276572322948171,0.0301034758306814
"TPL_005","TPL_005_STATE_004","generic_stress","eligible",0.866037698996311,"eligible","pre_frozen_timestamp_evidence_contract_met",15,13.3777790244491,0.864605417598805,0.134968164856418,0.250848282702183,1.85723430348037,1.23742493323981,0.18906614459253,0.200435058938591,0.0450949611007751,0.749223573221148,0.9,1,0.931741348539259,FALSE,"S0028",1,0.1,"development",1.33777790244491,0.0864605417598805,0.0134968164856418,0.0250848282702183
"TPL_005","TPL_005_STATE_002","stn_like_empirical","eligible",0.765860502727578,"eligible","pre_frozen_timestamp_evidence_contract_met",17,7.1065117490129,0.402269498127178,0.276572322948171,0.301034758306814,0.374649904780783,0.289896523172575,0.161587073355723,0.171315777771708,0.0326301415618384,0.790043720148347,1,0.362628587650403,0.88658648569079,FALSE,"S0052",4,0.4,"development",2.84260469960516,0.160907799250871,0.110628929179268,0.120413903322725
"TPL_005","TPL_005_STATE_004","generic_stress","eligible",0.866037698996311,"eligible","pre_frozen_timestamp_evidence_contract_met",15,13.3777790244491,0.864605417598805,0.134968164856418,0.250848282702183,1.85723430348037,1.23742493323981,0.18906614459253,0.200435058938591,0.0450949611007751,0.749223573221148,0.9,1,0.931741348539259,FALSE,"S0052",4,0.4,"development",5.35111160977964,0.345842167039522,0.0539872659425674,0.100339313080873
"TPL_005","TPL_005_STATE_002","stn_like_empirical","eligible",0.765860502727578,"eligible","pre_frozen_timestamp_evidence_contract_met",17,7.1065117490129,0.402269498127178,0.276572322948171,0.301034758306814,0.374649904780783,0.289896523172575,0.161587073355723,0.171315777771708,0.0326301415618384,0.790043720148347,1,0.362628587650403,0.88658648569079,FALSE,"S0009",10,1,"development",7.1065117490129,0.402269498127178,0.276572322948171,0.301034758306814
"TPL_005","TPL_005_STATE_004","generic_stress","eligible",0.866037698996311,"eligible","pre_frozen_timestamp_evidence_contract_met",15,13.3777790244491,0.864605417598805,0.134968164856418,0.250848282702183,1.85723430348037,1.23742493323981,0.18906614459253,0.200435058938591,0.0450949611007751,0.749223573221148,0.9,1,0.931741348539259,FALSE,"S0009",10,1,"development",13.3777790244491,0.864605417598805,0.134968164856418,0.250848282702183
"TPL_006","TPL_006_STATE_001","generic_stress","eligible",0.685117301895753,"eligible","pre_frozen_timestamp_evidence_contract_met",12,10.1609027138614,0.876519235194852,,1.22318268630473,,0.33325285050801,0.211168662277351,0.172973016234811,0.0403415635996816,0.753432241966067,0.6,0.363697720511026,0.955024305035607,FALSE,"S0045",1,0.1,"holdout",1.01609027138614,0.0876519235194852,,0.122318268630473
"TPL_006","TPL_006_STATE_005","stn_like_empirical","eligible",0.739445016158736,"eligible","pre_frozen_timestamp_evidence_contract_met",11,6.05968201192395,0.530885592773671,0.103512408459225,4.96714757345617,1.63485504784352,2.23605448359058,0.148972977642964,0.199231022972147,0.0400236977975531,0.777896407958977,0.5,1,0.641432264875723,FALSE,"S0045",1,0.1,"holdout",0.605968201192395,0.0530885592773671,0.0103512408459225,0.496714757345617
"TPL_006","TPL_006_STATE_001","generic_stress","eligible",0.685117301895753,"eligible","pre_frozen_timestamp_evidence_contract_met",12,10.1609027138614,0.876519235194852,,1.22318268630473,,0.33325285050801,0.211168662277351,0.172973016234811,0.0403415635996816,0.753432241966067,0.6,0.363697720511026,0.955024305035607,FALSE,"S0035",4,0.4,"holdout",4.06436108554456,0.350607694077941,,0.489273074521893
"TPL_006","TPL_006_STATE_005","stn_like_empirical","eligible",0.739445016158736,"eligible","pre_frozen_timestamp_evidence_contract_met",11,6.05968201192395,0.530885592773671,0.103512408459225,4.96714757345617,1.63485504784352,2.23605448359058,0.148972977642964,0.199231022972147,0.0400236977975531,0.777896407958977,0.5,1,0.641432264875723,FALSE,"S0035",4,0.4,"holdout",2.42387280476958,0.212354237109469,0.0414049633836899,1.98685902938247
"TPL_006","TPL_006_STATE_001","generic_stress","eligible",0.685117301895753,"eligible","pre_frozen_timestamp_evidence_contract_met",12,10.1609027138614,0.876519235194852,,1.22318268630473,,0.33325285050801,0.211168662277351,0.172973016234811,0.0403415635996816,0.753432241966067,0.6,0.363697720511026,0.955024305035607,FALSE,"S0004",10,1,"holdout",10.1609027138614,0.876519235194852,,1.22318268630473
"TPL_006","TPL_006_STATE_005","stn_like_empirical","eligible",0.739445016158736,"eligible","pre_frozen_timestamp_evidence_contract_met",11,6.05968201192395,0.530885592773671,0.103512408459225,4.96714757345617,1.63485504784352,2.23605448359058,0.148972977642964,0.199231022972147,0.0400236977975531,0.777896407958977,0.5,1,0.641432264875723,FALSE,"S0004",10,1,"holdout",6.05968201192395,0.530885592773671,0.103512408459225,4.96714757345617
"TPL_007","TPL_007_STATE_001","stn_like_empirical","eligible",0.697783925660831,"eligible","pre_frozen_timestamp_evidence_contract_met",12,4.53572489287477,0.368011679082756,,0.544700199814867,,0.392120876921014,0.102547205999503,0.123530747207673,0.015649445786138,0.862908894986173,0.6,0.427943733665167,0.735158104666642,FALSE,"S0059",1,0.1,"holdout",0.453572489287477,0.0368011679082756,,0.0544700199814867
"TPL_007","TPL_007_STATE_005","generic_stress","eligible",0.857796332727405,"eligible","pre_frozen_timestamp_evidence_contract_met",15,11.6632437055894,0.837449063933433,0.23944422752461,4.8196427419316,1.25203992339419,1.75009464170073,0.17422562240998,0.200913549802709,0.0480726716339451,0.755766737652992,0.9,1,0.87744818833104,FALSE,"S0059",1,0.1,"holdout",1.16632437055894,0.0837449063933434,0.023944422752461,0.48196427419316
"TPL_007","TPL_007_STATE_001","stn_like_empirical","eligible",0.697783925660831,"eligible","pre_frozen_timestamp_evidence_contract_met",12,4.53572489287477,0.368011679082756,,0.544700199814867,,0.392120876921014,0.102547205999503,0.123530747207673,0.015649445786138,0.862908894986173,0.6,0.427943733665167,0.735158104666642,FALSE,"S0041",4,0.4,"holdout",1.81428995714991,0.147204671633102,,0.217880079925947
"TPL_007","TPL_007_STATE_005","generic_stress","eligible",0.857796332727405,"eligible","pre_frozen_timestamp_evidence_contract_met",15,11.6632437055894,0.837449063933433,0.23944422752461,4.8196427419316,1.25203992339419,1.75009464170073,0.17422562240998,0.200913549802709,0.0480726716339451,0.755766737652992,0.9,1,0.87744818833104,FALSE,"S0041",4,0.4,"holdout",4.66529748223577,0.334979625573373,0.0957776910098438,1.92785709677264
"TPL_007","TPL_007_STATE_001","stn_like_empirical","eligible",0.697783925660831,"eligible","pre_frozen_timestamp_evidence_contract_met",12,4.53572489287477,0.368011679082756,,0.544700199814867,,0.392120876921014,0.102547205999503,0.123530747207673,0.015649445786138,0.862908894986173,0.6,0.427943733665167,0.735158104666642,FALSE,"S0043",10,1,"holdout",4.53572489287477,0.368011679082756,,0.544700199814867
"TPL_007","TPL_007_STATE_005","generic_stress","eligible",0.857796332727405,"eligible","pre_frozen_timestamp_evidence_contract_met",15,11.6632437055894,0.837449063933433,0.23944422752461,4.8196427419316,1.25203992339419,1.75009464170073,0.17422562240998,0.200913549802709,0.0480726716339451,0.755766737652992,0.9,1,0.87744818833104,FALSE,"S0043",10,1,"holdout",11.6632437055894,0.837449063933433,0.23944422752461,4.8196427419316
"TPL_008","TPL_008_STATE_001","stn_like_empirical","eligible",0.727608355475147,"eligible","pre_frozen_timestamp_evidence_contract_met",13,5.63749460111961,0.435702398923921,,0.303356209769898,,0.362051714192872,0.14539828322387,0.198678739326296,0.0368948791880199,0.782663755222051,0.7,0.395127552422517,0.977586714509117,FALSE,"S0026",1,0.1,"holdout",0.563749460111961,0.0435702398923921,,0.0303356209769898
"TPL_008","TPL_008_STATE_003","generic_stress","eligible",0.798081412922847,"eligible","pre_frozen_timestamp_evidence_contract_met",14,12.6399494944691,0.953981560038109,0.105413948942638,1.73738932660723,2.20274937190097,0.599494536332549,0.171361713721002,0.237673950526818,0.0581478265208073,0.731187874643938,0.8,0.827131179809251,0.900900135517106,FALSE,"S0026",1,0.1,"holdout",1.26399494944691,0.095398156003811,0.0105413948942638,0.173738932660723
"TPL_008","TPL_008_STATE_001","stn_like_empirical","eligible",0.727608355475147,"eligible","pre_frozen_timestamp_evidence_contract_met",13,5.63749460111961,0.435702398923921,,0.303356209769898,,0.362051714192872,0.14539828322387,0.198678739326296,0.0368948791880199,0.782663755222051,0.7,0.395127552422517,0.977586714509117,FALSE,"S0001",4,0.4,"holdout",2.25499784044784,0.174280959569569,,0.121342483907959
"TPL_008","TPL_008_STATE_003","generic_stress","eligible",0.798081412922847,"eligible","pre_frozen_timestamp_evidence_contract_met",14,12.6399494944691,0.953981560038109,0.105413948942638,1.73738932660723,2.20274937190097,0.599494536332549,0.171361713721002,0.237673950526818,0.0581478265208073,0.731187874643938,0.8,0.827131179809251,0.900900135517106,FALSE,"S0001",4,0.4,"holdout",5.05597979778763,0.381592624015244,0.0421655795770552,0.694955730642893
"TPL_008","TPL_008_STATE_001","stn_like_empirical","eligible",0.727608355475147,"eligible","pre_frozen_timestamp_evidence_contract_met",13,5.63749460111961,0.435702398923921,,0.303356209769898,,0.362051714192872,0.14539828322387,0.198678739326296,0.0368948791880199,0.782663755222051,0.7,0.395127552422517,0.977586714509117,FALSE,"S0054",10,1,"holdout",5.63749460111961,0.435702398923921,,0.303356209769898
"TPL_008","TPL_008_STATE_003","generic_stress","eligible",0.798081412922847,"eligible","pre_frozen_timestamp_evidence_contract_met",14,12.6399494944691,0.953981560038109,0.105413948942638,1.73738932660723,2.20274937190097,0.599494536332549,0.171361713721002,0.237673950526818,0.0581478265208073,0.731187874643938,0.8,0.827131179809251,0.900900135517106,FALSE,"S0054",10,1,"holdout",12.6399494944691,0.953981560038109,0.105413948942638,1.73738932660723
"TPL_009","TPL_009_STATE_002","generic_stress","eligible",0.737614282376133,"eligible","pre_frozen_timestamp_evidence_contract_met",15,11.8193673658236,0.830255332711563,0.410865276468228,0.490064077955628,0.703467916976592,0.527197129362412,0.207819893810753,0.325507877765643,0.108330431694795,0.626876668184344,0.9,0.671547252159714,0.862770823352265,FALSE,"S0048",1,0.1,"holdout",1.18193673658236,0.0830255332711563,0.0410865276468228,0.0490064077955628
"TPL_009","TPL_009_STATE_004","stn_like_empirical","eligible",0.872667951562247,"eligible","pre_frozen_timestamp_evidence_contract_met",16,7.1517673844905,0.447094841054333,0.192099133113193,0.243371275370285,0.844759187410019,0.608182584990895,0.145094672286833,0.145238429905102,0.025878332225121,0.818413453890926,1,0.792838845717182,0.933674004312202,FALSE,"S0048",1,0.1,"holdout",0.71517673844905,0.0447094841054333,0.0192099133113193,0.0243371275370285
"TPL_009","TPL_009_STATE_002","generic_stress","eligible",0.737614282376133,"eligible","pre_frozen_timestamp_evidence_contract_met",15,11.8193673658236,0.830255332711563,0.410865276468228,0.490064077955628,0.703467916976592,0.527197129362412,0.207819893810753,0.325507877765643,0.108330431694795,0.626876668184344,0.9,0.671547252159714,0.862770823352265,FALSE,"S0039",4,0.4,"holdout",4.72774694632944,0.332102133084625,0.164346110587291,0.196025631182251
"TPL_009","TPL_009_STATE_004","stn_like_empirical","eligible",0.872667951562247,"eligible","pre_frozen_timestamp_evidence_contract_met",16,7.1517673844905,0.447094841054333,0.192099133113193,0.243371275370285,0.844759187410019,0.608182584990895,0.145094672286833,0.145238429905102,0.025878332225121,0.818413453890926,1,0.792838845717182,0.933674004312202,FALSE,"S0039",4,0.4,"holdout",2.8607069537962,0.178837936421733,0.0768396532452772,0.0973485101481139
"TPL_009","TPL_009_STATE_002","generic_stress","eligible",0.737614282376133,"eligible","pre_frozen_timestamp_evidence_contract_met",15,11.8193673658236,0.830255332711563,0.410865276468228,0.490064077955628,0.703467916976592,0.527197129362412,0.207819893810753,0.325507877765643,0.108330431694795,0.626876668184344,0.9,0.671547252159714,0.862770823352265,FALSE,"S0008",10,1,"holdout",11.8193673658236,0.830255332711563,0.410865276468228,0.490064077955628
"TPL_009","TPL_009_STATE_004","stn_like_empirical","eligible",0.872667951562247,"eligible","pre_frozen_timestamp_evidence_contract_met",16,7.1517673844905,0.447094841054333,0.192099133113193,0.243371275370285,0.844759187410019,0.608182584990895,0.145094672286833,0.145238429905102,0.025878332225121,0.818413453890926,1,0.792838845717182,0.933674004312202,FALSE,"S0008",10,1,"holdout",7.1517673844905,0.447094841054333,0.192099133113193,0.243371275370285
"TPL_010","TPL_010_STATE_001","stn_like_empirical","eligible",0.878426557351522,"eligible","pre_frozen_timestamp_evidence_contract_met",16,7.1913304642795,0.45471844199241,,1.22012580672299,,0.987030834073654,0.160772264822382,0.226903411837437,0.057496036161522,0.74361188330887,1,1,0.904909020139872,FALSE,"S0036",1,0.1,"holdout",0.71913304642795,0.045471844199241,,0.122012580672299
"TPL_010","TPL_010_STATE_002","generic_stress","eligible",0.805345632371074,"eligible","pre_frozen_timestamp_evidence_contract_met",13,13.556176403286,1.03548668445059,0.354888211681164,2.15476019121706,1.07082397848766,0.732807894468122,0.128621318470226,0.145527452569308,0.0198512239676786,0.832713612573136,0.7,0.899877390972436,0.761423545736662,FALSE,"S0036",1,0.1,"holdout",1.3556176403286,0.103548668445059,0.0354888211681164,0.215476019121706
"TPL_010","TPL_010_STATE_001","stn_like_empirical","eligible",0.878426557351522,"eligible","pre_frozen_timestamp_evidence_contract_met",16,7.1913304642795,0.45471844199241,,1.22012580672299,,0.987030834073654,0.160772264822382,0.226903411837437,0.057496036161522,0.74361188330887,1,1,0.904909020139872,FALSE,"S0027",4,0.4,"holdout",2.8765321857118,0.181887376796964,,0.488050322689197
"TPL_010","TPL_010_STATE_002","generic_stress","eligible",0.805345632371074,"eligible","pre_frozen_timestamp_evidence_contract_met",13,13.556176403286,1.03548668445059,0.354888211681164,2.15476019121706,1.07082397848766,0.732807894468122,0.128621318470226,0.145527452569308,0.0198512239676786,0.832713612573136,0.7,0.899877390972436,0.761423545736662,FALSE,"S0027",4,0.4,"holdout",5.42247056131439,0.414194673780235,0.141955284672466,0.861904076486826
"TPL_010","TPL_010_STATE_001","stn_like_empirical","eligible",0.878426557351522,"eligible","pre_frozen_timestamp_evidence_contract_met",16,7.1913304642795,0.45471844199241,,1.22012580672299,,0.987030834073654,0.160772264822382,0.226903411837437,0.057496036161522,0.74361188330887,1,1,0.904909020139872,FALSE,"S0002",10,1,"holdout",7.1913304642795,0.45471844199241,,1.22012580672299
"TPL_010","TPL_010_STATE_002","generic_stress","eligible",0.805345632371074,"eligible","pre_frozen_timestamp_evidence_contract_met",13,13.556176403286,1.03548668445059,0.354888211681164,2.15476019121706,1.07082397848766,0.732807894468122,0.128621318470226,0.145527452569308,0.0198512239676786,0.832713612573136,0.7,0.899877390972436,0.761423545736662,FALSE,"S0002",10,1,"holdout",13.556176403286,1.03548668445059,0.354888211681164,2.15476019121706
"TPL_011","TPL_011_STATE_003","generic_stress","eligible",0.832296846236156,"eligible","pre_frozen_timestamp_evidence_contract_met",17,17.1857496381429,0.998816902535781,0.240284552500921,0.418144188279116,1.42474762465373,0.870745160025598,0.189029450556014,0.284847650542173,0.0777255084630839,0.681786527692568,1,0.97514676823403,0.822764407561613,FALSE,"S0050",1,0.1,"holdout",1.71857496381429,0.0998816902535781,0.0240284552500921,0.0418144188279116
"TPL_011","TPL_011_STATE_005","stn_like_empirical","eligible",0.885722457479769,"eligible","pre_frozen_timestamp_evidence_contract_met",16,7.01391463501994,0.423348486527877,0.222306975912683,0.108676157788474,0.64413648399,1.35982325459538,0.132887360941117,0.181343408071816,0.0332692582560061,0.801821690961775,1,0.851491323432084,0.973477582043208,FALSE,"S0050",1,0.1,"holdout",0.701391463501994,0.0423348486527877,0.0222306975912683,0.0108676157788474
"TPL_011","TPL_011_STATE_003","generic_stress","eligible",0.832296846236156,"eligible","pre_frozen_timestamp_evidence_contract_met",17,17.1857496381429,0.998816902535781,0.240284552500921,0.418144188279116,1.42474762465373,0.870745160025598,0.189029450556014,0.284847650542173,0.0777255084630839,0.681786527692568,1,0.97514676823403,0.822764407561613,FALSE,"S0034",4,0.4,"holdout",6.87429985525714,0.399526761014313,0.0961138210003686,0.167257675311647
