"Template_ID","Contextual_Separator_ID","Run_ID","Secondary_Label","Primary_Event_Label","Start_u","End_u","Duration_u","N_ISIs","N_Boundary_Spikes","Sample_ID","Scale_Factor","B_s","Split","Start_s","End_s","Duration_s"
"TPL_004","TPL_004_SEPARATOR_001","TPL_004_RUN_008","Contextual_Separator","none",25.6417785721609,26.1615497471542,0.519771174993366,1,2,"S0014",4,0.4,"development",10.2567114288643,10.4646198988617,0.207908469997346
"TPL_004","TPL_004_SEPARATOR_001","TPL_004_RUN_008","Contextual_Separator","none",25.6417785721609,26.1615497471542,0.519771174993366,1,2,"S0055",10,1,"development",25.6417785721609,26.1615497471542,0.519771174993366
"TPL_005","TPL_005_SEPARATOR_001","TPL_005_RUN_012","Contextual_Separator","none",51.2886562711455,51.7460409886565,0.457384717511013,1,2,"S0028",1,0.1,"development",5.12886562711455,5.17460409886565,0.0457384717511013
"TPL_005","TPL_005_SEPARATOR_001","TPL_005_RUN_012","Contextual_Separator","none",51.2886562711455,51.7460409886565,0.457384717511013,1,2,"S0052",4,0.4,"development",20.5154625084582,20.6984163954626,0.182953887004405
"TPL_005","TPL_005_SEPARATOR_001","TPL_005_RUN_012","Contextual_Separator","none",51.2886562711455,51.7460409886565,0.457384717511013,1,2,"S0009",10,1,"development",51.2886562711455,51.7460409886565,0.457384717511013
"TPL_006","TPL_006_SEPARATOR_001","TPL_006_RUN_011","Contextual_Separator","none",45.4090477490908,45.9175264329294,0.508478683838621,1,2,"S0045",1,0.1,"holdout",4.54090477490908,4.59175264329294,0.0508478683838621
"TPL_006","TPL_006_SEPARATOR_001","TPL_006_RUN_011","Contextual_Separator","none",45.4090477490908,45.9175264329294,0.508478683838621,1,2,"S0035",4,0.4,"holdout",18.1636190996363,18.3670105731718,0.203391473535448
"TPL_006","TPL_006_SEPARATOR_001","TPL_006_RUN_011","Contextual_Separator","none",45.4090477490908,45.9175264329294,0.508478683838621,1,2,"S0004",10,1,"holdout",45.4090477490908,45.9175264329294,0.508478683838621
"TPL_007","TPL_007_SEPARATOR_001","TPL_007_RUN_010","Contextual_Separator","none",28.5489295781626,29.0524196501857,0.503490072023124,1,2,"S0059",1,0.1,"holdout",2.85489295781626,2.90524196501857,0.0503490072023124
"TPL_007","TPL_007_SEPARATOR_001","TPL_007_RUN_010","Contextual_Separator","none",28.5489295781626,29.0524196501857,0.503490072023124,1,2,"S0041",4,0.4,"holdout",11.419571831265,11.6209678600743,0.201396028809249
"TPL_007","TPL_007_SEPARATOR_001","TPL_007_RUN_010","Contextual_Separator","none",28.5489295781626,29.0524196501857,0.503490072023124,1,2,"S0043",10,1,"holdout",28.5489295781626,29.0524196501857,0.503490072023124
"TPL_008","TPL_008_SEPARATOR_001","TPL_008_RUN_007","Contextual_Separator","none",17.790707050278,18.2767426874164,0.486035637138411,1,2,"S0026",1,0.1,"holdout",1.7790707050278,1.82767426874164,0.0486035637138411
"TPL_008","TPL_008_SEPARATOR_001","TPL_008_RUN_007","Contextual_Separator","none",17.790707050278,18.2767426874164,0.486035637138411,1,2,"S0001",4,0.4,"holdout",7.11628282011118,7.31069707496655,0.194414254855365
"TPL_008","TPL_008_SEPARATOR_001","TPL_008_RUN_007","Contextual_Separator","none",17.790707050278,18.2767426874164,0.486035637138411,1,2,"S0054",10,1,"holdout",17.790707050278,18.2767426874164,0.486035637138411
"TPL_009","TPL_009_SEPARATOR_001","TPL_009_RUN_009","Contextual_Separator","none",31.4183890644169,32.0427743989786,0.624385334561637,1,2,"S0048",1,0.1,"holdout",3.14183890644169,3.20427743989786,0.0624385334561637
"TPL_009","TPL_009_SEPARATOR_001","TPL_009_RUN_009","Contextual_Separator","none",31.4183890644169,32.0427743989786,0.624385334561637,1,2,"S0039",4,0.4,"holdout",12.5673556257668,12.8171097595914,0.249754133824655
"TPL_009","TPL_009_SEPARATOR_001","TPL_009_RUN_009","Contextual_Separator","none",31.4183890644169,32.0427743989786,0.624385334561637,1,2,"S0008",10,1,"holdout",31.4183890644169,32.0427743989786,0.624385334561637
"TPL_010","TPL_010_SEPARATOR_001","TPL_010_RUN_005","Contextual_Separator","none",14.0570683035794,14.5486986560692,0.491630352489869,1,2,"S0036",1,0.1,"holdout",1.40570683035794,1.45486986560692,0.0491630352489869
"TPL_010","TPL_010_SEPARATOR_001","TPL_010_RUN_005","Contextual_Separator","none",14.0570683035794,14.5486986560692,0.491630352489869,1,2,"S0027",4,0.4,"holdout",5.62282732143175,5.81947946242769,0.196652140995948
"TPL_010","TPL_010_SEPARATOR_001","TPL_010_RUN_005","Contextual_Separator","none",14.0570683035794,14.5486986560692,0.491630352489869,1,2,"S0002",10,1,"holdout",14.0570683035794,14.5486986560692,0.491630352489869
"TPL_011","TPL_011_SEPARATOR_001","TPL_011_RUN_012","Contextual_Separator","none",50.5638154814049,51.0804877528484,0.516672271443531,1,2,"S0050",1,0.1,"holdout",5.05638154814049,5.10804877528484,0.0516672271443531
"TPL_011","TPL_011_SEPARATOR_001","TPL_011_RUN_012","Contextual_Separator","none",50.5638154814049,51.0804877528484,0.516672271443531,1,2,"S0034",4,0.4,"holdout",20.2255261925619,20.4321951011394,0.206668908577412
"TPL_011","TPL_011_SEPARATOR_001","TPL_011_RUN_012","Contextual_Separator","none",50.5638154814049,51.0804877528484,0.516672271443531,1,2,"S0046",10,1,"holdout",50.5638154814049,51.0804877528484,0.516672271443531
"TPL_012","TPL_012_SEPARATOR_001","TPL_012_RUN_013","Contextual_Separator","none",52.6470079168816,53.1329629804612,0.485955063579604,1,2,"S0016",1,0.1,"holdout",5.26470079168816,5.31329629804612,0.0485955063579604
"TPL_012","TPL_012_SEPARATOR_001","TPL_012_RUN_013","Contextual_Separator","none",52.6470079168816,53.1329629804612,0.485955063579604,1,2,"S0031",4,0.4,"holdout",21.0588031667526,21.2531851921845,0.194382025431842
"TPL_012","TPL_012_SEPARATOR_001","TPL_012_RUN_013","Contextual_Separator","none",52.6470079168816,53.1329629804612,0.485955063579604,1,2,"S0057",10,1,"holdout",52.6470079168816,53.1329629804612,0.485955063579604
"TPL_013","TPL_013_SEPARATOR_001","TPL_013_RUN_002","Contextual_Separator","none",0.689316184315184,1.27688708385388,0.587570899538696,1,2,"S0012",1,0.1,"holdout",0.0689316184315184,0.127688708385388,0.0587570899538696
"TPL_013","TPL_013_SEPARATOR_001","TPL_013_RUN_002","Contextual_Separator","none",0.689316184315184,1.27688708385388,0.587570899538696,1,2,"S0022",4,0.4,"holdout",0.275726473726074,0.510754833541552,0.235028359815478
"TPL_013","TPL_013_SEPARATOR_001","TPL_013_RUN_002","Contextual_Separator","none",0.689316184315184,1.27688708385388,0.587570899538696,1,2,"S0053",10,1,"holdout",0.689316184315184,1.27688708385388,0.587570899538696
"TPL_014","TPL_014_SEPARATOR_001","TPL_014_RUN_014","Contextual_Separator","none",48.2617304438592,48.8426435737272,0.580913129867986,1,2,"S0033",1,0.1,"holdout",4.82617304438592,4.88426435737272,0.0580913129867986
"TPL_014","TPL_014_SEPARATOR_001","TPL_014_RUN_014","Contextual_Separator","none",48.2617304438592,48.8426435737272,0.580913129867986,1,2,"S0051",4,0.4,"holdout",19.3046921775437,19.5370574294909,0.232365251947194
"TPL_014","TPL_014_SEPARATOR_001","TPL_014_RUN_014","Contextual_Separator","none",48.2617304438592,48.8426435737272,0.580913129867986,1,2,"S0019",10,1,"holdout",48.2617304438592,48.8426435737272,0.580913129867986
"TPL_015","TPL_015_SEPARATOR_001","TPL_015_RUN_013","Contextual_Separator","none",38.4923926250809,39.0692060363279,0.576813411246985,1,2,"S0013",1,0.1,"holdout",3.84923926250809,3.90692060363279,0.0576813411246985
"TPL_015","TPL_015_SEPARATOR_001","TPL_015_RUN_013","Contextual_Separator","none",38.4923926250809,39.0692060363279,0.576813411246985,1,2,"S0038",4,0.4,"holdout",15.3969570500324,15.6276824145312,0.230725364498794
"TPL_015","TPL_015_SEPARATOR_001","TPL_015_RUN_013","Contextual_Separator","none",38.4923926250809,39.0692060363279,0.576813411246985,1,2,"S0018",10,1,"holdout",38.4923926250809,39.0692060363279,0.576813411246985
"TPL_016","TPL_016_SEPARATOR_001","TPL_016_RUN_002","Contextual_Separator","none",0.449402560370917,0.991744402966405,0.542341842595488,1,2,"S0010",1,0.1,"holdout",0.0449402560370917,0.0991744402966405,0.0542341842595488
"TPL_016","TPL_016_SEPARATOR_001","TPL_016_RUN_002","Contextual_Separator","none",0.449402560370917,0.991744402966405,0.542341842595488,1,2,"S0024",4,0.4,"holdout",0.179761024148367,0.396697761186562,0.216936737038195
"TPL_016","TPL_016_SEPARATOR_001","TPL_016_RUN_002","Contextual_Separator","none",0.449402560370917,0.991744402966405,0.542341842595488,1,2,"S0060",10,1,"holdout",0.449402560370917,0.991744402966405,0.542341842595488
"TPL_017","TPL_017_SEPARATOR_001","TPL_017_RUN_003","Contextual_Separator","none",3.34885074072604,3.93144609783863,0.582595357112586,1,2,"S0005",1,0.1,"holdout",0.334885074072604,0.393144609783863,0.0582595357112587
"TPL_017","TPL_017_SEPARATOR_001","TPL_017_RUN_003","Contextual_Separator","none",3.34885074072604,3.93144609783863,0.582595357112586,1,2,"S0042",4,0.4,"holdout",1.33954029629042,1.57257843913545,0.233038142845035
"TPL_017","TPL_017_SEPARATOR_001","TPL_017_RUN_003","Contextual_Separator","none",3.34885074072604,3.93144609783863,0.582595357112586,1,2,"S0029",10,1,"holdout",3.34885074072604,3.93144609783863,0.582595357112586
"TPL_018","TPL_018_SEPARATOR_001","TPL_018_RUN_007","Contextual_Separator","none",18.7337206882789,19.362418274711,0.628697586432099,1,2,"S0023",1,0.1,"holdout",1.87337206882789,1.9362418274711,0.0628697586432099
"TPL_018","TPL_018_SEPARATOR_001","TPL_018_RUN_007","Contextual_Separator","none",18.7337206882789,19.362418274711,0.628697586432099,1,2,"S0017",4,0.4,"holdout",7.49348827531156,7.7449673098844,0.25147903457284
"TPL_018","TPL_018_SEPARATOR_001","TPL_018_RUN_007","Contextual_Separator","none",18.7337206882789,19.362418274711,0.628697586432099,1,2,"S0032",10,1,"holdout",18.7337206882789,19.362418274711,0.628697586432099
"TPL_019","TPL_019_SEPARATOR_001","TPL_019_RUN_008","Contextual_Separator","none",23.134303210656,23.6445173053805,0.510214094724506,1,2,"S0047",1,0.1,"holdout",2.3134303210656,2.36445173053805,0.0510214094724506
"TPL_019","TPL_019_SEPARATOR_001","TPL_019_RUN_008","Contextual_Separator","none",23.134303210656,23.6445173053805,0.510214094724506,1,2,"S0037",4,0.4,"holdout",9.25372128426242,9.45780692215222,0.204085637889802
"TPL_019","TPL_019_SEPARATOR_001","TPL_019_RUN_008","Contextual_Separator","none",23.134303210656,23.6445173053805,0.510214094724506,1,2,"S0025",10,1,"holdout",23.134303210656,23.6445173053805,0.510214094724506
"TPL_020","TPL_020_SEPARATOR_001","TPL_020_RUN_002","Contextual_Separator","none",0.537344407600089,1.08212154580533,0.544777138205245,1,2,"S0021",1,0.1,"holdout",0.0537344407600089,0.108212154580533,0.0544777138205245
"TPL_020","TPL_020_SEPARATOR_001","TPL_020_RUN_002","Contextual_Separator","none",0.537344407600089,1.08212154580533,0.544777138205245,1,2,"S0020",4,0.4,"holdout",0.214937763040036,0.432848618322134,0.217910855282098
"TPL_020","TPL_020_SEPARATOR_001","TPL_020_RUN_002","Contextual_Separator","none",0.537344407600089,1.08212154580533,0.544777138205245,1,2,"S0003",10,1,"holdout",0.537344407600089,1.08212154580533,0.544777138205245
