"Template_ID","Transition_ID","Boundary_u","Left_Run_ID","Right_Run_ID","Left_Descriptor","Right_Descriptor","Direct_Target_Boundary","Transition_Type","Sample_ID","Scale_Factor","B_s","Split","Boundary_s"
"TPL_001","TPL_001_TRANS_011",39.5385751659494,"TPL_001_RUN_011","TPL_001_RUN_012","Background","Burst",FALSE,"Background -> Burst","S0007",10,1,"development",39.5385751659494
"TPL_001","TPL_001_TRANS_012",45.6157773277303,"TPL_001_RUN_012","TPL_001_RUN_013","Burst","Pause:canonical",TRUE,"Burst -> Pause:canonical","S0007",10,1,"development",45.6157773277303
"TPL_001","TPL_001_TRANS_013",49.0092463815165,"TPL_001_RUN_013","TPL_001_RUN_014","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0007",10,1,"development",49.0092463815165
"TPL_002","TPL_002_TRANS_001",5.29445742582929,"TPL_002_RUN_001","TPL_002_RUN_002","Broad_HFS","Burst",TRUE,"Broad_HFS -> Burst","S0030",1,0.1,"development",0.529445742582929
"TPL_002","TPL_002_TRANS_002",5.96551545889724,"TPL_002_RUN_002","TPL_002_RUN_003","Burst","Background",FALSE,"Burst -> Background","S0030",1,0.1,"development",0.596551545889724
"TPL_002","TPL_002_TRANS_003",6.5210678712089,"TPL_002_RUN_003","TPL_002_RUN_004","Background","Burst",FALSE,"Background -> Burst","S0030",1,0.1,"development",0.65210678712089
"TPL_002","TPL_002_TRANS_004",14.0706765640248,"TPL_002_RUN_004","TPL_002_RUN_005","Burst","Background",FALSE,"Burst -> Background","S0030",1,0.1,"development",1.40706765640248
"TPL_002","TPL_002_TRANS_005",14.7896974613872,"TPL_002_RUN_005","TPL_002_RUN_006","Background","Burst",FALSE,"Background -> Burst","S0030",1,0.1,"development",1.47896974613872
"TPL_002","TPL_002_TRANS_006",20.9379864768168,"TPL_002_RUN_006","TPL_002_RUN_007","Burst","Tonic:stn_like_empirical",TRUE,"Burst -> Tonic:stn_like_empirical","S0030",1,0.1,"development",2.09379864768168
"TPL_002","TPL_002_TRANS_007",25.5492993628034,"TPL_002_RUN_007","TPL_002_RUN_008","Tonic:stn_like_empirical","Pause:canonical",TRUE,"Tonic:stn_like_empirical -> Pause:canonical","S0030",1,0.1,"development",2.55492993628034
"TPL_002","TPL_002_TRANS_008",28.9540394112827,"TPL_002_RUN_008","TPL_002_RUN_009","Pause:canonical","Background",FALSE,"Pause:canonical -> Background","S0030",1,0.1,"development",2.89540394112827
"TPL_002","TPL_002_TRANS_009",29.8047026304599,"TPL_002_RUN_009","TPL_002_RUN_010","Background","Pause:canonical",FALSE,"Background -> Pause:canonical","S0030",1,0.1,"development",2.98047026304599
"TPL_002","TPL_002_TRANS_010",33.1294997036528,"TPL_002_RUN_010","TPL_002_RUN_011","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0030",1,0.1,"development",3.31294997036528
"TPL_002","TPL_002_TRANS_011",33.9432923620078,"TPL_002_RUN_011","TPL_002_RUN_012","Burst","Contextual_Separator",TRUE,"Burst -> Contextual_Separator","S0030",1,0.1,"development",3.39432923620078
"TPL_002","TPL_002_TRANS_012",34.5681296938542,"TPL_002_RUN_012","TPL_002_RUN_013","Contextual_Separator","Burst",TRUE,"Contextual_Separator -> Burst","S0030",1,0.1,"development",3.45681296938542
"TPL_002","TPL_002_TRANS_013",35.2758776137182,"TPL_002_RUN_013","TPL_002_RUN_014","Burst","Background",FALSE,"Burst -> Background","S0030",1,0.1,"development",3.52758776137182
"TPL_002","TPL_002_TRANS_014",36.8823311774658,"TPL_002_RUN_014","TPL_002_RUN_015","Background","Tonic:generic_stress",FALSE,"Background -> Tonic:generic_stress","S0030",1,0.1,"development",3.68823311774658
"TPL_002","TPL_002_TRANS_001",5.29445742582929,"TPL_002_RUN_001","TPL_002_RUN_002","Broad_HFS","Burst",TRUE,"Broad_HFS -> Burst","S0006",4,0.4,"development",2.11778297033172
"TPL_002","TPL_002_TRANS_002",5.96551545889724,"TPL_002_RUN_002","TPL_002_RUN_003","Burst","Background",FALSE,"Burst -> Background","S0006",4,0.4,"development",2.3862061835589
"TPL_002","TPL_002_TRANS_003",6.5210678712089,"TPL_002_RUN_003","TPL_002_RUN_004","Background","Burst",FALSE,"Background -> Burst","S0006",4,0.4,"development",2.60842714848356
"TPL_002","TPL_002_TRANS_004",14.0706765640248,"TPL_002_RUN_004","TPL_002_RUN_005","Burst","Background",FALSE,"Burst -> Background","S0006",4,0.4,"development",5.62827062560993
"TPL_002","TPL_002_TRANS_005",14.7896974613872,"TPL_002_RUN_005","TPL_002_RUN_006","Background","Burst",FALSE,"Background -> Burst","S0006",4,0.4,"development",5.91587898455486
"TPL_002","TPL_002_TRANS_006",20.9379864768168,"TPL_002_RUN_006","TPL_002_RUN_007","Burst","Tonic:stn_like_empirical",TRUE,"Burst -> Tonic:stn_like_empirical","S0006",4,0.4,"development",8.37519459072671
"TPL_002","TPL_002_TRANS_007",25.5492993628034,"TPL_002_RUN_007","TPL_002_RUN_008","Tonic:stn_like_empirical","Pause:canonical",TRUE,"Tonic:stn_like_empirical -> Pause:canonical","S0006",4,0.4,"development",10.2197197451214
"TPL_002","TPL_002_TRANS_008",28.9540394112827,"TPL_002_RUN_008","TPL_002_RUN_009","Pause:canonical","Background",FALSE,"Pause:canonical -> Background","S0006",4,0.4,"development",11.5816157645131
"TPL_002","TPL_002_TRANS_009",29.8047026304599,"TPL_002_RUN_009","TPL_002_RUN_010","Background","Pause:canonical",FALSE,"Background -> Pause:canonical","S0006",4,0.4,"development",11.921881052184
"TPL_002","TPL_002_TRANS_010",33.1294997036528,"TPL_002_RUN_010","TPL_002_RUN_011","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0006",4,0.4,"development",13.2517998814611
"TPL_002","TPL_002_TRANS_011",33.9432923620078,"TPL_002_RUN_011","TPL_002_RUN_012","Burst","Contextual_Separator",TRUE,"Burst -> Contextual_Separator","S0006",4,0.4,"development",13.5773169448031
"TPL_002","TPL_002_TRANS_012",34.5681296938542,"TPL_002_RUN_012","TPL_002_RUN_013","Contextual_Separator","Burst",TRUE,"Contextual_Separator -> Burst","S0006",4,0.4,"development",13.8272518775417
"TPL_002","TPL_002_TRANS_013",35.2758776137182,"TPL_002_RUN_013","TPL_002_RUN_014","Burst","Background",FALSE,"Burst -> Background","S0006",4,0.4,"development",14.1103510454873
"TPL_002","TPL_002_TRANS_014",36.8823311774658,"TPL_002_RUN_014","TPL_002_RUN_015","Background","Tonic:generic_stress",FALSE,"Background -> Tonic:generic_stress","S0006",4,0.4,"development",14.7529324709863
"TPL_002","TPL_002_TRANS_001",5.29445742582929,"TPL_002_RUN_001","TPL_002_RUN_002","Broad_HFS","Burst",TRUE,"Broad_HFS -> Burst","S0044",10,1,"development",5.29445742582929
"TPL_002","TPL_002_TRANS_002",5.96551545889724,"TPL_002_RUN_002","TPL_002_RUN_003","Burst","Background",FALSE,"Burst -> Background","S0044",10,1,"development",5.96551545889724
"TPL_002","TPL_002_TRANS_003",6.5210678712089,"TPL_002_RUN_003","TPL_002_RUN_004","Background","Burst",FALSE,"Background -> Burst","S0044",10,1,"development",6.5210678712089
"TPL_002","TPL_002_TRANS_004",14.0706765640248,"TPL_002_RUN_004","TPL_002_RUN_005","Burst","Background",FALSE,"Burst -> Background","S0044",10,1,"development",14.0706765640248
"TPL_002","TPL_002_TRANS_005",14.7896974613872,"TPL_002_RUN_005","TPL_002_RUN_006","Background","Burst",FALSE,"Background -> Burst","S0044",10,1,"development",14.7896974613872
"TPL_002","TPL_002_TRANS_006",20.9379864768168,"TPL_002_RUN_006","TPL_002_RUN_007","Burst","Tonic:stn_like_empirical",TRUE,"Burst -> Tonic:stn_like_empirical","S0044",10,1,"development",20.9379864768168
"TPL_002","TPL_002_TRANS_007",25.5492993628034,"TPL_002_RUN_007","TPL_002_RUN_008","Tonic:stn_like_empirical","Pause:canonical",TRUE,"Tonic:stn_like_empirical -> Pause:canonical","S0044",10,1,"development",25.5492993628034
"TPL_002","TPL_002_TRANS_008",28.9540394112827,"TPL_002_RUN_008","TPL_002_RUN_009","Pause:canonical","Background",FALSE,"Pause:canonical -> Background","S0044",10,1,"development",28.9540394112827
"TPL_002","TPL_002_TRANS_009",29.8047026304599,"TPL_002_RUN_009","TPL_002_RUN_010","Background","Pause:canonical",FALSE,"Background -> Pause:canonical","S0044",10,1,"development",29.8047026304599
"TPL_002","TPL_002_TRANS_010",33.1294997036528,"TPL_002_RUN_010","TPL_002_RUN_011","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0044",10,1,"development",33.1294997036528
"TPL_002","TPL_002_TRANS_011",33.9432923620078,"TPL_002_RUN_011","TPL_002_RUN_012","Burst","Contextual_Separator",TRUE,"Burst -> Contextual_Separator","S0044",10,1,"development",33.9432923620078
"TPL_002","TPL_002_TRANS_012",34.5681296938542,"TPL_002_RUN_012","TPL_002_RUN_013","Contextual_Separator","Burst",TRUE,"Contextual_Separator -> Burst","S0044",10,1,"development",34.5681296938542
"TPL_002","TPL_002_TRANS_013",35.2758776137182,"TPL_002_RUN_013","TPL_002_RUN_014","Burst","Background",FALSE,"Burst -> Background","S0044",10,1,"development",35.2758776137182
"TPL_002","TPL_002_TRANS_014",36.8823311774658,"TPL_002_RUN_014","TPL_002_RUN_015","Background","Tonic:generic_stress",FALSE,"Background -> Tonic:generic_stress","S0044",10,1,"development",36.8823311774658
"TPL_003","TPL_003_TRANS_001",6.13691478637606,"TPL_003_RUN_001","TPL_003_RUN_002","Burst","Pause:canonical",TRUE,"Burst -> Pause:canonical","S0058",1,0.1,"development",0.613691478637606
"TPL_003","TPL_003_TRANS_002",10.9380444190986,"TPL_003_RUN_002","TPL_003_RUN_003","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0058",1,0.1,"development",1.09380444190986
"TPL_003","TPL_003_TRANS_003",19.6772632868459,"TPL_003_RUN_003","TPL_003_RUN_004","Burst","Tonic:generic_stress",TRUE,"Burst -> Tonic:generic_stress","S0058",1,0.1,"development",1.96772632868459
"TPL_003","TPL_003_TRANS_004",30.8286323828563,"TPL_003_RUN_004","TPL_003_RUN_005","Tonic:generic_stress","Pause:canonical",TRUE,"Tonic:generic_stress -> Pause:canonical","S0058",1,0.1,"development",3.08286323828563
"TPL_003","TPL_003_TRANS_005",33.8596064784505,"TPL_003_RUN_005","TPL_003_RUN_006","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0058",1,0.1,"development",3.38596064784505
"TPL_003","TPL_003_TRANS_006",34.4226938060894,"TPL_003_RUN_006","TPL_003_RUN_007","Burst","Contextual_Separator",TRUE,"Burst -> Contextual_Separator","S0058",1,0.1,"development",3.44226938060894
"TPL_003","TPL_003_TRANS_007",35.0309840098438,"TPL_003_RUN_007","TPL_003_RUN_008","Contextual_Separator","Burst",TRUE,"Contextual_Separator -> Burst","S0058",1,0.1,"development",3.50309840098438
"TPL_003","TPL_003_TRANS_008",35.7074947395661,"TPL_003_RUN_008","TPL_003_RUN_009","Burst","Burst",TRUE,"Burst -> Burst","S0058",1,0.1,"development",3.57074947395661
"TPL_003","TPL_003_TRANS_009",36.0713132367282,"TPL_003_RUN_009","TPL_003_RUN_010","Burst","Broad_HFS",TRUE,"Burst -> Broad_HFS","S0058",1,0.1,"development",3.60713132367282
"TPL_003","TPL_003_TRANS_010",40.0709380328801,"TPL_003_RUN_010","TPL_003_RUN_011","Broad_HFS","Tonic:stn_like_empirical",TRUE,"Broad_HFS -> Tonic:stn_like_empirical","S0058",1,0.1,"development",4.00709380328801
"TPL_003","TPL_003_TRANS_011",44.359583575867,"TPL_003_RUN_011","TPL_003_RUN_012","Tonic:stn_like_empirical","Pause:complex_multi_gap",TRUE,"Tonic:stn_like_empirical -> Pause:complex_multi_gap","S0058",1,0.1,"development",4.4359583575867
"TPL_003","TPL_003_TRANS_001",6.13691478637606,"TPL_003_RUN_001","TPL_003_RUN_002","Burst","Pause:canonical",TRUE,"Burst -> Pause:canonical","S0049",4,0.4,"development",2.45476591455042
"TPL_003","TPL_003_TRANS_002",10.9380444190986,"TPL_003_RUN_002","TPL_003_RUN_003","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0049",4,0.4,"development",4.37521776763946
"TPL_003","TPL_003_TRANS_003",19.6772632868459,"TPL_003_RUN_003","TPL_003_RUN_004","Burst","Tonic:generic_stress",TRUE,"Burst -> Tonic:generic_stress","S0049",4,0.4,"development",7.87090531473836
"TPL_003","TPL_003_TRANS_004",30.8286323828563,"TPL_003_RUN_004","TPL_003_RUN_005","Tonic:generic_stress","Pause:canonical",TRUE,"Tonic:generic_stress -> Pause:canonical","S0049",4,0.4,"development",12.3314529531425
"TPL_003","TPL_003_TRANS_005",33.8596064784505,"TPL_003_RUN_005","TPL_003_RUN_006","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0049",4,0.4,"development",13.5438425913802
"TPL_003","TPL_003_TRANS_006",34.4226938060894,"TPL_003_RUN_006","TPL_003_RUN_007","Burst","Contextual_Separator",TRUE,"Burst -> Contextual_Separator","S0049",4,0.4,"development",13.7690775224358
"TPL_003","TPL_003_TRANS_007",35.0309840098438,"TPL_003_RUN_007","TPL_003_RUN_008","Contextual_Separator","Burst",TRUE,"Contextual_Separator -> Burst","S0049",4,0.4,"development",14.0123936039375
"TPL_003","TPL_003_TRANS_008",35.7074947395661,"TPL_003_RUN_008","TPL_003_RUN_009","Burst","Burst",TRUE,"Burst -> Burst","S0049",4,0.4,"development",14.2829978958264
"TPL_003","TPL_003_TRANS_009",36.0713132367282,"TPL_003_RUN_009","TPL_003_RUN_010","Burst","Broad_HFS",TRUE,"Burst -> Broad_HFS","S0049",4,0.4,"development",14.4285252946913
"TPL_003","TPL_003_TRANS_010",40.0709380328801,"TPL_003_RUN_010","TPL_003_RUN_011","Broad_HFS","Tonic:stn_like_empirical",TRUE,"Broad_HFS -> Tonic:stn_like_empirical","S0049",4,0.4,"development",16.028375213152
"TPL_003","TPL_003_TRANS_011",44.359583575867,"TPL_003_RUN_011","TPL_003_RUN_012","Tonic:stn_like_empirical","Pause:complex_multi_gap",TRUE,"Tonic:stn_like_empirical -> Pause:complex_multi_gap","S0049",4,0.4,"development",17.7438334303468
"TPL_003","TPL_003_TRANS_001",6.13691478637606,"TPL_003_RUN_001","TPL_003_RUN_002","Burst","Pause:canonical",TRUE,"Burst -> Pause:canonical","S0040",10,1,"development",6.13691478637606
"TPL_003","TPL_003_TRANS_002",10.9380444190986,"TPL_003_RUN_002","TPL_003_RUN_003","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0040",10,1,"development",10.9380444190986
"TPL_003","TPL_003_TRANS_003",19.6772632868459,"TPL_003_RUN_003","TPL_003_RUN_004","Burst","Tonic:generic_stress",TRUE,"Burst -> Tonic:generic_stress","S0040",10,1,"development",19.6772632868459
"TPL_003","TPL_003_TRANS_004",30.8286323828563,"TPL_003_RUN_004","TPL_003_RUN_005","Tonic:generic_stress","Pause:canonical",TRUE,"Tonic:generic_stress -> Pause:canonical","S0040",10,1,"development",30.8286323828563
"TPL_003","TPL_003_TRANS_005",33.8596064784505,"TPL_003_RUN_005","TPL_003_RUN_006","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0040",10,1,"development",33.8596064784505
"TPL_003","TPL_003_TRANS_006",34.4226938060894,"TPL_003_RUN_006","TPL_003_RUN_007","Burst","Contextual_Separator",TRUE,"Burst -> Contextual_Separator","S0040",10,1,"development",34.4226938060894
"TPL_003","TPL_003_TRANS_007",35.0309840098438,"TPL_003_RUN_007","TPL_003_RUN_008","Contextual_Separator","Burst",TRUE,"Contextual_Separator -> Burst","S0040",10,1,"development",35.0309840098438
"TPL_003","TPL_003_TRANS_008",35.7074947395661,"TPL_003_RUN_008","TPL_003_RUN_009","Burst","Burst",TRUE,"Burst -> Burst","S0040",10,1,"development",35.7074947395661
"TPL_003","TPL_003_TRANS_009",36.0713132367282,"TPL_003_RUN_009","TPL_003_RUN_010","Burst","Broad_HFS",TRUE,"Burst -> Broad_HFS","S0040",10,1,"development",36.0713132367282
"TPL_003","TPL_003_TRANS_010",40.0709380328801,"TPL_003_RUN_010","TPL_003_RUN_011","Broad_HFS","Tonic:stn_like_empirical",TRUE,"Broad_HFS -> Tonic:stn_like_empirical","S0040",10,1,"development",40.0709380328801
"TPL_003","TPL_003_TRANS_011",44.359583575867,"TPL_003_RUN_011","TPL_003_RUN_012","Tonic:stn_like_empirical","Pause:complex_multi_gap",TRUE,"Tonic:stn_like_empirical -> Pause:complex_multi_gap","S0040",10,1,"development",44.359583575867
"TPL_004","TPL_004_TRANS_001",6.62192629420036,"TPL_004_RUN_001","TPL_004_RUN_002","Broad_HFS","Burst",TRUE,"Broad_HFS -> Burst","S0011",1,0.1,"development",0.662192629420036
"TPL_004","TPL_004_TRANS_002",6.98518688720264,"TPL_004_RUN_002","TPL_004_RUN_003","Burst","Burst",TRUE,"Burst -> Burst","S0011",1,0.1,"development",0.698518688720264
"TPL_004","TPL_004_TRANS_003",12.1743442402968,"TPL_004_RUN_003","TPL_004_RUN_004","Burst","Pause:canonical",TRUE,"Burst -> Pause:canonical","S0011",1,0.1,"development",1.21743442402968
"TPL_004","TPL_004_TRANS_004",15.283865708653,"TPL_004_RUN_004","TPL_004_RUN_005","Pause:canonical","Burst",TRUE,"Pause:canonical -> Burst","S0011",1,0.1,"development",1.5283865708653
"TPL_004","TPL_004_TRANS_005",23.338562647794,"TPL_004_RUN_005","TPL_004_RUN_006","Burst","Background",FALSE,"Burst -> Background","S0011",1,0.1,"development",2.3338562647794
"TPL_004","TPL_004_TRANS_006",24.8397156610165,"TPL_004_RUN_006","TPL_004_RUN_007","Background","Burst",FALSE,"Background -> Burst","S0011",1,0.1,"development",2.48397156610165
"TPL_004","TPL_004_TRANS_007",25.6417785721609,"TPL_004_RUN_007","TPL_004_RUN_008","Burst","Contextual_Separator",TRUE,"Burst -> Contextual_Separator","S0011",1,0.1,"development",2.56417785721609
"TPL_004","TPL_004_TRANS_008",26.1615497471542,"TPL_004_RUN_008","TPL_004_RUN_009","Contextual_Separator","Burst",TRUE,"Contextual_Separator -> Burst","S0011",1,0.1,"development",2.61615497471542
"TPL_004","TPL_004_TRANS_009",26.9786898147968,"TPL_004_RUN_009","TPL_004_RUN_010","Burst","Tonic:generic_stress",TRUE,"Burst -> Tonic:generic_stress","S0011",1,0.1,"development",2.69786898147968
"TPL_004","TPL_004_TRANS_010",37.8543939744818,"TPL_004_RUN_010","TPL_004_RUN_011","Tonic:generic_stress","Background",FALSE,"Tonic:generic_stress -> Background","S0011",1,0.1,"development",3.78543939744818
"TPL_004","TPL_004_TRANS_011",38.1331452203039,"TPL_004_RUN_011","TPL_004_RUN_012","Background","Tonic:stn_like_empirical",FALSE,"Background -> Tonic:stn_like_empirical","S0011",1,0.1,"development",3.81331452203039
"TPL_004","TPL_004_TRANS_012",44.4831906735202,"TPL_004_RUN_012","TPL_004_RUN_013","Tonic:stn_like_empirical","Pause:canonical",TRUE,"Tonic:stn_like_empirical -> Pause:canonical","S0011",1,0.1,"development",4.44831906735202
"TPL_004","TPL_004_TRANS_001",6.62192629420036,"TPL_004_RUN_001","TPL_004_RUN_002","Broad_HFS","Burst",TRUE,"Broad_HFS -> Burst","S0014",4,0.4,"development",2.64877051768014
"TPL_004","TPL_004_TRANS_002",6.98518688720264,"TPL_004_RUN_002","TPL_004_RUN_003","Burst","Burst",TRUE,"Burst -> Burst","S0014",4,0.4,"development",2.79407475488105
"TPL_004","TPL_004_TRANS_003",12.1743442402968,"TPL_004_RUN_003","TPL_004_RUN_004","Burst","Pause:canonical",TRUE,"Burst -> Pause:canonical","S0014",4,0.4,"development",4.86973769611872
