"Phenotype_Evidence_ID","Template_ID","Candidate_Origin","Mechanism_Event_ID","State_Envelope_ID","Start_Interval_Index","End_Interval_Index","Start_u","End_u","N_ISIs","N_Spikes","Duration_u","Internal_Median_ISI_u","Flank_Median_ISI_u","Median_Contrast","Mean_Rate_Ratio","Internal_CV","Compactness","Evidence_Score","Phenotype_Label","Ambiguity_Reason","Mechanism_Estimand_Role","Phenotype_Estimand_Eligibility","Sample_ID","Scale_Factor","B_s","Split","Start_s","End_s","Duration_s","Internal_Median_ISI_s","Flank_Median_ISI_s"
"PHENO_0011","TPL_003","injected_rate_pulse","TPL_003_EVENT_001","none",16,18,3.56149356534955,3.72754494925588,3,4,0.166051383906334,0.0565001069448408,0.277642714822772,4.91402104944377,5.397452906259,0.191377518879271,0.219385706377688,3.15992923789093,"no_burst_evidence","none","injected_burst","eligible","S0058",1,0.1,"development",0.356149356534955,0.372754494925589,0.0166051383906334,0.00565001069448408,0.0277642714822772
"PHENO_0012","TPL_003","injected_rate_pulse","TPL_003_EVENT_003","none",41,46,14.9789357402461,15.303255809875,6,7,0.324320069628844,0.053681421777029,0.250911139209682,4.67407775173813,4.1721628759278,0.191397782824485,0.234505851378001,4.11516011674858,"clear_burst_like","none","injected_burst","eligible","S0058",1,0.1,"development",1.49789357402461,1.5303255809875,0.0324320069628844,0.0053681421777029,0.0250911139209682
"PHENO_0013","TPL_003","injected_rate_pulse","TPL_003_EVENT_005","none",76,81,33.8596064784505,34.4226938060894,6,7,0.563087327638944,0.0895858509462492,0.612182185118008,6.83346955631769,8.55001507175908,0.311488542135574,0.192261865288432,5.21284348255244,"clear_burst_like","none","injected_burst","eligible","S0058",1,0.1,"development",3.38596064784505,3.44226938060894,0.0563087327638944,0.00895858509462492,0.0612182185118008
"PHENO_0014","TPL_003","injected_rate_pulse","TPL_003_EVENT_006","none",83,86,35.0309840098438,35.7074947395661,4,5,0.676510729722308,0.144397998657431,0.0736167336315467,0.509818240668244,0.864430486542075,0.434462562939266,2.44578736095347,-1.42726936804673,"no_burst_evidence","none","injected_burst","eligible","S0058",1,0.1,"development",3.50309840098438,3.57074947395661,0.0676510729722308,0.0144397998657431,0.00736167336315468
"PHENO_0015","TPL_003","injected_rate_pulse","TPL_003_EVENT_007","none",87,91,35.7074947395661,36.0713132367282,5,6,0.363818497162096,0.0637256198053964,0.144397998657431,2.26593321647384,2.04848639179539,0.320420933391305,0.567763537412932,1.97630704434326,"no_burst_evidence","none","injected_burst","eligible","S0058",1,0.1,"development",3.57074947395661,3.60713132367282,0.0363818497162096,0.00637256198053964,0.0144397998657431
"PHENO_0103","TPL_003","null_model_burst_like_excursion","none","TPL_003_STATE_004",93,95,36.272096907893,36.5872460918379,3,4,0.315149183944885,0.0817344018099567,0.245021819340668,2.9977807864842,2.28356364344757,0.486610889682241,0.500778427219595,2.05934378123606,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible","S0058",1,0.1,"development",3.6272096907893,3.65872460918379,0.0315149183944885,0.00817344018099567,0.0245021819340668
"PHENO_0011","TPL_003","injected_rate_pulse","TPL_003_EVENT_001","none",16,18,3.56149356534955,3.72754494925588,3,4,0.166051383906334,0.0565001069448408,0.277642714822772,4.91402104944377,5.397452906259,0.191377518879271,0.219385706377688,3.15992923789093,"no_burst_evidence","none","injected_burst","eligible","S0049",4,0.4,"development",1.42459742613982,1.49101797970235,0.0664205535625337,0.0226000427779363,0.111057085929109
"PHENO_0012","TPL_003","injected_rate_pulse","TPL_003_EVENT_003","none",41,46,14.9789357402461,15.303255809875,6,7,0.324320069628844,0.053681421777029,0.250911139209682,4.67407775173813,4.1721628759278,0.191397782824485,0.234505851378001,4.11516011674858,"clear_burst_like","none","injected_burst","eligible","S0049",4,0.4,"development",5.99157429609844,6.12130232394998,0.129728027851538,0.0214725687108116,0.100364455683873
"PHENO_0013","TPL_003","injected_rate_pulse","TPL_003_EVENT_005","none",76,81,33.8596064784505,34.4226938060894,6,7,0.563087327638944,0.0895858509462492,0.612182185118008,6.83346955631769,8.55001507175908,0.311488542135574,0.192261865288432,5.21284348255244,"clear_burst_like","none","injected_burst","eligible","S0049",4,0.4,"development",13.5438425913802,13.7690775224358,0.225234931055577,0.0358343403784997,0.244872874047203
"PHENO_0014","TPL_003","injected_rate_pulse","TPL_003_EVENT_006","none",83,86,35.0309840098438,35.7074947395661,4,5,0.676510729722308,0.144397998657431,0.0736167336315467,0.509818240668244,0.864430486542075,0.434462562939266,2.44578736095347,-1.42726936804673,"no_burst_evidence","none","injected_burst","eligible","S0049",4,0.4,"development",14.0123936039375,14.2829978958264,0.270604291888923,0.0577591994629723,0.0294466934526187
"PHENO_0015","TPL_003","injected_rate_pulse","TPL_003_EVENT_007","none",87,91,35.7074947395661,36.0713132367282,5,6,0.363818497162096,0.0637256198053964,0.144397998657431,2.26593321647384,2.04848639179539,0.320420933391305,0.567763537412932,1.97630704434326,"no_burst_evidence","none","injected_burst","eligible","S0049",4,0.4,"development",14.2829978958264,14.4285252946913,0.145527398864838,0.0254902479221586,0.0577591994629723
"PHENO_0103","TPL_003","null_model_burst_like_excursion","none","TPL_003_STATE_004",93,95,36.272096907893,36.5872460918379,3,4,0.315149183944885,0.0817344018099567,0.245021819340668,2.9977807864842,2.28356364344757,0.486610889682241,0.500778427219595,2.05934378123606,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible","S0049",4,0.4,"development",14.5088387631572,14.6348984367351,0.126059673577954,0.0326937607239827,0.0980087277362672
"PHENO_0011","TPL_003","injected_rate_pulse","TPL_003_EVENT_001","none",16,18,3.56149356534955,3.72754494925588,3,4,0.166051383906334,0.0565001069448408,0.277642714822772,4.91402104944377,5.397452906259,0.191377518879271,0.219385706377688,3.15992923789093,"no_burst_evidence","none","injected_burst","eligible","S0040",10,1,"development",3.56149356534955,3.72754494925588,0.166051383906334,0.0565001069448408,0.277642714822772
"PHENO_0012","TPL_003","injected_rate_pulse","TPL_003_EVENT_003","none",41,46,14.9789357402461,15.303255809875,6,7,0.324320069628844,0.053681421777029,0.250911139209682,4.67407775173813,4.1721628759278,0.191397782824485,0.234505851378001,4.11516011674858,"clear_burst_like","none","injected_burst","eligible","S0040",10,1,"development",14.9789357402461,15.303255809875,0.324320069628844,0.053681421777029,0.250911139209682
"PHENO_0013","TPL_003","injected_rate_pulse","TPL_003_EVENT_005","none",76,81,33.8596064784505,34.4226938060894,6,7,0.563087327638944,0.0895858509462492,0.612182185118008,6.83346955631769,8.55001507175908,0.311488542135574,0.192261865288432,5.21284348255244,"clear_burst_like","none","injected_burst","eligible","S0040",10,1,"development",33.8596064784505,34.4226938060894,0.563087327638944,0.0895858509462492,0.612182185118008
"PHENO_0014","TPL_003","injected_rate_pulse","TPL_003_EVENT_006","none",83,86,35.0309840098438,35.7074947395661,4,5,0.676510729722308,0.144397998657431,0.0736167336315467,0.509818240668244,0.864430486542075,0.434462562939266,2.44578736095347,-1.42726936804673,"no_burst_evidence","none","injected_burst","eligible","S0040",10,1,"development",35.0309840098438,35.7074947395661,0.676510729722308,0.144397998657431,0.0736167336315467
"PHENO_0015","TPL_003","injected_rate_pulse","TPL_003_EVENT_007","none",87,91,35.7074947395661,36.0713132367282,5,6,0.363818497162096,0.0637256198053964,0.144397998657431,2.26593321647384,2.04848639179539,0.320420933391305,0.567763537412932,1.97630704434326,"no_burst_evidence","none","injected_burst","eligible","S0040",10,1,"development",35.7074947395661,36.0713132367282,0.363818497162096,0.0637256198053964,0.144397998657431
"PHENO_0103","TPL_003","null_model_burst_like_excursion","none","TPL_003_STATE_004",93,95,36.272096907893,36.5872460918379,3,4,0.315149183944885,0.0817344018099567,0.245021819340668,2.9977807864842,2.28356364344757,0.486610889682241,0.500778427219595,2.05934378123606,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible","S0040",10,1,"development",36.272096907893,36.5872460918379,0.315149183944885,0.0817344018099567,0.245021819340668
"PHENO_0016","TPL_004","injected_rate_pulse","TPL_004_EVENT_001","none",32,34,6.62192629420036,6.98518688720264,3,4,0.363260593002274,0.145303084723886,0.160545294535699,1.10489942344154,1.24835564204177,0.533520502501097,0.982231742211622,0.17488428495942,"no_burst_evidence","none","injected_burst","eligible","S0011",1,0.1,"development",0.662192629420036,0.698518688720264,0.0363260593002274,0.0145303084723886,0.0160545294535699
"PHENO_0017","TPL_004","injected_rate_pulse","TPL_004_EVENT_002","none",44,51,8.46226527046276,8.86089694805256,8,9,0.398631677589805,0.0488500688090024,0.173043080750391,3.54233033789508,3.72466018144984,0.324381913770775,0.317621663473897,3.87365734386862,"ambiguous_burst_like","score_between_pre_frozen_gamma_null_guard_bands","injected_burst","exclude_primary_include_sensitivity","S0011",1,0.1,"development",0.846226527046276,0.886089694805256,0.0398631677589805,0.00488500688090025,0.0173043080750391
"PHENO_0018","TPL_004","injected_rate_pulse","TPL_004_EVENT_004","none",82,88,19.2485018449803,19.6835422944893,7,8,0.43504044950899,0.06166747505823,0.341845045477383,5.54336050170034,4.66986571354518,0.190075871941104,0.197237578946306,4.89739108319681,"clear_burst_like","none","injected_burst","eligible","S0011",1,0.1,"development",1.92485018449803,1.96835422944893,0.043504044950899,0.006166747505823,0.0341845045477383
"PHENO_0019","TPL_004","injected_rate_pulse","TPL_004_EVENT_005","none",104,110,24.8397156610165,25.6417785721609,7,8,0.802062911144312,0.092994015423618,0.255543346050446,2.74795474618838,3.25503018996874,0.407189697253187,0.464614157643607,2.92880740310223,"no_burst_evidence","none","injected_burst","eligible","S0011",1,0.1,"development",2.48397156610165,2.56417785721609,0.0802062911144312,0.0092994015423618,0.0255543346050446
"PHENO_0020","TPL_004","injected_rate_pulse","TPL_004_EVENT_006","none",112,119,26.1615497471542,26.9786898147968,8,9,0.817140067642592,0.0811950600086462,0.731567581845842,9.01000112282619,6.11352561600709,0.388699275853112,0.185547207326058,6.63158687841123,"clear_burst_like","none","injected_burst","eligible","S0011",1,0.1,"development",2.61615497471542,2.69786898147968,0.0817140067642592,0.00811950600086462,0.0731567581845843
"PHENO_0104","TPL_004","null_model_burst_like_excursion","none","TPL_004_STATE_001",8,11,1.8248742500024,2.47272316119507,4,5,0.64784891119267,0.146988141290779,0.231782733231876,1.57688049659294,1.39134709717805,0.47703675193281,0.805628463104022,0.945761480245904,"no_burst_evidence","none","mechanism_negative_null_excursion_audit","eligible","S0011",1,0.1,"development",0.18248742500024,0.247272316119507,0.064784891119267,0.0146988141290779,0.0231782733231876
"PHENO_0016","TPL_004","injected_rate_pulse","TPL_004_EVENT_001","none",32,34,6.62192629420036,6.98518688720264,3,4,0.363260593002274,0.145303084723886,0.160545294535699,1.10489942344154,1.24835564204177,0.533520502501097,0.982231742211622,0.17488428495942,"no_burst_evidence","none","injected_burst","eligible","S0014",4,0.4,"development",2.64877051768014,2.79407475488105,0.14530423720091,0.0581212338895543,0.0642181178142797
"PHENO_0017","TPL_004","injected_rate_pulse","TPL_004_EVENT_002","none",44,51,8.46226527046276,8.86089694805256,8,9,0.398631677589805,0.0488500688090024,0.173043080750391,3.54233033789508,3.72466018144984,0.324381913770775,0.317621663473897,3.87365734386862,"ambiguous_burst_like","score_between_pre_frozen_gamma_null_guard_bands","injected_burst","exclude_primary_include_sensitivity","S0014",4,0.4,"development",3.3849061081851,3.54435877922103,0.159452671035922,0.019540027523601,0.0692172323001565
"PHENO_0018","TPL_004","injected_rate_pulse","TPL_004_EVENT_004","none",82,88,19.2485018449803,19.6835422944893,7,8,0.43504044950899,0.06166747505823,0.341845045477383,5.54336050170034,4.66986571354518,0.190075871941104,0.197237578946306,4.89739108319681,"clear_burst_like","none","injected_burst","eligible","S0014",4,0.4,"development",7.69940073799213,7.87341691779572,0.174016179803596,0.024666990023292,0.136738018190953
