"Template_ID","Event_ID","Run_ID","State_Envelope_ID","Event_Label","Pause_Subtype","Event_Context","Latent_Pulse_ID","Latent_Start_u","Latent_End_u","Latent_Duration_u","Realized_Start_u","Realized_End_u","Realized_Duration_u","Realized_Left_Spike_Index","Realized_Right_Spike_Index","N_Realized_Spikes","N_Realized_ISIs","Rate_Multiplier","Pulse_Strength_Stratum","Frozen_Target_Spikes","Burst_Quota_ID","Is_Four_Spike_Boundary","Composite_HFS_Regime_ID","Boundary_Definition","Phenotype_Evidence_ID","Phenotype_Label","Phenotype_Evidence_Score","Phenotype_Evaluation_Eligibility","Sample_ID","Scale_Factor","B_s","Split","Latent_Start_s","Latent_End_s","Latent_Duration_s","Realized_Start_s","Realized_End_s","Realized_Duration_s"
"TPL_001","TPL_001_EVENT_002","TPL_001_RUN_004","none","Burst","none","standalone_burst","TPL_001_PULSE_001",17.5290901892233,18.1322660146006,0.603175825377225,17.6424763036408,18.0571513647342,0.414675061093327,17,20,4,3,5.35743358568288,"weak",4,"BQ_001",TRUE,"none","first_to_last_pulse_exposed_spike","PHENO_0001","no_burst_evidence",3.26831591021827,"eligible","S0007",10,1,"development",17.5290901892233,18.1322660146006,0.603175825377225,17.6424763036408,18.0571513647342,0.414675061093327
"TPL_001","TPL_001_EVENT_003","TPL_001_RUN_006","none","Burst","none","standalone_burst","TPL_001_PULSE_002",18.5904656544338,19.1103297313841,0.519864076950302,18.619507071622,19.0748320227762,0.455324951154239,21,25,5,4,6.0342286353698,"moderate",5,"BQ_002",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0002","no_burst_evidence",2.87531291158691,"eligible","S0007",10,1,"development",18.5904656544338,19.1103297313841,0.519864076950302,18.619507071622,19.0748320227762,0.455324951154239
"TPL_001","TPL_001_EVENT_004","TPL_001_RUN_008","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,25.9081149121717,32.3424937257514,6.43437881357968,41,44,4,3,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0007",10,1,"development",,,,25.9081149121717,32.3424937257514,6.43437881357968
"TPL_001","TPL_001_EVENT_005","TPL_001_RUN_009","none","Burst","none","standalone_burst","TPL_001_PULSE_003",32.3414327435927,32.8139420215378,0.472509277945107,32.3424937257514,32.8102865536165,0.467792827865154,44,49,6,5,10.2702716542408,"strong",6,"BQ_003",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0003","ambiguous_burst_like",3.53191099003382,"exclude_primary_include_sensitivity","S0007",10,1,"development",32.3414327435927,32.8139420215378,0.472509277945107,32.3424937257514,32.8102865536165,0.467792827865154
"TPL_001","TPL_001_EVENT_006","TPL_001_RUN_012","TPL_001_STATE_004","Burst","none","burst_in_hfs","TPL_001_PULSE_004",42.2092920712976,42.8010127079747,0.591720636677074,42.249477652562,42.7665042080916,0.517026555529654,87,95,9,8,4.55838606273755,"weak",9,"BQ_061",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0004","clear_burst_like",4.3526031282531,"eligible","S0007",10,1,"development",42.2092920712976,42.8010127079747,0.591720636677074,42.249477652562,42.7665042080916,0.517026555529654
"TPL_001","TPL_001_EVENT_007","TPL_001_RUN_013","none","Pause","canonical","canonical","none",,,,45.6157773277303,49.0092463815165,3.39346905378625,108,109,2,1,,"none",,"none",FALSE,"TPL_001_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0007",10,1,"development",,,,45.6157773277303,49.0092463815165,3.39346905378625
"TPL_001","TPL_001_EVENT_008","TPL_001_RUN_014","TPL_001_STATE_005","Burst","none","burst_in_hfs","TPL_001_PULSE_005",50.6787325683884,51.0065537040109,0.327821135622521,50.7372738245077,50.9479075112092,0.210633686701435,116,120,5,4,5.95542324427515,"moderate",5,"BQ_062",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0005","ambiguous_burst_like",3.55303365881386,"exclude_primary_include_sensitivity","S0007",10,1,"development",50.6787325683884,51.0065537040109,0.327821135622521,50.7372738245077,50.9479075112092,0.210633686701435
"TPL_002","TPL_002_EVENT_001","TPL_002_RUN_002","none","Burst","none","standalone_burst","TPL_002_PULSE_001",5.26106920484713,6.07243288698265,0.811363682135517,5.29445742582929,5.96551545889724,0.671058033067951,29,35,7,6,5.07070069818292,"weak",7,"BQ_004",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0006","no_burst_evidence",2.01314161853197,"eligible","S0030",1,0.1,"development",0.526106920484713,0.607243288698265,0.0811363682135517,0.529445742582929,0.596551545889724,0.0671058033067952
"TPL_002","TPL_002_EVENT_002","TPL_002_RUN_004","TPL_002_STATE_002","Burst","none","burst_in_hfs","TPL_002_PULSE_002",10.7346506139404,11.0009339637161,0.266283349775659,10.7410217365759,10.9459106462672,0.204888909691267,54,59,6,5,10.1030308818445,"strong",6,"BQ_064",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0007","clear_burst_like",4.19096445153771,"eligible","S0030",1,0.1,"development",1.07346506139404,1.10009339637161,0.0266283349775659,1.07410217365759,1.09459106462672,0.0204888909691267
"TPL_002","TPL_002_EVENT_003","TPL_002_RUN_006","TPL_002_STATE_003","Burst","none","burst_in_hfs","TPL_002_PULSE_003",18.363751279016,18.631736235803,0.267984956786961,18.4050742583374,18.5616636354884,0.156589377150944,88,91,4,3,5.41597835882567,"weak",4,"BQ_063",TRUE,"none","first_to_last_pulse_exposed_spike","PHENO_0008","no_burst_evidence",2.31511129416181,"eligible","S0030",1,0.1,"development",1.8363751279016,1.8631736235803,0.0267984956786961,1.84050742583374,1.85616636354884,0.0156589377150944
"TPL_002","TPL_002_EVENT_004","TPL_002_RUN_008","none","Pause","canonical","canonical","none",,,,25.5492993628034,28.9540394112827,3.40474004847929,112,113,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0030",1,0.1,"development",,,,2.55492993628034,2.89540394112827,0.340474004847929
"TPL_002","TPL_002_EVENT_005","TPL_002_RUN_010","none","Pause","canonical","canonical","none",,,,29.8047026304599,33.1294997036528,3.3247970731929,116,117,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0030",1,0.1,"development",,,,2.98047026304599,3.31294997036528,0.33247970731929
"TPL_002","TPL_002_EVENT_006","TPL_002_RUN_011","none","Burst","none","standalone_burst","TPL_002_PULSE_004",33.0698909133056,33.9698909133056,0.899999999999999,33.1294997036528,33.9432923620078,0.813792658355069,117,124,8,7,5.92605488211848,"moderate",8,"BQ_005",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0009","no_burst_evidence",2.283345100255,"eligible","S0030",1,0.1,"development",3.30698909133056,3.39698909133056,0.0899999999999999,3.31294997036528,3.39432923620078,0.081379265835507
"TPL_002","TPL_002_EVENT_007","TPL_002_RUN_013","none","Burst","none","standalone_burst","TPL_002_PULSE_005",34.5162333717982,35.293684300451,0.77745092865279,34.5681296938542,35.2758776137182,0.707747919863991,125,133,9,8,9.37897742167115,"strong",9,"BQ_006",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0010","clear_burst_like",5.17507829355268,"eligible","S0030",1,0.1,"development",3.45162333717982,3.5293684300451,0.077745092865279,3.45681296938542,3.52758776137182,0.0707747919863991
"TPL_002","TPL_002_EVENT_001","TPL_002_RUN_002","none","Burst","none","standalone_burst","TPL_002_PULSE_001",5.26106920484713,6.07243288698265,0.811363682135517,5.29445742582929,5.96551545889724,0.671058033067951,29,35,7,6,5.07070069818292,"weak",7,"BQ_004",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0006","no_burst_evidence",2.01314161853197,"eligible","S0006",4,0.4,"development",2.10442768193885,2.42897315479306,0.324545472854207,2.11778297033172,2.3862061835589,0.268423213227181
"TPL_002","TPL_002_EVENT_002","TPL_002_RUN_004","TPL_002_STATE_002","Burst","none","burst_in_hfs","TPL_002_PULSE_002",10.7346506139404,11.0009339637161,0.266283349775659,10.7410217365759,10.9459106462672,0.204888909691267,54,59,6,5,10.1030308818445,"strong",6,"BQ_064",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0007","clear_burst_like",4.19096445153771,"eligible","S0006",4,0.4,"development",4.29386024557617,4.40037358548644,0.106513339910263,4.29640869463036,4.37836425850687,0.0819555638765067
"TPL_002","TPL_002_EVENT_003","TPL_002_RUN_006","TPL_002_STATE_003","Burst","none","burst_in_hfs","TPL_002_PULSE_003",18.363751279016,18.631736235803,0.267984956786961,18.4050742583374,18.5616636354884,0.156589377150944,88,91,4,3,5.41597835882567,"weak",4,"BQ_063",TRUE,"none","first_to_last_pulse_exposed_spike","PHENO_0008","no_burst_evidence",2.31511129416181,"eligible","S0006",4,0.4,"development",7.34550051160642,7.4526944943212,0.107193982714784,7.36202970333497,7.42466545419534,0.0626357508603775
"TPL_002","TPL_002_EVENT_004","TPL_002_RUN_008","none","Pause","canonical","canonical","none",,,,25.5492993628034,28.9540394112827,3.40474004847929,112,113,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0006",4,0.4,"development",,,,10.2197197451214,11.5816157645131,1.36189601939172
"TPL_002","TPL_002_EVENT_005","TPL_002_RUN_010","none","Pause","canonical","canonical","none",,,,29.8047026304599,33.1294997036528,3.3247970731929,116,117,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0006",4,0.4,"development",,,,11.921881052184,13.2517998814611,1.32991882927716
"TPL_002","TPL_002_EVENT_006","TPL_002_RUN_011","none","Burst","none","standalone_burst","TPL_002_PULSE_004",33.0698909133056,33.9698909133056,0.899999999999999,33.1294997036528,33.9432923620078,0.813792658355069,117,124,8,7,5.92605488211848,"moderate",8,"BQ_005",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0009","no_burst_evidence",2.283345100255,"eligible","S0006",4,0.4,"development",13.2279563653222,13.5879563653222,0.359999999999999,13.2517998814611,13.5773169448031,0.325517063342028
"TPL_002","TPL_002_EVENT_007","TPL_002_RUN_013","none","Burst","none","standalone_burst","TPL_002_PULSE_005",34.5162333717982,35.293684300451,0.77745092865279,34.5681296938542,35.2758776137182,0.707747919863991,125,133,9,8,9.37897742167115,"strong",9,"BQ_006",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0010","clear_burst_like",5.17507829355268,"eligible","S0006",4,0.4,"development",13.8064933487193,14.1174737201804,0.310980371461116,13.8272518775417,14.1103510454873,0.283099167945596
"TPL_002","TPL_002_EVENT_001","TPL_002_RUN_002","none","Burst","none","standalone_burst","TPL_002_PULSE_001",5.26106920484713,6.07243288698265,0.811363682135517,5.29445742582929,5.96551545889724,0.671058033067951,29,35,7,6,5.07070069818292,"weak",7,"BQ_004",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0006","no_burst_evidence",2.01314161853197,"eligible","S0044",10,1,"development",5.26106920484713,6.07243288698265,0.811363682135517,5.29445742582929,5.96551545889724,0.671058033067951
"TPL_002","TPL_002_EVENT_002","TPL_002_RUN_004","TPL_002_STATE_002","Burst","none","burst_in_hfs","TPL_002_PULSE_002",10.7346506139404,11.0009339637161,0.266283349775659,10.7410217365759,10.9459106462672,0.204888909691267,54,59,6,5,10.1030308818445,"strong",6,"BQ_064",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0007","clear_burst_like",4.19096445153771,"eligible","S0044",10,1,"development",10.7346506139404,11.0009339637161,0.266283349775659,10.7410217365759,10.9459106462672,0.204888909691267
"TPL_002","TPL_002_EVENT_003","TPL_002_RUN_006","TPL_002_STATE_003","Burst","none","burst_in_hfs","TPL_002_PULSE_003",18.363751279016,18.631736235803,0.267984956786961,18.4050742583374,18.5616636354884,0.156589377150944,88,91,4,3,5.41597835882567,"weak",4,"BQ_063",TRUE,"none","first_to_last_pulse_exposed_spike","PHENO_0008","no_burst_evidence",2.31511129416181,"eligible","S0044",10,1,"development",18.363751279016,18.631736235803,0.267984956786961,18.4050742583374,18.5616636354884,0.156589377150944
"TPL_002","TPL_002_EVENT_004","TPL_002_RUN_008","none","Pause","canonical","canonical","none",,,,25.5492993628034,28.9540394112827,3.40474004847929,112,113,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0044",10,1,"development",,,,25.5492993628034,28.9540394112827,3.40474004847929
"TPL_002","TPL_002_EVENT_005","TPL_002_RUN_010","none","Pause","canonical","canonical","none",,,,29.8047026304599,33.1294997036528,3.3247970731929,116,117,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0044",10,1,"development",,,,29.8047026304599,33.1294997036528,3.3247970731929
"TPL_002","TPL_002_EVENT_006","TPL_002_RUN_011","none","Burst","none","standalone_burst","TPL_002_PULSE_004",33.0698909133056,33.9698909133056,0.899999999999999,33.1294997036528,33.9432923620078,0.813792658355069,117,124,8,7,5.92605488211848,"moderate",8,"BQ_005",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0009","no_burst_evidence",2.283345100255,"eligible","S0044",10,1,"development",33.0698909133056,33.9698909133056,0.899999999999999,33.1294997036528,33.9432923620078,0.813792658355069
"TPL_002","TPL_002_EVENT_007","TPL_002_RUN_013","none","Burst","none","standalone_burst","TPL_002_PULSE_005",34.5162333717982,35.293684300451,0.77745092865279,34.5681296938542,35.2758776137182,0.707747919863991,125,133,9,8,9.37897742167115,"strong",9,"BQ_006",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0010","clear_burst_like",5.17507829355268,"eligible","S0044",10,1,"development",34.5162333717982,35.293684300451,0.77745092865279,34.5681296938542,35.2758776137182,0.707747919863991
"TPL_003","TPL_003_EVENT_001","TPL_003_RUN_001","TPL_003_STATE_001","Burst","none","burst_in_hfs","TPL_003_PULSE_001",3.52560998258185,3.73291441853463,0.207304435952777,3.56149356534955,3.72754494925588,0.166051383906334,16,19,4,3,6.69037245691288,"moderate",4,"BQ_065",TRUE,"none","first_to_last_pulse_exposed_spike","PHENO_0011","no_burst_evidence",3.15992923789093,"eligible","S0058",1,0.1,"development",0.352560998258185,0.373291441853463,0.0207304435952777,0.356149356534955,0.372754494925589,0.0166051383906334
"TPL_003","TPL_003_EVENT_002","TPL_003_RUN_002","none","Pause","canonical","canonical","none",,,,6.13691478637606,10.9380444190986,4.80112963272259,27,28,2,1,,"none",,"none",FALSE,"TPL_003_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0058",1,0.1,"development",,,,0.613691478637606,1.09380444190986,0.480112963272259
"TPL_003","TPL_003_EVENT_003","TPL_003_RUN_003","TPL_003_STATE_002","Burst","none","burst_in_hfs","TPL_003_PULSE_002",14.9519201571584,15.3540944073332,0.402174250174832,14.9789357402461,15.303255809875,0.324320069628843,41,47,7,6,8.31034069694579,"strong",7,"BQ_066",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0012","clear_burst_like",4.11516011674858,"eligible","S0058",1,0.1,"development",1.49519201571584,1.53540944073332,0.0402174250174832,1.49789357402461,1.5303255809875,0.0324320069628843
"TPL_003","TPL_003_EVENT_004","TPL_003_RUN_005","none","Pause","canonical","canonical","none",,,,30.8286323828563,33.8596064784505,3.03097409559414,75,76,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0058",1,0.1,"development",,,,3.08286323828563,3.38596064784505,0.303097409559414
"TPL_003","TPL_003_EVENT_005","TPL_003_RUN_006","none","Burst","none","standalone_burst","TPL_003_PULSE_003",33.8122868106499,34.4926362146827,0.680349404032825,33.8596064784505,34.4226938060894,0.563087327638947,76,82,7,6,8.93043125327677,"strong",7,"BQ_009",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0013","clear_burst_like",5.21284348255244,"eligible","S0058",1,0.1,"development",3.38122868106499,3.44926362146827,0.0680349404032825,3.38596064784505,3.44226938060894,0.0563087327638947
"TPL_003","TPL_003_EVENT_006","TPL_003_RUN_008","none","Burst","none","standalone_burst","TPL_003_PULSE_004",35.0232298825164,35.8954168675046,0.872186984988176,35.0309840098438,35.7074947395661,0.67651072972231,83,87,5,4,4.54964339826256,"weak",5,"BQ_007",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0014","no_burst_evidence",-1.42726936804673,"eligible","S0058",1,0.1,"development",3.50232298825164,3.58954168675046,0.0872186984988176,3.50309840098438,3.57074947395661,0.067651072972231
"TPL_003","TPL_003_EVENT_007","TPL_003_RUN_009","none","Burst","none","standalone_burst","TPL_003_PULSE_005",35.6731794634352,36.1233993214863,0.450219858051078,35.7074947395661,36.0713132367282,0.363818497162093,87,92,6,5,7.55508176062722,"moderate",6,"BQ_008",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0015","no_burst_evidence",1.97630704434326,"eligible","S0058",1,0.1,"development",3.56731794634352,3.61233993214863,0.0450219858051078,3.57074947395661,3.60713132367282,0.0363818497162093
"TPL_003","TPL_003_EVENT_008","TPL_003_RUN_012","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,44.359583575867,49.3540147198661,4.9944311439991,126,128,3,2,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0058",1,0.1,"development",,,,4.4359583575867,4.93540147198661,0.49944311439991
"TPL_003","TPL_003_EVENT_001","TPL_003_RUN_001","TPL_003_STATE_001","Burst","none","burst_in_hfs","TPL_003_PULSE_001",3.52560998258185,3.73291441853463,0.207304435952777,3.56149356534955,3.72754494925588,0.166051383906334,16,19,4,3,6.69037245691288,"moderate",4,"BQ_065",TRUE,"none","first_to_last_pulse_exposed_spike","PHENO_0011","no_burst_evidence",3.15992923789093,"eligible","S0049",4,0.4,"development",1.41024399303274,1.49316576741385,0.0829217743811109,1.42459742613982,1.49101797970235,0.0664205535625337
"TPL_003","TPL_003_EVENT_002","TPL_003_RUN_002","none","Pause","canonical","canonical","none",,,,6.13691478637606,10.9380444190986,4.80112963272259,27,28,2,1,,"none",,"none",FALSE,"TPL_003_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0049",4,0.4,"development",,,,2.45476591455042,4.37521776763946,1.92045185308903
"TPL_003","TPL_003_EVENT_003","TPL_003_RUN_003","TPL_003_STATE_002","Burst","none","burst_in_hfs","TPL_003_PULSE_002",14.9519201571584,15.3540944073332,0.402174250174832,14.9789357402461,15.303255809875,0.324320069628843,41,47,7,6,8.31034069694579,"strong",7,"BQ_066",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0012","clear_burst_like",4.11516011674858,"eligible","S0049",4,0.4,"development",5.98076806286336,6.1416377629333,0.160869700069933,5.99157429609844,6.12130232394998,0.129728027851537
"TPL_003","TPL_003_EVENT_004","TPL_003_RUN_005","none","Pause","canonical","canonical","none",,,,30.8286323828563,33.8596064784505,3.03097409559414,75,76,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable","S0049",4,0.4,"development",,,,12.3314529531425,13.5438425913802,1.21238963823766
