"Template_ID","Run_ID","Component_Type","Component_Slot","RNG_Seed","RNG_Stream_Registry","Local_ISI_SHA256","N_ISIs","Duration_u"
"TPL_002","TPL_002_RUN_013","burst","BQ_006",2091255289,"burst=555474500;hfs=609665860;hfs_shape=1053078805;hfs_total=1192429247;nested_burst=1992768886;nested_duration=106760698;nested_position=2139608412;point_process=2091255289","ae5aadc9dc58a84f8420f80356bc75c238042135bec63c4fc6335c168a41a12c",8,0.707747919863991
"TPL_002","TPL_002_RUN_014","background","background_04",1379269302,"point_process=1379269302","c5a7eb0d4b76560fdf89ac83ab40dfb3e02bbb2c0082b247a8d9f6f8e1b395a7",2,1.60645356374757
"TPL_002","TPL_002_RUN_015","tonic","generic_stress_2",1038350959,"point_process=1038350959","78be5a5b79685adefce15c2a2db1f9745ad3e426095cd07ea0ce4ea09a2c6d0e",17,15.2618588493149
"TPL_003","TPL_003_RUN_001","hfs_with_nested_burst","BQ_065",1536902375,"hfs_with_nested_burst=108952955;hfs=801422931;hfs_shape=1064209461;hfs_total=1410748138;nested_burst=1595552752;nested_duration=364094809;nested_position=1146912821;point_process=1536902375","a8c9c3ae223a6eefaab4223826e827f417037ec3395c3ce0d1ed286e3d240069",26,6.13691478637606
"TPL_003","TPL_003_RUN_002","pause","canonical_1",354554863,"point_process=354554863","372bea4b4974e62bee09811f20be8c5513712ef2ed5f29d401e69960b2f05b1e",1,4.80112963272259
"TPL_003","TPL_003_RUN_003","hfs_with_nested_burst","BQ_066",787752475,"hfs_with_nested_burst=489338578;hfs=1033193807;hfs_shape=865925505;hfs_total=974587343;nested_burst=1383983802;nested_duration=415367387;nested_position=495600434;point_process=787752475","3712dd1868b99542cbb32828fa5b3e7053fd878638545392726c33fc309e66a3",34,8.73921886774725
"TPL_003","TPL_003_RUN_004","tonic","generic_stress_1",1619816389,"point_process=1619816389","8e429a3fbcaccb2d9c036421c6e8db62a2209cb93ad71c8081e0200aad1000c9",13,11.1513690960104
"TPL_003","TPL_003_RUN_005","pause","canonical_2",789737136,"point_process=789737136","09c6d2955cf3b95269a7618ef55552b846cdcc1ab524e297e51b55f8ac9b83ff",1,3.03097409559414
"TPL_003","TPL_003_RUN_006","burst","BQ_009",412821064,"burst=1193675652;hfs=443537057;hfs_shape=465786235;hfs_total=973322672;nested_burst=56954369;nested_duration=689498534;nested_position=1823175563;point_process=412821064","aca72cb72776ccfc6e0e67952a612b491243e9e67a39b2698b6c302d84f8f73f",6,0.563087327638944
"TPL_003","TPL_003_RUN_007","contextual_separator","separator_1",259151870,"point_process=259151870","4e3a7158e848b04ec47685616a4e50017a6ba84bf6a134a2bc50bb463a7dd3fa",1,0.608290203754321
"TPL_003","TPL_003_RUN_008","burst","BQ_007",288073460,"burst=380421644;hfs=1261178474;hfs_shape=1740438502;hfs_total=723576255;nested_burst=1870626324;nested_duration=1676860239;nested_position=145622460;point_process=288073460","87822d3988bdf3d5abf39bedfbf98a45db93279d715f5bebcb0be61d56397920",4,0.676510729722308
"TPL_003","TPL_003_RUN_009","burst","BQ_008",1556464536,"burst=628057354;hfs=950402072;hfs_shape=596140169;hfs_total=1697610589;nested_burst=1574814947;nested_duration=1826506064;nested_position=1969227977;point_process=1556464536","dca026032e62736c9514bf5dd8585a9382ee67e8296499ae407d1c3cf0eabee1",5,0.363818497162096
"TPL_003","TPL_003_RUN_010","hfs","intermediate_1",1515573930,"point_process=1515573930","83ea38618a516ebf4487adb2882162a7114a1ebf43c01229947cbf09b342d8ef",22,3.99962479615195
"TPL_003","TPL_003_RUN_011","tonic","stn_like_empirical_2",1318927834,"point_process=1318927834","b278c558b206ed366b027333e53bd17c73cadbd6fa6f1ac2971f3ab6049606ab",12,4.28864554298689
"TPL_003","TPL_003_RUN_012","pause","complex_multi_gap_3",98461755,"point_process=98461755","ab48247d560bdf31678badce3f0805dea06bd925f6ee108e3971d9d12c6d04d7",2,4.9944311439991
"TPL_004","TPL_004_RUN_001","hfs","intermediate_1",372134659,"point_process=372134659","cf3ad7b73052f2f006c0f47891a6c02a83c906b570b4667785e5147d6d79d507",31,6.62192629420036
"TPL_004","TPL_004_RUN_002","burst","BQ_012",1106771126,"burst=1787104774;hfs=1514593536;hfs_shape=166947744;hfs_total=1726708793;nested_burst=1316150824;nested_duration=2094438342;nested_position=2085551713;point_process=1106771126","f9776eb5b9185043a2fa4cc562565acfe7f20db84c448a026e6f7d0283a64674",3,0.363260593002274
"TPL_004","TPL_004_RUN_003","hfs_with_nested_burst","BQ_068",329311119,"hfs_with_nested_burst=1395394556;hfs=1002435935;hfs_shape=1966993233;hfs_total=254766606;nested_burst=256563395;nested_duration=911617318;nested_position=2011340699;point_process=329311119","f6f17ceda6cee07171be1e3e322abe0dcacebdaec4f17f8f67fcb02415e6caae",32,5.18915735309416
"TPL_004","TPL_004_RUN_004","pause","canonical_1",315240164,"point_process=315240164","fcc9968d1fe9ced9cfcd511ce7fa4da344f48b1cb5dda6af171ed9483a6fe9e9",1,3.10952146835625
"TPL_004","TPL_004_RUN_005","hfs_with_nested_burst","BQ_067",34862677,"hfs_with_nested_burst=763175566;hfs=997547101;hfs_shape=557954784;hfs_total=1963919536;nested_burst=1812350939;nested_duration=1550172157;nested_position=1345861944;point_process=34862677","719024286450ce8e5a2570cdbcc1313146d2e2455f8cd08fbb8378c76ec8a1a5",34,8.05469693914097
"TPL_004","TPL_004_RUN_006","background","background_01",506999611,"point_process=506999611","a5b34882a089567ecf04ab20092e7bd26e159ff6c942f9aeae8b9126147ab73b",2,1.50115301322253
"TPL_004","TPL_004_RUN_007","burst","BQ_010",1995563359,"burst=2126226035;hfs=985706797;hfs_shape=2099630642;hfs_total=1404506272;nested_burst=2034739474;nested_duration=1823231768;nested_position=822427078;point_process=1995563359","f8c0a574937586c8b6324fd7bb2e486ead71be10f86df397cf8d567e08c7f00f",7,0.802062911144312
"TPL_004","TPL_004_RUN_008","contextual_separator","separator_1",817033182,"point_process=817033182","5b7e1256b6d10824a6ea3ca91b7c826b9b6617918cc7c72584f9c91195be844c",1,0.519771174993366
"TPL_004","TPL_004_RUN_009","burst","BQ_011",766913624,"burst=754673524;hfs=539612748;hfs_shape=116837979;hfs_total=1623661043;nested_burst=174483597;nested_duration=882200524;nested_position=1669072021;point_process=766913624","26fa07f2134ae8b5193d3f5cd08b528a75691b11a12bff82ca6680e78a89a53f",8,0.817140067642592
"TPL_004","TPL_004_RUN_010","tonic","generic_stress_1",1142813353,"point_process=1142813353","2655fdea40c18db405ea9684cd11e0ed228cc8af68cdc48afd261a683f395cb2",12,10.875704159685
"TPL_004","TPL_004_RUN_011","background","background_02",1911503076,"point_process=1911503076","5b0e8fb1c607c4090fdf85356498e51458efe2bd9010d9eff7a92f717bce283c",1,0.278751245822088
"TPL_004","TPL_004_RUN_012","tonic","stn_like_empirical_2",1311439539,"point_process=1311439539","b0ff9e1e452d137363f6f66f3a289032a8628b568b3cee022379339e9e49b147",16,6.35004545321631
"TPL_004","TPL_004_RUN_013","pause","canonical_2",1666286972,"point_process=1666286972","8fa055f180e8c45315350d2457db6831f03d5e3ee93476c9fedde631b3f283ee",1,3.73954013497569
"TPL_005","TPL_005_RUN_001","hfs_with_nested_burst","BQ_070",1913523802,"hfs_with_nested_burst=1554320036;hfs=1148150554;hfs_shape=1877647505;hfs_total=1870656564;nested_burst=1636980439;nested_duration=1305528966;nested_position=349656795;point_process=1913523802","51550aa7389e222bea5a50b270430ee01b54162d3cc11635ec0e7f2476bd5372",34,8.27039491984443
"TPL_005","TPL_005_RUN_002","pause","canonical_1",587275924,"point_process=587275924","e8ce7462e6104a23657861af8ea2324ed093dd31685cf782723cd2f1afa08369",1,4.74230999918655
"TPL_005","TPL_005_RUN_003","tonic","stn_like_empirical_1",1830255722,"point_process=1830255722","b4c083deca60f811c0b6897a6f1f3eb771fd7c913b64544204234331ff357655",17,7.1065117490129
"TPL_005","TPL_005_RUN_004","background","background_01",179841750,"point_process=179841750","80aaa954787db9cb23617be7f8adbe16ea47706c229bcf962edc8f8d77ff945b",3,1.41205353816795
"TPL_005","TPL_005_RUN_005","hfs_with_nested_burst","BQ_069",519690389,"hfs_with_nested_burst=1816996191;hfs=284551090;hfs_shape=1514365175;hfs_total=1110017018;nested_burst=1724233641;nested_duration=222919050;nested_position=571030419;point_process=519690389","c2f0097b16012f04b4b06355dc9c9e0a71cb11d65a6e555fe30c442655031bb2",32,4.69241180463079
"TPL_005","TPL_005_RUN_006","tonic","generic_stress_2",384557350,"point_process=384557350","ef7a914098fa1262d03ba9369ddf8ea822a1691a3de5b3f257d414b9714b8eb4",15,13.3777790244491
"TPL_005","TPL_005_RUN_007","pause","canonical_2",1480153147,"point_process=1480153147","d625c2bc9de042417740bac948c1274816fbbd08ebdafec6d4fa5833fa7c714a",1,4.59808591767214
"TPL_005","TPL_005_RUN_008","burst","BQ_013",478897772,"burst=1518404702;hfs=1340189994;hfs_shape=856577884;hfs_total=1291306290;nested_burst=770167114;nested_duration=398175455;nested_position=2133660274;point_process=478897772","814afba02d6bdbcc713eca3fa4d542ea6830b5013ca8167632ded14e411fb8a9",4,0.69245663862833
"TPL_005","TPL_005_RUN_009","hfs","irregular_1",1111514782,"point_process=1111514782","b4afc2b0e99f127947c5f179444de89fac627c1eec54b53d6e1dabd9eb70e4f6",21,3.81598100156736
"TPL_005","TPL_005_RUN_010","background","background_02",1244046503,"point_process=1244046503","970ed0590577963e36480c8de7979c6e004ad30c837ccd4c17c0bcf9b4ff938b",2,1.75856894935191
"TPL_005","TPL_005_RUN_011","burst","BQ_014",542993143,"burst=2051192863;hfs=2131549373;hfs_shape=1137554444;hfs_total=777120357;nested_burst=744639028;nested_duration=636365189;nested_position=37129128;point_process=542993143","fd0e0b43fd7c535a30c92702ff643ff954b1a950532336842fab0389bc13c528",5,0.822102728634075
"TPL_005","TPL_005_RUN_012","contextual_separator","separator_1",402403232,"point_process=402403232","4f4a5c5e272b2d289c4757bb7954b81b6bd54e1c794859a44970eb70202f1fb8",1,0.457384717511013
"TPL_005","TPL_005_RUN_013","burst","BQ_015",1991168663,"burst=813128025;hfs=1453273954;hfs_shape=696867517;hfs_total=1854036904;nested_burst=3562469;nested_duration=843301840;nested_position=2040986992;point_process=1991168663","093dd910cbc0d286f91c45ff8339961cffe6da242660e8ab23099df61ff3990e",6,0.514826656422744
"TPL_006","TPL_006_RUN_001","tonic","generic_stress_1",1997916022,"point_process=1997916022","fee85fca23da738adc34ae695eda2a79fba2ceb33358c85a0dc75f8918a8a8c7",12,10.1609027138614
"TPL_006","TPL_006_RUN_002","pause","complex_multi_gap_1",764173897,"point_process=764173897","01ac5942958dd8d5a13c310eaff7a947ae18f80a94c39939f6ac55998e13f480",2,4.54962115250528
"TPL_006","TPL_006_RUN_003","background","background_01",999153822,"point_process=999153822","03f6efefd86926fcd30e9e6454ccd684c2622ddf587328679a8c32cf650dbd23",3,1.80772998313373
"TPL_006","TPL_006_RUN_004","hfs_with_nested_burst","BQ_071",1280243793,"hfs_with_nested_burst=2024607488;hfs=1197789220;hfs_shape=701713644;hfs_total=1153315270;nested_burst=1020137944;nested_duration=1732317299;nested_position=95907903;point_process=1280243793","8b03f899d1e8f622667c28cd8d144d97c54cdc3cee1b60babc0153be630ca930",34,5.54353365785796
"TPL_006","TPL_006_RUN_005","pause","canonical_2",1542591620,"point_process=1542591620","4f20a9bbcf111c2011bd497a39b06f4e74e9e758d09b527a8fd31f4507e52c9a",1,4.42917933086865
"TPL_006","TPL_006_RUN_006","hfs_with_nested_burst","BQ_072",863017593,"hfs_with_nested_burst=42742364;hfs=1373219232;hfs_shape=1690929854;hfs_total=143363400;nested_burst=1022044777;nested_duration=722478842;nested_position=957868278;point_process=863017593","699343256101f412b12155d6af4c79554fdbef809425d011b57d50854f0430a0",34,8.62866624173257
"TPL_006","TPL_006_RUN_007","background","background_02",1510486215,"point_process=1510486215","9f2f51a564f5a83d8abfdd8511be330ed2089660a6b30c37ac6636db8af7e7ee",1,0.984689437124947
"TPL_006","TPL_006_RUN_008","hfs","intermediate_1",1389127303,"point_process=1389127303","13c2f6c6754e958e5b1984a85968a3f05ae4563d6afabbff8443907a52e6e8f3",29,8.18074077600421
"TPL_006","TPL_006_RUN_009","burst","BQ_017",2094449451,"burst=1413620294;hfs=63226249;hfs_shape=426858626;hfs_total=15950173;nested_burst=640721103;nested_duration=1351734356;nested_position=678318457;point_process=2094449451","48de24ecc86d1609153b45fdca64cbb738ade9fc239b8ccb9bfd39ae2f079ab1",3,0.451074941354708
"TPL_006","TPL_006_RUN_010","burst","BQ_018",1204900538,"burst=981906006;hfs=1115748143;hfs_shape=1324359041;hfs_total=834320553;nested_burst=220270523;nested_duration=24654246;nested_position=580438852;point_process=1204900538","ab3c6fa0c614c3e9d17cd04c2c421108f1d7fc51057363c8e3369c4f1c07cdff",8,0.672909514647361
"TPL_006","TPL_006_RUN_011","contextual_separator","separator_1",968410946,"point_process=968410946","4e820e172e66c5b45ed5645c1074a81af412a7da603ec3a6495ac09c15f3c9e5",1,0.508478683838621
"TPL_006","TPL_006_RUN_012","burst","BQ_016",283150991,"burst=1323178464;hfs=1854794158;hfs_shape=681222339;hfs_total=1740118892;nested_burst=1448503302;nested_duration=1023861721;nested_position=649506302;point_process=283150991","bc20cd3a41a514487fd44cb9df1659228ec5d24b341ecbad482a5df5c64d01d5",7,0.786712830708524
"TPL_006","TPL_006_RUN_013","tonic","stn_like_empirical_2",975589101,"point_process=975589101","935e09229ec1084596355f61ece4f1747c03bec5142692e432aaacb5dbcf8ac5",11,6.05968201192396
"TPL_006","TPL_006_RUN_014","pause","canonical_3",2109708933,"point_process=2109708933","3e524f405c92a5ec60cbfc3665589173280454de3e1e84769223e184be9c3102",1,4.96714757345617
"TPL_007","TPL_007_RUN_001","tonic","stn_like_empirical_1",551668447,"point_process=551668447","590a9a4bf148b78b1df5ef268fcf09478370291cacc3d7d77859af0f4370d4d7",12,4.53572489287477
"TPL_007","TPL_007_RUN_002","background","background_01",328848859,"point_process=328848859","882267b38075e9b07f4c307a7098521f9f128a780c085048460cd647e14312d6",2,2.10471527087417
"TPL_007","TPL_007_RUN_003","hfs_with_nested_burst","BQ_073",963576826,"hfs_with_nested_burst=671167420;hfs=973677831;hfs_shape=281536144;hfs_total=679342781;nested_burst=1579467430;nested_duration=233109870;nested_position=222263837;point_process=963576826","3812f8fa4f09fac4f5ab97836aa5ad85e0556eb5f9cff1fb31187d022121f401",34,8.83614377636024
"TPL_007","TPL_007_RUN_004","burst","BQ_021",1494865830,"burst=1479248391;hfs=843090476;hfs_shape=697067994;hfs_total=744559189;nested_burst=1817203700;nested_duration=899172514;nested_position=77103781;point_process=1494865830","51f28edda4b0987bde037d26f488127e033fb1effd233ffd99287917434a9609",6,0.455016767891227
"TPL_007","TPL_007_RUN_005","hfs","regular_1",1589509574,"point_process=1589509574","ef76e6eb2ca5c58ad6fee89cd9b34114c7c9502e98b4da950123c9fed4409113",32,6.40949229174091
"TPL_007","TPL_007_RUN_006","background","background_02",26703378,"point_process=26703378","16c6d1b0e3d339773efea11fde6a7f3ad62633281eda2b5b67c3dda602c28268",2,1.87788730940371
"TPL_007","TPL_007_RUN_007","pause","canonical_1",2035094493,"point_process=2035094493","d595b2adbbfac7e15b2b1a7cc1a166b95b47dd411458e8a04e21127e6cb70d61",1,2.96255704341456
"TPL_007","TPL_007_RUN_008","background","background_03",311934540,"point_process=311934540","a4d8cc73d05bcd3e8479d98c5495d273e7320dec3c228cb25ba7ebcec8664e37",2,0.882247680143968
"TPL_007","TPL_007_RUN_009","burst","BQ_019",888615986,"burst=915844629;hfs=1631207641;hfs_shape=363969979;hfs_total=1540731212;nested_burst=1196429790;nested_duration=883244431;nested_position=361565790;point_process=888615986","623d541d3b7078681523219cc9ba2895936943e33c988518a6cb786a3ef487cd",4,0.485144545459024
"TPL_007","TPL_007_RUN_010","contextual_separator","separator_1",631643271,"point_process=631643271","9b60ca1d7b705ee6354237b39aba1f41b01cb6da36ab79079ab7f8d953354f3b",1,0.503490072023124
"TPL_007","TPL_007_RUN_011","burst","BQ_020",1872540926,"burst=1828897718;hfs=425386522;hfs_shape=563957632;hfs_total=375162288;nested_burst=1019978259;nested_duration=180998634;nested_position=833074073;point_process=1872540926","4b6a979cd0542863feac0e53f1906160c3ba007c91cceab1dca6f4c93b8e973b",5,0.481125272963104
"TPL_007","TPL_007_RUN_012","hfs_with_nested_burst","BQ_074",1708937661,"hfs_with_nested_burst=1630095263;hfs=1048010274;hfs_shape=1961467838;hfs_total=1980993989;nested_burst=1287983298;nested_duration=1887435976;nested_position=1222607793;point_process=1708937661","e9e5858b7d875963fb1ee988d58df1ebc3c2aeae717eda5ace1f7f79a84b003e",31,6.44158718130309
"TPL_007","TPL_007_RUN_013","tonic","generic_stress_2",28437912,"point_process=28437912","57fb1c73b76ef334cbc5d92bc8618a73cb6e2accb6f08cc578c49bc65fb309e9",15,11.6632437055894
"TPL_007","TPL_007_RUN_014","pause","canonical_2",1870619954,"point_process=1870619954","febe3e724bf133e0cdab1a277f8310a42b4b1db25618a7f8eabb073c45fa9cd5",1,4.8196427419316
"TPL_008","TPL_008_RUN_001","tonic","stn_like_empirical_1",2114160000,"point_process=2114160000","5bfe66b84ee2ee922efe3ca5fef9949fec234343c6ec1fc95e287debfaef58ed",13,5.63749460111961
"TPL_008","TPL_008_RUN_002","pause","canonical_1",910386623,"point_process=910386623","e65fa7441ced0d9ad4342812e10123803882145d87735f8edc3ea2fd555f22c0",1,3.26023553218693
"TPL_008","TPL_008_RUN_003","hfs","regular_1",1396359642,"point_process=1396359642","cbd3c61c5893126d61c9c06d2e78bdfb16e98f91a2d03229a64d56a55e329042",32,6.30981690318988
"TPL_008","TPL_008_RUN_004","burst","BQ_022",1266092700,"burst=496145617;hfs=1894184899;hfs_shape=287652932;hfs_total=1792589873;nested_burst=292092853;nested_duration=185809794;nested_position=1931748872;point_process=1266092700","5a1e685ca44faabcc7b060dd8d2329826f81b6903ddc04e8a46a5ff96e73b2d7",7,0.811804761171806
"TPL_008","TPL_008_RUN_005","background","background_01",151821245,"point_process=151821245","b64f3a12943426f386809e1e27896b08c269aef6a0a80471ffb00427b4266140",1,0.981975295461599
"TPL_008","TPL_008_RUN_006","burst","BQ_023",1107476770,"burst=1031603349;hfs=999071100;hfs_shape=1501377344;hfs_total=1179500549;nested_burst=1991106921;nested_duration=435962833;nested_position=1122000340;point_process=1107476770","fcd2e3e62e82b4ef27a26fcb1dd984a97d71116501953a65f0767899b60d6fef",8,0.789379957148135
"TPL_008","TPL_008_RUN_007","contextual_separator","separator_1",1854308016,"point_process=1854308016","470d9262a0730589ee5d6f2431e17f6d62fc2ccb29fbc4de62e9f3478a193c93",1,0.486035637138411
"TPL_008","TPL_008_RUN_008","burst","BQ_024",480687341,"burst=1050295130;hfs=1670171073;hfs_shape=742874131;hfs_total=1864173020;nested_burst=1518008645;nested_duration=376192901;nested_position=344835737;point_process=480687341","80693d24e476fb7c77938daeb4c0df2394558f4b5af13541c5c6fdc74f36718b",4,0.397136068372756
"TPL_008","TPL_008_RUN_009","tonic","generic_stress_2",1408000253,"point_process=1408000253","f16b5562a877481211b8d6be8519a9024ebd5ba528a526404ab81db5fea9b2c4",14,12.6399494944691
"TPL_008","TPL_008_RUN_010","pause","complex_multi_gap_2",1674833381,"point_process=1674833381","cdd0ecd179b4c027ba6dad4c418eb7e660015695fdcf3673772c408585beead0",2,5.51630067117512
"TPL_008","TPL_008_RUN_011","background","background_02",36728499,"point_process=36728499","b895c65f23a526f0ba0fb20e06878c8c0952ad08c329690513ec9d5bca3b3a7d",1,1.11976041039337
"TPL_008","TPL_008_RUN_012","hfs_with_nested_burst","BQ_075",1310544601,"hfs_with_nested_burst=597470449;hfs=2128921464;hfs_shape=2088948010;hfs_total=1296116654;nested_burst=425698236;nested_duration=1507298691;nested_position=323274869;point_process=1310544601","25c14a0f23dc0a267a0a4aa0ee48a7389cf49f42a0b733498bc58635e2992982",34,7.11401591808008
"TPL_008","TPL_008_RUN_013","pause","canonical_3",612909246,"point_process=612909246","e8fc616ab3f4feb6f1c82f1b5b3a322a8a3d03ed054674fd4b5c870cbd594314",1,3.99542350713164
"TPL_008","TPL_008_RUN_014","hfs_with_nested_burst","BQ_076",1448687887,"hfs_with_nested_burst=374500185;hfs=855110069;hfs_shape=1496549020;hfs_total=452303623;nested_burst=1010782440;nested_duration=510433747;nested_position=1815698976;point_process=1448687887","ef66bfc48a6dbf41f6197d08eb6093f3be245e786b33f6d0eb4f42d6023f4c3b",31,5.72618354423079
"TPL_009","TPL_009_RUN_001","hfs_with_nested_burst","BQ_078",362970168,"hfs_with_nested_burst=80599631;hfs=1471479788;hfs_shape=102837361;hfs_total=833314151;nested_burst=72807461;nested_duration=269875830;nested_position=612714704;point_process=362970168","c3ac811e7a7ddca48484266012db93ba2f9f015da474921831ae3d07c154e574",34,7.40365910051747
"TPL_009","TPL_009_RUN_002","background","background_01",1223009402,"point_process=1223009402","ebd3705417b9ae295e6595e61d3179b1174c82640aaa17273267d1e79a6af9f1",1,0.837184432301007
"TPL_009","TPL_009_RUN_003","tonic","generic_stress_1",49443221,"point_process=49443221","5cc53230e805ae169be5aa1d4adb867cbf799b923af75a0d595db5d2f7c6a9cf",15,11.8193673658236
