"file","context","test","nb","failed","skipped","error","warning","user","system","real","passed"
"test_gate_b_v3_phase1_contract.R","gate_b_v3_phase1_contract","threshold policy instances enforce scope and held-out separation",3,0,FALSE,FALSE,0,3.577,0.014,3.596,3
"test_gate_b_v3_phase1_contract.R","gate_b_v3_phase1_contract","canonical table sorting is UTF-8 and rejects hidden attributes",5,0,FALSE,FALSE,0,4.214,0.00800000000000001,4.22299999999996,5
"test_gate_b_v3_phase1_contract.R","gate_b_v3_phase1_contract","label-blind reconstruction strips allowlisted scalar attributes",4,0,FALSE,FALSE,0,10.488,0.024,10.511,4
"test_gate_b_v3_phase1_contract.R","gate_b_v3_phase1_contract","acceptance fixtures contain concrete immutable inputs and exact oracles",4,0,FALSE,FALSE,0,71.1519999999999,0.205,71.6580000000001,4
"test_gate_b_v3_phase1_contract.R","gate_b_v3_phase1_contract","FINAL transition payloads use exact keys and compare-and-swap hashes",5,0,FALSE,FALSE,0,13.2819999999999,0.099,13.611,5
"test_gate_b_v3_phase1_contract.R","gate_b_v3_phase1_contract","resource staging verifies cleanup on overflow and cancellation",32,0,FALSE,FALSE,0,11.422,0.133,11.76,32
"test_gate_b_v3_phase1_contract.R","gate_b_v3_phase1_contract","privacy redaction rejects nested identifiers and absolute paths",12,0,FALSE,FALSE,0,99.421,0.837,101.896,12
"test_gate_b_v3_phase1_contract.R","gate_b_v3_phase1_contract","phase-1 artifacts regenerate byte-identically in two clean trees",2,0,FALSE,FALSE,0,0.00299999999992906,0.00199999999999978,16.479,2
"test_gate_b_v3_phase1_contract.R","gate_b_v3_phase1_contract","phase-1 cannot promote, export or claim detector performance",9,0,FALSE,FALSE,0,271.65,1.52,274.333,9
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","automatic Broad HFS histogram band is scale equivariant",14,0,FALSE,FALSE,0,0.0109999999999673,0.000999999999999446,0.0130000000000337,14
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","resolved Broad HFS band is authoritative over UI defaults",4,0,FALSE,FALSE,0,0.0099999999999909,0.00100000000000033,0.0099999999999909,4
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","histogram HFS abstains without a slower local background",5,0,FALSE,FALSE,0,0.0459999999999354,0.00300000000000011,0.0489999999999782,5
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","histogram HFS accepts a localized fast state with slower flanks",5,0,FALSE,FALSE,0,0.0240000000000009,0.00199999999999978,0.0249999999999773,5
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","HFS lower proposal does not cut a shorter embedded Burst",4,0,FALSE,FALSE,0,0.0320000000000391,0.00199999999999978,0.0339999999999918,4
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","remote slow activity cannot manufacture local HFS contrast",1,0,FALSE,FALSE,0,0.0099999999999909,0,0.0099999999999909,1
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","any histogram-sourced HFS field preserves the auto guard",2,0,FALSE,FALSE,0,0.0109999999999673,0.00100000000000033,0.0109999999999673,2
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","q25 fast cores separated by bounded proposal support form one HFS envelope",7,0,FALSE,FALSE,0,0.0150000000001,0.00100000000000033,0.0170000000000528,7
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","proposal-envelope expansion rolls back before a Tonic-like intrusion",7,0,FALSE,FALSE,0,0.0159999999999627,0.00199999999999978,0.0169999999999391,7
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","an internal Tonic-supported core drought rolls back at its entrance",6,0,FALSE,FALSE,0,0.00599999999997181,0.000999999999999446,0.00600000000008549,6
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","a q25 drought alone does not cut Broad HFS support",4,0,FALSE,FALSE,0,0.0040000000000191,0,0.0040000000000191,4
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","automatic connector proposal is an inclusive upper ceiling",3,0,FALSE,FALSE,0,0.0380000000000109,0.00200000000000067,0.0399999999999636,3
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","long unanchored proposal-envelope runs are review-only and cannot bootstrap AUTO HFS",5,0,FALSE,FALSE,0,0.0169999999999391,0.00199999999999978,0.0190000000000055,5
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","one-sided record-edge HFS evidence is retained for review but not AUTO",5,0,FALSE,FALSE,0,0.166000000000054,0.00199999999999978,0.168000000000006,5
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","automatic HFS cannot disable its local-background guard via cache metadata",3,0,FALSE,FALSE,0,0.0119999999999436,0.00199999999999978,0.01299999999992,3
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","automatic HFS requires bilateral stochastic as well as median separation",2,0,FALSE,FALSE,0,0.0100000000001046,0,0.0109999999999673,2
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","only ISIs above the proposal envelope spend HFS connector budget",5,0,FALSE,FALSE,0,0.0159999999999627,0.00100000000000033,0.0170000000000528,5
"test_hfs_histogram_scale_equivariance.R","hfs_histogram_scale_equivariance","legacy HFT cannot auto-promote without a selected Broad-HFS parent",3,0,FALSE,FALSE,0,0.0430000000000064,0.00199999999999978,0.0449999999999591,3
"test_interburst_pause_adaptive.R","interburst_pause_adaptive","inter-burst Pause uses train-specific context below the global absolute seed",4,0,FALSE,FALSE,0,0.01400000000001,0.00100000000000033,0.01400000000001,4
"test_interburst_pause_adaptive.R","interburst_pause_adaptive","a structural inter-burst Pause is retained in a slower train",2,0,FALSE,FALSE,0,0.0109999999999673,0.000999999999999446,0.0119999999999436,2
"test_interburst_pause_adaptive.R","interburst_pause_adaptive","a short absolute non-bridge gap is an inter-burst Pause",5,0,FALSE,FALSE,0,0.0119999999999436,0.00100000000000033,0.01400000000001,5
"test_interburst_pause_adaptive.R","interburst_pause_adaptive","a Burst-bridge gap is not relabelled as an inter-burst Pause",2,0,FALSE,FALSE,0,0.00899999999990087,0.000999999999999446,0.0099999999999909,2
"test_interburst_pause_adaptive.R","interburst_pause_adaptive","Burst bridge ownership is frozen before inter-burst Pause generation",5,0,FALSE,FALSE,0,0.0200000000000955,0.00200000000000067,0.0209999999999582,5
"test_interburst_pause_adaptive.R","interburst_pause_adaptive","A single bounded expanded ISI creates Burst support before Pause",4,0,FALSE,FALSE,0,0.0839999999999463,0.00199999999999978,0.0850000000000364,4
"test_interburst_pause_adaptive.R","interburst_pause_adaptive","An ordinary in-band bridge does not fuse neighbouring Burst episodes",1,0,FALSE,FALSE,0,0.00900000000001455,0,0.00900000000001455,1
"test_interburst_pause_adaptive.R","interburst_pause_adaptive","a canonical Pause blocks Burst bridge ownership before materialization",4,0,FALSE,FALSE,0,0.0190000000000055,0.00199999999999978,0.0209999999999582,4
"test_interburst_pause_adaptive.R","interburst_pause_adaptive","Pause evidence blocked by Burst ownership remains in the ledger",6,0,FALSE,FALSE,0,0.0130000000000337,0.00100000000000033,0.01400000000001,6
"test_interburst_pause_adaptive.R","interburst_pause_adaptive","inter-burst context does not mutate frozen Burst evidence",1,0,FALSE,FALSE,0,0.0099999999999909,0.000999999999999446,0.0109999999999673,1
"test_interburst_pause_adaptive.R","interburst_pause_adaptive","a structural Pause searches a bounded four-ISI inter-burst gap",4,0,FALSE,FALSE,0,0.0109999999999673,0.00100000000000033,0.0120000000000573,4
"test_interburst_pause_adaptive.R","interburst_pause_adaptive","train-adaptive Pause does not expand beyond the existing bridge-count safeguard",1,0,FALSE,FALSE,0,0.01400000000001,0.00100000000000033,0.01400000000001,1
"test_interburst_pause_adaptive.R","interburst_pause_adaptive","a wider inter-burst search remains structural rather than train-median gated",1,0,FALSE,FALSE,0,0.0099999999999909,0,0.0109999999999673,1
"test_interburst_pause_adaptive.R","interburst_pause_adaptive","final Event boundaries add contextual Pause only after ownership",3,0,FALSE,FALSE,0,0.00199999999995271,0.000999999999999446,0.00300000000004275,3
"test_manual_anchor_soft_prior.R","manual_anchor_soft_prior","manual burst anchors are soft scale priors rather than hard thresholds",5,0,FALSE,FALSE,0,0.04099999999994,0.00199999999999978,0.0430000000000064,5
"test_manual_anchor_soft_prior.R","manual_anchor_soft_prior","explicit non-manual hard ranges remain hard constraints",4,0,FALSE,FALSE,0,0.136999999999944,0.00200000000000067,0.13900000000001,4
"test_manual_anchor_soft_prior.R","manual_anchor_soft_prior","manual anchor closeness gives bounded soft scoring support",5,0,FALSE,FALSE,0,0.0040000000000191,0.000999999999999446,0.00499999999999545,5
"test_multitrack_auto_product.R","multitrack_auto_product","default detection materializes a pending v2 AUTO candidate",23,0,FALSE,FALSE,0,3.76499999999999,0.0250000000000004,3.83400000000006,23
"test_multitrack_auto_product.R","multitrack_auto_product","HFS and canonical Burst Events coexist without subtype double-counting",15,0,FALSE,FALSE,0,0.44399999999996,0.00899999999999945,0.451999999999998,15
"test_multitrack_auto_product.R","multitrack_auto_product","same-geometry subtype evidence becomes one orthogonal Event",13,0,FALSE,FALSE,0,0.581999999999994,0.00800000000000001,0.590000000000032,13
"test_multitrack_auto_product.R","multitrack_auto_product","downstream materialization fails closed instead of re-detecting an Event",9,0,FALSE,FALSE,0,0.252000000000066,0.00400000000000045,0.256999999999948,9
"test_multitrack_auto_product.R","multitrack_auto_product","canonical Pauses exclude direct HFS support without deleting the accepted episode",19,0,FALSE,FALSE,0,0.321000000000026,0.00800000000000001,0.329000000000065,19
"test_multitrack_auto_product.R","multitrack_auto_product","invalid ISI support is a hard boundary rather than inherited State",9,0,FALSE,FALSE,0,0.329999999999927,0.00599999999999934,0.334999999999923,9
"test_multitrack_auto_product.R","multitrack_auto_product","per-ISI interval reconstruction rejects coordinated resealing",4,0,FALSE,FALSE,0,0.312999999999988,0.00500000000000078,0.317000000000007,4
"test_multitrack_auto_product.R","multitrack_auto_product","all registered legacy pipelines complete with an honest candidate status",28,0,FALSE,FALSE,0,16.75,0.113,17.129,28
"test_multitrack_auto_product.R","multitrack_auto_product","parent rematerialization rejects fully resealed table tampering",8,0,FALSE,FALSE,0,0.36200000000008,0.00499999999999989,0.367000000000075,8
"test_multitrack_auto_product.R","multitrack_auto_product","detached resealed products fail closed on semantic corruption",14,0,FALSE,FALSE,0,0.424999999999955,0.00499999999999989,0.430999999999926,14
"test_multitrack_auto_product.R","multitrack_auto_product","detached resealing cannot hide a missing true Event-HFS relation",2,0,FALSE,FALSE,0,0.33400000000006,0.00400000000000045,0.338000000000079,2
"test_multitrack_auto_product.R","multitrack_auto_product","new manual-aware and label-blind runs strip stale auto products",6,0,FALSE,FALSE,0,5.93600000000004,0.0409999999999995,6.06599999999992,6
"test_multitrack_auto_product.R","multitrack_auto_product","legacy export omits a corrupt candidate and continues",11,0,FALSE,FALSE,0,4.91599999999994,0.0460000000000003,5.00600000000009,11
"test_multitrack_auto_product.R","multitrack_auto_product","reused output directory removes stale candidate when product is absent",14,0,FALSE,FALSE,0,9.57000000000005,0.085,9.69899999999996,14
"test_multitrack_auto_product.R","multitrack_auto_product","cleanup postcondition cannot falsely report stale files omitted",4,0,FALSE,FALSE,0,0.0769999999999982,0.00300000000000011,0.0809999999999036,4
"test_multitrack_auto_product.R","multitrack_auto_product","candidate writer uses unambiguous pending filenames",5,0,FALSE,FALSE,0,0.30499999999995,0.00800000000000001,0.312000000000126,5
"test_multitrack_gate_b.R","multitrack_gate_b","Gate B runtime checks remain pending without external attestation",15,0,FALSE,FALSE,0,3.24699999999996,0.0270000000000001,3.31999999999994,15
"test_multitrack_gate_b.R","multitrack_gate_b","Gate B difference audit declares legacy projection loss explicitly",6,0,FALSE,FALSE,0,3.28399999999999,0.0270000000000001,3.35500000000002,6
"test_multitrack_gate_b.R","multitrack_gate_b","Gate B report rejects coordinated self-resealing",2,0,FALSE,FALSE,0,3.30100000000004,0.0219999999999994,3.36699999999996,2
"test_multitrack_gate_b.R","multitrack_gate_b","v2 typed tables remain non-authoritative while Gate B is pending",3,0,FALSE,FALSE,0,2.91800000000001,0.0200000000000005,2.9860000000001,3
"test_multitrack_public_preview.R","multitrack_public_preview","preview policy is exact, hashed, OFF by default, and strips stale output",14,0,FALSE,FALSE,0,0.337999999999965,0.00999999999999979,0.347999999999956,14
"test_multitrack_public_preview.R","multitrack_public_preview","HFS and Burst coexist while every Review candidate remains D-012 isolated",29,0,FALSE,FALSE,0,0.187000000000012,0.00800000000000001,0.194999999999936,29
"test_multitrack_public_preview.R","multitrack_public_preview","split State parent is inactive and only evaluated passing fragments project",9,0,FALSE,FALSE,0,0.182999999999993,0.00499999999999989,0.188000000000102,9
"test_multitrack_public_preview.R","multitrack_public_preview","interval IDs are train-qualified and every relationship FK and geometry is valid",11,0,FALSE,FALSE,0,0.197000000000003,0.00699999999999967,0.203999999999951,11
"test_multitrack_public_preview.R","multitrack_public_preview","public identities are invariant to candidate permutation and semantic duplicates fail closed",9,0,FALSE,FALSE,0,0.397000000000048,0.00900000000000034,0.405999999999949,9
"test_multitrack_public_preview.R","multitrack_public_preview","stale or tampered Phase 1 provenance fails closed",9,0,FALSE,FALSE,0,0.225999999999999,0.00600000000000023,0.232000000000198,9
"test_multitrack_public_preview.R","multitrack_public_preview","high-risk Preview abort codes remain reachable and fail closed",67,0,FALSE,FALSE,0,0.699000000000069,0.0209999999999999,0.7199999999998,67
"test_multitrack_public_preview.R","multitrack_public_preview","relationship, dominance, and State-lineage tampering fails closed",8,0,FALSE,FALSE,0,0.529999999999973,0.0119999999999996,0.54300000000012,8
"test_multitrack_public_preview.R","multitrack_public_preview","same-track active overlap fails closed instead of using first-writer wins",8,0,FALSE,FALSE,0,0.156000000000063,0.00400000000000045,0.160000000000082,8
"test_multitrack_public_preview.R","multitrack_public_preview","empty selected trains retain typed public tables",11,0,FALSE,FALSE,0,0.2349999999999,0.00699999999999967,0.241999999999962,11
"test_multitrack_public_preview.R","multitrack_public_preview","selected_trains strictly scopes every public table and metadata",8,0,FALSE,FALSE,0,0.199000000000069,0.00600000000000023,0.204999999999927,8
"test_multitrack_public_preview.R","multitrack_public_preview","preview export writes six data CSVs, manifest, and an identical RDS",24,0,FALSE,FALSE,0,0.232999999999947,0.00899999999999945,0.241999999999962,24
"test_multitrack_public_preview.R","multitrack_public_preview","persisted Preview corruption fails soft and cannot control write paths",38,0,FALSE,FALSE,0,0.239000000000033,0.0120000000000005,0.250999999999976,38
"test_multitrack_shadow_phase1a.R","multitrack_shadow_phase1a","Phase 1A shadow selects an HFS state and its embedded bursts",26,0,FALSE,FALSE,0,0.0309999999999491,0.00399999999999956,0.0360000000000582,26
"test_multitrack_shadow_phase1a.R","multitrack_shadow_phase1a","all normalized possible-burst variants retain Review targets even when not selected",9,0,FALSE,FALSE,0,0.0190000000000055,0.00300000000000011,0.0219999999999345,9
"test_multitrack_shadow_phase1a.R","multitrack_shadow_phase1a","Phase 1A within-track selection is deterministic under candidate permutation",4,0,FALSE,FALSE,0,0.0289999999999964,0.00199999999999978,0.0310000000001764,4
"test_multitrack_shadow_phase1a.R","multitrack_shadow_phase1a","Phase 1A integration leaves legacy output and candidate audit schemas unchanged",7,0,FALSE,FALSE,0,0.344000000000051,0.00499999999999989,0.347999999999956,7
"test_multitrack_shadow_phase1a.R","multitrack_shadow_phase1a","Phase 1A preserves the exact Burst evidence that legacy HFS protection rejects",9,0,FALSE,FALSE,0,1.85399999999993,0.00700000000000056,1.86199999999985,9
"test_multitrack_shadow_phase1a.R","multitrack_shadow_phase1a","exported label-blind detection retains shadow attrs and restores manual review fields",8,0,FALSE,FALSE,0,6.50099999999998,0.0269999999999992,6.57500000000005,8
"test_neural_manifold.R","neural_manifold","neural manifold builds population matrix, embeddings, and validation",22,0,FALSE,FALSE,0,0.591999999999985,0.0289999999999999,1.1389999999999,22
"test_parameter_sensitivity_validation.R","parameter_sensitivity_validation","event-level match table separates label confusion from extras",6,0,FALSE,FALSE,0,0.0720000000000027,0.00199999999999978,0.0750000000000455,6
"test_parameter_sensitivity_validation.R","parameter_sensitivity_validation","event-level validation report produces IoU metrics and exports",7,0,FALSE,FALSE,0,3.91700000000003,0.032,3.99299999999994,7
"test_parameter_sensitivity_validation.R","parameter_sensitivity_validation","parameter sensitivity scan is dry-run and exports methods records",28,0,FALSE,FALSE,0,27.122,0.218,27.6010000000001,28
"test_parameter_sensitivity_validation.R","parameter_sensitivity_validation","Tonic threshold direction is scientific rather than merely numeric",3,0,FALSE,FALSE,0,0.00199999999995271,0.00100000000000033,0.00199999999995271,3
"test_parameter_sensitivity_validation.R","parameter_sensitivity_validation","MM previews above 1.40 are not presented as applied without a frozen contract",6,0,FALSE,FALSE,0,13.3340000000001,0.0709999999999997,13.5409999999999,6
"test_parameter_sensitivity_validation.R","parameter_sensitivity_validation","sensitivity context hash invalidates changed data or parameters",2,0,FALSE,FALSE,0,0.0489999999999782,0.00199999999999978,0.0520000000001346,2
"test_parameter_sensitivity_validation.R","parameter_sensitivity_validation","Tonic regularization sensitivity scope is an exact safe allowlist",4,0,FALSE,FALSE,0,2.31600000000003,0.016,2.33299999999986,4
"test_parameter_sensitivity_validation.R","parameter_sensitivity_validation","Tonic sensitivity variants change the effective canonical parameter",3,0,FALSE,FALSE,0,0.894999999999982,0.00499999999999989,0.900000000000091,3
"test_possible_burst_promotion.R","possible_burst_promotion","possible_burst promotion previews, promotes, and reverts with audit",13,0,FALSE,FALSE,0,0.115999999999985,0.00300000000000011,0.118999999999915,13
"test_possible_burst_promotion.R","possible_burst_promotion","possible_burst promotion can overwrite manual labels only when requested",4,0,FALSE,FALSE,0,0.0540000000000873,0.00100000000000033,0.05600000000004,4
"test_provider_adjudication_phase_c.R","provider_adjudication_phase_c","Phase C accept is append-only, replayable, and AUTO immutable",9,0,FALSE,FALSE,0,3.35400000000004,0.00500000000000078,3.35899999999992,9
"test_provider_adjudication_phase_c.R","provider_adjudication_phase_c","Phase C public request builder is exact and reusable",6,0,FALSE,FALSE,0,2.36499999999978,0.00899999999999945,2.37400000000002,6
"test_provider_adjudication_phase_c.R","provider_adjudication_phase_c","Phase C requires compensation before a changed decision",8,0,FALSE,FALSE,0,3.88100000000009,0.00499999999999989,3.88599999999997,8
"test_provider_adjudication_phase_c.R","provider_adjudication_phase_c","Phase C adjusts only with exact train-boundary proof",17,0,FALSE,FALSE,0,3.92200000000003,0.0100000000000007,3.93299999999999,17
"test_provider_adjudication_phase_c.R","provider_adjudication_phase_c","scientific derived interval ID excludes audit-only fields",2,0,FALSE,FALSE,0,3.02500000000009,0.00699999999999967,3.03300000000013,2
"test_provider_adjudication_phase_c.R","provider_adjudication_phase_c","Phase C fails closed for unsupported, stale, and tampered input",12,0,FALSE,FALSE,0,3.81499999999983,0.00600000000000023,3.81999999999994,12
"test_provider_adjudication_phase_c.R","provider_adjudication_phase_c","Phase C export is complete and refuses overwrite",4,0,FALSE,FALSE,0,2.36300000000006,0.00899999999999945,2.37100000000009,4
"test_provider_workbench_phase_e.R","provider_workbench_phase_e","Phase E view retains every run but selects exactly one",11,0,FALSE,FALSE,0,4.48199999999997,0.00499999999999989,4.48699999999985,11
"test_provider_workbench_phase_e.R","provider_workbench_phase_e","Phase E displays AUTO versus adjudicated reject and adjustment",8,0,FALSE,FALSE,0,5.99399999999991,0.0120000000000005,6.00600000000009,8
"test_provider_workbench_phase_e.R","provider_workbench_phase_e","candidate support appears only after explicit acceptance",4,0,FALSE,FALSE,0,5.17700000000013,0.00899999999999945,5.18399999999997,4
"test_provider_workbench_phase_e.R","provider_workbench_phase_e","Phase E view is fail-closed and tamper evident",4,0,FALSE,FALSE,0,2.38999999999987,0.00199999999999978,2.39400000000001,4
"test_provider_workbench_phase_e.R","provider_workbench_phase_e","normalized scoring keeps provider, label, and estimand explicit",9,0,FALSE,FALSE,0,7.30699999999979,0.0150000000000006,7.32200000000012,9
"test_provider_workbench_phase_e.R","provider_workbench_phase_e","detector-performance authority cannot be self-certified",4,0,FALSE,FALSE,0,2.50400000000013,0.00300000000000011,2.50599999999986,4
"test_provider_workbench_phase_e.R","provider_workbench_phase_e","reference and score products are tamper evident",4,0,FALSE,FALSE,0,7.30999999999995,0.00999999999999979,7.32000000000016,4
"test_provider_workbench_phase_e.R","provider_workbench_phase_e","transactional export writes completion manifest last",8,0,FALSE,FALSE,0,10.0350000000001,0.0229999999999997,10.057,8
"test_provider_workbench_phase_e.R","provider_workbench_phase_e","Shiny workbench imports a validated bundle and builds one-run view",11,0,FALSE,FALSE,0,7.63799999999992,0.024,7.66100000000006,11
"test_provider_workbench_phase_e.R","provider_workbench_phase_e","Phase E UI exposes explicit provider and estimand controls",5,0,FALSE,FALSE,0,0.259999999999991,0.00100000000000033,0.261999999999944,5
"test_realdata_smoke.R","realdata_smoke","bundled real-data subset can be read and QC'd",2,0,FALSE,FALSE,0,0.08199999999988,0.00300000000000011,0.084999999999809,2
"test_reviewer_param_contract.R","reviewer_param_contract","public event-family parameters mirror into the active runtime",33,0,FALSE,FALSE,0,0.0740000000000691,0.00399999999999956,0.0779999999999745,33
"test_reviewer_param_contract.R","reviewer_param_contract","tonic bridge upper changes state-run assembly",6,0,FALSE,FALSE,0,0.0550000000000637,0.00200000000000067,0.0570000000000164,6
"test_reviewer_param_contract.R","reviewer_param_contract","the public parameter report agrees with mirrored runtime values",8,0,FALSE,FALSE,0,0.0649999999998272,0.00300000000000011,0.0679999999999836,8
"test_reviewer_param_contract.R","reviewer_param_contract","the parameter hash covers normalized full effective parameters",6,0,FALSE,FALSE,0,0.0720000000001164,0.00299999999999923,0.0750000000000455,6
"test_reviewer_param_contract.R","reviewer_param_contract","validation range stripping covers every detector family and dataset setting",7,0,FALSE,FALSE,0,0.0399999999999636,0.00200000000000067,0.0420000000001437,7
"test_scientific_validation_defaults.R","scientific_validation_defaults","scientific validation defaults to range-blind evaluation",3,0,FALSE,FALSE,0,0.363000000000056,0.00300000000000011,0.365000000000009,3
"test_spike_train_metadata.R","spike_train_metadata","STN-style column names remain first-class recording metadata",6,0,FALSE,FALSE,0,0.0130000000001473,0.000999999999999446,0.0140000000001237,6
