"file","context","test","nb","failed","skipped","error","warning","user","system","real","passed"
"test_gate_b_v3_engineering_acceptance_fixes.R","gate_b_v3_engineering_acceptance_fixes","nonempty current-product provenance recomputes source rows and indices",7,0,FALSE,FALSE,0,12.845,0.011,12.856,7
"test_gate_b_v3_engineering_acceptance_fixes.R","gate_b_v3_engineering_acceptance_fixes","partition identities bind normalized rows and remain session held-out",7,0,FALSE,FALSE,0,0.0210000000000008,0.001,0.0230000000000032,7
"test_gate_b_v3_engineering_acceptance_fixes.R","gate_b_v3_engineering_acceptance_fixes","resource budgets reject rows and JSON before serializers or staging",9,0,FALSE,FALSE,0,0.958999999999996,0.003,0.963000000000001,9
"test_gate_b_v3_engineering_acceptance_fixes.R","gate_b_v3_engineering_acceptance_fixes","phase-1 DAG summary derives its count from the exact node set",1,0,FALSE,FALSE,0,0.00300000000000011,0.001,0.00300000000000011,1
"test_hfs_duration_gate_advisory.R","hfs_duration_gate_advisory","compact >=20-spike HFS is not rejected by an incompatible duration floor",9,0,FALSE,FALSE,0,0.512999999999998,0.00800000000000001,0.520999999999994,9
"test_hfs_duration_gate_advisory.R","hfs_duration_gate_advisory","the HFS spike-count floor remains authoritative",1,0,FALSE,FALSE,0,0.325000000000003,0.005,0.330000000000005,1
"test_hfs_duration_gate_advisory.R","hfs_duration_gate_advisory","the public HFS defaults use the operational 20-spike floor",2,0,FALSE,FALSE,0,0.0349999999999966,0.001,0.0360000000000014,2
"test_hfs_duration_gate_advisory.R","hfs_duration_gate_advisory","a localized HFS run passes when it is faster than reliable background",4,0,FALSE,FALSE,0,0.0560000000000045,0.001,0.0579999999999998,4
"test_hfs_duration_gate_advisory.R","hfs_duration_gate_advisory","weak local contrast is audited but does not veto absolute HFS",3,0,FALSE,FALSE,0,0.054000000000002,0.002,0.0549999999999997,3
"test_hfs_duration_gate_advisory.R","hfs_duration_gate_advisory","HF-like remainder does not replace the calibrated HFS support floor",5,0,FALSE,FALSE,0,0.0640000000000001,0.003,0.0670000000000002,5
"test_i18n_ui.R","i18n_ui","UI language switch assets are generated",20,0,FALSE,FALSE,0,0.417000000000002,0.004,0.420000000000002,20
"test_i18n_ui.R","i18n_ui","unknown or incomplete Chinese copy fails closed without information loss",7,0,FALSE,FALSE,0,0.0289999999999964,0.001,0.0309999999999988,7
"test_i18n_ui.R","i18n_ui","critical scientific guidance uses complete-sentence translations",3,0,FALSE,FALSE,0,0.00300000000000011,0.000999999999999945,0.00399999999999778,3
"test_i18n_ui.R","i18n_ui","dynamic human-readable statuses translate as anchored whole messages",7,0,FALSE,FALSE,0,0.0120000000000005,0.001,0.0120000000000005,7
"test_i18n_ui.R","i18n_ui","detector-output integrity failures remain actionable in English",2,0,FALSE,FALSE,0,0.00400000000000489,0,0.00500000000000256,2
"test_i18n_ui.R","i18n_ui","Phase 0 state cards and raster statuses remain distinguishable in English",5,0,FALSE,FALSE,0,0.00900000000000034,0.001,0.00900000000000034,5
"test_i18n_ui.R","i18n_ui","confirmation and undo copy is translated without changing typed tokens",8,0,FALSE,FALSE,0,0.00799999999999557,0.001,0.00800000000000267,8
"test_i18n_ui.R","i18n_ui","Phase 2B disables Legacy promotion with complete English guidance",5,0,FALSE,FALSE,0,0.00500000000000256,0.001,0.00600000000000023,5
"test_i18n_ui.R","i18n_ui","validation estimands and biological limits survive English mode",5,0,FALSE,FALSE,0,0.378,0.002,0.378999999999998,5
"test_i18n_ui.R","i18n_ui","language round trips retain the original source text",7,0,FALSE,FALSE,0,0.0109999999999957,0,0.0110000000000028,7
"test_i18n_ui.R","i18n_ui","workbench copy and layout are domain-neutral and compact",6,0,FALSE,FALSE,0,0.390000000000001,0.002,0.393000000000001,6
"test_i18n_ui.R","i18n_ui","target-nucleus depth view is absent from the package and UI",3,0,FALSE,FALSE,0,0.369,0.001,0.369999999999997,3
"test_i18n_ui.R","i18n_ui","neural-network classifier workflow is absent while neural manifold remains",21,0,FALSE,FALSE,0,0.391999999999996,0.001,0.394000000000005,21
"test_i18n_ui.R","i18n_ui","i18n JSON encoding escapes generated script values",6,0,FALSE,FALSE,0,0.00300000000000011,0.001,0.00399999999999778,6
"test_logisi_support.R","logisi_support","train LogISI suggestion delegates to Pasquale logISIH support",4,0,FALSE,FALSE,0,0.0599999999999952,0.001,0.0609999999999999,4
"test_misi_support.R","misi_support","Mean-ISI threshold support resolves simple burst-like train",4,0,FALSE,FALSE,0,0.0129999999999981,0.001,0.0150000000000006,4
"test_misi_support.R","misi_support","Mean-ISI threshold support handles too few spikes",1,0,FALSE,FALSE,0,0.000999999999997669,0.001,0.000999999999997669,1
"test_multitrack_gate_b_consumers.R","multitrack_gate_b_consumers","Gate B authoritative accessor refuses pending local products",2,0,FALSE,FALSE,0,3.322,0.026,3.395,2
"test_multitrack_gate_b_consumers.R","multitrack_gate_b_consumers","Gate B official writer omits pending products",4,0,FALSE,FALSE,0,3.395,0.025,3.469,4
"test_multitrack_gate_b_consumers.R","multitrack_gate_b_consumers","Gate C pending validation is exploratory technical agreement",8,0,FALSE,FALSE,0,3.573,0.038,3.655,8
"test_multitrack_public_integration.R","multitrack_public_integration","the public-preview contract is explicit, fixed, and disabled by default",8,0,FALSE,FALSE,0,1.085,0.00700000000000001,1.093,8
"test_multitrack_public_integration.R","multitrack_public_integration","default OFF leaves results, metadata, trains, and exports preview-free",4,0,FALSE,FALSE,0,5.831,0.057,5.931,4
"test_multitrack_public_integration.R","multitrack_public_integration","ON wiring persists one canonical preview and export follows the result",29,0,FALSE,FALSE,0,13.98,0.136,14.256,29
"test_multitrack_public_integration.R","multitrack_public_integration","all dataset detector entry points produce the same preview tables",4,0,FALSE,FALSE,0,12.566,0.0840000000000001,12.837,4
"test_multitrack_public_integration.R","multitrack_public_integration","label-blind public preview is invariant to manual labels",6,0,FALSE,FALSE,0,6.68299999999999,0.0419999999999999,6.819,6
"test_multitrack_public_integration.R","multitrack_public_integration","a corrupted persisted Preview cannot abort or overwrite legacy export",5,0,FALSE,FALSE,0,5.446,0.049,5.53999999999999,5
"test_multitrack_public_integration.R","multitrack_public_integration","writer re-materializes from the parent before publishing",3,0,FALSE,FALSE,0,3.113,0.023,3.187,3
"test_multitrack_public_integration.R","multitrack_public_integration","all public-preview artifacts and track schemas are rejected as raw CSV",3,0,FALSE,FALSE,0,0.0120000000000005,0.001,0.0130000000000052,3
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","Phase 2B request identity is train-qualified and candidate IDs are rejected",4,0,FALSE,FALSE,0,0.115000000000009,0.004,0.119,4
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","Phase 2B direct apply guards reject malformed audit inputs exactly",10,0,FALSE,FALSE,0,0.334999999999994,0.005,0.338999999999999,10
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","Phase 2B preflight reports lifecycle failures exactly",9,0,FALSE,FALSE,0,0.822999999999993,0.015,0.838000000000008,9
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","two valid Review confirmations commit as one idempotent operation",11,0,FALSE,FALSE,0,0.545000000000002,0.01,0.556999999999988,11
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","confirmation creates an Event overlay while preserving HFS and legacy outputs",9,0,FALSE,FALSE,0,0.317999999999998,0.0089999999999999,0.328000000000003,9
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","real detector candidates without candidate_source can confirm and revoke",11,0,FALSE,FALSE,0,4.649,0.043,4.739,11
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","public Phase 2B accessors never return an invalid authoritative product",12,0,FALSE,FALSE,0,0.745000000000005,0.015,0.760000000000005,12
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","history validation enforces one immutable payload per atomic operation",4,0,FALSE,FALSE,0,0.334000000000003,0.00700000000000001,0.342999999999989,4
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","persisted transition source and effect semantics are replayed",4,0,FALSE,FALSE,0,0.332000000000008,0.00800000000000001,0.340000000000003,4
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","full parent Preview identity scopes current decisions and idempotency",17,0,FALSE,FALSE,0,0.836999999999989,0.019,0.855999999999995,17
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","an exact same-span automatic Burst is linked and counted once",6,0,FALSE,FALSE,0,0.338999999999999,0.00800000000000001,0.347000000000008,6
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","partial or different-label Events fail closed atomically",10,0,FALSE,FALSE,0,0.584000000000003,0.015,0.599000000000004,10
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","Pause/not_burst veto confirmation while Burst coexists with accepted States",12,0,FALSE,FALSE,0,0.863,0.0239999999999999,0.887,12
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","legacy not_burst escape hatch is vetoed and bound to the precondition",11,0,FALSE,FALSE,0,0.445999999999998,0.013,0.457999999999998,11
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","a new legacy-column veto invalidates the product but permits revoke",4,0,FALSE,FALSE,0,0.812000000000012,0.0129999999999999,0.831000000000003,4
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","preconditions are stale-safe and operations are idempotent",7,0,FALSE,FALSE,0,0.658000000000001,0.0150000000000001,0.673000000000002,7
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","a mixed-validity multi-request operation appends no partial history",8,0,FALSE,FALSE,0,0.294999999999987,0.00800000000000001,0.302999999999997,8
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","a later not_burst veto blocks use but still permits explicit revoke",4,0,FALSE,FALSE,0,0.722999999999999,0.016,0.739000000000004,4
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","confirm revoke confirm is append-only and rerun/label-blind stripping is safe",15,0,FALSE,FALSE,0,1.08199999999999,0.0229999999999999,1.10599999999999,15
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","rerun detachment removes the whole product and restores history only",14,0,FALSE,FALSE,0,0.412999999999997,0.012,0.423999999999992,14
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","product wrapper keeps Phase 2B absent from QC thresholds and detector",7,0,FALSE,FALSE,0,0.412999999999997,0.0110000000000001,0.423999999999992,7
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","direct detector boundary detaches Phase 2B before Preview stripping",6,0,FALSE,FALSE,0,1.801,0.0189999999999999,1.81999999999999,6
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","public detector keeps review history outside every automatic report",8,0,FALSE,FALSE,0,1.974,0.0229999999999999,2.04400000000001,8
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","idempotent replay validates the history chain and fixed schema first",4,0,FALSE,FALSE,0,0.450000000000003,0.0130000000000001,0.462999999999994,4
"test_multitrack_review_transition_phase2b.R","multitrack_review_transition_phase2b","persisted product and parent Preview are deterministically revalidated",2,0,FALSE,FALSE,0,0.425999999999988,0.01,0.437000000000012,2
"test_nested_hfs_burst_local_rate.R","nested_hfs_burst_local_rate","the four-spike floor also scopes the HFS-local contrast proposal",2,0,FALSE,FALSE,0,0.0149999999999864,0.00100000000000011,0.0150000000000148,2
"test_nested_hfs_burst_local_rate.R","nested_hfs_burst_local_rate","homogeneous HFS has a mathematical minimum pair but no confirmed Burst",2,0,FALSE,FALSE,0,0.0570000000000164,0,0.0579999999999927,2
"test_nested_hfs_burst_local_rate.R","nested_hfs_burst_local_rate","a true local rate acceleration becomes review evidence without changing HFS geometry",12,0,FALSE,FALSE,0,0.0360000000000014,0.002,0.0389999999999873,12
"test_nested_hfs_burst_local_rate.R","nested_hfs_burst_local_rate","immediate edge evidence is audited but is not a hard review gate",5,0,FALSE,FALSE,0,0.0139999999999816,0.00100000000000011,0.0150000000000148,5
"test_nested_hfs_burst_local_rate.R","nested_hfs_burst_local_rate","one relative bridge joins two local cores",5,0,FALSE,FALSE,0,0.0120000000000005,0,0.0120000000000005,5
"test_nested_hfs_burst_local_rate.R","nested_hfs_burst_local_rate","sustained borrowed HFS support rolls back to intrusion onset",6,0,FALSE,FALSE,0,0.0120000000000005,0.00099999999999989,0.01400000000001,6
"test_nested_hfs_burst_local_rate.R","nested_hfs_burst_local_rate","a two-ISI Burst3 seed is below the HFS-local contrast floor",1,0,FALSE,FALSE,0,0.00600000000000023,0.00100000000000011,0.00699999999997658,1
"test_nested_hfs_burst_local_rate.R","nested_hfs_burst_local_rate","data outside frozen Broad-HFS support cannot change a local proposal",7,0,FALSE,FALSE,0,0.0190000000000055,0.00099999999999989,0.021000000000015,7
"test_nested_hfs_burst_local_rate.R","nested_hfs_burst_local_rate","a spike-count ceiling never publishes a truncated low-ISI prefix",1,0,FALSE,FALSE,0,0.00600000000000023,0,0.007000000000005,1
"test_nested_hfs_burst_local_rate.R","nested_hfs_burst_local_rate","multiplicative time scaling preserves nested-Burst ISI geometry",5,0,FALSE,FALSE,0,0.0330000000000155,0.002,0.0349999999999966,5
"test_nested_hfs_burst_local_rate.R","nested_hfs_burst_local_rate","canonical Pause and artifact ISIs are hard Event boundaries",5,0,FALSE,FALSE,0,0.0229999999999961,0.00100000000000011,0.0239999999999725,5
"test_nested_hfs_burst_local_rate.R","nested_hfs_burst_local_rate","pipeline exposes nested HFS proposals only on the Review track",11,0,FALSE,FALSE,0,3.31999999999999,0.00800000000000001,3.33000000000001,11
"test_parameter_semantic_relations.R","parameter_semantic_relations","canonical defaults satisfy all cross-parameter relations",5,0,FALSE,FALSE,0,0.659999999999997,0.00700000000000012,0.665999999999997,5
"test_parameter_semantic_relations.R","parameter_semantic_relations","canonical burst, tonic, pause, and HFS chains are checked table-wise",16,0,FALSE,FALSE,0,0.147999999999996,0.0149999999999999,0.162999999999982,16
"test_parameter_semantic_relations.R","parameter_semantic_relations","long_max zero remains an explicit warning-only compatibility sentinel",4,0,FALSE,FALSE,0,0.0149999999999864,0.002,0.0159999999999911,4
"test_parameter_semantic_relations.R","parameter_semantic_relations","active HFS Max_ISI is a direct-support cap below the connector bridge",3,0,FALSE,FALSE,0,0.0250000000000057,0.00300000000000011,0.02800000000002,3
"test_parameter_semantic_relations.R","parameter_semantic_relations","every enabled event-grammar user band and burst contrast is validated",9,0,FALSE,FALSE,0,0.0769999999999982,0.00800000000000001,0.0849999999999795,9
"test_parameter_semantic_relations.R","parameter_semantic_relations","canonical product values are authoritative over conflicting legacy aliases",2,0,FALSE,FALSE,0,0.0270000000000152,0.002,0.0290000000000248,2
"test_parameter_semantic_relations.R","parameter_semantic_relations","strict validation and the engine fail closed only for relational errors",4,0,FALSE,FALSE,0,2.82499999999999,0.0209999999999999,2.845,4
"test_parameter_semantic_relations.R","parameter_semantic_relations","new relational issue prose localizes without changing English",4,0,FALSE,FALSE,0,0.0149999999999864,0.00100000000000011,0.0170000000000243,4
"test_parameter_semantic_relations.R","parameter_semantic_relations","new parameter provenance and MANUAL-HF diagnostic copy has exact English",4,0,FALSE,FALSE,0,0.00800000000000978,0.002,0.00899999999998613,4
"test_pause_strong_tail_threshold.R","pause_strong_tail_threshold","Pause strong-tail KDE is label blind and scale equivariant",13,0,FALSE,FALSE,0,1.60999999999999,0.00800000000000001,1.619,13
"test_pause_strong_tail_threshold.R","pause_strong_tail_threshold","Pause strong-tail refuses sparse or cluster-concentrated evidence",2,0,FALSE,FALSE,0,0.0840000000000032,0.00100000000000011,0.0859999999999843,2
"test_pause_strong_tail_threshold.R","pause_strong_tail_threshold","Pause entry and strong thresholds are both wired into detector vp",5,0,FALSE,FALSE,0,0.0169999999999959,0.00099999999999989,0.0180000000000007,5
"test_pause_strong_tail_threshold.R","pause_strong_tail_threshold","an explicit Pause lower bound is the complete one-sided entry gate",7,0,FALSE,FALSE,0,0.01400000000001,0.002,0.0149999999999864,7
"test_pause_strong_tail_threshold.R","pause_strong_tail_threshold","unresolved strong tail does not veto ordinary automatic q90 Pause",10,0,FALSE,FALSE,0,0.0180000000000007,0.00300000000000011,0.021000000000015,10
"test_pause_strong_tail_threshold.R","pause_strong_tail_threshold","a stable automatic strong tail refines rather than disables Pause",5,0,FALSE,FALSE,0,0.0129999999999768,0.00099999999999989,0.01400000000001,5
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","Phase B2 leaves the frozen Phase-A and Phase-B1 identities unchanged",4,0,FALSE,FALSE,0,0.282000000000011,0.00399999999999978,0.284999999999997,4
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","public contract objects cannot poison internal provenance caches",3,0,FALSE,FALSE,0,0.111999999999995,0.00100000000000011,0.113,3
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","registry exposes exactly five adapters and twelve frozen routes",15,0,FALSE,FALSE,0,0.061000000000007,0.002,0.063999999999993,15
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","public entry points have a narrow exact surface with no bypass",6,0,FALSE,FALSE,0,0.00500000000002387,0.00099999999999989,0.00600000000000023,6
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","Mean-ISI reads only the strict timestamp spine and preserves diff edges",13,0,FALSE,FALSE,0,3.73499999999999,0.006,3.74099999999999,13
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","LogISI reads only the strict spine and preserves first and last diff support",9,0,FALSE,FALSE,0,3.35300000000001,0.006,3.35900000000001,9
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","unresolved and truncated internal providers fail closed",14,0,FALSE,FALSE,0,2.88499999999999,0.004,2.89000000000001,14
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","threshold scopes and external effective parameters have golden IDs",5,0,FALSE,FALSE,0,0.135999999999996,0.00100000000000011,0.137,5
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","external adapters accept raw exact unknown-info schemas only",21,0,FALSE,FALSE,0,2.483,0.00800000000000001,2.49099999999999,21
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","an invalid interval rejects the whole batch without partial claims",6,0,FALSE,FALSE,0,0.853999999999985,0.002,0.85499999999999,6
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","per-ISI import requires n-1 coverage and preserves binary decisions",12,0,FALSE,FALSE,0,1.74100000000001,0.004,1.745,12
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","per-ISI batches without HFS do not invent empty-key conflicts",8,0,FALSE,FALSE,0,1.91,0.00299999999999989,1.91300000000001,8
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","HFS subtype imports enforce one Broad-HFS parent on frozen geometry",9,0,FALSE,FALSE,0,2.749,0.00700000000000012,2.756,9
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","providers coexist on identical geometry without identity collision",6,0,FALSE,FALSE,0,2.46600000000001,0.004,2.471,6
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","manifest source leaves and adapter/provider hashes are recomputable",31,0,FALSE,FALSE,0,1.06099999999998,0.00499999999999989,1.065,31
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","external imports are deterministic and never mutate the dataset",6,0,FALSE,FALSE,0,2.02500000000001,0.00300000000000011,2.02800000000002,6
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","public 10k per-ISI import remains complete and bounded",8,0,FALSE,FALSE,0,90.625,0.198,90.827,8
"test_provider_adapters_phase_b2.R","provider_adapters_phase_b2","HFS parent planning is bounded and 50k materialization is scalable",9,0,FALSE,FALSE,0,46.234,0.101,46.337,9
"test_provider_scientific_composer_phase_d.R","provider_scientific_composer_phase_d","Phase D composes orthogonal relationships without changing children",14,0,FALSE,FALSE,0,1.90000000000003,0.00800000000000001,1.90900000000005,14
"test_provider_scientific_composer_phase_d.R","provider_scientific_composer_phase_d","Phase D shares only the frozen legacy cadence budget",4,0,FALSE,FALSE,0,0.00399999999996226,0.00099999999999989,0.00399999999996226,4
"test_provider_scientific_composer_phase_d.R","provider_scientific_composer_phase_d","Phase D recurrence is post-selection, bounded, and nonrecursive",9,0,FALSE,FALSE,0,1.52300000000002,0.004,1.52699999999999,9
"test_provider_scientific_composer_phase_d.R","provider_scientific_composer_phase_d","candidate-support cannot enter AUTO composition",7,0,FALSE,FALSE,0,3.94499999999999,0.006,3.95100000000002,7
"test_provider_scientific_composer_phase_d.R","provider_scientific_composer_phase_d","adjudication overlays AUTO without pooling provider runs",3,0,FALSE,FALSE,0,3.762,0.00500000000000012,3.76800000000003,3
"test_provider_scientific_composer_phase_d.R","provider_scientific_composer_phase_d","rejecting a Broad-HFS parent preserves subtype and raises conflict",3,0,FALSE,FALSE,0,3.74800000000005,0.00499999999999989,3.75399999999996,3
"test_provider_scientific_composer_phase_d.R","provider_scientific_composer_phase_d","an explicit decision never pools a second provider run",2,0,FALSE,FALSE,0,3.44900000000001,0.014,3.46300000000002,2
"test_provider_scientific_composer_phase_d.R","provider_scientific_composer_phase_d","Phase D decision, product, and manifest are tamper evident",15,0,FALSE,FALSE,0,2.09899999999999,0.00499999999999989,2.10399999999998,15
"test_qc_message.R","qc_message","QC warning_message reports only actual issues",5,0,FALSE,FALSE,0,0.0389999999999873,0.002,0.04200000000003,5
"test_qc_message.R","qc_message","QC warning_message includes artifact values only when artifacts exist",3,0,FALSE,FALSE,0,0.00499999999999545,0.00099999999999989,0.00599999999997181,3
"test_qc_message.R","qc_message","QC treats explicit zero or negative ISI values as integrity errors",4,0,FALSE,FALSE,0,0.00499999999999545,0.00100000000000011,0.00600000000002865,4
"test_reviewer_label_blind.R","reviewer_label_blind","label-blind AUTO predictions do not depend on manual labels",13,0,FALSE,FALSE,0,15.577,0.123,15.886,13
"test_reviewer_label_blind.R","reviewer_label_blind","label-blind copies remove only explicitly manual-derived train settings",6,0,FALSE,FALSE,0,0.0409999999999968,0.00300000000000011,0.0439999999999827,6
"test_reviewer_label_blind.R","reviewer_label_blind","label-blind copies remove legacy adjudication without mutating the source",10,0,FALSE,FALSE,0,0.0110000000000241,0.002,0.01400000000001,10
"test_reviewer_label_blind.R","reviewer_label_blind","legacy manual-vs-detector report uses a label-blind range-blinded shadow",6,0,FALSE,FALSE,0,1.73099999999999,0.0109999999999999,1.74200000000002,6
"test_schema_yaml_config.R","schema_yaml_config","parameter YAML materializes runtime, product, and key schema defaults",12,0,FALSE,FALSE,0,0.06899999999996,0.004,0.0720000000000027,12
"test_schema_yaml_config.R","schema_yaml_config","UI pattern selection defaults back to the full core detector set",2,0,FALSE,FALSE,0,0.00300000000004275,0.00099999999999989,0.0040000000000191,2
"test_schema_yaml_config.R","schema_yaml_config","YAML parameter contract covers all materialized defaults",8,0,FALSE,FALSE,0,1.077,0.0110000000000001,1.08799999999997,8
"test_schema_yaml_config.R","schema_yaml_config","key schema defaults stay synchronized with YAML-backed default params",1,0,FALSE,FALSE,0,0.0449999999999591,0.002,0.0470000000000255,1
"test_schema_yaml_config.R","schema_yaml_config","contract validator checks type, ranges, and choices",6,0,FALSE,FALSE,0,3.68899999999996,0.0189999999999999,3.709,6
