"Template_ID","Run_ID","Run_Ordinal","Start_u","End_u","Source_Type","Primary_Descriptor","State_Label","Event_Label","Pause_Subtype","Contextual_Separator_Label","Renewal_Family","Regularity_Regime","Tonic_Subtype","Burst_Strength_Stratum","Burst_Quota_ID","Component_Type","Component_Slot","RNG_Seed","RNG_Stream_Registry","Local_ISI_SHA256","Mean_ISI_Parameter_u","Gamma_Shape","Refractory_u","N_ISIs","Duration_u","Observed_Mean_ISI_u","CV","CV2","LV","Generation_Attempts"
"TPL_001","TPL_001_RUN_011",11,37.021832241739,39.5385751659494,"background_shifted_gamma","Background","none","none","none","none","shifted_gamma","background","none","none","none","background","background_02",1934144641,"point_process=1934144641","93af14505f03ae884e08a5b7341fd8efbc60fb23542cada4342722fd99920cf3",0.73405798706226,3.16261412610766,0.02,2,2.51674292421044,1.25837146210522,1.0556608371115,1.49292987310922,1.67162970451642,1
"TPL_001","TPL_001_RUN_012",12,39.5385751659494,45.6157773277303,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","shifted_gamma","regular","none","weak","BQ_061","hfs_with_nested_burst","BQ_061",1970350167,"hfs_with_nested_burst=679724708;hfs=1897142262;hfs_shape=392630192;hfs_total=1722008556;nested_burst=652414163;nested_duration=1970539128;nested_position=473958239;point_process=1970350167","0437316e138baf511b3584325a9cf5dae88c01a6ebe156b7b037b961ad6dd7f5",0.21103762134444,7.44428947241977,0.02,34,6.07720216178088,0.178741240052379,0.490272008697929,0.313256184345717,0.14421010578455,51
"TPL_001","TPL_001_RUN_013",13,45.6157773277303,49.0092463815165,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","explicit_gap","canonical","none","none","none","pause","canonical_3",449544970,"point_process=449544970","d8f5098321354f41c7bb2f6a972d18fb6e6313264a9a686f295925330c09c572",3.39346905378625,,,1,3.39346905378625,3.39346905378625,0,0,0,1
"TPL_001","TPL_001_RUN_014",14,49.0092463815165,55.4215189590178,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","shifted_gamma","intermediate","none","moderate","BQ_062","hfs_with_nested_burst","BQ_062",742056740,"hfs_with_nested_burst=1166408932;hfs=1925907122;hfs_shape=1522174600;hfs_total=1342711254;nested_burst=1530127862;nested_duration=1825442245;nested_position=728168817;point_process=742056740","8674d0ef5c1ad68845867383d18eb222b7195c43f0045744e56b71d506d643b2",0.258682600390166,3.89285871800967,0.02,28,6.4122725775013,0.229009734910761,0.549340970749773,0.485265930219755,0.266641183538235,4
"TPL_002","TPL_002_RUN_001",1,0,5.29445742582929,"broad_hfs_shifted_gamma","Broad_HFS","Broad_HFS","none","none","none","shifted_gamma","regular","none","none","none","hfs","regular_1",917130060,"point_process=917130060","880067df45c083b72a515e903d5f8d515e0c6486c8313b69f4527256ac78a789",0.186064923629165,11.9944697865285,0.02,28,5.29445742582929,0.189087765208189,0.223496007310492,0.3447713198605,0.131005783889844,1
"TPL_002","TPL_002_RUN_002",2,5.29445742582929,5.96551545889724,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","shifted_gamma","standalone_background","none","weak","BQ_004","burst","BQ_004",1977022486,"burst=1452335188;hfs=1050072087;hfs_shape=1829000487;hfs_total=1521700386;nested_burst=1265971529;nested_duration=1537454322;nested_position=210232864;point_process=1977022486","7deafc4711288a60f1c9451cf45636a1795c0bb85b9d0bc1f3a5520604b1107a",0.518541040446144,1.98211105018854,0.02,6,0.671058033067952,0.111843005511325,0.484553252354529,0.496123674300587,0.286551305509608,4
"TPL_002","TPL_002_RUN_003",3,5.96551545889724,6.5210678712089,"background_shifted_gamma","Background","none","none","none","none","shifted_gamma","background","none","none","none","background","background_01",2038055862,"point_process=2038055862","2b5ed2e4ec368e9f6651072f5a9359b1e64a770df889e1ff4bb7a701a1e87b1a",0.628229481063318,4.32961258443538,0.02,1,0.555552412311658,0.555552412311658,0,0,0,1
"TPL_002","TPL_002_RUN_004",4,6.5210678712089,14.0706765640248,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","shifted_gamma","irregular","none","strong","BQ_064","hfs_with_nested_burst","BQ_064",714272307,"hfs_with_nested_burst=1542390632;hfs=1826243712;hfs_shape=42090879;hfs_total=1391965712;nested_burst=309052133;nested_duration=1284036659;nested_position=1147608685;point_process=714272307","ae8ab6d8c5828cfd547426c17102bea50f2aaa6f8d466db5b6ace5c7fee2453b",0.209748844350688,1.53397443986032,0.02,33,7.54960869281593,0.228776020994422,0.722796108755169,0.602568554066839,0.402611027920056,96
"TPL_002","TPL_002_RUN_005",5,14.0706765640248,14.7896974613872,"background_shifted_gamma","Background","none","none","none","none","shifted_gamma","background","none","none","none","background","background_02",1497526875,"point_process=1497526875","0ea3ada6c905f47206d55759acb1882d255f5cfcf9ddf7c6f9b903320129e258",0.576363968034275,2.20205356087536,0.02,2,0.719020897362332,0.359510448681166,0.846870275262922,1.19765542884746,1.07578389468584,1
"TPL_002","TPL_002_RUN_006",6,14.7896974613872,20.9379864768168,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","shifted_gamma","intermediate","none","weak","BQ_063","hfs_with_nested_burst","BQ_063",621256141,"hfs_with_nested_burst=1666971397;hfs=1905090391;hfs_shape=524316490;hfs_total=1445736790;nested_burst=1457088572;nested_duration=1983612774;nested_position=2003546032;point_process=621256141","38a036f1a9221bd6db88a00134de7d59ec577855679a4db8ab0f5462f8714dfb",0.240889180484228,4.77644504932687,0.02,30,6.14828901542962,0.204942967180987,0.461523648172983,0.487073841754383,0.24187744675948,3
"TPL_002","TPL_002_RUN_007",7,20.9379864768168,25.5492993628034,"tonic_shifted_gamma_stn_like_empirical","Tonic:stn_like_empirical","Tonic","none","none","none","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none","tonic","stn_like_empirical_1",343051092,"point_process=343051092","7ae56f68441d321c3cf1749d265f33e6c863edf0b754e5b56de27d975855749c",0.437289732834324,63.2727455860004,0.02,11,4.61131288598659,0.419210262362418,0.0762765171536837,0.0654090991048621,0.00594742970873216,1
"TPL_002","TPL_002_RUN_008",8,25.5492993628034,28.9540394112827,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","explicit_gap","canonical","none","none","none","pause","canonical_1",361853952,"point_process=361853952","8f19db25dca7d02e7e9bcb470427ceb63c38acd67639e9d4bb95c76525634419",3.40474004847929,,,1,3.40474004847929,3.40474004847929,0,0,0,1
"TPL_002","TPL_002_RUN_009",9,28.9540394112827,29.8047026304599,"background_shifted_gamma","Background","none","none","none","none","shifted_gamma","background","none","none","none","background","background_03",1125835620,"point_process=1125835620","f03fb545799928136d6a0645fed4ed4b078f4a4da0a29bccc8f5cc417222df8a",0.686297306511551,3.98135405720677,0.02,3,0.850663219177214,0.283554406392405,0.290948785063157,0.49462481446687,0.190219495127162,1
"TPL_002","TPL_002_RUN_010",10,29.8047026304599,33.1294997036528,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","explicit_gap","canonical","none","none","none","pause","canonical_2",1504495111,"point_process=1504495111","cde68bd796d95b0d3c0ff88ff16d61dbcfb0cd5d5a4ab377dbd92dc2631b5572",3.32479707319289,,,1,3.32479707319289,3.32479707319289,0,0,0,1
"TPL_002","TPL_002_RUN_011",11,33.1294997036528,33.9432923620078,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","shifted_gamma","standalone_background","none","moderate","BQ_005","burst","BQ_005",1428072886,"burst=1651305067;hfs=1370790560;hfs_shape=250444069;hfs_total=1198868374;nested_burst=664068535;nested_duration=1127957139;nested_position=2033124243;point_process=1428072886","125e5599ac1ee6d2d6eb9c62ce2d284edd33b8a4507fcffa4321240598b36f1c",0.621997269894928,4.62585191503167,0.02,7,0.813792658355071,0.116256094050724,0.195608179983591,0.155785466744916,0.0356325645322785,11
"TPL_002","TPL_002_RUN_012",12,33.9432923620078,34.5681296938542,"contextual_gap_mechanism","Contextual_Separator","none","none","none","Contextual_Separator","explicit_gap","contextual_separator","none","none","none","contextual_separator","separator_1",920149652,"point_process=920149652","bcdb315279d55c0de0bc43d6bdc2e03aadeb825ad8d4ae5d945e345a4dba6af0",0.624837331846356,,,1,0.624837331846356,0.624837331846356,0,0,0,1
"TPL_002","TPL_002_RUN_013",13,34.5681296938542,35.2758776137182,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","shifted_gamma","standalone_background","none","strong","BQ_006","burst","BQ_006",2091255289,"burst=555474500;hfs=609665860;hfs_shape=1053078805;hfs_total=1192429247;nested_burst=1992768886;nested_duration=106760698;nested_position=2139608412;point_process=2091255289","ae5aadc9dc58a84f8420f80356bc75c238042135bec63c4fc6335c168a41a12c",0.596870738698635,3.18975241780281,0.02,8,0.707747919863991,0.0884684899829988,0.327007239202124,0.464802557820622,0.202671299655527,4
"TPL_002","TPL_002_RUN_014",14,35.2758776137182,36.8823311774658,"background_shifted_gamma","Background","none","none","none","none","shifted_gamma","background","none","none","none","background","background_04",1379269302,"point_process=1379269302","c5a7eb0d4b76560fdf89ac83ab40dfb3e02bbb2c0082b247a8d9f6f8e1b395a7",0.781799056753516,3.68640520679764,0.02,2,1.60645356374757,0.803226781873786,0.90360170298156,1.27788578333995,1.22474405644676,1
"TPL_002","TPL_002_RUN_015",15,36.8823311774658,52.1441900267807,"tonic_shifted_gamma_generic_stress","Tonic:generic_stress","Tonic","none","none","none","shifted_gamma","generic_stress","generic_stress","none","none","tonic","generic_stress_2",1038350959,"point_process=1038350959","78be5a5b79685adefce15c2a2db1f9745ad3e426095cd07ea0ce4ea09a2c6d0e",0.962867005751468,29.0323241064325,0.02,17,15.2618588493149,0.897756402900876,0.194628482509664,0.249501574782949,0.0669345141293446,1
"TPL_003","TPL_003_RUN_001",1,0,6.13691478637606,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","shifted_gamma","irregular","none","moderate","BQ_065","hfs_with_nested_burst","BQ_065",1536902375,"hfs_with_nested_burst=108952955;hfs=801422931;hfs_shape=1064209461;hfs_total=1410748138;nested_burst=1595552752;nested_duration=364094809;nested_position=1146912821;point_process=1536902375","a8c9c3ae223a6eefaab4223826e827f417037ec3395c3ce0d1ed286e3d240069",0.240267782802694,1.683004309237,0.02,26,6.13691478637606,0.236035184091387,0.613807611651865,0.568348691065084,0.389342768876497,37
"TPL_003","TPL_003_RUN_002",2,6.13691478637606,10.9380444190986,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","explicit_gap","canonical","none","none","none","pause","canonical_1",354554863,"point_process=354554863","372bea4b4974e62bee09811f20be8c5513712ef2ed5f29d401e69960b2f05b1e",4.80112963272259,,,1,4.80112963272259,4.80112963272259,0,0,0,1
"TPL_003","TPL_003_RUN_003",3,10.9380444190986,19.6772632868459,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","shifted_gamma","regular","none","strong","BQ_066","hfs_with_nested_burst","BQ_066",787752475,"hfs_with_nested_burst=489338578;hfs=1033193807;hfs_shape=865925505;hfs_total=974587343;nested_burst=1383983802;nested_duration=415367387;nested_position=495600434;point_process=787752475","3712dd1868b99542cbb32828fa5b3e7053fd878638545392726c33fc309e66a3",0.287067122259177,8.53394838469103,0.02,34,8.73921886774725,0.25703584905139,0.59480634062125,0.37713550952756,0.169562495515678,27
"TPL_003","TPL_003_RUN_004",4,19.6772632868459,30.8286323828563,"tonic_shifted_gamma_generic_stress","Tonic:generic_stress","Tonic","none","none","none","shifted_gamma","generic_stress","generic_stress","none","none","tonic","generic_stress_1",1619816389,"point_process=1619816389","8e429a3fbcaccb2d9c036421c6e8db62a2209cb93ad71c8081e0200aad1000c9",0.88803278998239,26.586092567537,0.02,13,11.1513690960104,0.857797622770034,0.233131653610148,0.177465773440724,0.0346156861135627,1
"TPL_003","TPL_003_RUN_005",5,30.8286323828563,33.8596064784505,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","explicit_gap","canonical","none","none","none","pause","canonical_2",789737136,"point_process=789737136","09c6d2955cf3b95269a7618ef55552b846cdcc1ab524e297e51b55f8ac9b83ff",3.03097409559414,,,1,3.03097409559414,3.03097409559414,0,0,0,1
"TPL_003","TPL_003_RUN_006",6,33.8596064784505,34.4226938060894,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","shifted_gamma","standalone_background","none","strong","BQ_009","burst","BQ_009",412821064,"burst=1193675652;hfs=443537057;hfs_shape=465786235;hfs_total=973322672;nested_burst=56954369;nested_duration=689498534;nested_position=1823175563;point_process=412821064","aca72cb72776ccfc6e0e67952a612b491243e9e67a39b2698b6c302d84f8f73f",0.670353675913066,4.74096454903483,0.02,6,0.563087327638944,0.0938478879398239,0.311488542135574,0.377728847447284,0.143555025900448,3
"TPL_003","TPL_003_RUN_007",7,34.4226938060894,35.0309840098438,"contextual_gap_mechanism","Contextual_Separator","none","none","none","Contextual_Separator","explicit_gap","contextual_separator","none","none","none","contextual_separator","separator_1",259151870,"point_process=259151870","4e3a7158e848b04ec47685616a4e50017a6ba84bf6a134a2bc50bb463a7dd3fa",0.608290203754321,,,1,0.608290203754321,0.608290203754321,0,0,0,1
"TPL_003","TPL_003_RUN_008",8,35.0309840098438,35.7074947395661,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","shifted_gamma","standalone_background","none","weak","BQ_007","burst","BQ_007",288073460,"burst=380421644;hfs=1261178474;hfs_shape=1740438502;hfs_total=723576255;nested_burst=1870626324;nested_duration=1676860239;nested_position=145622460;point_process=288073460","87822d3988bdf3d5abf39bedfbf98a45db93279d715f5bebcb0be61d56397920",0.792357047100086,4.61610507667065,0.02,4,0.676510729722308,0.169127682430577,0.434462562939266,0.51388557684513,0.218014867259758,2
"TPL_003","TPL_003_RUN_009",9,35.7074947395661,36.0713132367282,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","shifted_gamma","standalone_background","none","moderate","BQ_008","burst","BQ_008",1556464536,"burst=628057354;hfs=950402072;hfs_shape=596140169;hfs_total=1697610589;nested_burst=1574814947;nested_duration=1826506064;nested_position=1969227977;point_process=1556464536","dca026032e62736c9514bf5dd8585a9382ee67e8296499ae407d1c3cf0eabee1",0.532161957665812,3.21178035214543,0.02,5,0.363818497162096,0.0727636994324192,0.320420933391305,0.501852417279794,0.198010352795611,1
"TPL_003","TPL_003_RUN_010",10,36.0713132367282,40.0709380328801,"broad_hfs_shifted_gamma","Broad_HFS","Broad_HFS","none","none","none","shifted_gamma","intermediate","none","none","none","hfs","intermediate_1",1515573930,"point_process=1515573930","83ea38618a516ebf4487adb2882162a7114a1ebf43c01229947cbf09b342d8ef",0.191498660552315,2.43707130867988,0.02,22,3.99962479615195,0.181801127097816,0.492172989817612,0.638388925618091,0.479771209115285,1
"TPL_003","TPL_003_RUN_011",11,40.0709380328801,44.359583575867,"tonic_shifted_gamma_stn_like_empirical","Tonic:stn_like_empirical","Tonic","none","none","none","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none","tonic","stn_like_empirical_2",1318927834,"point_process=1318927834","b278c558b206ed366b027333e53bd17c73cadbd6fa6f1ac2971f3ab6049606ab",0.370676530152559,57.4328200379387,0.02,12,4.28864554298689,0.357387128582241,0.125737203859942,0.126853651960354,0.0184626414746475,1
"TPL_003","TPL_003_RUN_012",12,44.359583575867,49.3540147198661,"complex_multi_gap_mechanism","Pause:complex_multi_gap","none","Pause","complex_multi_gap","none","explicit_gap","complex_multi_gap","none","none","none","pause","complex_multi_gap_3",98461755,"point_process=98461755","ab48247d560bdf31678badce3f0805dea06bd925f6ee108e3971d9d12c6d04d7",2.49721557199955,,,2,4.9944311439991,2.49721557199955,0.121764594068119,0.172201140347989,0.0222399245528608,1
"TPL_004","TPL_004_RUN_001",1,0,6.62192629420036,"broad_hfs_shifted_gamma","Broad_HFS","Broad_HFS","none","none","none","shifted_gamma","intermediate","none","none","none","hfs","intermediate_1",372134659,"point_process=372134659","cf3ad7b73052f2f006c0f47891a6c02a83c906b570b4667785e5147d6d79d507",0.231768544204533,4.49061668911017,0.02,31,6.62192629420036,0.213610525619366,0.428848913014577,0.422869886378326,0.231670532574018,1
"TPL_004","TPL_004_RUN_002",2,6.62192629420036,6.98518688720264,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","shifted_gamma","standalone_background","none","strong","BQ_012","burst","BQ_012",1106771126,"burst=1787104774;hfs=1514593536;hfs_shape=166947744;hfs_total=1726708793;nested_burst=1316150824;nested_duration=2094438342;nested_position=2085551713;point_process=1106771126","f9776eb5b9185043a2fa4cc562565acfe7f20db84c448a026e6f7d0283a64674",0.707899280451238,2.1351109482348,0.02,3,0.363260593002274,0.121086864334091,0.533520502501097,0.639260135718184,0.480822895115373,2
"TPL_004","TPL_004_RUN_003",3,6.98518688720264,12.1743442402968,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","shifted_gamma","irregular","none","weak","BQ_068","hfs_with_nested_burst","BQ_068",329311119,"hfs_with_nested_burst=1395394556;hfs=1002435935;hfs_shape=1966993233;hfs_total=254766606;nested_burst=256563395;nested_duration=911617318;nested_position=2011340699;point_process=329311119","f6f17ceda6cee07171be1e3e322abe0dcacebdaec4f17f8f67fcb02415e6caae",0.186159042320214,1.66548333247192,0.02,32,5.18915735309416,0.162161167284193,0.74823584800266,0.584989153476115,0.38879297212749,256
"TPL_004","TPL_004_RUN_004",4,12.1743442402968,15.283865708653,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","explicit_gap","canonical","none","none","none","pause","canonical_1",315240164,"point_process=315240164","fcc9968d1fe9ced9cfcd511ce7fa4da344f48b1cb5dda6af171ed9483a6fe9e9",3.10952146835625,,,1,3.10952146835625,3.10952146835625,0,0,0,1
"TPL_004","TPL_004_RUN_005",5,15.283865708653,23.338562647794,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","shifted_gamma","regular","none","moderate","BQ_067","hfs_with_nested_burst","BQ_067",34862677,"hfs_with_nested_burst=763175566;hfs=997547101;hfs_shape=557954784;hfs_total=1963919536;nested_burst=1812350939;nested_duration=1550172157;nested_position=1345861944;point_process=34862677","719024286450ce8e5a2570cdbcc1313146d2e2455f8cd08fbb8378c76ec8a1a5",0.276248300266452,9.11294553056359,0.02,34,8.05469693914097,0.236902851151205,0.523976143604666,0.379132714342725,0.167081247595157,35
"TPL_004","TPL_004_RUN_006",6,23.338562647794,24.8397156610165,"background_shifted_gamma","Background","none","none","none","none","shifted_gamma","background","none","none","none","background","background_01",506999611,"point_process=506999611","a5b34882a089567ecf04ab20092e7bd26e159ff6c942f9aeae8b9126147ab73b",0.697808025998529,2.21655012201518,0.02,2,1.50115301322253,0.750576506611264,1.03924600590009,1.46971579618597,1.62004839116892,1
"TPL_004","TPL_004_RUN_007",7,24.8397156610165,25.6417785721609,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","shifted_gamma","standalone_background","none","weak","BQ_010","burst","BQ_010",1995563359,"burst=2126226035;hfs=985706797;hfs_shape=2099630642;hfs_total=1404506272;nested_burst=2034739474;nested_duration=1823231768;nested_position=822427078;point_process=1995563359","f8c0a574937586c8b6324fd7bb2e486ead71be10f86df397cf8d567e08c7f00f",0.665850640635472,4.45391658842564,0.02,7,0.802062911144312,0.114580415877759,0.407189697253187,0.394824217108446,0.161034381020604,26
"TPL_004","TPL_004_RUN_008",8,25.6417785721609,26.1615497471542,"contextual_gap_mechanism","Contextual_Separator","none","none","none","Contextual_Separator","explicit_gap","contextual_separator","none","none","none","contextual_separator","separator_1",817033182,"point_process=817033182","5b7e1256b6d10824a6ea3ca91b7c826b9b6617918cc7c72584f9c91195be844c",0.519771174993366,,,1,0.519771174993366,0.519771174993366,0,0,0,1
"TPL_004","TPL_004_RUN_009",9,26.1615497471542,26.9786898147968,"standalone_background_shifted_gamma","Burst","none","Burst","none","none","shifted_gamma","standalone_background","none","moderate","BQ_011","burst","BQ_011",766913624,"burst=754673524;hfs=539612748;hfs_shape=116837979;hfs_total=1623661043;nested_burst=174483597;nested_duration=882200524;nested_position=1669072021;point_process=766913624","26fa07f2134ae8b5193d3f5cd08b528a75691b11a12bff82ca6680e78a89a53f",0.664289178675972,3.94433036670089,0.02,8,0.817140067642592,0.102142508455324,0.388699275853112,0.249442986166851,0.100217941323382,10
"TPL_004","TPL_004_RUN_010",10,26.9786898147968,37.8543939744818,"tonic_shifted_gamma_generic_stress","Tonic:generic_stress","Tonic","none","none","none","shifted_gamma","generic_stress","generic_stress","none","none","tonic","generic_stress_1",1142813353,"point_process=1142813353","2655fdea40c18db405ea9684cd11e0ed228cc8af68cdc48afd261a683f395cb2",0.962944789219182,20.7475017970428,0.02,12,10.875704159685,0.906308679973746,0.23309366796594,0.305929367589832,0.0870756368655039,1
"TPL_004","TPL_004_RUN_011",11,37.8543939744818,38.1331452203039,"background_shifted_gamma","Background","none","none","none","none","shifted_gamma","background","none","none","none","background","background_02",1911503076,"point_process=1911503076","5b0e8fb1c607c4090fdf85356498e51458efe2bd9010d9eff7a92f717bce283c",0.603516050917096,3.49731146881822,0.02,1,0.278751245822088,0.278751245822088,0,0,0,1
"TPL_004","TPL_004_RUN_012",12,38.1331452203039,44.4831906735202,"tonic_shifted_gamma_stn_like_empirical","Tonic:stn_like_empirical","Tonic","none","none","none","shifted_gamma","stn_like_empirical","stn_like_empirical","none","none","tonic","stn_like_empirical_2",1311439539,"point_process=1311439539","b0ff9e1e452d137363f6f66f3a289032a8628b568b3cee022379339e9e49b147",0.393499551899731,69.4891977496445,0.02,16,6.35004545321631,0.396877840826019,0.138677652876745,0.147000796861458,0.0280061695701166,1
"TPL_004","TPL_004_RUN_013",13,44.4831906735202,48.2227308084958,"canonical_mechanism","Pause:canonical","none","Pause","canonical","none","explicit_gap","canonical","none","none","none","pause","canonical_2",1666286972,"point_process=1666286972","8fa055f180e8c45315350d2457db6831f03d5e3ee93476c9fedde631b3f283ee",3.73954013497569,,,1,3.73954013497569,3.73954013497569,0,0,0,1
"TPL_005","TPL_005_RUN_001",1,0,8.27039491984443,"broad_hfs_shifted_gamma","Burst","Broad_HFS","Burst","none","none","shifted_gamma","regular","none","moderate","BQ_070","hfs_with_nested_burst","BQ_070",1913523802,"hfs_with_nested_burst=1554320036;hfs=1148150554;hfs_shape=1877647505;hfs_total=1870656564;nested_burst=1636980439;nested_duration=1305528966;nested_position=349656795;point_process=1913523802","51550aa7389e222bea5a50b270430ee01b54162d3cc11635ec0e7f2476bd5372",0.273705869824626,9.07314647734165,0.02,34,8.27039491984443,0.243246909407189,0.401896887528539,0.309716205012081,0.149646438218179,3
