"Template_ID","Event_ID","Run_ID","State_Envelope_ID","Event_Label","Pause_Subtype","Event_Context","Latent_Pulse_ID","Latent_Start_u","Latent_End_u","Latent_Duration_u","Realized_Start_u","Realized_End_u","Realized_Duration_u","Realized_Left_Spike_Index","Realized_Right_Spike_Index","N_Realized_Spikes","N_Realized_ISIs","Rate_Multiplier","Pulse_Strength_Stratum","Frozen_Target_Spikes","Burst_Quota_ID","Is_Four_Spike_Boundary","Composite_HFS_Regime_ID","Boundary_Definition","Phenotype_Evidence_ID","Phenotype_Label","Phenotype_Evidence_Score","Phenotype_Evaluation_Eligibility"
"TPL_005","TPL_005_EVENT_007","TPL_005_RUN_013","none","Burst","none","standalone_burst","TPL_005_PULSE_005",51.6995752438934,52.2998006742639,0.600225430370514,51.7460409886565,52.2608676450793,0.514826656422741,137,143,7,6,10.9134329641238,"strong",7,"BQ_015",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0025","no_burst_evidence",1.84717548487605,"eligible"
"TPL_006","TPL_006_EVENT_001","TPL_006_RUN_002","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,10.1609027138614,14.7105238663667,4.54962115250528,13,15,3,2,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_006","TPL_006_EVENT_002","TPL_006_RUN_004","TPL_006_STATE_002","Burst","none","burst_in_hfs","TPL_006_PULSE_001",19.3350661440085,19.6867018618605,0.351635717851984,19.3500618314957,19.65964933091,0.309587499414313,33,38,6,5,5.41192052059341,"weak",6,"BQ_071",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0026","no_burst_evidence",2.66264274779779,"eligible"
"TPL_006","TPL_006_EVENT_003","TPL_006_RUN_005","none","Pause","canonical","canonical","none",,,,22.0617875073584,26.490966838227,4.42917933086865,52,53,2,1,,"none",,"none",FALSE,"TPL_006_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_006","TPL_006_EVENT_004","TPL_006_RUN_006","TPL_006_STATE_003","Burst","none","burst_in_hfs","TPL_006_PULSE_002",31.0415736102481,31.4835302509426,0.441956640694482,31.0482317028796,31.4553392519102,0.407107549030627,67,73,7,6,8.04482197389007,"strong",7,"BQ_072",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0027","no_burst_evidence",3.02268761820902,"eligible"
"TPL_006","TPL_006_EVENT_005","TPL_006_RUN_009","none","Burst","none","standalone_burst","TPL_006_PULSE_003",44.2758026005835,44.8263485577225,0.550545957139008,44.2850632930887,44.7361382344434,0.451074941354705,117,120,4,3,7.69871465873439,"moderate",4,"BQ_017",TRUE,"none","first_to_last_pulse_exposed_spike","PHENO_0028","no_burst_evidence",-0.658280728363593,"eligible"
"TPL_006","TPL_006_EVENT_006","TPL_006_RUN_010","none","Burst","none","standalone_burst","TPL_006_PULSE_004",44.6642375155084,45.4103208946494,0.74608337914102,44.7361382344434,45.4090477490908,0.672909514647358,120,128,9,8,9.84562417212874,"strong",9,"BQ_018",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0029","no_burst_evidence",1.48737265247619,"eligible"
"TPL_006","TPL_006_EVENT_007","TPL_006_RUN_012","none","Burst","none","standalone_burst","TPL_006_PULSE_005",45.8871180184622,46.7871180184622,0.899999999999999,45.9175264329294,46.7042392636379,0.786712830708524,129,136,8,7,4.89228174183518,"weak",8,"BQ_016",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0030","ambiguous_burst_like",3.9357378641469,"exclude_primary_include_sensitivity"
"TPL_006","TPL_006_EVENT_008","TPL_006_RUN_014","none","Pause","canonical","canonical","none",,,,52.7639212755619,57.7310688490181,4.96714757345617,147,148,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_007","TPL_007_EVENT_001","TPL_007_RUN_003","TPL_007_STATE_002","Burst","none","burst_in_hfs","TPL_007_PULSE_001",9.72288497337618,10.3772116190982,0.654326645721982,9.79717306181026,10.3405375799923,0.543364518182079,27,34,8,7,4.02220136520918,"weak",8,"BQ_073",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0031","clear_burst_like",4.96495883755593,"eligible"
"TPL_007","TPL_007_EVENT_002","TPL_007_RUN_004","none","Burst","none","standalone_burst","TPL_007_PULSE_002",15.4187855504494,15.9649160716679,0.54613052121848,15.4765839401092,15.9316007080004,0.455016767891227,49,55,7,6,11.7020845618099,"strong",7,"BQ_021",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0032","ambiguous_burst_like",3.54065392319532,"exclude_primary_include_sensitivity"
"TPL_007","TPL_007_EVENT_003","TPL_007_RUN_007","none","Pause","canonical","canonical","none",,,,24.218980309145,27.1815373525596,2.96255704341456,89,90,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_007","TPL_007_EVENT_004","TPL_007_RUN_009","none","Burst","none","standalone_burst","TPL_007_PULSE_003",28.0486104602502,28.6573679185608,0.608757458310624,28.0637850327036,28.5489295781626,0.485144545459026,92,96,5,4,5.28048919781577,"weak",5,"BQ_019",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0033","no_burst_evidence",2.67314458969713,"eligible"
"TPL_007","TPL_007_EVENT_005","TPL_007_RUN_011","none","Burst","none","standalone_burst","TPL_007_PULSE_004",29.0352714967857,29.6105897123688,0.575318215583067,29.0524196501857,29.5335449231488,0.481125272963105,97,102,6,5,6.9752323855646,"moderate",6,"BQ_020",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0034","no_burst_evidence",2.2275108214674,"eligible"
"TPL_007","TPL_007_EVENT_006","TPL_007_RUN_012","TPL_007_STATE_004","Burst","none","burst_in_hfs","TPL_007_PULSE_005",32.1924652121529,32.686313506552,0.493848294399058,32.2149488243097,32.6687044896764,0.453755665366693,112,120,9,8,5.52500732603949,"moderate",9,"BQ_074",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0035","clear_burst_like",4.35011835277739,"eligible"
"TPL_007","TPL_007_EVENT_007","TPL_007_RUN_014","none","Pause","canonical","canonical","none",,,,47.6383758100413,52.4580185519729,4.8196427419316,148,149,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_008","TPL_008_EVENT_001","TPL_008_RUN_002","none","Pause","canonical","canonical","none",,,,5.63749460111961,8.89773013330654,3.26023553218693,14,15,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_008","TPL_008_EVENT_002","TPL_008_RUN_004","none","Burst","none","standalone_burst","TPL_008_PULSE_001",15.1703994695251,16.0703994695251,0.899999999999999,15.2075470364964,16.0193517976682,0.811804761171807,47,54,8,7,4.37182421982288,"weak",8,"BQ_022",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0036","no_burst_evidence",1.29442795599871,"eligible"
"TPL_008","TPL_008_EVENT_003","TPL_008_RUN_006","none","Burst","none","standalone_burst","TPL_008_PULSE_002",16.9897182539384,17.8897182539384,0.899999999999999,17.0013270931298,17.790707050278,0.789379957148135,55,63,9,8,5.68259882985149,"moderate",9,"BQ_023",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0037","no_burst_evidence",1.28687327997117,"eligible"
"TPL_008","TPL_008_EVENT_004","TPL_008_RUN_008","none","Burst","none","standalone_burst","TPL_008_PULSE_003",18.1886007152407,18.7147654760689,0.526164760828234,18.2767426874164,18.6738787557891,0.397136068372756,64,68,5,4,8.08587645925581,"strong",5,"BQ_024",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0038","ambiguous_burst_like",3.95243227090006,"exclude_primary_include_sensitivity"
"TPL_008","TPL_008_EVENT_005","TPL_008_RUN_010","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,31.3138282502582,36.8301289214333,5.51630067117512,82,84,3,2,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_008","TPL_008_EVENT_006","TPL_008_RUN_012","TPL_008_STATE_004","Burst","none","burst_in_hfs","TPL_008_PULSE_004",41.2755454172624,41.5131006389573,0.237555221694912,41.2997593289651,41.5060509556803,0.206291626715242,98,102,5,4,8.8732983386144,"strong",5,"BQ_075",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0039","ambiguous_burst_like",3.6409726849298,"exclude_primary_include_sensitivity"
"TPL_008","TPL_008_EVENT_007","TPL_008_RUN_013","none","Pause","canonical","canonical","none",,,,45.0639052499068,49.0593287570384,3.99542350713163,119,120,2,1,,"none",,"none",FALSE,"TPL_008_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_008","TPL_008_EVENT_008","TPL_008_RUN_014","TPL_008_STATE_005","Burst","none","burst_in_hfs","TPL_008_PULSE_005",50.9395330979349,51.1359623968046,0.196429298869688,50.9410898432491,51.1077211193539,0.166631276104795,128,131,4,3,6.33444461924955,"moderate",4,"BQ_076",TRUE,"none","first_to_last_pulse_exposed_spike","PHENO_0040","no_burst_evidence",3.11688949703355,"eligible"
"TPL_009","TPL_009_EVENT_001","TPL_009_RUN_001","TPL_009_STATE_001","Burst","none","burst_in_hfs","TPL_009_PULSE_001",2.88429508143345,3.19032039578326,0.306025314349808,2.89716848776243,3.17016205793554,0.272993570173118,12,18,7,6,8.49394763540477,"strong",7,"BQ_078",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0041","clear_burst_like",4.40638191248277,"eligible"
"TPL_009","TPL_009_EVENT_002","TPL_009_RUN_004","none","Pause","canonical","canonical","none",,,,20.0602108986421,23.6087940973999,3.54858319875784,51,52,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_009","TPL_009_EVENT_003","TPL_009_RUN_006","none","Burst","none","standalone_burst","TPL_009_PULSE_002",24.4504829793675,25.1023169296768,0.651833950309335,24.5400241298297,24.97776346302,0.437739333190336,53,59,7,6,7.72740527591668,"moderate",7,"BQ_026",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0042","clear_burst_like",5.02056307749848,"eligible"
"TPL_009","TPL_009_EVENT_004","TPL_009_RUN_008","none","Burst","none","standalone_burst","TPL_009_PULSE_003",30.6985441672279,31.4476684289028,0.749124261674911,30.732943782377,31.4183890644169,0.6854452820399,91,98,8,7,10.4910286720842,"strong",8,"BQ_027",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0043","no_burst_evidence",1.5600138407488,"eligible"
"TPL_009","TPL_009_EVENT_005","TPL_009_RUN_010","none","Burst","none","standalone_burst","TPL_009_PULSE_004",32.0054871575252,32.9054871575252,0.899999999999999,32.0427743989786,32.8213263774587,0.778551978480131,99,104,6,5,4.28271595994011,"weak",6,"BQ_025",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0044","no_burst_evidence",2.00714014482328,"eligible"
"TPL_009","TPL_009_EVENT_006","TPL_009_RUN_011","none","Pause","canonical","canonical","none",,,,32.8213263774587,37.5972783115989,4.77595193414017,104,105,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_009","TPL_009_EVENT_007","TPL_009_RUN_013","TPL_009_STATE_005","Burst","none","burst_in_hfs","TPL_009_PULSE_005",46.3265029554138,46.6388723349717,0.312369379557936,46.3384419125187,46.6192440629159,0.2808021503972,128,133,6,5,4.81560807093047,"weak",6,"BQ_077",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0045","no_burst_evidence",3.05639646881921,"eligible"
"TPL_010","TPL_010_EVENT_001","TPL_010_RUN_002","none","Pause","canonical","canonical","none",,,,7.1913304642795,10.461351320103,3.27002085582353,17,18,2,1,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_010","TPL_010_EVENT_002","TPL_010_RUN_004","none","Burst","none","standalone_burst","TPL_010_PULSE_001",13.6691190967956,14.1213616386001,0.452242541804525,13.6930326708322,14.0570683035794,0.364035632747179,21,24,4,3,5.33038505422883,"weak",4,"BQ_028",TRUE,"none","first_to_last_pulse_exposed_spike","PHENO_0046","no_burst_evidence",3.13485405605056,"eligible"
"TPL_010","TPL_010_EVENT_003","TPL_010_RUN_006","none","Burst","none","standalone_burst","TPL_010_PULSE_002",14.4893637003396,15.1885980279991,0.699234327659557,14.5486986560692,15.135750481815,0.587051825745736,25,33,9,8,7.7456924628932,"moderate",9,"BQ_029",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0047","clear_burst_like",6.15154386621556,"eligible"
"TPL_010","TPL_010_EVENT_004","TPL_010_RUN_009","none","Pause","complex_multi_gap","complex_multi_gap","none",,,,30.1237727226028,36.9708212052742,6.84704848267138,48,51,4,3,,"none",,"none",FALSE,"none","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
"TPL_010","TPL_010_EVENT_005","TPL_010_RUN_012","none","Burst","none","standalone_burst","TPL_010_PULSE_003",44.9402591423353,45.3621984157116,0.421939273376303,44.9588080332413,45.3495759095543,0.390767876313035,85,89,5,4,11.4240466067567,"strong",5,"BQ_030",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0048","no_burst_evidence",1.64752636622679,"eligible"
"TPL_010","TPL_010_EVENT_006","TPL_010_RUN_013","TPL_010_STATE_004","Burst","none","burst_in_hfs","TPL_010_PULSE_004",47.3188794469882,47.7154589311757,0.396579484187498,47.3453538927823,47.6834422650605,0.338088372278264,97,104,8,7,7.84892067906912,"moderate",8,"BQ_079",FALSE,"none","first_to_last_pulse_exposed_spike","PHENO_0049","clear_burst_like",4.14196742557149,"eligible"
"TPL_010","TPL_010_EVENT_007","TPL_010_RUN_014","none","Pause","canonical","canonical","none",,,,52.5703985320665,56.1656253186315,3.59522678656504,123,124,2,1,,"none",,"none",FALSE,"TPL_010_REGIME_01","observed_first_to_last_pause_boundary_spike","none","not_applicable",,"not_applicable"
