"Template_ID","State_Envelope_ID","Run_ID","State_Label","Tonic_Subtype","Start_u","End_u","Duration_u","N_Boundary_Spikes","N_ISIs","Renewal_Family","Regularity_Regime","Mean_ISI_Parameter_u","Gamma_Shape","Refractory_u","Observed_Mean_ISI_u","CV","CV2","LV","Contains_Injected_Burst","Burst_Strength_Stratum","Tonic_Intended_Stratum","Composite_HFS_Regime_ID","Boundary_Observability","Start_Boundary_Observability","End_Boundary_Observability","Start_Boundary_Contrast","End_Boundary_Contrast","Start_Hard_Cut_Reason","End_Hard_Cut_Reason","Tonic_Phenotype_Evidence_Score","Tonic_Phenotype","Eligibility_Reason"
"TPL_003","TPL_003_STATE_001","TPL_003_RUN_001","Broad_HFS","none",0,6.13691478637606,6.13691478637606,27,26,"shifted_gamma","irregular",0.240267782802694,1.683004309237,0.02,0.236035184091387,0.613807611651865,0.568348691065084,0.389342768876497,TRUE,"moderate","not_applicable","TPL_003_REGIME_01","ambiguous_or_edge","recording_edge_unobservable","hard_cut_canonical_pause",,1.42627508052704,"none","canonical_pause",,"not_applicable","not_applicable"
"TPL_003","TPL_003_STATE_002","TPL_003_RUN_003","Broad_HFS","none",10.9380444190986,19.6772632868459,8.73921886774726,35,34,"shifted_gamma","regular",0.287067122259177,8.53394838469103,0.02,0.25703584905139,0.59480634062125,0.37713550952756,0.169562495515678,TRUE,"strong","not_applicable","TPL_003_REGIME_01","clear_or_hard_cut","hard_cut_canonical_pause","clear",0.738638942100919,3.18057931860052,"canonical_pause","none",,"not_applicable","not_applicable"
"TPL_003","TPL_003_STATE_003","TPL_003_RUN_004","Tonic","generic_stress",19.6772632868459,30.8286323828563,11.1513690960104,14,13,"shifted_gamma","generic_stress",0.88803278998239,26.586092567537,0.02,0.857797622770034,0.233131653610148,0.177465773440724,0.0346156861135627,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.807475061431629,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_003","TPL_003_STATE_004","TPL_003_RUN_010","Broad_HFS","none",36.0713132367282,40.0709380328801,3.99962479615195,23,22,"shifted_gamma","intermediate",0.191498660552315,2.43707130867988,0.02,0.181801127097816,0.492172989817612,0.638388925618091,0.479771209115285,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","ambiguous",0.779667048320325,1.27180470983437,"none","none",,"not_applicable","not_applicable"
"TPL_003","TPL_003_STATE_005","TPL_003_RUN_011","Tonic","stn_like_empirical",40.0709380328801,44.359583575867,4.28864554298689,13,12,"shifted_gamma","stn_like_empirical",0.370676530152559,57.4328200379387,0.02,0.357387128582241,0.125737203859942,0.126853651960354,0.0184626414746475,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.778821901769313,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_004","TPL_004_STATE_001","TPL_004_RUN_001","Broad_HFS","none",0,6.62192629420036,6.62192629420036,32,31,"shifted_gamma","intermediate",0.231768544204533,4.49061668911017,0.02,0.213610525619366,0.428848913014577,0.422869886378326,0.231670532574018,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","recording_edge_unobservable","no_evidence",,0.7540156892501,"none","none",,"not_applicable","not_applicable"
"TPL_004","TPL_004_STATE_002","TPL_004_RUN_003","Broad_HFS","none",6.98518688720264,12.1743442402968,5.18915735309416,33,32,"shifted_gamma","irregular",0.186159042320214,1.66548333247192,0.02,0.162161167284193,0.74823584800266,0.584989153476115,0.38879297212749,TRUE,"weak","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","ambiguous",0.985458973444506,1.41449686802625,"none","none",,"not_applicable","not_applicable"
"TPL_004","TPL_004_STATE_003","TPL_004_RUN_005","Broad_HFS","none",15.283865708653,23.338562647794,8.05469693914097,35,34,"shifted_gamma","regular",0.276248300266452,9.11294553056359,0.02,0.236902851151205,0.523976143604666,0.379132714342725,0.167081247595157,TRUE,"moderate","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","no_evidence",1.05448931235121,0.516983096043703,"none","none",,"not_applicable","not_applicable"
"TPL_004","TPL_004_STATE_004","TPL_004_RUN_010","Tonic","generic_stress",26.9786898147968,37.8543939744818,10.8757041596849,13,12,"shifted_gamma","generic_stress",0.962944789219182,20.7475017970428,0.02,0.906308679973746,0.23309366796594,0.305929367589832,0.0870756368655039,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.762452488613026,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_004","TPL_004_STATE_005","TPL_004_RUN_012","Tonic","stn_like_empirical",38.1331452203039,44.4831906735202,6.35004545321631,17,16,"shifted_gamma","stn_like_empirical",0.393499551899731,69.4891977496445,0.02,0.396877840826019,0.138677652876745,0.147000796861458,0.0280061695701166,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.87157669539192,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_005","TPL_005_STATE_001","TPL_005_RUN_001","Broad_HFS","none",0,8.27039491984443,8.27039491984443,35,34,"shifted_gamma","regular",0.273705869824626,9.07314647734165,0.02,0.243246909407189,0.401896887528539,0.309716205012081,0.149646438218179,TRUE,"moderate","not_applicable","none","ambiguous_or_edge","recording_edge_unobservable","clear",,1.98849658158131,"none","none",,"not_applicable","not_applicable"
"TPL_005","TPL_005_STATE_002","TPL_005_RUN_003","Tonic","stn_like_empirical",13.012704919031,20.1192166680439,7.1065117490129,18,17,"shifted_gamma","stn_like_empirical",0.423789571970701,28.527313657105,0.02,0.418030102883112,0.161587073355723,0.171315777771708,0.0326301415618384,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.765860502727578,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_005","TPL_005_STATE_003","TPL_005_RUN_005","Broad_HFS","none",21.5312702062118,26.2236820108426,4.69241180463079,33,32,"shifted_gamma","intermediate",0.180210168296471,4.24431370515376,0.02,0.146637868894712,0.438318740255164,0.417811657768465,0.199853697205035,TRUE,"strong","not_applicable","none","clear_or_hard_cut","clear","clear",2.23456250335803,5.73525034544291,"none","none",,"not_applicable","not_applicable"
"TPL_005","TPL_005_STATE_004","TPL_005_RUN_006","Tonic","generic_stress",26.2236820108426,39.6014610352917,13.3777790244491,16,15,"shifted_gamma","generic_stress",0.931895986467134,21.1444977493957,0.02,0.891851934963273,0.18906614459253,0.200435058938591,0.0450949611007751,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.866037698996311,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_005","TPL_005_STATE_005","TPL_005_RUN_009","Broad_HFS","none",44.8920035915922,48.7079845931595,3.81598100156737,22,21,"shifted_gamma","irregular",0.191800692267716,1.37340104968753,0.02,0.181713381027017,0.715024414231937,0.834384892212706,0.788782089433001,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","clear",0.928626199683786,10.4892643964447,"none","none",,"not_applicable","not_applicable"
"TPL_006","TPL_006_STATE_001","TPL_006_RUN_001","Tonic","generic_stress",0,10.1609027138614,10.1609027138614,13,12,"shifted_gamma","generic_stress",0.862538532866165,26.2641016901471,0.02,0.846741892821784,0.211168662277351,0.172973016234811,0.0403415635996816,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.685117301895753,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_006","TPL_006_STATE_002","TPL_006_RUN_004","Broad_HFS","none",16.5182538495004,22.0617875073584,5.54353365785796,35,34,"shifted_gamma","irregular",0.201017327066511,1.48720289440826,0.02,0.163045107584058,0.757931998394246,0.752925559090173,0.600413581036206,TRUE,"weak","not_applicable","TPL_006_REGIME_01","clear_or_hard_cut","clear","hard_cut_canonical_pause",4.70084850887233,1.403252709656,"none","canonical_pause",,"not_applicable","not_applicable"
"TPL_006","TPL_006_STATE_003","TPL_006_RUN_006","Broad_HFS","none",26.490966838227,35.1196330799596,8.62866624173257,35,34,"shifted_gamma","regular",0.297733808304183,6.08716610865667,0.02,0.253784301227429,0.537607860052071,0.365666024715011,0.156047188695182,TRUE,"strong","not_applicable","TPL_006_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","ambiguous",1.16106133596266,1.37176751952218,"canonical_pause","none",,"not_applicable","not_applicable"
"TPL_006","TPL_006_STATE_004","TPL_006_RUN_008","Broad_HFS","none",36.1043225170845,44.2850632930887,8.18074077600421,30,29,"shifted_gamma","intermediate",0.290601500542834,4.46764557654969,0.02,0.282094509517387,0.358957157093343,0.368839829645446,0.188569108838086,FALSE,"none","not_applicable","none","ambiguous_or_edge","clear","ambiguous",1.61830425910745,1.31395590500644,"none","none",,"not_applicable","not_applicable"
"TPL_006","TPL_006_STATE_005","TPL_006_RUN_013","Tonic","stn_like_empirical",46.7042392636379,52.7639212755619,6.05968201192395,12,11,"shifted_gamma","stn_like_empirical",0.528682711394504,48.619833253324,0.02,0.550880182902178,0.148972977642964,0.199231022972147,0.0400236977975531,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.739445016158736,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_007","TPL_007_STATE_001","TPL_007_RUN_001","Tonic","stn_like_empirical",0,4.53572489287477,4.53572489287477,13,12,"shifted_gamma","stn_like_empirical",0.368130105128512,67.2582645621151,0.02,0.377977074406231,0.102547205999503,0.123530747207673,0.015649445786138,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.697783925660831,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_007","TPL_007_STATE_002","TPL_007_RUN_003","Broad_HFS","none",6.64044016374894,15.4765839401092,8.83614377636024,35,34,"shifted_gamma","intermediate",0.288179781073704,3.10531514817849,0.02,0.259886581657654,0.604671677123828,0.579528037710677,0.335090051232879,TRUE,"weak","not_applicable","none","no_evidence_at_one_or_more_boundaries","ambiguous","no_evidence",1.59256532207607,0.228292641327091,"none","none",,"not_applicable","not_applicable"
"TPL_007","TPL_007_STATE_003","TPL_007_RUN_005","Broad_HFS","none",15.9316007080004,22.3410929997413,6.4094922917409,33,32,"shifted_gamma","regular",0.198178572813049,11.7162573183887,0.02,0.200296634116903,0.241118469573829,0.227248881383085,0.0636562643458066,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","clear",0.439687653567963,8.03505860093947,"none","none",,"not_applicable","not_applicable"
"TPL_007","TPL_007_STATE_004","TPL_007_RUN_012","Broad_HFS","none",29.5335449231488,35.9751321044519,6.44158718130309,32,31,"shifted_gamma","irregular",0.235700743910857,1.65572959631681,0.02,0.207793134880745,0.60054267340434,0.472863138866253,0.302964989400141,TRUE,"moderate","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","clear",0.363455973862733,4.23922901258645,"none","none",,"not_applicable","not_applicable"
"TPL_007","TPL_007_STATE_005","TPL_007_RUN_013","Tonic","generic_stress",35.9751321044519,47.6383758100413,11.6632437055894,16,15,"shifted_gamma","generic_stress",0.755694733478595,18.6876875320449,0.02,0.777549580372627,0.17422562240998,0.200913549802709,0.0480726716339451,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.857796332727405,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_008","TPL_008_STATE_001","TPL_008_RUN_001","Tonic","stn_like_empirical",0,5.63749460111961,5.63749460111961,14,13,"shifted_gamma","stn_like_empirical",0.397852885304019,39.4207626534626,0.02,0.433653430855355,0.14539828322387,0.198678739326296,0.0368948791880199,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.727608355475147,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_008","TPL_008_STATE_002","TPL_008_RUN_003","Broad_HFS","none",8.89773013330654,15.2075470364964,6.30981690318988,33,32,"shifted_gamma","regular",0.184031777167693,7.04395239008591,0.02,0.197181778224684,0.377418256189042,0.498182039804081,0.256390361682851,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","clear","no_evidence",1.89310361333712,0.566593182458581,"none","none",,"not_applicable","not_applicable"
"TPL_008","TPL_008_STATE_003","TPL_008_RUN_009","Tonic","generic_stress",18.6738787557891,31.3138282502582,12.6399494944691,15,14,"shifted_gamma","generic_stress",0.883927973965183,29.6764672296122,0.02,0.90285353531922,0.171361713721002,0.237673950526818,0.0581478265208073,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.798081412922847,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_008","TPL_008_STATE_004","TPL_008_RUN_012","Broad_HFS","none",37.9498893318267,45.0639052499068,7.11401591808008,35,34,"shifted_gamma","intermediate",0.212579293558374,3.38331242552958,0.02,0.209235762296473,0.523714025585398,0.530201074988968,0.287403937272156,TRUE,"strong","not_applicable","TPL_008_REGIME_01","clear_or_hard_cut","clear","hard_cut_canonical_pause",6.57375955284552,2.03188466046782,"none","canonical_pause",,"not_applicable","not_applicable"
"TPL_008","TPL_008_STATE_005","TPL_008_RUN_014","Broad_HFS","none",49.0593287570384,54.7855123012692,5.72618354423079,32,31,"shifted_gamma","irregular",0.234900193954818,1.41992771008518,0.02,0.184715598200993,0.769026369421264,0.864415116905185,0.752336542212534,TRUE,"moderate","not_applicable","TPL_008_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","recording_edge_unobservable",2.25010115842674,,"canonical_pause","none",,"not_applicable","not_applicable"
"TPL_009","TPL_009_STATE_001","TPL_009_RUN_001","Broad_HFS","none",0,7.40365910051747,7.40365910051747,35,34,"shifted_gamma","irregular",0.243914369447157,1.31552657943685,0.02,0.217754679426985,0.764993082400904,0.685132121082003,0.466792183700007,TRUE,"strong","not_applicable","none","ambiguous_or_edge","recording_edge_unobservable","clear",,3.26348676167412,"none","none",,"not_applicable","not_applicable"
"TPL_009","TPL_009_STATE_002","TPL_009_RUN_003","Tonic","generic_stress",8.24084353281848,20.0602108986421,11.8193673658236,16,15,"shifted_gamma","generic_stress",0.751180659630336,25.5351883275434,0.02,0.78795782438824,0.207819893810753,0.325507877765643,0.108330431694795,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.737614282376133,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_009","TPL_009_STATE_003","TPL_009_RUN_007","Broad_HFS","none",24.97776346302,30.732943782377,5.75518031935699,33,32,"shifted_gamma","intermediate",0.202804795778357,4.05864461092278,0.02,0.179849384979906,0.348556912068813,0.440472162271648,0.208428934446524,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","no_evidence",0.406288690900898,0.547583777054562,"none","none",,"not_applicable","not_applicable"
"TPL_009","TPL_009_STATE_004","TPL_009_RUN_012","Tonic","stn_like_empirical",37.5972783115989,44.7490456960894,7.1517673844905,17,16,"shifted_gamma","stn_like_empirical",0.462181465234607,49.778988128528,0.02,0.446985461530656,0.145094672286833,0.145238429905102,0.025878332225121,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.872667951562247,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_009","TPL_009_STATE_005","TPL_009_RUN_013","Broad_HFS","none",44.7490456960894,49.3673572026096,4.61831150652019,27,26,"shifted_gamma","regular",0.185201679533347,9.93982476415113,0.02,0.177627365635392,0.461211165339542,0.325766653873926,0.138886199927251,TRUE,"weak","not_applicable","none","ambiguous_or_edge","clear","recording_edge_unobservable",1.97667896391098,,"none","none",,"not_applicable","not_applicable"
"TPL_010","TPL_010_STATE_001","TPL_010_RUN_001","Tonic","stn_like_empirical",0,7.1913304642795,7.1913304642795,17,16,"shifted_gamma","stn_like_empirical",0.440678099729121,42.8707958525047,0.02,0.449458154017469,0.160772264822382,0.226903411837437,0.057496036161522,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.878426557351522,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_010","TPL_010_STATE_002","TPL_010_RUN_008","Tonic","generic_stress",16.5675963193169,30.1237727226028,13.556176403286,14,13,"shifted_gamma","generic_stress",0.999867393658497,24.3987604659051,0.02,1.04278280025277,0.128621318470226,0.145527452569308,0.0198512239676786,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.805345632371074,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_010","TPL_010_STATE_003","TPL_010_RUN_011","Broad_HFS","none",37.2236739851319,44.9588080332413,7.73513404810934,34,33,"shifted_gamma","regular",0.234147716877051,11.0464744297788,0.02,0.234398001457859,0.280636848952914,0.34015916992253,0.12787920356067,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","clear","no_evidence",9.67113527075958,0.298471109385793,"none","none",,"not_applicable","not_applicable"
"TPL_010","TPL_010_STATE_004","TPL_010_RUN_013","Broad_HFS","none",45.3495759095543,52.5703985320665,7.22082262251217,35,34,"shifted_gamma","intermediate",0.241395782115869,2.87174848378636,0.02,0.21237713595624,0.673276845994376,0.569209683342786,0.367715879576536,TRUE,"moderate","not_applicable","TPL_010_REGIME_01","no_evidence_at_one_or_more_boundaries","no_evidence","hard_cut_canonical_pause",0.607481134535757,2.08898995001762,"none","canonical_pause",,"not_applicable","not_applicable"
"TPL_010","TPL_010_STATE_005","TPL_010_RUN_015","Broad_HFS","none",56.1656253186315,62.5336348162244,6.36800949759294,34,33,"shifted_gamma","irregular",0.227044898685999,1.7146353000775,0.02,0.192969984775544,0.709670055146564,0.604690554093999,0.428571540476936,TRUE,"weak","not_applicable","TPL_010_REGIME_01","ambiguous_or_edge","hard_cut_canonical_pause","recording_edge_unobservable",1.64536995394588,,"canonical_pause","none",,"not_applicable","not_applicable"
"TPL_011","TPL_011_STATE_001","TPL_011_RUN_002","Broad_HFS","none",4.22007746221498,9.64703684859987,5.4269593863849,35,34,"shifted_gamma","intermediate",0.19399833209347,4.03898088275455,0.02,0.159616452540732,0.587552361943188,0.563774533727858,0.353875921268962,TRUE,"moderate","not_applicable","none","clear_or_hard_cut","clear","clear",47.2012550547959,4.52350927958229,"none","none",,"not_applicable","not_applicable"
"TPL_011","TPL_011_STATE_002","TPL_011_RUN_004","Broad_HFS","none",10.924434889614,17.4117079765541,6.48727308694005,32,31,"shifted_gamma","regular",0.236669873045757,8.62404128909111,0.02,0.20926687377226,0.467538106001303,0.330156804015083,0.127493452997612,TRUE,"weak","not_applicable","none","clear_or_hard_cut","clear","clear",3.02713151092452,4.57712077158654,"none","none",,"not_applicable","not_applicable"
"TPL_011","TPL_011_STATE_003","TPL_011_RUN_005","Tonic","generic_stress",17.4117079765541,34.5974576146969,17.1857496381429,18,17,"shifted_gamma","generic_stress",1.04561304602539,23.9786999719217,0.02,1.01092644930252,0.189029450556014,0.284847650542173,0.0777255084630839,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.832296846236156,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_011","TPL_011_STATE_004","TPL_011_RUN_009","Broad_HFS","none",39.0511403040752,43.0172958728004,3.96615556872521,25,24,"shifted_gamma","irregular",0.201187664293684,1.30481901078019,0.02,0.165256482030217,0.781085078497396,0.771108852613387,0.585459377595572,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","no_evidence","clear",0.396986233399696,3.35596518848423,"none","none",,"not_applicable","not_applicable"
"TPL_011","TPL_011_STATE_005","TPL_011_RUN_010","Tonic","stn_like_empirical",43.0172958728004,50.0312105078204,7.01391463501994,17,16,"shifted_gamma","stn_like_empirical",0.448010885948315,68.2013603905216,0.02,0.438369664688747,0.132887360941117,0.181343408071816,0.0332692582560061,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.885722457479769,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_012","TPL_012_STATE_001","TPL_012_RUN_001","Tonic","generic_stress",0,12.2075830892282,12.2075830892282,15,14,"shifted_gamma","generic_stress",0.937636054621544,20.4995448463596,0.02,0.87197022065916,0.129772667087597,0.149142159716867,0.0248226159439081,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.795752640033437,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_012","TPL_012_STATE_002","TPL_012_RUN_003","Tonic","stn_like_empirical",17.8385075580883,23.7587707264146,5.92026316832632,16,15,"shifted_gamma","stn_like_empirical",0.41765051651746,41.1975772771984,0.02,0.394684211221755,0.14646606215936,0.208237456950568,0.0398082591396927,FALSE,"none","eligible","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.833590486496694,"eligible","pre_frozen_timestamp_evidence_contract_met"
"TPL_012","TPL_012_STATE_003","TPL_012_RUN_005","Broad_HFS","none",27.3466440468824,33.6497405200556,6.30309647317324,29,28,"shifted_gamma","regular",0.220995693607256,8.07733780145645,0.02,0.225110588327616,0.345578363660284,0.360694116290679,0.147730810451086,FALSE,"none","not_applicable","none","no_evidence_at_one_or_more_boundaries","clear","no_evidence",1.79905150691052,0.566948911538726,"none","none",,"not_applicable","not_applicable"
"TPL_012","TPL_012_STATE_004","TPL_012_RUN_008","Broad_HFS","none",35.1623795606538,41.3569886448616,6.19460908420779,32,31,"shifted_gamma","intermediate",0.228109810422175,3.14904462327249,0.02,0.199826099490574,0.654474128779004,0.582015753550513,0.352226616039293,TRUE,"moderate","not_applicable","TPL_012_REGIME_01","clear_or_hard_cut","clear","hard_cut_canonical_pause",1.83000664889723,0.531206573813195,"none","canonical_pause",,"not_applicable","not_applicable"
"TPL_012","TPL_012_STATE_005","TPL_012_RUN_010","Broad_HFS","none",44.2377716485233,50.7786831261083,6.54091147758494,35,34,"shifted_gamma","irregular",0.236648079459555,1.71748456649948,0.02,0.192379749340733,0.64339755336344,0.620353826899096,0.391909398837918,TRUE,"strong","not_applicable","TPL_012_REGIME_01","clear_or_hard_cut","hard_cut_canonical_pause","clear",1.88250682370445,4.60591603711218,"canonical_pause","none",,"not_applicable","not_applicable"
"TPL_013","TPL_013_STATE_001","TPL_013_RUN_004","Tonic","generic_stress",1.96616684319683,12.7098232698084,10.7436564266116,13,12,"shifted_gamma","generic_stress",0.818881086236797,9.33115491922945,0.02,0.895304702217633,0.223743100577025,0.257491819166234,0.0672111173202777,FALSE,"none","ambiguous","none","not_applicable","not_applicable","not_applicable",,,"none","none",0.745679170080681,"eligible","pre_frozen_timestamp_evidence_contract_met"
