"Template_ID","State_Envelope_ID","Tonic_Subtype","Tonic_Intended_Stratum","Tonic_Phenotype_Evidence_Score","Tonic_Phenotype","Eligibility_Reason","N_ISIs","Duration_u","Median_ISI_u","Local_Left_Median_ISI_u","Local_Right_Median_ISI_u","Left_Log_Rate_Contrast","Right_Log_Rate_Contrast","CV","CV2","LV","Stability_Subscore","Duration_Subscore","Local_Separation_Subscore","Subtype_Band_Subscore","Detector_Output_Used"
"TPL_009","TPL_009_STATE_002","generic_stress","eligible",0.737614282376133,"eligible","pre_frozen_timestamp_evidence_contract_met",15,11.8193673658236,0.830255332711563,0.410865276468228,0.490064077955628,0.703467916976592,0.527197129362412,0.207819893810753,0.325507877765643,0.108330431694795,0.626876668184344,0.9,0.671547252159714,0.862770823352265,FALSE
"TPL_009","TPL_009_STATE_004","stn_like_empirical","eligible",0.872667951562247,"eligible","pre_frozen_timestamp_evidence_contract_met",16,7.1517673844905,0.447094841054333,0.192099133113193,0.243371275370285,0.844759187410019,0.608182584990895,0.145094672286833,0.145238429905102,0.025878332225121,0.818413453890926,1,0.792838845717182,0.933674004312202,FALSE
"TPL_010","TPL_010_STATE_001","stn_like_empirical","eligible",0.878426557351522,"eligible","pre_frozen_timestamp_evidence_contract_met",16,7.1913304642795,0.45471844199241,,1.22012580672299,,0.987030834073654,0.160772264822382,0.226903411837437,0.057496036161522,0.74361188330887,1,1,0.904909020139872,FALSE
"TPL_010","TPL_010_STATE_002","generic_stress","eligible",0.805345632371074,"eligible","pre_frozen_timestamp_evidence_contract_met",13,13.556176403286,1.03548668445059,0.354888211681164,2.15476019121706,1.07082397848766,0.732807894468122,0.128621318470226,0.145527452569308,0.0198512239676786,0.832713612573136,0.7,0.899877390972436,0.761423545736662,FALSE
"TPL_011","TPL_011_STATE_003","generic_stress","eligible",0.832296846236156,"eligible","pre_frozen_timestamp_evidence_contract_met",17,17.1857496381429,0.998816902535781,0.240284552500921,0.418144188279116,1.42474762465373,0.870745160025598,0.189029450556014,0.284847650542173,0.0777255084630839,0.681786527692568,1,0.97514676823403,0.822764407561613,FALSE
"TPL_011","TPL_011_STATE_005","stn_like_empirical","eligible",0.885722457479769,"eligible","pre_frozen_timestamp_evidence_contract_met",16,7.01391463501994,0.423348486527877,0.222306975912683,0.108676157788474,0.64413648399,1.35982325459538,0.132887360941117,0.181343408071816,0.0332692582560061,0.801821690961775,1,0.851491323432084,0.973477582043208,FALSE
"TPL_012","TPL_012_STATE_001","generic_stress","eligible",0.795752640033437,"eligible","pre_frozen_timestamp_evidence_contract_met",14,12.2075830892282,0.859972875336725,,1.49459395527455,,0.552708998667274,0.129772667087597,0.149142159716867,0.0248226159439081,0.826479616984214,0.8,0.603202651124473,0.922601315074283,FALSE
"TPL_012","TPL_012_STATE_002","stn_like_empirical","eligible",0.833590486496694,"eligible","pre_frozen_timestamp_evidence_contract_met",15,5.92026316832632,0.409431586116325,1.73162003291159,0.235656876211008,1.44204286205402,0.552392989758488,0.14646606215936,0.208237456950568,0.0398082591396927,0.774956650775823,0.9,0.801428886347371,0.916610244584451,FALSE
"TPL_013","TPL_013_STATE_001","generic_stress","ambiguous",0.745679170080681,"eligible","pre_frozen_timestamp_evidence_contract_met",12,10.7436564266116,0.883651257694342,0.103003729136689,0.515146159271286,2.14929728714465,0.539611815120325,0.223743100577025,0.257491819166234,0.0672111173202777,0.682565021280659,0.6,0.794454476264656,0.968811331577432,FALSE
"TPL_013","TPL_013_STATE_004","stn_like_empirical","ambiguous",0.497832953907086,"ambiguous","short_state;outside_subtype_rate_band",8,2.45686448256658,0.293133546617045,0.269577142950702,0.991103180182294,0.0837737015741045,1.21819035046961,0.21850179542657,0.248215217309727,0.0575467498614682,0.697657592288207,0.2,0.545713493905344,0.348136091053673,FALSE
"TPL_014","TPL_014_STATE_003","generic_stress","ambiguous",0.560850240167179,"ambiguous","low_regularity_evidence",10,7.25396183277154,0.704193779172191,0.304567729485543,1.91200339868665,0.838160081848077,0.99885329837712,0.345083267229454,0.416359259694429,0.196018885535317,0.432141882376872,0.4,0.957365797061883,0.58260163902027,FALSE
"TPL_014","TPL_014_STATE_004","stn_like_empirical","ambiguous",0.579697640754345,"ambiguous","outside_subtype_rate_band",10,2.9330534907452,0.26991468568907,1.91200339868665,1.20119982035787,1.9578009410284,1.49297025641979,0.252581136498006,0.267754019696692,0.0867201727965494,0.645373604609449,0.4,1,0.207740994552828,FALSE
"TPL_015","TPL_015_STATE_004","generic_stress","ambiguous",0.284878927406207,"no_evidence","low_regularity_evidence;short_state;weak_local_boundary_contrast;outside_subtype_rate_band",8,4.59600516784915,0.523408638527325,0.534006886256391,0.603903559233905,0.0200462398908117,0.143052020446185,0.313444124504323,0.352941391248175,0.135352990179706,0.528776804474109,0.2,0.0889991869738767,0.0778418411089378,FALSE
"TPL_015","TPL_015_STATE_005","stn_like_empirical","ambiguous",0.319717399323116,"no_evidence","low_regularity_evidence;short_state;weak_local_boundary_contrast",8,2.45688699749248,0.32455219164747,0.368433682848143,,0.126814369962287,,0.312467960914642,0.495833595012607,0.25236583015316,0.369414187800243,0.2,0.138399708248609,0.521358912766484,FALSE
"TPL_016","TPL_016_STATE_002","stn_like_empirical","ambiguous",0.576688148444819,"ambiguous","short_state",8,2.64044264607799,0.32444936707191,0.188984656350152,0.532787966597857,0.540463661861354,0.495994043463977,0.174191269021988,0.14485196270993,0.0291900688483178,0.798524202905127,0.2,0.565572513870892,0.520819822542947,FALSE
"TPL_016","TPL_016_STATE_005","generic_stress","ambiguous",0.667146831716704,"eligible","pre_frozen_timestamp_evidence_contract_met",11,8.6586701218986,0.781547574359103,0.350308567277372,2.9111693745479,0.802461636831506,1.31503410266225,0.328080281628003,0.313369369656541,0.0965177486581614,0.568966596194815,0.5,0.937885929059969,0.759915037133922,FALSE
"TPL_017","TPL_017_STATE_001","stn_like_empirical","ambiguous",0.653099676496074,"eligible","pre_frozen_timestamp_evidence_contract_met",8,2.60040453604072,0.331695536934367,,0.0952984049177457,,1.24720441769969,0.181467807106761,0.21134469602825,0.0379180787658116,0.753550149692832,0.2,1,0.558398083094708,FALSE
"TPL_017","TPL_017_STATE_003","generic_stress","ambiguous",0.572984175204749,"ambiguous","borderline_continuous_evidence_score",11,7.34927257594321,0.677624540223152,0.361572162028265,0.344503892386693,0.628131719054864,0.676487970023028,0.255461338301458,0.364115709389904,0.122208127787004,0.567924402567145,0.5,0.711902698398717,0.517169372490739,FALSE
"TPL_018","TPL_018_STATE_002","generic_stress","no_evidence",0.26636772932616,"no_evidence","low_regularity_evidence;short_state;outside_subtype_rate_band",9,4.85580351413533,0.454073378637697,1.0132108508784,1.53501497211477,0.802620815646611,1.21803660185803,0.571653248468684,0.671135036987223,0.386640546430365,0.0469329285701,0.3,0.937972789490598,0,FALSE
"TPL_018","TPL_018_STATE_005","stn_like_empirical","no_evidence",0.369776812600841,"no_evidence","low_regularity_evidence;short_state;outside_subtype_rate_band",8,2.22424725582661,0.255638942848078,0.208385276766784,4.60996507485397,0.20437741098687,2.89220949054986,0.324254571015581,0.424332223940964,0.168537108375551,0.461033506984294,0.2,0.61152432512814,0.115292723907479,FALSE
"TPL_019","TPL_019_STATE_003","stn_like_empirical","no_evidence",0.491774202497565,"ambiguous","outside_subtype_rate_band",11,2.77255802920421,0.24162920296392,0.324114035334195,0.899392901342611,0.293691082825512,1.31431564969547,0.261125215833285,0.264629996835284,0.0896829927752365,0.639602756249437,0.5,0.660260860777673,0.0194046392112786,FALSE
"TPL_019","TPL_019_STATE_004","generic_stress","no_evidence",0.657910821303097,"eligible","pre_frozen_timestamp_evidence_contract_met",11,9.47256357303405,0.77982498704085,0.274836784202641,0.343904496124369,1.0428921094408,0.818705527636716,0.283721838374956,0.373188470834824,0.126018593900664,0.543321561096543,0.5,0.946749868331724,0.756161115990674,FALSE
"TPL_020","TPL_020_STATE_001","generic_stress","no_evidence",0.424224862277763,"no_evidence","low_regularity_evidence;short_state",8,4.62206301998607,0.624672300175459,0.0638437377657349,2.10658672433347,2.28078869212384,1.21559705792923,0.391428997903421,0.444185456980117,0.35611837920563,0.27119149846083,0.2,1,0.378741314467155,FALSE
"TPL_020","TPL_020_STATE_002","stn_like_empirical","no_evidence",0.39002431461821,"no_evidence","low_regularity_evidence;short_state;outside_subtype_rate_band",8,2.07634701003691,0.262246279555371,2.10658672433347,0.328412135149469,2.08354018990041,0.224985268696337,0.300560143650214,0.406609255317172,0.168752681951615,0.484322783721544,0.2,0.622769586589705,0.158706419058258,FALSE
